jointFR1,jointFR2,jointFR3,footFRx,footFRy,footFRz,force
-0.076452828943729,0.4441454410553,-1.9417645931244,0.13575291633606,-0.19575503468513,0.39442300796509,0
-0.076740048825741,0.44410833716393,-1.9405108690262,0.13557557761669,-0.19634974002838,0.39445859193802,0
-0.077935233712196,0.44395935535431,-1.9360461235046,0.13518296182156,-0.19738899171352,0.39451196789742,0
-0.080057062208652,0.44370323419571,-1.9299088716507,0.1346257776022,-0.19863913953304,0.39456936717033,0
-0.082771226763725,0.44333040714264,-1.9227601289749,0.13400048017502,-0.20003409683704,0.39463818073273,0
-0.085396155714989,0.44281080365181,-1.9147996902466,0.1334128677845,-0.20157963037491,0.39470613002777,0
-0.087504513561726,0.44212129712105,-1.9061335325241,0.13292980194092,-0.20323556661606,0.39476078748703,0
-0.0886609852314,0.4413104057312,-1.8972179889679,0.13273292779922,-0.20483334362507,0.39481955766678,0
-0.088005386292934,0.44051247835159,-1.8889684677124,0.13291664421558,-0.20629523694515,0.39488327503204,0
-0.085355766117573,0.43979230523109,-1.8817479610443,0.13348583877087,-0.20760652422905,0.39493548870087,0
-0.081094317138195,0.43917691707611,-1.8753855228424,0.13433235883713,-0.20882077515125,0.39499649405479,0
-0.075947374105453,0.43870651721954,-1.8692854642868,0.13527962565422,-0.21006609499454,0.39510282874107,0
-0.070527628064156,0.43838721513748,-1.8629126548767,0.13624556362629,-0.21141321957111,0.39525184035301,0
-0.065089091658592,0.4381777048111,-1.8561187982559,0.13721957802773,-0.21285356581211,0.39542827010155,0
-0.059852406382561,0.43804088234901,-1.848863363266,0.13813753426075,-0.2143719047308,0.39564424753189,0
-0.055065058171749,0.43794649839401,-1.8411076068878,0.13895530998707,-0.21598179638386,0.39590084552765,0
-0.050743110477924,0.43785381317139,-1.8328894376755,0.13969293236732,-0.21767976880074,0.39617538452148,0
-0.046828851103783,0.43772718310356,-1.8242777585983,0.14037930965424,-0.219422519207,0.39646324515343,0
-0.043272018432617,0.43754851818085,-1.8153418302536,0.14100359380245,-0.22119863331318,0.39677509665489,0
-0.04001958668232,0.43729943037033,-1.8061257600784,0.1415673494339,-0.2230236530304,0.39710012078285,0
-0.03701101616025,0.43696004152298,-1.7966632843018,0.14210696518421,-0.22487889230251,0.39742192625999,0
-0.034199923276901,0.43652507662773,-1.786997795105,0.14262764155865,-0.22673417627811,0.39775303006172,0
-0.031561531126499,0.435995221138,-1.777156829834,0.14310821890831,-0.2286079376936,0.39809891581535,0
-0.029067602008581,0.43536165356636,-1.7671473026276,0.14356726408005,-0.23051047325134,0.39844110608101,0
-0.026680491864681,0.43463033437729,-1.7569984197617,0.14403299987316,-0.23240795731544,0.3987845480442,0
-0.024372793734074,0.43383580446243,-1.7467573881149,0.14448718726635,-0.23429796099663,0.39914694428444,0
-0.022135768085718,0.43297877907753,-1.7364273071289,0.14491999149323,-0.23620611429214,0.39952033758163,0
-0.019950278103352,0.43205741047859,-1.7260125875473,0.14536459743977,-0.23812033236027,0.39989304542542,0
-0.017788305878639,0.43110337853432,-1.7155548334122,0.14582458138466,-0.24001295864582,0.40028318762779,0
-0.015645366162062,0.4301333129406,-1.7050720453262,0.14627180993557,-0.24190562963486,0.40069833397865,0
-0.013520911335945,0.42913633584976,-1.694549202919,0.14671921730041,-0.24381253123283,0.40112087130547,0
-0.011396929621696,0.42812412977219,-1.6840049028397,0.14719535410404,-0.24570325016975,0.40155413746834,0
-0.0092609599232674,0.42712742090225,-1.6734759807587,0.14767859876156,-0.24757388234138,0.40201663970947,0
-0.0071243867278099,0.42613476514816,-1.6629445552826,0.14815334975719,-0.24945504963398,0.40249758958817,0
