jointHR1,jointHR2,jointHR3,footHRx,footHRy,footHRz,force_sign_HR
-5.406655993523871,-8.105295559675517,3.1505336804235875,-0.2478425925298058,0.7771264603711854,0.4695321860088151,-6.506120058721751
-0.43200217229364535,2.185148769128599,-1.5633426970018427,-2.4359946901513596,-2.066584296341603,-2.3974169349331453,-7.080140006399661
4.2026538948021965,4.852058039271909,-0.49812597439444345,0.7844194913642507,0.21633602797511972,-0.09477617149228475,-0.2643964976962692
3.7354089845534273,2.961955105551304,-1.402144483877187,1.3654209250325138,1.0972047459956404,1.0027713738724946,3.8853958414814525
0.07705056495338637,-0.9602307723675573,-2.7243727248649097,-0.2714889476353061,0.3096081504709951,0.5190496960098789,2.104579278911095
-3.1962627022040686,-0.9594149131379593,-3.503327700202118,-2.476666006687871,-1.3719058618534337,-0.8487456393131312,-1.8186842478253924
-2.1111191556083733,-3.029786261214357,-1.043884270622926,-1.3305163848999861,-1.0679936772535645,-0.7300072092165567,-2.5557553465456833
-0.7878791993044565,-0.13592187545069287,1.682161128689827,0.46146646350149206,-0.03468446521565984,0.2671583924997192,-0.8488207169034364
0.7809175195468216,1.9981695916405766,3.355678599006654,1.7350443347638627,0.6016458084093461,0.7221924874950985,1.1266005515586213
1.9371290427991914,1.695582854256205,3.3639418555306726,2.205077362654692,0.9525419886671628,0.7645548108755519,2.827798102606423
1.7348900943522305,-0.3098184321511935,0.8827418678746285,1.4167779780022653,1.2420663250290633,0.8000039146655051,3.627577693214272
-0.5092261610378229,-1.4049501853917568,-3.4800425298951256,-1.6160893623097052,-0.0335577823108276,-0.34310534860520775,1.1936798624852694
-2.9511220507853335,-0.7568538927021015,-5.9899334026326025,-5.2312891048123005,-3.418722138331815,-3.271681074465501,-4.092147704547236
-2.825033699168375,1.622534420664359,-3.6798576515214108,-4.1820938477649285,-3.3455865786313526,-2.845385367679581,-4.80626727951953
-0.7633128795310504,2.5865953440411444,2.3546497615056143,1.5298153269269177,1.1770555098267295,1.8402329382018172,0.049049612343396325
1.4304623732108763,1.9461044287139504,6.377921579797703,5.795924897616895,4.590549891722046,5.1270468317092135,4.042624099622616
1.699407832463108,0.2843233071266562,4.177916194488851,3.825727804685876,2.6057036583884736,2.7399543625408063,2.4730165328736486
1.3700740161457177,-1.5229252279965126,1.3861620902703926,1.270316018865885,0.3033010706094133,0.09591234200516185,0.585130342075394
1.0292127480319628,-2.203224401939764,-0.8911877384546663,-0.6393419278155833,-1.1904897137633728,-1.5957047296092322,-0.5382101625523573
0.2716946663613361,-3.0676327976031,-2.3827734613729814,-1.8471778408522619,-1.850708229020506,-2.2867368454929764,-1.0592427882608815
-0.3092903931920794,-0.8090651853843644,-3.0470693229193735,-2.220450096582976,-1.487432535594219,-1.7018020194693784,-0.9953557226119812
-0.3127538063325715,2.19499985546588,-1.515565657498782,-0.9203850209346299,0.09933243990214821,0.23365749321144497,0.0378384984753834
0.14170671390549877,2.8361110703607735,1.5389987546182102,1.009580649716713,1.1293396402439082,1.4778105174799123,2.3955136553554706
0.1430422988473228,3.0308286085077745,3.424622108296224,2.0649777146116324,1.0035205776003977,1.5505011206685113,6.244888107515488
-0.22942977373621673,1.3912622091425177,3.0499507473753455,1.9170053526046933,0.6334680332971169,1.1499136537661823,7.648623397208101
-0.6637715583416288,-1.2327620411360107,1.1380116865614154,0.6843198246531437,-0.024939790923491308,0.23079691401116081,5.379005108454561
-0.7632034801433759,-4.121801652054171,-1.496206296714517,-1.1788854907468347,-1.1079107340485748,-1.2082959426952935,0.6652689324428429
-1.1350950965622133,-5.925509388912686,-4.829741333565005,-3.854776223196743,-2.921994171153277,-3.298150471495418,-6.180511735842243
0.6480016431089685,-2.029320465582529,-2.469591112166673,-0.9372065782936246,0.04941783962759243,-0.2825538514726692,-9.779146848616705
0.815023254082399,3.282914008358461,-3.8636379994058974,-1.9868824303579398,-0.4707690087276493,-0.6717164128074992,-19.68723673804757
1.8894220006992999,5.94664516072746,0.8110680129004432,1.9869182302785164,2.513390874982614,2.443374790233373,-30.81246332776427
-0.6678521284397052,1.001262493462834,2.6228867501013884,1.7811484949364524,1.046958999694835,1.0015795083732697,46.57001698334487
-0.6536903950062475,-1.4767496752811675,3.3979166242832357,1.4342774651011272,-0.2301893931998361,-0.22418271727368205,17.09969045391567
0.9337876770780319,-0.9335610487574156,0.9038666608280751,0.664350421254873,-0.362951650309554,-0.20878349964689152,-5.645819183598156
1.383185345021556,0.9490848684360959,-3.6898818253990022,-0.7446951380386985,-0.19710219794749637,0.16790325640466108,-10.561479110153897
0.638257354903064,1.9936257841922467,-5.526495600233896,-1.9473445095648125,-0.8639237681215198,-0.4747135104647136,-7.821686593616488
-0.1008159824422009,1.8039262293502691,-3.8451214645441567,-1.8205695761755918,-1.0759772832565684,-0.8403704065710712,-4.312521495661734
-0.7248644966784337,0.5219197722981372,-0.5390323060714235,-0.7242082005914134,-0.5515780032634183,-0.5007084482772677,-0.030825487478630276
-1.2405140401900472,-1.6151544355386425,3.441437917099492,1.006879996306847,0.5919352997754155,0.48744233323838787,5.5820070030251125
-1.0740406122618171,-2.9884774093346915,7.427113117363491,3.14611871950946,2.1032229344296907,1.8893232439692635,12.864718248333885
