jointFR1,jointFR2,jointFR3,footFRx,footFRy,footFRz,force_sign_FR
-3.956045131059271,-1.8814496128634317,-3.1119485626702246,-3.659382942288422,-2.551586280794577,-2.4858271013303312,-8.967635879224556
-3.0034401288837786,-2.089782367615664,-1.5194429720372804,-2.270407730406129,-1.9839340699787096,-2.174808627665449,-6.832020111153891
4.732447782952367,3.7810870852856557,3.857099121707709,4.411860979171257,4.3689585941432565,3.8460895301419495,3.2201035325558487
4.1757471131908925,1.863711811294166,1.665977660946442,2.650288517459385,2.4155380711101238,1.8789056621363736,4.187870400114206
0.7664127527260852,-0.7817693828354944,-3.026254145127317,-1.857248819088642,-1.663754245279455,-1.7116294498891926,-0.2866866014060414
-1.5783102765796482,-1.823310521793713,-4.231694127174277,-3.1851787695000815,-2.837915645073086,-2.3733964274466395,-3.0723250172080343
-1.4555473909489558,-0.9784518264058147,-1.6548524628477836,-0.9772082119982373,-0.9387037624625776,-0.32845756948678523,-1.7809427691214512
-0.7254619462986013,0.30682923732775097,1.3308943928795018,1.29772760830639,0.8708721592062963,1.373142813979775,0.49319245261171035
-0.013514213167007471,1.2677290156274221,2.972380652373563,2.093143781329087,1.3425232149352035,1.5724780093201332,1.9745290548801955
0.6246766088015677,0.8904877536438062,2.874600024592555,1.4892986443247163,0.7958727183794584,0.6221312077042183,2.457590880371507
0.5590893418412345,0.41045855946682375,0.6254507532215495,-0.38474010788531326,-0.2784637643754317,-0.6989629774459803,1.8595663110222196
0.08226959688967576,-0.7511186075354396,-1.3803782384132623,-0.9615717603943923,-0.0238613357158685,-0.3660543158845197,1.2112778414560803
-0.40554109492334345,-1.2221987100917977,-2.6337041195395945,-1.3634773762836514,-0.6134940804911895,-0.6357416025526859,-1.0206634832210304
-0.8333136204404497,-3.240809393244047,-2.0815761373304085,-0.9400005676197558,-1.0796967470454442,-0.977384989126336,-2.4518381105415497
-1.2084568113215428,-1.951246234981545,-1.8569848289127657,-1.3520307819999677,-1.8193719541678224,-1.5950061368061625,-3.0954412387239154
-0.7844681822968997,0.4006944895761938,-0.4986242351695839,-0.40505361632050413,-0.9058373947856011,-0.5727965857902848,-1.6140326708372619
0.10343938610878607,3.8143394300721902,0.7643932349286886,0.5690762398053189,0.3018746339704987,0.7343763867262573,0.28437987455229846
0.8484802772704805,2.1466125980707504,4.726448892735299,4.700048332848728,4.125198072919047,4.6276657302842565,4.753354634466003
1.8691906501625548,3.972797572013013,3.8716121492303004,3.722144442447879,3.5993154512698444,3.9128013714748886,4.501819685882242
1.3974527240238432,1.1859810995878917,-0.972818292187569,-1.4505139875613942,-1.288915765332611,-1.5695826920847329,-0.7749161930926435
-0.012266435333066551,-3.783834309451571,-3.5055668441164576,-4.060915872951054,-3.8902935590668966,-4.538980046567606,-3.984654387475681
-0.3600635867623826,-3.173039960740911,-0.910411299684594,-1.1882863937677672,-0.8169618845913241,-1.2398649857738802,-1.0753191540623253
-0.5612782664468109,0.5931378431358603,2.4505132742817497,2.330092715947766,2.4836970118466395,2.638286125382677,4.1410527198308005
-0.6386667366641415,0.8749659922286157,1.599459724068457,1.8123629357645985,1.1839176648984358,1.7027945628424428,6.55770014267571
-0.16060251192203168,1.5222556042645357,0.06766564745523702,0.6604123237683441,-0.13685886890913318,0.5113979574627262,6.7727524369572585
-0.25720226703702126,2.065837899091587,-1.5143928893037653,-0.9436409298768536,-1.393648366253091,-0.8680953648004016,3.943064867573884
0.12641710154082456,1.1661857965183708,-1.2608156450616548,-0.5544904228351673,-0.6403492257011301,-0.3881386394187768,1.1991372604602228
0.23663840012933007,0.4426053514161453,-1.594156765134993,-1.0071657168702555,-0.7255962875769282,-0.7397557754465028,-3.8043354785469634
0.6164918648486107,-1.0618886045971718,-1.2907653319454604,-0.7929355941059947,-0.26748747810554585,-0.5720828692097599,-10.125000227514324
0.05048341671275765,-3.0613202754559086,-1.20113120990505,-1.039550719851204,-0.5561930288219268,-1.0495417426785967,-19.983335975968004
0.7688130535009812,-1.6514976825062877,0.1235485659041565,-0.14618674621239003,0.3697973096371318,-0.10713680830616953,-33.14530795769082
1.714970176925867,0.8282315337276571,3.0732627135223325,2.434382506306056,2.5836779510336902,2.299982657037164,48.16989631729354
-1.6955110123081292,0.7549987411262178,2.330904934763146,1.1302768593486938,0.23121506426137794,0.35931812294458343,17.89527708014954
-0.9679264439176359,0.3457313821822593,0.47972933995939465,0.16193485003786318,-0.6395002613461647,-0.4371810953246256,-5.998669843341259
2.1542074465924683,0.4132814882988431,-2.0031151959291944,-0.5680723184283122,-0.4378706382332139,-0.26596168120912017,-11.40358834818573
3.47826166210194,1.0739073486514024,-2.653923490101622,-0.6615519062368003,-0.10190941501838904,0.07945707995867707,-7.634775188945277
2.376264326672583,1.0393364402213459,-1.775934812581472,-0.43359680845248966,-0.006237468613671456,0.14922396531320695,-3.4736191299122594
0.06631458693962897,0.20289834999381767,-0.544924047257607,-0.26329945793478793,-0.19494732608908993,-0.07324100202013126,0.4820054313348145
-2.537746564079519,-0.9509258936592687,0.902878350532288,0.07647291222491197,-0.3029453528521969,-0.19956723291654285,5.184876155613986
-4.375048413062039,-1.399829158255887,3.2788934058772305,1.5253235995066183,0.6733442230282797,0.7816171284590655,12.204779864526891
