jointFR1,jointFR2,jointFR3,footFRx,footFRy,footFRz,jointMR1,jointMR2,jointMR3,footMRx,footMRy,footMRz,jointHR1,jointHR2,jointHR3,footHRx,footHRy,footHRz,
-0.076660272106218,0.44509629731366,-1.9417688024417,0.13574356016827,-0.19576583413407,0.3941837337361,-0.35697804209018,0.22167354430129,-1.766753646238,0.019230416600939,-0.13824515717561,0.39383548064237,-0.55492382094632,0.59325801475256,-1.8168388530499,-0.099443339720997,-0.1793471725184,0.39379724289,
-0.075272462149882,0.44560447006154,-1.937676904444,0.13566970203196,-0.19602982998668,0.39293290334779,-0.35661731058117,0.22455559940955,-1.7702865727085,0.019343775314507,-0.137601222338,0.39263152657155,-0.55113946890977,0.58192128202036,-1.8170785625896,-0.099020412290675,-0.17857374060482,0.39226678125499,
-0.074129443031889,0.44244877792089,-1.9337107680372,0.13546434618665,-0.19659629825853,0.39066656764093,-0.35232956935668,0.25652733995698,-1.7776778495484,0.019591773596431,-0.13614733575508,0.39056660340111,-0.54705467327717,0.58371384635507,-1.8193084937522,-0.098105477158365,-0.17696563471955,0.38950283663122,
-0.071211446191377,0.44799379569875,-1.9305202888023,0.13512279805701,-0.19695142029204,0.38739732227271,-0.34676527827799,0.23617914198746,-1.7886759265054,0.01993848526828,-0.13395310311813,0.38774536983704,-0.54443841903581,0.59070008623885,-1.8211126421691,-0.096516981020468,-0.17436126095748,0.38553927109388,
-0.072179315493543,0.45482388120359,-1.9282047768592,0.13463369999396,-0.19695279779515,0.38313173382811,-0.33847847112495,0.24696857603351,-1.8040216109928,0.020446112576116,-0.13080205205913,0.38425128713331,-0.54406505745595,0.55349527764455,-1.8232479970927,-0.0943008310916,-0.17091609974004,0.38052803219289,
-0.071248644221061,0.45466345261476,-1.9266350632545,0.13398923389469,-0.19646101799338,0.37787425045801,-0.33053311266178,0.26688217196089,-1.8225447309525,0.021089444349702,-0.12664278186164,0.38017288643302,-0.54382512852145,0.52192035747268,-1.8242363934574,-0.091472871268521,-0.16661637768149,0.37453968107186,
-0.058150259521322,0.45842261720467,-1.9260085923969,0.1332138400818,-0.19541981584724,0.3716454575411,-0.33184799771391,0.25434155901967,-1.8388213473278,0.02179171745708,-0.1216857491903,0.37563426314962,-0.54402793381313,0.47794588200727,-1.8249613244475,-0.088024012069711,-0.16139318135951,0.3676938967217,
-0.058631030481914,0.44800706718495,-1.9273647196639,0.13226408495203,-0.19353616508681,0.36443067368769,-0.32145516801981,0.28118331225311,-1.8504826761965,0.022457978328063,-0.11644628599888,0.37058054234812,-0.54659006709582,0.44154754466966,-1.8255828588141,-0.084065334910307,-0.15522235917649,0.3601162766024,
-0.039057846499296,0.47684017755999,-1.9313966745068,0.13114647205281,-0.19059991342473,0.35628286906448,-0.31428858299559,0.27428648889369,-1.862659905495,0.023213129205991,-0.110311432163,0.36531808662124,-0.54171921614628,0.46726805635361,-1.8249584119008,-0.079485368146465,-0.14802433674104,0.35195322951179,
-0.027299008663564,0.49507256264072,-1.9372115468745,0.12977764468936,-0.18664515588366,0.34734679071427,-0.29956211047775,0.21853193891895,-1.872494152707,0.023893056134901,-0.10378075531227,0.35975996616831,-0.53772719365062,0.40293208392735,-1.8192918130705,-0.074216254121288,-0.13969813039737,0.34339280738876,
