jointFR1,jointFR2,jointFR3,footFRx,footFRy,footFRz,jointMR1,jointMR2,jointMR3,footMRx,footMRy,footMRz,jointHR1,jointHR2,jointHR3,footHRx,footHRy,footHRz,
-0.24728842079639,0.44695389270782,-2.1443841457367,0.1150616183877,-0.15184776484966,0.39593577384949,-0.5226377248764,0.21632036566734,-1.6922832727432,-0.0057801897637546,-0.13830962777138,0.39408612251282,-0.90345185995102,0.48552003502846,-1.5974462032318,-0.17448724806309,-0.15445232391357,0.39408826828003,
-0.2472090870142,0.44706955552101,-2.1383519172668,0.11434608697891,-0.15478911995888,0.39560994505882,-0.52264434099197,0.21725633740425,-1.6931250095367,-0.005772159434855,-0.13828501105309,0.39433833956718,-0.90313684940338,0.4858395755291,-1.5980272293091,-0.17424209415913,-0.15447916090488,0.39412775635719,
-0.24716372787952,0.44745656847954,-2.1185894012451,0.11322823166847,-0.15905779600143,0.39523085951805,-0.52266973257065,0.2211862206459,-1.6966494321823,-0.0057590659707785,-0.1382542103529,0.3949294090271,-0.90180790424347,0.48717540502548,-1.6004582643509,-0.17366714775562,-0.15456722676754,0.39421233534813,
-0.24776689708233,0.44791212677956,-2.0962858200073,0.11200774461031,-0.16332031786442,0.3949548304081,-0.52271091938019,0.22828064858913,-1.702981710434,-0.0057225674390793,-0.13819327950478,0.39583715796471,-0.89939385652542,0.48957207798958,-1.6048216819763,-0.17276611924171,-0.1546955704689,0.39434656500816,
-0.24889367818832,0.4483462870121,-2.0751917362213,0.1108331233263,-0.16720725595951,0.39479839801788,-0.52273494005203,0.23811645805836,-1.7116643190384,-0.0056845340877771,-0.13812704384327,0.39701375365257,-0.8959224820137,0.49271902441978,-1.6104583740234,-0.17167954146862,-0.15497887134552,0.3945260643959,
-0.24989345669746,0.44870561361313,-2.0561962127686,0.10981110483408,-0.17070509493351,0.39472129940987,-0.52266091108322,0.25014412403107,-1.7220575809479,-0.005644756834954,-0.13808988034725,0.39839494228363,-0.8913242816925,0.49606013298035,-1.6161478757858,-0.17049111425877,-0.15548440814018,0.39473679661751,
-0.25034287571907,0.44895488023758,-2.0392158031464,0.10898777097464,-0.17385026812553,0.39468732476234,-0.52246463298798,0.26386576890945,-1.7336685657501,-0.0055808364413678,-0.138069242239,0.39992853999138,-0.88572609424591,0.49936801195145,-1.6214423179626,-0.16922008991241,-0.15618880093098,0.39497551321983,
-0.24981281161308,0.44924327731133,-2.0243580341339,0.10853189229965,-0.17657285928726,0.39474990963936,-0.52213215827942,0.27885064482689,-1.7461847066879,-0.0054846107959748,-0.13802878558636,0.40157294273376,-0.87933897972107,0.50254154205322,-1.6261545419693,-0.16793744266033,-0.15705513954163,0.39524495601654,
-0.24744461476803,0.44975203275681,-2.0122172832489,0.10852434486151,-0.17887771129608,0.39484786987305,-0.52162265777588,0.29473435878754,-1.7593340873718,-0.0053849695250392,-0.13801604509354,0.40330177545547,-0.87236976623535,0.50545579195023,-1.6300127506256,-0.16669782996178,-0.15809312462807,0.39553356170654,
-0.24310155212879,0.45015913248062,-2.0025408267975,0.10895415395498,-0.18081510066986,0.39493009448051,-0.52093142271042,0.31131318211555,-1.7727203369141,-0.0052720671519637,-0.13804864883423,0.40508872270584,-0.86492413282394,0.50803744792938,-1.6329047679901,-0.16548977792263,-0.15928906202316,0.39583483338356,
