jointFR1,jointFR2,jointFR3,footFRx,footFRy,footFRz,jointMR1,jointMR2,jointMR3,footMRx,footMRy,footMRz,jointHR1,jointHR2,jointHR3,footHRx,footHRy,footHRz,
0.19279907643795,0.44248428940773,-1.9108338356018,0.18546409904957,-0.1987889111042,0.39460635185242,-0.52263778448105,0.21632039546967,-1.6922833919525,-0.0057792491279542,-0.13830776512623,0.39408642053604,-0.90345185995102,0.48552018404007,-1.5974463224411,-0.17448626458645,-0.15445096790791,0.39408883452415,
0.19241262972355,0.44245964288712,-1.910432934761,0.18532276153564,-0.19900396466255,0.39462080597878,-0.52264434099197,0.21725511550903,-1.6931262016296,-0.0057718469761312,-0.13828288018703,0.39433842897415,-0.90313863754272,0.4858418405056,-1.5980283021927,-0.17424304783344,-0.15447722375393,0.39412915706635,
0.19079473614693,0.44234862923622,-1.9087784290314,0.18498003482819,-0.19952400028706,0.39464226365089,-0.52266925573349,0.22117812931538,-1.6966660022736,-0.0057563707232475,-0.13824541866779,0.39492830634117,-0.90182083845139,0.48719105124474,-1.6004710197449,-0.17367056012154,-0.15455970168114,0.39421656727791,
0.1878939718008,0.44212901592255,-1.9058624505997,0.18446964025497,-0.20029050111771,0.39466533064842,-0.52270895242691,0.22825410962105,-1.7030549049377,-0.0057121790014207,-0.13817174732685,0.39583164453506,-0.89943701028824,0.48962220549583,-1.6048752069473,-0.17277178168297,-0.15467804670334,0.39435467123985,
0.18406222760677,0.44179514050484,-1.9017782211304,0.18388211727142,-0.20128661394119,0.39470401406288,-0.5227302312851,0.23805698752403,-1.7118479013443,-0.0056583187542856,-0.13808323442936,0.39700055122375,-0.89601576328278,0.49282175302505,-1.6105853319168,-0.17168353497982,-0.15494665503502,0.39453783631325,
0.17997670173645,0.44130992889404,-1.896457195282,0.18332198262215,-0.20252065360546,0.3947479724884,-0.52265471220016,0.25003889203072,-1.7224020957947,-0.0056016906164587,-0.13801634311676,0.39837291836739,-0.89147692918777,0.49621814489365,-1.6163673400879,-0.17049437761307,-0.15543389320374,0.39475086331368,
0.17609763145447,0.44064483046532,-1.8899303674698,0.18285691738129,-0.20393741130829,0.3947828412056,-0.52245914936066,0.26370450854301,-1.734207868576,-0.0055192946456373,-0.13796283304691,0.39989590644836,-0.88593602180481,0.49957811832428,-1.6217656135559,-0.16922053694725,-0.15612071752548,0.39498987793922,
0.17299328744411,0.43983960151672,-1.8825945854187,0.18267084658146,-0.20535390079021,0.39482742547989,-0.52212762832642,0.27865213155746,-1.7468521595001,-0.0054224473424256,-0.13792185485363,0.4015397131443,-0.87957572937012,0.50277727842331,-1.6265424489975,-0.16793581843376,-0.15698835253716,0.39525759220123,
0.17174410820007,0.43900030851364,-1.8751729726791,0.18286158144474,-0.20668110251427,0.3948840200901,-0.52161836624146,0.2945553958416,-1.7599387168884,-0.0053315362893045,-0.13792419433594,0.4032735824585,-0.87257760763168,0.5056626200676,-1.6303608417511,-0.16669526696205,-0.15803611278534,0.39554405212402,
0.17263652384281,0.43817290663719,-1.8680166006088,0.18343783915043,-0.20789176225662,0.3949325978756,-0.52092736959457,0.31116873025894,-1.7732146978378,-0.0052296011708677,-0.13797557353973,0.40506649017334,-0.86509042978287,0.50820344686508,-1.6331870555878,-0.16548746824265,-0.15924394130707,0.39584302902222,
