jointFR1,jointFR2,jointFR3,footFRx,footFRy,footFRz,force
-0.24728842079639,0.44695389270782,-2.1443841457367,0.1150616183877,-0.15184776484966,0.39593577384949,0.0
-0.24727824979867333,0.4469687212736136,-2.143610783112354,0.11496988359170128,-0.15222486165853436,0.39589400092760924,0.0
-0.24726807880095666,0.4469835498394072,-2.1428374204880076,0.11487814879570256,-0.15260195846740873,0.3958522280057285,0.0
-0.24725790780324,0.4469983784052008,-2.1420640578636614,0.11478641399970385,-0.15297905527628308,0.3958104550838477,0.0
-0.24724773680552334,0.44701320697099434,-2.1412906952393156,0.11469467920370513,-0.15335615208515743,0.3957686821619669,0.0
-0.24723756580780665,0.44702803553678794,-2.1405173326149693,0.11460294440770641,-0.1537332488940318,0.3957269092400862,0.0
-0.24722739481008998,0.44704286410258154,-2.139743969990623,0.11451120961170769,-0.15411034570290616,0.3956851363182054,0.0
-0.24721722381237332,0.44705769266837514,-2.138970607366277,0.11441947481570897,-0.1544874425117805,0.39564336339632467,0.0
-0.24720792395946461,0.4470794789302031,-2.137845186086756,0.11431742402223205,-0.15489857319074027,0.395600224916749,0.0
-0.24720210868578768,0.44712909597616846,-2.1353115301865384,0.1141741092388423,-0.15544583935004155,0.39555162420639384,0.0
-0.24719629341211077,0.44717871302213386,-2.1327778742863206,0.11403079445545256,-0.1559931055093428,0.3955030234960387,0.0
-0.24719047813843384,0.44722833006809926,-2.1302442183861023,0.11388747967206282,-0.1565403716686441,0.3954544227856836,0.0
-0.24718466286475693,0.44727794711406466,-2.1277105624858845,0.11374416488867307,-0.15708763782794538,0.3954058220753285,0.0
-0.24717884759108,0.44732756416003,-2.1251769065856667,0.11360085010528333,-0.15763490398724667,0.3953572213649733,0.0
-0.2471730323174031,0.4473771812059954,-2.1226432506854485,0.1134575353218936,-0.15818217014654795,0.3953086206546182,0.0
-0.24716721704372616,0.4474267982519608,-2.1201095947852306,0.11331422053850385,-0.15872943630584924,0.3952600199442631,0.0
-0.24719465963351026,0.4474799304436436,-2.11744562784829,0.11316564258856436,-0.15927638686619872,0.39521670417907817,0.0
-0.2472719890184859,0.4475383353539026,-2.114586194356264,0.11300916988880026,-0.15982286402812051,0.39518131583164867,0.0
-0.24734931840346155,0.4475967402641616,-2.1117267608642383,0.11285269718903615,-0.1603693411900423,0.39514592748421923,0.0
-0.24742664778843718,0.4476551451744205,-2.1088673273722125,0.11269622448927205,-0.1609158183519641,0.39511053913678973,0.0
-0.24750397717341283,0.4477135500846795,-2.106007893880187,0.11253975178950795,-0.16146229551388588,0.39507515078936023,0.0
-0.24758130655838845,0.44777195499493844,-2.1031484603881614,0.11238327908974385,-0.16200877267580768,0.39503976244193073,0.0
-0.2476586359433641,0.44783035990519743,-2.1002890268961356,0.11222680638997974,-0.16255524983772948,0.3950043740945013,0.0
-0.24773596532833975,0.4478887648154564,-2.09742959340411,0.11207033369021564,-0.16310172699965128,0.3949689857470718,0.0
-0.24785357255202153,0.4479455237205246,-2.0946631981776074,0.11191738912692462,-0.16361931310250385,0.39494279714731384,0.0
-0.2479980316681741,0.44800118528879895,-2.0919588284614536,0.11176679665461564,-0.16411763849931024,0.3949227417126702,0.0
-0.24814249078432665,0.4480568468570733,-2.0892544587453,0.11161620418230667,-0.16461596389611666,0.39490268627802666,0.0
-0.24828694990047923,0.44811250842534767,-2.086550089029146,0.11146561170999769,-0.16511428929292307,0.3948826308433831,0.0
-0.2484314090166318,0.448168169993622,-2.0838457193129925,0.11131501923768872,-0.1656126146897295,0.3948625754087395,0.0
-0.24857586813278437,0.4482238315618964,-2.0811413495968387,0.11116442676537976,-0.1661109400865359,0.3948425199740959,0.0
-0.24872032724893692,0.4482794931301708,-2.0784369798806845,0.11101383429307078,-0.16660926548334232,0.3948224645394523,0.0
-0.2488647863650895,0.44833515469844515,-2.075732610164531,0.11086324182076181,-0.1671075908801487,0.39480240910480874,0.0
-0.24899621957387283,0.4483831410224621,-2.0732434774056387,0.11072830091684155,-0.16756600867479204,0.3947904904683405,0.0
-0.24912439630581384,0.4484292085354146,-2.0708081538860617,0.11059727290501847,-0.1680144495688946,0.3947806060314162,0.0
-0.24925257303775486,0.4484752760483672,-2.0683728303664846,0.1104662448931954,-0.16846289046299717,0.39477072159449184,0.0
-0.2493807497696959,0.44852134356131973,-2.065937506846908,0.11033521688137231,-0.16891133135709974,0.39476083715756743,0.0
-0.24950892650163692,0.4485674110742723,-2.063502183327331,0.11020418886954923,-0.1693597722512023,0.3947509527206431,0.0
-0.24963710323357793,0.4486134785872249,-2.0610668598077537,0.11007316085772616,-0.16980821314530486,0.39474106828371874,0.0
-0.24976527996551898,0.44865954610017744,-2.058631536288177,0.10994213284590308,-0.17025665403940743,0.39473118384679434,0.0
-0.24989345669746,0.44870561361313,-2.0561962127686,0.10981110483408,-0.17070509493351,0.39472129940987,0.0
