jointMR1,jointMR2,jointMR3,footMRx,footMRy,footMRz,force
-0.5226377248764,0.21632036566734,-1.6922832727432,-0.0057801897637546,-0.13830962777138,0.39408612251282,0
-0.52264434099197,0.21725633740425,-1.6931250095367,-0.005772159434855,-0.13828501105309,0.39433833956718,0
-0.52266973257065,0.2211862206459,-1.6966494321823,-0.0057590659707785,-0.1382542103529,0.3949294090271,0
-0.52271091938019,0.22828064858913,-1.702981710434,-0.0057225674390793,-0.13819327950478,0.39583715796471,0
-0.52273494005203,0.23811645805836,-1.7116643190384,-0.0056845340877771,-0.13812704384327,0.39701375365257,0
-0.52266091108322,0.25014412403107,-1.7220575809479,-0.005644756834954,-0.13808988034725,0.39839494228363,0
-0.52246463298798,0.26386576890945,-1.7336685657501,-0.0055808364413678,-0.138069242239,0.39992853999138,0
-0.52213215827942,0.27885064482689,-1.7461847066879,-0.0054846107959748,-0.13802878558636,0.40157294273376,0
-0.52162265777588,0.29473435878754,-1.7593340873718,-0.0053849695250392,-0.13801604509354,0.40330177545547,0
-0.52093142271042,0.31131318211555,-1.7727203369141,-0.0052720671519637,-0.13804864883423,0.40508872270584,0
-0.52005273103714,0.32841581106186,-1.7861204147339,-0.0051386477425694,-0.1381171643734,0.40692159533501,0
-0.51895451545715,0.3458898961544,-1.7993278503418,-0.0050102644599974,-0.13823291659355,0.40879374742508,0
-0.51764214038849,0.36362528800964,-1.8122302293777,-0.0048864390701055,-0.13841383159161,0.41068831086159,0
-0.51610326766968,0.38152116537094,-1.8247419595718,-0.0047401473857463,-0.13865840435028,0.41258987784386,0
-0.51427757740021,0.39945781230927,-1.8367099761963,-0.0045807119458913,-0.13895890116692,0.41449871659279,0
-0.51216375827789,0.41736561059952,-1.848064661026,-0.0044289515353739,-0.13933007419109,0.41641134023666,0
-0.50974637269974,0.43514978885651,-1.8587172031403,-0.0042632115073502,-0.1398014575243,0.4183032810688,0
-0.50691610574722,0.45260584354401,-1.8684115409851,-0.0040664216503501,-0.1403694152832,0.42016330361366,0
-0.50364184379578,0.46961838006973,-1.877028465271,-0.0038618596736342,-0.14103002846241,0.42199698090553,0
-0.49991577863693,0.48599284887314,-1.8844074010849,-0.0036509607452899,-0.14183473587036,0.4237562417984,0
-0.49558240175247,0.50113850831985,-1.8899614810944,-0.0034038692247123,-0.14281676709652,0.42538338899612,0
-0.49056977033615,0.51466584205627,-1.8933539390564,-0.0031251918990165,-0.14394934475422,0.42688164114952,0
-0.48497095704079,0.52651035785675,-1.8946477174759,-0.0028411827515811,-0.14523583650589,0.42823415994644,0
-0.47886085510254,0.53638541698456,-1.8937358856201,-0.0025399595033377,-0.14668160676956,0.42940038442612,0
-0.47231763601303,0.54413056373596,-1.8906263113022,-0.0022071122657508,-0.14824052155018,0.4303911626339,0
-0.46547022461891,0.55001509189606,-1.8856620788574,-0.0018673647427931,-0.14988167583942,0.43124955892563,0
-0.45844143629074,0.55445766448975,-1.8792624473572,-0.0015314570628107,-0.15160216391087,0.4320125579834,0
-0.45131796598434,0.55784630775452,-1.8718025684357,-0.0011751129059121,-0.15337796509266,0.43270233273506,0
-0.44417053461075,0.56048083305359,-1.8635821342468,-0.000803476315923,-0.15516705811024,0.43335875868797,0
-0.4370758831501,0.56273674964905,-1.8549355268478,-0.0004440088523552,-0.15696699917316,0.43402588367462,0
-0.4300848543644,0.56494390964508,-1.8461456298828,-8.3564751548674e-05,-0.15878474712372,0.43471032381058,0
-0.42321163415909,0.56720674037933,-1.8373214006424,0.0002967526961583,-0.16058823466301,0.43542274832726,0
-0.41648542881012,0.5696662068367,-1.8286074399948,0.0006729096057824,-0.16236120462418,0.43619138002396,0
-0.40993481874466,0.57246506214142,-1.8201333284378,0.0010345586342737,-0.16412602365017,0.43701288104057,0
-0.40354889631271,0.5755695104599,-1.8118752241135,0.0014093574136495,-0.16587844491005,0.43787515163422,0
-0.39732229709625,0.57898056507111,-1.8038576841354,0.0017956690862776,-0.16758680343628,0.43879345059395,0
-0.3912678360939,0.5827431678772,-1.7961322069168,0.0021656462922693,-0.16926783323288,0.43976718187332,0
-0.3853725194931,0.5867805480957,-1.788622379303,0.0025324313901366,-0.1709426343441,0.44077822566032,0
-0.37962201237679,0.59107053279877,-1.7813240289688,0.0029190117493272,-0.17258144915104,0.44183292984962,0
-0.3740246295929,0.59567153453827,-1.7743098735809,0.0033027825411409,-0.17417694628239,0.44293883442879,0
-0.36857575178146,0.6005163192749,-1.7675077915192,0.0036715136375278,-0.17576058208942,0.44408214092255,0
