jointMR1,jointMR2,jointMR3,footMRx,footMRy,footMRz,force
-0.35721632838249,0.22280526161194,-1.7675659656525,0.019209064543247,-0.13832293450832,0.39408922195435,0.0
-0.3556665755235238,0.29844547005800304,-1.8327044982176692,0.019636275819861077,-0.13792443619324385,0.40286984351964844,0.0
-0.3452406571461623,0.43995278844466773,-1.9075665290539154,0.01921595475421477,-0.14350057450624462,0.41799328648127154,0.0
-0.3163082507940415,0.5585931218587431,-1.9186408428045538,0.020166480054076077,-0.15408742657074845,0.4312533896703016,0.0
-0.27132329573997926,0.5892969369888308,-1.8989853400450463,0.02489578781219669,-0.16175093902990922,0.4356741171616731,0.0
-0.23142024301565617,0.6209259308301455,-1.8417176466721692,0.028177575853008615,-0.17402878976785077,0.44279414186111155,0.0
-0.19925958949786,0.6664765935677731,-1.7908584246268924,0.031179901785575462,-0.18548258336690923,0.45258283385863923,0.0
-0.17034582220590844,0.7134280250622684,-1.7416713237762615,0.03452674041573792,-0.19597451044963002,0.4634522222555592,0.0
-0.13690111499566537,0.7305580377578762,-1.6656778959127925,0.03921656855023785,-0.20751807781366538,0.47260074890577,0.0
-0.10095450740593771,0.7122767063287624,-1.5593344615055922,0.04499522969126684,-0.22009880611530153,0.47944843539825,0.0
-0.06538351453267623,0.6711254761769215,-1.4324046831864155,0.05151661084248508,-0.23292902341256155,0.48514520434233077,0.0
-0.03126824819124667,0.6358945690668546,-1.3076216165836307,0.058606932656122775,-0.24449732785041617,0.49255755314460387,0.0
0.0009013872880201834,0.5926598493869493,-1.1707210540771231,0.06600470726306622,-0.25568573291484764,0.5003244831011862,0.0
0.031820595264435,0.53038853406906,-1.00901222229,0.073840692639351,-0.26673999428749,0.50777363777161,0.0
0.06672483682632425,0.46814807103230077,-0.846297905995293,0.08339612185955055,-0.2757006929470939,0.5158600394542385,0.0
0.10906643133896843,0.4102257811106177,-0.696206808090214,0.09530394982833129,-0.2817529577475331,0.5234858118570738,0.0
0.1531523809983146,0.3586540909913862,-0.5547735415972185,0.10785752878739076,-0.2853539333893692,0.5317063056505631,0.0
0.19975868784464376,0.33372886593525153,-0.46113055485945154,0.12098422761146921,-0.2853375375270854,0.5393566076572123,0.0
0.24985622671934304,0.40126832173420607,-0.5645701793523914,0.13348780801663385,-0.2785813120695262,0.5401035226308338,0.0
0.29176296866857077,0.47850172794781765,-0.7374682243053723,0.14234110369132538,-0.2691120597032385,0.5329557336293738,0.0
0.32585883369812385,0.5300234189400292,-0.8915786192967324,0.14847898368652385,-0.2592486693308931,0.5227956129954392,0.0
0.3590250450831193,0.5737256866235031,-1.0346930302106463,0.15349025680468692,-0.24829977406905077,0.5129046256725631,0.0
0.3912314566282139,0.6022728498165446,-1.1577638112581232,0.15756685917193847,-0.23728876618238923,0.5027765127328762,0.0
0.42057095353419915,0.6085832073138292,-1.2560550157840153,0.16058473403637308,-0.22692324221134078,0.49166898773266926,0.0
0.44596327038911765,0.5907828670281585,-1.3279404181700538,0.16256416302461077,-0.21759294546567462,0.47945069578977767,0.0
0.4680555990109092,0.55180937051773,-1.3755059150549385,0.1638030581749431,-0.2091478327145923,0.46648182777258307,0.0
0.49089649319649,0.50572544336319,-1.4144840240479,0.16470585763454,-0.2002590149641,0.45379969477654,0.0
0.5165490095431985,0.4557300164149361,-1.4483308425316463,0.16549723881941614,-0.19073096720072308,0.4415715015851569,0.0
0.5424016530697178,0.38819802724397684,-1.4585406963641847,0.1662747011734854,-0.18199479465301382,0.42874748202470536,0.0
0.56382168256319,0.29612910289031097,-1.4320302376380538,0.16676291708763077,-0.1751662893937177,0.41480733110354234,1.0
0.5679260217226431,0.20200019616346854,-1.4008185680096155,0.16350937462769924,-0.16943284410697076,0.40139909432484616,1.0
0.5262020642940777,0.1789175398074623,-1.4492072233786923,0.15157190079872002,-0.16503333013791077,0.39594103969060385,1.0
0.45834053250459544,0.19530703012759923,-1.5305787691703538,0.13671736304576845,-0.16176625169240308,0.39516466856002846,1.0
0.37929594746002954,0.2104249447584161,-1.6037868353036537,0.12151415244891005,-0.15866079124120847,0.3949770262608138,1.0
0.29076566833716183,0.22010957277738075,-1.6644312418424536,0.1062804380288462,-0.1555821941449123,0.39483573115788767,1.0
0.19293291522906408,0.22518366804489848,-1.7124211788177075,0.09103152213188319,-0.15249022612204768,0.39471077002012156,1.0
0.08643922209739688,0.22697986662388153,-1.747876350696246,0.07579210400581371,-0.14940483295000692,0.3945727715125454,1.0
-0.027196888740245943,0.2268266482995077,-1.7709104739702461,0.06054562559494632,-0.1463065594434754,0.39444604516029386,1.0
-0.14553402822751224,0.22575196394553998,-1.7815338098086153,0.04530761677485262,-0.14321258893379768,0.3943161964416508,1.0
-0.26541131734848,0.2243340164423,-1.7797493934631,0.030070956796408,-0.1401225477457,0.39419564604759,1.0
