jointMR1,jointMR2,jointMR3,footMRx,footMRy,footMRz,force_sign_MR
-0.66098809242249,0.19745187461376,-1.5838626623154,-0.030756955966353,-0.13833563029766,0.39410877227783,0.0
-0.692640205224359,0.18389272002073434,-1.6125781933466334,-0.030718795716380462,-0.13060650840784052,0.39169400089826817,0.0
-0.665317011185182,0.30848797620870977,-1.6899389731578436,-0.02986541524147387,-0.13619332894300948,0.4060779343812895,0.0
-0.6476465096840485,0.46135068398256,-1.7881860916431076,-0.028871425499136617,-0.13943101694950846,0.42314067712196846,0.0
-0.6160333217718649,0.5881480146677079,-1.8401107604686795,-0.02723616777131159,-0.14589643134520847,0.4380234029048559,0.0
-0.5643421228115374,0.4888077897903218,-1.7169242455408975,-0.025174093313324333,-0.15800995589830794,0.4297034939130133,0.0
-0.5100744687593923,0.4753078634922285,-1.636544970365677,-0.02225026875161177,-0.17160601684680618,0.43252437848311304,0.0
-0.46611382411076746,0.5463221562214402,-1.6176676872449283,-0.019125345712288615,-0.18297140758771052,0.44525082447590153,0.0
-0.4200987991614218,0.598485339910556,-1.5782315241984513,-0.014928870571729794,-0.1948281721426895,0.45723842351864463,0.0
-0.3669522771468561,0.6122058446590708,-1.5042931299943385,-0.008789405871469223,-0.20816583587572846,0.46632189475572694,0.0
-0.30984027798359226,0.5781765931691843,-1.3896482113079718,-0.001097001836825742,-0.22288938821890233,0.4713667730490351,0.0
-0.25929450835936796,0.5492379420842898,-1.2721695105234743,0.00664836712754697,-0.23666505706616203,0.478506719454739,0.0
-0.21092770420587614,0.5421000443972085,-1.177499184241654,0.015608018120893848,-0.24782227896726847,0.4882876368669338,0.0
-0.16607320308685328,0.4877651532491033,-1.0292634963988998,0.02434586857756001,-0.26053590575854,0.49507115284601666,0.0
-0.11906576920778741,0.45945072021239947,-0.9176176175093061,0.035101080456604955,-0.2696076746170313,0.5034699333019764,0.0
-0.05907174715628965,0.43580325750204385,-0.8392290060336816,0.050176713615655455,-0.2754816665099254,0.5087680174754192,0.0
-0.004793507930560162,0.4698466291794431,-0.8283211008096341,0.06431737580360501,-0.27683906295360433,0.5185066003065882,0.0
0.05389642256956874,0.5259924087768937,-0.8812627991040558,0.07956073547785125,-0.27361515699288713,0.5241216375277564,0.0
0.10223344656137545,0.59684599362887,-1.0439407275273156,0.09096720470831955,-0.26309058070183,0.5174921934421238,0.0
0.1357914377481523,0.6417574500426309,-1.198501984278369,0.09777683726488041,-0.25133247100390127,0.5066935634001675,0.0
0.17036267274465106,0.6712348934931677,-1.3327109905389463,0.10402455734901,-0.23910088034776564,0.4960891214700841,0.0
0.20148984285501464,0.6837448431895315,-1.4503744748922847,0.10866251989053001,-0.22666145861149153,0.4849409392246846,0.0
0.2271485557922928,0.6679319036312572,-1.541162258539418,0.11160145279688487,-0.21491186282573208,0.472471052255389,0.0
0.24632516579750333,0.6127742085701405,-1.5894718598096742,0.11318800139885461,-0.20521483780481975,0.4581425335162741,0.0
0.26674343530948463,0.5456251914684577,-1.6239257225623385,0.11456633645754154,-0.19516114661327,0.44405972269865157,0.0
0.29015789276514486,0.4850229590367091,-1.6681054738851513,0.11553807384692898,-0.18315269893561023,0.4315368280960946,0.0
0.30909605820973673,0.38068582614262636,-1.6537873744965,0.11617003132899333,-0.17438875635464998,0.4166446526845333,0.0
0.31883572615109845,0.23741595217814696,-1.5652515154618385,0.11663963359136,-0.17072207423357,0.3996792000073662,0.0
0.35180114782773725,0.15298076890982226,-1.5662029431416127,0.11793582943769718,-0.1584329696801995,0.38822727325635126,0.0
0.38693112593431056,0.07629074404636983,-1.5832043886184308,0.11788224027706692,-0.14414617342826433,0.37846838510953823,0.0
0.4033960103988623,0.05210589330929969,-1.620941877365131,0.11649458740765922,-0.13511256873608,0.37566404846998075,0.0
0.3268601053800311,0.06741580252463972,-1.6726318322695615,0.10499583624112308,-0.13313787717085795,0.3774453095900703,1.0
0.18953947684703532,0.08524771149341903,-1.7143600537227026,0.08773545978160989,-0.13378825019567153,0.3795584891086936,1.0
0.046215910177963865,0.10399282838289695,-1.7410040268531615,0.07047862502244781,-0.13444161071227462,0.3816720018020054,1.0
-0.09746169738280486,0.12424452583759005,-1.7524983027042822,0.053224841371561166,-0.13509812607214564,0.3837855099103397,1.0
-0.23579431573549864,0.1453682199502626,-1.748662566527305,0.03597417110816048,-0.1357566718107641,0.3858989561215418,1.0
-0.3641976484885551,0.16566996849500085,-1.729300893270046,0.018726434988471163,-0.13641568330618153,0.3880130465214092,1.0
-0.4800363473403152,0.18280342641549407,-1.694158392074777,0.0014752856312465418,-0.13707098899743925,0.3901304549131674,1.0
-0.5824226110409494,0.1942953925866346,-1.6430030449842539,-0.015777704329827322,-0.13772637454362718,0.39224877953529536,1.0
-0.66097033023834,0.19792732596397,-1.5850028991699,-0.030609410256147,-0.13830479979515,0.39407101273537,1.0
