jointMR1,jointMR2,jointMR3,force
-0.2540644104611428,1.1579882245891615,-2.726008063258339,0.004416724922374582
-0.0396478814788861,-2.4283755891665186,2.062568427736545,-0.0065308898738042215
-0.03896053096603771,0.33092563313449963,-0.2906535706239609,-0.0008300849504562863
-0.034345143867025724,2.4315009769892226,-0.5912096505659518,0.004308872283870266
0.02129349319835562,-0.9181793018004311,-0.9346295207320772,0.0010979228504280842
-0.05405898047584189,-0.5860820145312767,0.17220367917197407,-0.003955809045215733
-0.08548441736926851,0.8446374955443341,-0.5760468561114895,0.002288949616324788
-0.04723843952737295,0.07832373728776965,-0.7643256420094886,-0.0007419897049508531
-0.07695982784195686,0.4149218052682765,-0.7730270355015705,0.0002761799445861548
-0.04805823412879222,0.4255176225497803,-0.9840732909479308,-0.0002614194329235033
-0.03031697151973074,0.03393414449449519,-0.007835750323248443,2.8002639857494243e-05
-0.030610535131880882,0.28031251667678275,-0.8375543515671293,0.002203011078111149
0.01132115277388968,0.585671942801233,-0.989337122459884,-0.0003826604966144223
-0.001858641665340251,-0.41309167123011964,0.8068048709317576,-0.005646094076269091
-0.009670060665684634,-0.36138540408011305,0.876011448330521,-0.0014047238323292492
0.03721182751535024,0.4257985731129269,-0.9008894244517577,0.006842238814280576
0.03985000846247482,0.503400394168892,-1.0980861408606735,0.006213652459021954
0.028513946325392208,-0.7894224827646891,1.681468224034833,-0.009397462337493287
0.08388446439831164,0.6158244688220755,-1.0836722713042861,-0.006731959585801893
0.11696759545844847,0.05316447970506884,-0.07027869840339347,0.023070205540532948
0.15844958176484897,0.2863690835680019,-0.4777691908576789,-0.04245625751761349
0.208339183810966,0.3385351951734652,-0.605274714469114,0.12057641632188569
0.076007980134262,0.08562869643091453,-0.21431887246239803,-0.5632860697270593
0.11425340163100722,0.18546545345175086,-0.20185180880855896,1.7049154362779122
0.11510008865976566,0.4327537999431668,-0.7583221324056897,-0.3839630974685859
0.03167831458152897,-0.19730135348562544,0.1457474968585174,-3.1126184834817603
0.03751275793760934,-0.1317972843217018,0.09126496720987513,0.18317144591145482
0.12102685500489456,0.35341809740515,-0.6282343833604008,7.881287642941412
0.1660662107898426,0.0468268506598032,-0.3676755929387754,-10.514490147273772
0.18382622026307333,0.08243329328345396,-0.44224313656296427,6.907075611155947
0.285851781938845,0.08243426938985401,-0.6723203579837953,-1.965434596575934
0.3092536395183941,0.0971876289951655,-0.8228028422935422,1.4181724358991195
0.1807126193940946,0.09795283998156545,-0.7292914386104502,-0.054914591304889133
0.16711753316655065,-0.005679345028488773,-0.09157719733910148,0.6888562202363027
0.16291654494676808,0.14403824111220048,-0.922410821475643,0.2297380882173823
-0.042621381389717064,-0.04851065206292332,0.42822839814169367,-0.4031672899187423
-0.1142649971616559,0.01990413180462933,-0.27742412242708003,0.2479267281321475
0.004064155628956244,0.1919442075150658,-1.5031151286411644,0.9580747480419292
0.15607447713558856,-0.17917778515775068,1.4419098491854154,-0.9184414587175221
-0.3636391556137549,0.2658813076060491,-2.1189657465865213,1.2224481141282837
