jointHR1,jointHR2,jointHR3,force
6.38587285721148,5.233933409039004,7.5807220014573,6.150612073608464
6.029419902466885,4.945693593587897,7.151179868645759,5.808374801798607
5.692236657747812,4.672970623804764,6.744961887767497,5.484624090438002
5.373292759948971,4.414935932745665,6.360819036429042,5.178371648893642
5.071612723449907,4.1708050646137425,5.997568849619877,4.888681821229772
4.786273021629653,3.939835329126392,5.654091879433301,4.614668786994512
4.516399323501071,3.721323580551529,5.329328342968402,4.355493910787955
4.261163877222197,3.5146041147883156,5.023794713477111,4.110363232705794
4.019783032679962,3.3190466782197006,4.736967382283002,3.8785250921726293
3.7915148957561717,3.134054582397487,4.465774802336396,3.659267878076911
3.5756571072783854,2.959062918936056,4.223643036608752,3.4519178984958376
3.3715447400300804,2.793536869289844,4.018405022776845,3.255837363655437
3.1785483075465204,2.6583318642829825,3.8225203799038447,3.070422476108462
2.9960718787560476,2.532588829840325,3.6355721519984634,2.895101622432574
2.823551292842196,2.4126016244701542,3.457161818535723,2.729333661053955
2.6604524690008122,2.2981103085184724,3.286908481811502,2.5726063010881726
2.5062698060493878,2.188866616367055,3.1244480900789755,2.4244345673614984
2.3605246671137157,2.0846334333681478,2.9711349001032374,2.2843593470328925
2.255803995113301,1.9851842961927557,2.847555583011405,2.1519460134802095
2.164158603417808,1.8903029155449527,2.7287913990646637,2.032384155711788
2.0760636359814355,1.79978272024138,2.6146574325389764,1.9330447567927231
1.9913830984989667,1.713426421699921,2.5049758244656486,1.838304783038925
1.9099861799483426,1.6310455979243599,2.4406686444453602,1.7584853898699961
1.8317470554523412,1.5524602961125995,2.3814616090248126,1.6891461861914256
1.756544696634247,1.4774986530551355,2.323928054156588,1.6224530921863514
1.6842626891824997,1.4059965325276984,2.268011195376636,1.5583057446341646
1.614789057350122,1.3377971789176326,2.2136564381802275,1.4966075847520526
1.5480160951252213,1.2844510439788612,2.1653467456991335,1.437265713861374
1.4838402038188678,1.2353292824714663,2.131969790945183,1.380190754537279
1.4221617358263292,1.188097398524592,2.0992284332754023,1.3252967170329064
1.362884844326915,1.1426831917924027,2.067107264913468,1.2725008707774235
1.3061873762591572,1.0990172099517355,2.035591352068102,1.221723620754833
1.259193062963118,1.0570326442726992,2.004666217593423,1.172888388577847
1.2293302471993612,1.0166652291567098,1.974317824348205,1.1259214980781975
1.20029414870232,0.9778531454911442,1.9445325592245195,1.0807520652415723
1.1720573848781264,0.9405369276755223,1.915297217817521,1.037311892321921
1.144593608220692,0.9046593741796801,1.8865989897093478,0.9955353659761492
1.1178774640790592,0.8701654614996653,1.8584254443412769,0.97277435459699
