0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.0,0.7585327539454912,0.211279901943911,0.009420306024508062,8.920707907754433e-05,1.9879848857574524e-06,3.0252461065377527e-07,1.2511676901006773e-07,6.55420969493457e-08,3.055932888635674e-08,9.833104188325654e-09,1.5017414246129809e-09,5.480656568255373e-11,1.7829722382779937e-13,5.81018163717672e-17,7.285256724229717e-20,6.815501881226572e-21,9.823552770066253e-21,3.5501506205127045e-20,1.6953544202209122e-19,9.45069796591371e-19,6.116044327746403e-18,4.177135998997201e-17,1.934867136819865e-16,2.7118457561545835e-16,1.605749100469441e-16,2.759702005860596e-16,1.6272590734302923e-15,1.4198188217787862e-14,1.32362156976673e-13,1.3385944182859024e-12,1.6643930393828022e-11,3.014883408239765e-10,9.595156730275505e-09,5.962880917158246e-07,5.341043551217898e-05,0.00226391302883674,0.01723501677802063,0.0462669965248619,0.09543799727539753
0.7585327539454912,1.0,0.5945109920589218,0.06921357344025254,0.0016744389409190771,6.732551208472063e-05,1.3034095371046566e-05,5.822214795240408e-06,3.1198103186217198e-06,1.464426107899315e-06,4.72432971401416e-07,7.228340637627763e-08,2.6388287029822956e-09,8.49868431414133e-12,2.63247925289453e-15,2.8734437241197947e-18,2.1459925137613186e-19,2.377334356509915e-19,6.492765964349459e-19,2.2787997295804467e-18,8.826734853956816e-18,3.58930426716013e-17,1.3059616735966225e-16,2.5567666954546653e-16,1.2550571589020732e-16,2.966089546494066e-17,3.126309470134495e-17,1.552550505064712e-16,1.2889090405485073e-15,1.185297743182409e-14,1.1939531116243155e-13,1.4817808282912073e-12,2.6786712968024204e-11,8.501098456466628e-10,5.2685978059109326e-08,4.73595139032295e-06,0.00020729448005045128,0.0017476002670222133,0.005630792907022706,0.014466377771554994
0.211279901943911,0.5945109920589218,1.0,0.43438224444061124,0.03807069245601559,0.0034440479795308544,0.0009294368537615549,0.0004624196387417741,0.00025618620823595554,0.00012167738612867266,3.951683651744856e-05,6.0860977310505064e-06,2.2352174725588488e-07,7.153404676936183e-10,2.0843085887200229e-13,1.8930863724963407e-16,1.041083529161155e-17,8.045848397863542e-18,1.496868684723316e-17,3.4439116928335296e-17,8.096283679803886e-17,1.7406371138801438e-16,2.6699519003352957e-16,1.6041188488571874e-16,1.8669136470905158e-17,1.250720794472953e-18,6.731498910190038e-19,2.636573275186234e-18,2.0407289112855204e-17,1.8384420501864545e-16,1.8381320315660153e-15,2.2702362449647783e-14,4.081159360951294e-13,1.2854756040216751e-11,7.897292711798333e-10,7.085185149868285e-08,3.214945130450197e-06,3.096424662087793e-05,0.0001276965324381877,0.00044278641219615733
0.009420306024508062,0.06921357344025254,0.43438224444061124,1.0,0.44838818277302905,0.11390950285324046,0.047196658418776745,0.027161932687491713,0.015851600238352918,0.007727009390659968,0.0025650630533175954,0.00040541804211859523,1.5368579701692126e-05,5.0391650645767873e-08,1.40912711741369e-11,1.0424382226117707e-14,3.941217608709766e-16,1.9389911059427778e-16,2.221573224194881e-16,2.995849814133942e-16,3.743756249258626e-16,3.592633006258703e-16,1.846764542897761e-16,2.487230068768088e-17,4.67681390018752e-19,6.3316816554916845e-21,1.4461776647951888e-21,4.161735225020409e-21,2.9243891999335814e-20,2.546122111952254e-19,2.5002141097307253e-18,3.039041633208247e-17,5.359620115854943e-16,1.6458698830735337e-14,9.785557042760061e-13,8.50462134638495e-11,3.901511708099853e-09,4.319822235037468e-08,2.3979258763935743e-07,1.2086999820079665e-06
8.920707907754433e-05,0.0016744389409190771,0.03807069245601559,0.44838818277302905,1.0,0.7099743178550221,0.45885655534633674,0.3131947624176153,0.19823530788907165,0.10256717585121326,0.0362619220157591,0.006206197124475158,0.00026138382988133966,9.695888121231263e-07,2.9137773644176756e-10,1.9203929005496076e-13,5.235698269583095e-15,1.6781893585901362e-15,1.2017837435630418e-15,9.626335977301549e-16,6.490392974667834e-16,2.8328436289802563e-16,5.0053248075621296e-17,1.5634739160692426e-18,4.937803316027241e-21,1.3869311881853826e-23,1.3443138382551101e-24,2.7943176991345997e-24,1.743038150967802e-23,1.4316710661594041e-22,1.3450720228145081e-21,1.561428360631065e-20,2.603614473672905e-19,7.427334468715317e-18,3.9999449613013377e-16,3.077955848316375e-14,1.282320781436893e-12,1.486852744400589e-11,1.0525325125351515e-10,7.518487720701119e-10
1.9879848857574524e-06,6.732551208472063e-05,0.0034440479795308544,0.11390950285324046,0.7099743178550221,1.0,0.9011438018971242,0.7258386795821961,0.5146299001356273,0.2966117532273362,0.11884913458733923,0.023912818097588984,0.0012539426448587609,6.171228419936886e-06,2.444423009498593e-09,1.7844182771610867e-12,4.293325900387327e-14,1.0792049468579824e-14,5.7948777319321574e-15,3.3526166149041785e-15,1.534795785764553e-15,4.0843663864482685e-16,3.6893607269782276e-17,4.595359179539665e-19,4.698058824566181e-22,4.804720048791025e-25,2.608896552576231e-26,4.205778185220115e-26,2.3137443880246447e-25,1.7404360881778196e-24,1.5056688501230615e-23,1.5950076102960793e-22,2.3775850494022794e-21,5.855459056350004e-20,2.5819030866822197e-18,1.5271575329578431e-16,4.80438271383007e-15,4.7643940625258275e-14,3.566160630423565e-13,3.0635158427603387e-12
3.0252461065377527e-07,1.3034095371046566e-05,0.0009294368537615549,0.047196658418776745,0.45885655534633674,0.9011438018971242,1.0,0.9337607332765037,0.7557048235319189,0.5015344862624961,0.23795000648631462,0.059652803160633844,0.004223279185788921,3.0944072360813055e-05,1.8856838730995207e-08,1.8262540762488202e-11,4.666811201433801e-13,1.1019168300095647e-13,5.3177214374232045e-14,2.7031053085864745e-14,1.0582269866642972e-14,2.3043583164333995e-15,1.5852568025824261e-16,1.357104216252832e-18,8.692446602046892e-22,5.72124226156324e-25,2.320541225349335e-26,3.150115637082704e-26,1.5353249496778785e-25,1.0381794293085612e-24,8.053665376907908e-24,7.540008206442132e-23,9.658437297786983e-22,1.950200166986199e-20,6.555637154248599e-19,2.6934941872547057e-17,5.578190079054729e-16,4.019917775438943e-15,2.6922638651626682e-14,2.376594081993905e-13
1.2511676901006773e-07,5.822214795240408e-06,0.0004624196387417741,0.027161932687491713,0.3131947624176153,0.7258386795821961,0.9337607332765037,1.0,0.9295848654676667,0.7194043454733622,0.41106445654247464,0.1313392381408418,0.012957664817681633,0.0001479320938043245,1.4769520512691468e-07,2.0503315352869256e-10,6.049137107225545e-12,1.4584393644762274e-12,6.883820349545e-13,3.369713103335739e-13,1.2568549460370294e-13,2.570438423050584e-14,1.623205527165775e-15,1.2325827196489692e-17,6.7412966774044074e-21,3.732247970178839e-24,1.2961471301289086e-25,1.5430136954252618e-25,6.690810217242013e-25,4.0403125328420134e-24,2.782075193143524e-23,2.27350031167584e-22,2.4645064380212435e-21,3.9989651513692574e-20,9.967419843201536e-19,2.7338725442192834e-17,3.526979887748673e-16,1.7244691410316154e-15,9.594586292383686e-15,8.096572198466395e-14
6.55420969493457e-08,3.1198103186217198e-06,0.00025618620823595554,0.015851600238352918,0.19823530788907165,0.5146299001356273,0.7557048235319189,0.9295848654676667,1.0,0.9117787327298721,0.635693139616845,0.26335410267468434,0.037077150408083855,0.0006816116500224273,1.1614976680226666e-06,2.4075855998654043e-09,8.4906251556912e-11,2.1539708878245325e-11,1.0233810783296924e-11,4.9744697829580835e-12,1.83249735860198e-12,3.684957774214082e-13,2.2729460622805708e-14,1.6663309686066055e-16,8.620831441750883e-20,4.3802501909806044e-23,1.358143305772236e-24,1.4309778109648328e-24,5.503984517455298e-24,2.948464785321027e-23,1.787545066569312e-22,1.262943292067055e-21,1.1450237381274755e-20,1.4702815604035472e-19,2.6604023854388376e-18,4.730242132353985e-17,3.661865821995373e-16,1.1684221522548599e-15,5.2248605080691156e-15,4.1025263083659877e-14
3.055932888635674e-08,1.464426107899315e-06,0.00012167738612867266,0.007727009390659968,0.10256717585121326,0.2966117532273362,0.5015344862624961,0.7194043454733622,0.9117787327298721,1.0,0.8725767624885017,0.48452663763772075,0.10187845568955421,0.0032065755050296866,1.0003953834910062e-05,3.2747603603899054e-08,1.4232403044341598e-09,3.858403919885072e-10,1.8645388122008722e-10,9.086408169700824e-11,3.341866491989972e-11,6.6985643529384785e-12,4.1109219152167966e-13,2.982829724467782e-15,1.5021390222692162e-18,7.148265696766692e-22,1.983086036598665e-23,1.831274618689034e-23,6.163171722305176e-23,2.8856831884230964e-22,1.5156454650996704e-21,9.087881585012342e-21,6.735732971152984e-20,6.643106047419989e-19,8.376554082652237e-18,9.132515557781051e-17,3.969496363546228e-16,7.799039262668232e-16,2.7087688211429007e-15,1.9462369281646314e-14
