x_column,y_column,z_column,qx_column,qy_column,qz_column,qw_column
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,4.8191692784844394e-06,0.0,0.0,0.0,1.0
-0.0048489661422389555,-0.002842828233500923,0.00044336357362055546,0.0,0.0,0.0,1.0
-0.01851503997361324,-0.04328855025656391,0.0013915351291623403,0.0,0.0,0.0,1.0
-0.021537610369667816,-0.053572842328794,0.0014780611230260409,0.0,0.0,0.0,1.0
-0.028767988354059783,-0.05527081337116744,0.0018822141829716627,0.0,0.0,0.0,1.0
-0.03383362792616908,-0.05797077723887636,0.0011414859595537097,0.0,0.0,0.0,1.0
-0.03775929701002528,-0.058972338449813706,0.001774330507078314,0.0,0.0,0.0,1.0
-0.03772935871370937,-0.05357003683520591,0.0005192654897566839,0.0,0.0,0.0,1.0
-0.03783697690953297,-0.053747646160050004,0.0012702892111786574,0.0,0.0,0.0,1.0
-0.03582368635888045,-0.05310734620037512,0.0023808886767202617,0.0,0.0,0.0,1.0
-0.030887939075053803,-0.03814737535284479,0.0015540725657366711,0.0,0.0,0.0,1.0
-0.025747653350796786,-0.04084971309974369,5.42156543829484e-05,0.0,0.0,0.0,1.0
-0.023050731783202483,-0.04582644291776265,0.000617729880242079,0.0,0.0,0.0,1.0
-0.019775082988957384,-0.049652057135880834,0.0009012941816510719,0.0,0.0,0.0,1.0
-0.017493784809684814,-0.04785934673311061,0.00010744556959529802,0.0,0.0,0.0,1.0
