30.9961, 7.98551, 58.462, 11.0486, 
20.0036, 5.89513, 37.8502, 6.80073, 
13.1296, 4.49772, 25.0648, 4.21861, 
8.79067, 3.58921, 17.3595, 2.64016, 
6.04418, 3.07537, 12.7844, 1.67334, 
4.39211, 2.70256, 10.0637, 1.07971, 
3.40142, 2.39015, 8.3671, 0.746163, 
2.73029, 2.13159, 7.28246, 0.560976, 
2.33965, 1.92808, 6.48193, 0.466056, 
2.06853, 1.75827, 5.78781, 0.410053, 
1.84117, 1.62194, 5.19628, 0.366376, 
1.6421, 1.50027, 4.68105, 0.330724, 
1.47238, 1.39357, 4.22403, 0.303233, 
1.32289, 1.30077, 3.8309, 0.279023, 
1.1939, 1.22558, 3.50092, 0.25755, 
1.08027, 1.16265, 3.21224, 0.23895, 
0.981906, 1.10603, 2.96236, 0.222647, 
0.894808, 1.05308, 2.75347, 0.208118, 
0.817454, 1.00494, 2.5635, 0.195144, 
0.746893, 0.960892, 2.3908, 0.183646, 
0.687845, 0.920835, 2.23472, 0.174572, 
0.640319, 0.885538, 2.09171, 0.166349, 
0.596172, 0.85475, 1.96194, 0.158941, 
0.556289, 0.826008, 1.84493, 0.152629, 
0.52161, 0.801297, 1.74296, 0.146926, 
0.488555, 0.77936, 1.65697, 0.141708, 
0.460398, 0.760236, 1.57867, 0.137183, 
0.434303, 0.742782, 1.50836, 0.133291, 
0.410232, 0.726532, 1.44375, 0.129787, 
0.390191, 0.712175, 1.38372, 0.126585, 
0.373932, 0.698883, 1.32907, 0.123628, 
0.360409, 0.68716, 1.2793, 0.120892, 
0.347811, 0.675846, 1.23573, 0.118359, 
0.33677, 0.664772, 1.19872, 0.116188, 
0.32722, 0.655203, 1.16574, 0.114385, 
0.318343, 0.645868, 1.1378, 0.112685, 
0.311082, 0.63806, 1.11135, 0.111135, 
0.302454, 0.630075, 1.08663, 0.109684, 
0.296285, 0.622195, 1.06372, 0.108303, 
0.289495, 0.615414, 1.0422, 0.106991, 
0.284392, 0.60873, 1.02203, 0.105741, 
0.280664, 0.602452, 1.00454, 0.104551, 
0.276764, 0.597574, 0.987967, 0.103529, 
0.273743, 0.592154, 0.973685, 0.102583, 
0.27099, 0.58704, 0.959967, 0.101675, 
0.267585, 0.583071, 0.94678, 0.100823, 
0.265315, 0.578525, 0.934115, 0.100079, 
0.263637, 0.573796, 0.92248, 0.0993589, 
0.261641, 0.570642, 0.912083, 0.0986621, 
0.260238, 0.567327, 0.901945, 0.0979878, 
0.258875, 0.56268, 0.892874, 0.097335, 
0.257139, 0.559371, 0.883634, 0.096703, 
0.255356, 0.556024, 0.874684, 0.0960911, 
0.254793, 0.551509, 0.867528, 0.0955112, 
0.252599, 0.548835, 0.860488, 0.0949676, 
0.251618, 0.544111, 0.8541, 0.09446, 
0.250303, 0.540396, 0.847917, 0.0941163, 
0.248952, 0.537309, 0.841863, 0.0937792, 
0.247976, 0.533263, 0.835919, 0.0934487, 
0.246346, 0.529885, 0.830273, 0.0931245, 
0.244982, 0.52633, 0.824434, 0.0928066, 
0.24406, 0.523081, 0.818721, 0.0924948, 
0.241621, 0.518425, 0.813115, 0.0921889, 
0.241397, 0.516644, 0.807602, 0.0918888, 
0.239292, 0.512664, 0.802173, 0.0916043, 
0.239101, 0.50922, 0.796976, 0.0913352, 
0.237088, 0.506762, 0.791676, 0.0910711, 
0.236765, 0.503101, 0.786474, 0.0908118, 
0.236664, 0.500254, 0.781372, 0.090557, 
0.235811, 0.497818, 0.776376, 0.0903067, 
0.235989, 0.496366, 0.771573, 0.0900606, 
0.234704, 0.494551, 0.766834, 0.0898187, 
0.234192, 0.492014, 0.762142, 0.0895807, 
0.234186, 0.490047, 0.757629, 0.0893465, 
0.23318, 0.487941, 0.752875, 0.0891161, 
0.233166, 0.486733, 0.748129, 0.0888891, 
0.232474, 0.484556, 0.743471, 0.0886656, 
0.231562, 0.482453, 0.738934, 0.0884455, 
0.231143, 0.479609, 0.7345, 0.0882285, 
0.230687, 0.477156, 0.730123, 0.0880146, 
0.229964, 0.476297, 0.725797, 0.0878273, 
0.230473, 0.474877, 0.72139, 0.0876446, 
0.229221, 0.472169, 0.717241, 0.0874634, 
0.228935, 0.471764, 0.713082, 0.0872836, 
0.227545, 0.469781, 0.708961, 0.0871051, 
0.227755, 0.468916, 0.70488, 0.086928, 
