tr,cr,fr,z
0.457,0.012,-0.972,0.002
0.456,0.009,-0.971,0.002
0.454,0.008,-0.970,0.002
0.453,0.006,-0.970,0.002
0.451,0.005,-0.971,0.001
0.449,0.005,-0.972,0.001
0.447,0.004,-0.973,0.001
0.444,0.004,-0.975,0.001
0.442,0.004,-0.977,0.001
0.439,0.005,-0.980,0.001
0.436,0.005,-0.983,0.001
0.434,0.006,-0.986,0.001
0.431,0.007,-0.989,0.001
0.428,0.008,-0.992,0.001
0.424,0.009,-0.996,0.000
0.421,0.011,-1.000,0.000
0.418,0.012,-1.003,0.000
0.415,0.013,-1.007,0.000
0.411,0.015,-1.011,0.000
0.408,0.016,-1.015,0.000
0.405,0.018,-1.019,0.000
0.401,0.020,-1.024,0.000
0.397,0.021,-1.028,0.000
0.394,0.023,-1.032,0.000
0.390,0.025,-1.036,0.000
0.387,0.026,-1.040,0.000
0.383,0.028,-1.044,0.000
0.379,0.030,-1.048,0.000
0.375,0.031,-1.053,0.000
0.372,0.033,-1.057,0.000
0.368,0.035,-1.061,0.000
0.364,0.037,-1.065,0.000
0.360,0.038,-1.069,0.000
0.356,0.040,-1.073,0.000
0.352,0.042,-1.077,0.000
0.348,0.043,-1.081,0.000
0.344,0.045,-1.084,0.000
0.341,0.046,-1.088,0.000
0.337,0.048,-1.092,0.000
0.333,0.050,-1.096,0.000
0.329,0.051,-1.099,0.000
0.325,0.053,-1.103,0.000
0.321,0.054,-1.107,0.000
0.316,0.056,-1.110,0.000
0.312,0.057,-1.114,0.000
0.308,0.058,-1.117,0.000
0.304,0.060,-1.120,0.000
0.300,0.061,-1.124,0.000
0.296,0.063,-1.127,0.000
0.292,0.064,-1.130,0.000
0.288,0.065,-1.133,0.000
0.284,0.066,-1.136,0.000
0.279,0.068,-1.139,0.000
0.275,0.069,-1.142,0.000
0.271,0.070,-1.145,0.000
0.267,0.071,-1.148,0.000
0.263,0.073,-1.151,0.000
0.258,0.074,-1.154,0.000
0.254,0.075,-1.157,0.000
0.250,0.076,-1.160,0.000
0.246,0.077,-1.162,0.000
0.241,0.078,-1.165,0.000
0.237,0.079,-1.167,0.000
0.233,0.080,-1.170,0.000
0.229,0.081,-1.173,0.000
0.224,0.082,-1.175,0.000
0.220,0.083,-1.177,0.000
0.216,0.084,-1.180,0.000
0.211,0.085,-1.182,0.000
0.207,0.086,-1.184,0.000
0.203,0.087,-1.186,0.000
0.198,0.088,-1.188,0.000
0.194,0.089,-1.191,0.000
0.190,0.090,-1.193,0.000
0.185,0.090,-1.195,0.000
0.181,0.091,-1.197,0.000
0.177,0.092,-1.198,0.000
0.172,0.093,-1.200,0.000
0.168,0.093,-1.202,0.000
0.163,0.094,-1.204,0.000
0.159,0.095,-1.205,0.000
0.155,0.095,-1.207,0.000
0.150,0.096,-1.209,0.000
0.146,0.097,-1.210,0.000
0.141,0.097,-1.212,0.000
0.137,0.098,-1.213,0.000
0.132,0.098,-1.215,0.000
0.128,0.099,-1.216,0.000
0.124,0.099,-1.217,0.000
0.119,0.100,-1.218,0.000
0.115,0.100,-1.220,0.000
0.110,0.101,-1.221,0.000
0.106,0.101,-1.222,0.000
0.101,0.102,-1.223,0.000
0.097,0.102,-1.224,0.000
0.092,0.103,-1.225,0.000
0.088,0.103,-1.226,0.000
0.083,0.103,-1.227,0.000
0.079,0.104,-1.228,0.000
0.074,0.104,-1.228,0.000
0.070,0.104,-1.229,0.000
0.065,0.104,-1.230,0.000
0.061,0.105,-1.231,0.000
0.056,0.105,-1.231,0.000
0.052,0.105,-1.232,0.000
0.047,0.105,-1.232,0.000
0.044,0.105,-1.233,0.000
0.041,0.106,-1.233,0.000
0.038,0.106,-1.233,0.000
0.034,0.106,-1.233,0.000
0.031,0.106,-1.234,0.000
0.027,0.106,-1.234,0.000
0.023,0.106,-1.234,0.000
0.020,0.106,-1.234,0.000
0.016,0.106,-1.234,0.000
0.012,0.106,-1.234,0.000
0.009,0.106,-1.234,0.000
0.006,0.106,-1.235,0.000
0.003,0.106,-1.235,0.000
0.000,0.106,-1.235,0.000
-0.003,0.106,-1.235,0.000
-0.006,0.106,-1.234,0.000
-0.009,0.106,-1.234,0.000
-0.013,0.106,-1.234,0.000
-0.016,0.106,-1.234,0.000
-0.020,0.106,-1.234,0.000
-0.024,0.106,-1.234,0.000
-0.028,0.106,-1.234,0.000
-0.031,0.106,-1.233,0.000
-0.035,0.106,-1.233,0.000
-0.039,0.106,-1.233,0.000
-0.043,0.105,-1.232,0.000
-0.048,0.105,-1.232,0.000
-0.052,0.105,-1.231,0.000
-0.056,0.105,-1.231,0.000
-0.060,0.105,-1.230,0.000
-0.064,0.104,-1.230,0.000
-0.069,0.104,-1.229,0.000
-0.073,0.104,-1.228,0.000
-0.077,0.104,-1.228,0.000
-0.082,0.103,-1.227,0.000
-0.086,0.103,-1.226,0.000
-0.090,0.103,-1.225,0.000
-0.095,0.102,-1.224,0.000
-0.099,0.102,-1.223,0.000
-0.103,0.101,-1.222,0.000
-0.108,0.101,-1.221,0.000
-0.112,0.101,-1.220,0.000
-0.117,0.100,-1.219,0.000
-0.121,0.100,-1.218,0.000
-0.125,0.099,-1.216,0.000
-0.130,0.099,-1.215,0.000
-0.134,0.098,-1.214,0.000
-0.139,0.098,-1.212,0.000
-0.143,0.097,-1.211,0.000
-0.147,0.096,-1.209,0.000
-0.152,0.096,-1.208,0.000
-0.156,0.095,-1.206,0.000
-0.161,0.094,-1.205,0.000
-0.165,0.094,-1.203,0.000
-0.169,0.093,-1.201,0.000
-0.173,0.093,-1.200,0.000
-0.175,0.092,-1.199,0.000
-0.179,0.091,-1.197,0.000
-0.181,0.091,-1.196,0.000
-0.183,0.091,-1.195,0.000
-0.185,0.090,-1.194,0.000
-0.188,0.090,-1.193,0.000
-0.190,0.089,-1.192,0.000
-0.193,0.089,-1.191,0.000
-0.196,0.088,-1.189,0.000
-0.199,0.088,-1.188,0.000
-0.202,0.087,-1.186,0.000
-0.204,0.087,-1.185,0.000
-0.206,0.086,-1.184,0.000
-0.207,0.086,-1.184,0.000
-0.208,0.086,-1.183,0.000
-0.210,0.086,-1.183,0.000
-0.211,0.085,-1.182,0.000
-0.213,0.085,-1.181,0.000
-0.215,0.084,-1.179,0.000
-0.218,0.084,-1.178,0.000
-0.221,0.083,-1.177,0.000
-0.223,0.082,-1.175,0.000
-0.226,0.082,-1.173,0.000
-0.229,0.081,-1.172,0.000
-0.232,0.080,-1.170,0.000
-0.236,0.080,-1.168,0.000
-0.239,0.079,-1.166,0.000
-0.243,0.078,-1.164,0.000
-0.246,0.077,-1.162,0.000
-0.250,0.076,-1.159,0.000
-0.253,0.075,-1.157,0.000
-0.257,0.074,-1.154,0.000
-0.261,0.073,-1.152,0.000
-0.265,0.072,-1.149,0.000
-0.269,0.071,-1.147,0.000
-0.272,0.070,-1.144,0.000
-0.276,0.069,-1.141,0.000
-0.280,0.067,-1.138,0.000
-0.284,0.066,-1.135,0.000
-0.288,0.065,-1.132,0.000
-0.292,0.064,-1.129,0.000
-0.296,0.062,-1.126,0.000
-0.300,0.061,-1.123,0.000
-0.304,0.060,-1.120,0.000
-0.308,0.058,-1.117,0.000
-0.312,0.057,-1.113,0.000
-0.316,0.055,-1.110,0.000
-0.320,0.054,-1.106,0.000
-0.324,0.052,-1.103,0.000
-0.328,0.051,-1.099,0.000
-0.332,0.049,-1.095,0.000
-0.336,0.048,-1.092,0.000
-0.340,0.046,-1.088,0.000
-0.344,0.044,-1.084,0.000
-0.348,0.043,-1.080,0.000
-0.352,0.041,-1.076,0.000
-0.356,0.039,-1.072,0.000
-0.360,0.037,-1.068,0.000
-0.364,0.035,-1.064,0.000
-0.368,0.034,-1.059,0.000
-0.372,0.032,-1.055,0.000
-0.375,0.030,-1.051,0.000
-0.379,0.028,-1.046,0.000
-0.383,0.026,-1.042,0.000
-0.387,0.024,-1.037,0.000
-0.391,0.022,-1.033,0.000
-0.395,0.020,-1.028,0.000
-0.399,0.018,-1.023,0.000
-0.402,0.015,-1.018,0.000
-0.406,0.013,-1.013,0.000
-0.410,0.011,-1.008,0.000
-0.414,0.009,-1.003,0.000
-0.418,0.006,-0.998,0.000
-0.421,0.004,-0.993,0.000
-0.425,0.002,-0.988,0.000
-0.429,-0.001,-0.982,0.000
-0.433,-0.003,-0.977,0.000
-0.436,-0.006,-0.971,0.000
-0.440,-0.008,-0.966,0.000
-0.444,-0.011,-0.960,0.000
-0.448,-0.013,-0.954,0.000
-0.451,-0.016,-0.949,0.000
-0.455,-0.019,-0.943,0.000
-0.459,-0.022,-0.937,0.000
-0.462,-0.024,-0.931,0.000
-0.466,-0.027,-0.924,0.000
-0.469,-0.030,-0.918,0.000
-0.473,-0.033,-0.912,0.000
-0.477,-0.036,-0.905,0.000
-0.480,-0.039,-0.899,0.000
-0.484,-0.042,-0.892,0.000
-0.487,-0.045,-0.886,0.000
-0.491,-0.048,-0.879,0.000
-0.494,-0.052,-0.872,0.000
-0.498,-0.055,-0.865,0.000
-0.501,-0.058,-0.858,0.000
-0.505,-0.062,-0.851,0.000
-0.508,-0.065,-0.843,0.000
-0.512,-0.069,-0.836,0.000
-0.515,-0.072,-0.829,0.000
-0.519,-0.076,-0.821,0.000
-0.522,-0.080,-0.813,0.000
-0.525,-0.084,-0.805,0.000
-0.529,-0.088,-0.797,0.000
-0.532,-0.092,-0.789,0.000
-0.535,-0.096,-0.781,0.000
-0.539,-0.100,-0.772,0.000
-0.542,-0.104,-0.764,0.000
-0.545,-0.108,-0.755,0.000
-0.549,-0.113,-0.746,0.000
-0.552,-0.117,-0.737,0.000
-0.555,-0.122,-0.728,0.000
-0.558,-0.125,-0.721,0.000
-0.560,-0.129,-0.714,0.000
-0.562,-0.132,-0.707,0.000
-0.565,-0.136,-0.699,0.000
-0.567,-0.140,-0.691,0.000
-0.570,-0.144,-0.683,0.000
-0.572,-0.149,-0.674,0.000
-0.575,-0.154,-0.665,0.000
-0.578,-0.158,-0.656,0.000
-0.580,-0.163,-0.646,0.000
-0.583,-0.169,-0.636,0.000
-0.586,-0.174,-0.626,0.000
-0.588,-0.178,-0.617,0.000
-0.591,-0.180,-0.611,0.000
-0.593,-0.181,-0.607,0.000
-0.594,-0.181,-0.605,0.000
-0.596,-0.179,-0.605,0.001
-0.597,-0.177,-0.606,0.001
-0.599,-0.173,-0.608,0.001
-0.600,-0.169,-0.611,0.002
-0.601,-0.164,-0.615,0.002
-0.601,-0.159,-0.621,0.002
-0.602,-0.153,-0.627,0.003
-0.603,-0.147,-0.633,0.003
-0.603,-0.140,-0.640,0.004
-0.604,-0.133,-0.648,0.004
-0.604,-0.125,-0.656,0.004
-0.604,-0.117,-0.664,0.005
-0.604,-0.109,-0.672,0.005
-0.605,-0.101,-0.681,0.006
-0.605,-0.093,-0.690,0.006
-0.605,-0.085,-0.699,0.007
-0.605,-0.076,-0.708,0.007
-0.605,-0.068,-0.717,0.008
-0.605,-0.059,-0.726,0.008
-0.605,-0.050,-0.736,0.009
-0.605,-0.042,-0.745,0.010
-0.605,-0.033,-0.754,0.010
-0.604,-0.024,-0.763,0.011
-0.604,-0.015,-0.772,0.011
-0.604,-0.007,-0.781,0.012
-0.604,0.002,-0.790,0.012
-0.604,0.011,-0.799,0.013
-0.604,0.020,-0.808,0.013
-0.603,0.028,-0.817,0.014
-0.603,0.037,-0.826,0.015
-0.603,0.045,-0.834,0.015
-0.603,0.054,-0.843,0.016
-0.603,0.062,-0.851,0.016
-0.603,0.071,-0.859,0.017
-0.602,0.079,-0.867,0.017
-0.602,0.087,-0.874,0.018
-0.602,0.095,-0.882,0.018
-0.603,0.103,-0.889,0.019
-0.603,0.110,-0.895,0.020
-0.603,0.118,-0.902,0.020
-0.603,0.126,-0.908,0.021
-0.603,0.133,-0.915,0.021
-0.603,0.140,-0.921,0.022
-0.604,0.148,-0.927,0.022
-0.604,0.155,-0.933,0.023
-0.604,0.162,-0.939,0.024
-0.604,0.170,-0.945,0.024
-0.604,0.177,-0.951,0.025
-0.604,0.185,-0.958,0.025
-0.604,0.192,-0.964,0.026
-0.604,0.200,-0.970,0.026
-0.603,0.208,-0.977,0.027
-0.603,0.215,-0.983,0.028
-0.603,0.223,-0.990,0.028
-0.602,0.231,-0.997,0.029
-0.601,0.238,-1.004,0.029
-0.601,0.246,-1.011,0.030
-0.600,0.254,-1.019,0.030
-0.598,0.261,-1.026,0.031
-0.597,0.269,-1.034,0.031
-0.596,0.277,-1.041,0.032
-0.594,0.284,-1.049,0.032
-0.593,0.292,-1.057,0.033
-0.591,0.299,-1.065,0.033
-0.590,0.307,-1.073,0.034
-0.588,0.314,-1.081,0.034
-0.586,0.321,-1.089,0.034
-0.584,0.329,-1.097,0.035
-0.582,0.336,-1.105,0.035
-0.579,0.343,-1.113,0.036
-0.577,0.349,-1.121,0.036
-0.575,0.356,-1.129,0.036
-0.573,0.363,-1.137,0.037
-0.570,0.370,-1.145,0.037
-0.568,0.377,-1.152,0.037
-0.565,0.384,-1.160,0.038
-0.563,0.391,-1.168,0.038
-0.561,0.398,-1.176,0.038
-0.558,0.405,-1.183,0.039
-0.556,0.411,-1.191,0.039
-0.553,0.418,-1.199,0.039
-0.551,0.425,-1.206,0.040
-0.548,0.432,-1.213,0.040
-0.546,0.438,-1.221,0.041
-0.543,0.445,-1.228,0.041
-0.540,0.451,-1.236,0.041
-0.538,0.458,-1.243,0.041
-0.535,0.464,-1.250,0.042
-0.532,0.470,-1.257,0.042
-0.529,0.476,-1.264,0.042
-0.526,0.483,-1.271,0.043
-0.524,0.489,-1.278,0.043
-0.521,0.495,-1.285,0.043
-0.518,0.501,-1.292,0.044
-0.515,0.507,-1.299,0.044
-0.512,0.514,-1.305,0.044
-0.509,0.520,-1.312,0.045
-0.507,0.526,-1.318,0.045
-0.504,0.532,-1.325,0.045
-0.501,0.538,-1.331,0.046
-0.498,0.544,-1.338,0.046
-0.495,0.551,-1.344,0.046
-0.492,0.557,-1.351,0.047
-0.489,0.563,-1.357,0.047
-0.487,0.569,-1.363,0.047
-0.484,0.575,-1.369,0.048
-0.481,0.581,-1.375,0.048
-0.478,0.587,-1.381,0.048
-0.475,0.593,-1.387,0.049
-0.472,0.599,-1.393,0.049
-0.469,0.604,-1.399,0.049
-0.466,0.610,-1.405,0.049
-0.463,0.616,-1.411,0.050
-0.460,0.622,-1.416,0.050
-0.456,0.628,-1.422,0.050
-0.453,0.633,-1.428,0.051
-0.450,0.639,-1.433,0.051
-0.447,0.644,-1.439,0.051
-0.444,0.650,-1.444,0.052
-0.441,0.655,-1.450,0.052
-0.437,0.661,-1.455,0.052
-0.434,0.666,-1.460,0.052
-0.431,0.671,-1.466,0.053
-0.428,0.677,-1.471,0.053
-0.424,0.682,-1.476,0.053
-0.421,0.687,-1.481,0.054
-0.418,0.692,-1.486,0.054
-0.414,0.698,-1.491,0.054
