0.827, 0.295, -1.367, 0
0.826107, 0.295893, -1.36879, 0
0.825214, 0.296786, -1.37057, 0
0.824321, 0.297339, -1.37236, 0
0.823429, 0.297786, -1.37414, 0
0.822536, 0.298232, -1.37593, 0
0.821643, 0.298679, -1.37771, 0
0.82075, 0.29925, -1.37962, 0
0.819857, 0.300143, -1.38186, 0
0.818964, 0.301018, -1.38407, 0
0.818071, 0.301464, -1.38586, 0
0.817179, 0.301911, -1.38764, 0
0.816286, 0.302714, -1.38943, 0
0.815393, 0.303607, -1.39121, 0
0.8145, 0.30425, -1.393, 0
0.813607, 0.304696, -1.39479, 0
0.812714, 0.305286, -1.39657, 0
0.811821, 0.306179, -1.39836, 0
0.810964, 0.307036, -1.40018, 0
0.810518, 0.307482, -1.40241, 0
0.810071, 0.307929, -1.40464, 0
0.80925, 0.30875, -1.4065, 0
0.808357, 0.309643, -1.40829, 0
0.807464, 0.310268, -1.41007, 0
0.806571, 0.310714, -1.41186, 0
0.805679, 0.311161, -1.41364, 0
0.804786, 0.311607, -1.41543, 0
0.803839, 0.312107, -1.41721, 0
0.8025, 0.313, -1.419, 0
0.801161, 0.313893, -1.42079, 0
0.800214, 0.314393, -1.42296, 0
0.799321, 0.314839, -1.4252, 0
0.798429, 0.315571, -1.42714, 0
0.797536, 0.316464, -1.42893, 0
0.796643, 0.317179, -1.43071, 0
0.79575, 0.317625, -1.4325, 0
0.794857, 0.318143, -1.43429, 0
0.793964, 0.319036, -1.43607, 0
0.793071, 0.319929, -1.43786, 0
0.792179, 0.320411, -1.43964, 0
0.791286, 0.320857, -1.44143, 0
0.790393, 0.321304, -1.44321, 0
0.7895, 0.32175, -1.445, 0
0.788607, 0.322393, -1.44679, 0
0.787714, 0.323286, -1.44857, 0
0.786821, 0.324089, -1.45036, 0
0.785929, 0.324536, -1.45214, 0
0.785036, 0.324982, -1.45393, 0
0.783714, 0.325857, -1.45571, 0
0.782375, 0.32675, -1.4575, 0
0.781357, 0.327321, -1.45929, 0
0.780464, 0.327768, -1.46107, 0
0.779571, 0.328214, -1.46286, 0
0.778679, 0.328661, -1.46464, 0
0.777786, 0.329214, -1.46643, 0
0.776893, 0.330107, -1.46821, 0
0.776, 0.331, -1.47, 0
0.775107, 0.331446, -1.47179, 0
0.774214, 0.331893, -1.47357, 0
0.772982, 0.332339, -1.47536, 0
0.771643, 0.332786, -1.47714, 0
0.770536, 0.333464, -1.47893, 0
0.769643, 0.334357, -1.48071, 0
0.76875, 0.335125, -1.4825, 0
0.767857, 0.335571, -1.48429, 0
0.766964, 0.336018, -1.48607, 0
0.766071, 0.336464, -1.48786, 0
0.765179, 0.336911, -1.48964, 0
0.763929, 0.337714, -1.49143, 0
0.762589, 0.338607, -1.49321, 0
0.7615, 0.33925, -1.495, 0
0.760607, 0.339696, -1.49679, 0
0.759714, 0.340143, -1.49857, 0
0.758821, 0.340589, -1.50036, 0
0.757893, 0.341071, -1.50211, 0
0.756554, 0.341964, -1.50345, 0
0.755214, 0.342857, -1.50479, 0
0.75425, 0.343375, -1.5065, 0
0.753357, 0.343821, -1.50829, 0
0.752464, 0.344268, -1.51007, 0
0.751571, 0.344714, -1.51186, 0
0.750679, 0.345161, -1.51364, 0
0.749786, 0.345607, -1.51543, 0
0.748839, 0.346107, -1.51721, 0
0.7475, 0.347, -1.519, 0
0.746161, 0.347893, -1.52079, 0
0.745214, 0.348393, -1.52218, 0
0.744321, 0.348839, -1.52352, 0
0.743429, 0.349286, -1.52514, 0
0.742536, 0.349732, -1.52693, 0
0.741464, 0.350179, -1.52871, 0
0.740125, 0.350625, -1.5305, 0
0.738857, 0.351143, -1.53229, 0
0.737964, 0.352036, -1.53407, 0
0.737071, 0.352929, -1.53586, 0
0.735768, 0.353411, -1.53723, 0
0.734429, 0.353857, -1.53857, 0
0.733393, 0.354304, -1.54021, 0
0.7325, 0.35475, -1.542, 0
0.731607, 0.355196, -1.54379, 0
0.730714, 0.355643, -1.54557, 0
0.729732, 0.356089, -1.54727, 0
0.728393, 0.356536, -1.54861, 0
0.727054, 0.356982, -1.54995, 0
0.726143, 0.357857, -1.55171, 0
0.72525, 0.35875, -1.5535, 0
0.724036, 0.359321, -1.55529, 0
