tr,cr,fr,z
-0.770,0.798,-1.784,0.031
-0.768,0.799,-1.787,0.031
-0.765,0.800,-1.791,0.031
-0.763,0.801,-1.794,0.031
-0.760,0.801,-1.798,0.031
-0.758,0.802,-1.801,0.031
-0.756,0.803,-1.805,0.031
-0.753,0.804,-1.808,0.030
-0.751,0.805,-1.811,0.030
-0.748,0.805,-1.815,0.030
-0.746,0.806,-1.818,0.030
-0.743,0.807,-1.821,0.030
-0.741,0.807,-1.825,0.030
-0.738,0.808,-1.828,0.030
-0.736,0.809,-1.831,0.029
-0.733,0.809,-1.834,0.029
-0.731,0.810,-1.837,0.029
-0.728,0.811,-1.841,0.029
-0.726,0.811,-1.844,0.029
-0.723,0.811,-1.847,0.029
-0.721,0.812,-1.850,0.028
-0.718,0.812,-1.853,0.028
-0.715,0.812,-1.855,0.028
-0.713,0.812,-1.858,0.028
-0.710,0.813,-1.861,0.028
-0.708,0.813,-1.864,0.028
-0.705,0.813,-1.867,0.027
-0.702,0.813,-1.869,0.027
-0.700,0.813,-1.872,0.027
-0.697,0.813,-1.875,0.027
-0.695,0.813,-1.877,0.027
-0.692,0.813,-1.880,0.026
-0.689,0.813,-1.883,0.026
-0.687,0.812,-1.885,0.026
-0.684,0.812,-1.888,0.026
-0.681,0.812,-1.890,0.026
-0.678,0.812,-1.893,0.026
-0.676,0.812,-1.895,0.025
-0.673,0.812,-1.898,0.025
-0.670,0.812,-1.900,0.025
-0.667,0.812,-1.903,0.025
-0.665,0.813,-1.906,0.025
-0.662,0.813,-1.909,0.025
-0.659,0.814,-1.912,0.025
-0.656,0.814,-1.914,0.024
-0.653,0.815,-1.917,0.024
-0.650,0.815,-1.920,0.024
-0.647,0.816,-1.923,0.024
-0.644,0.817,-1.926,0.024
-0.641,0.818,-1.929,0.024
-0.638,0.819,-1.932,0.024
-0.635,0.819,-1.935,0.024
-0.632,0.820,-1.938,0.024
-0.629,0.821,-1.941,0.024
-0.626,0.822,-1.943,0.024
-0.623,0.823,-1.946,0.023
-0.620,0.824,-1.949,0.023
-0.616,0.825,-1.952,0.023
-0.613,0.826,-1.955,0.023
-0.610,0.827,-1.958,0.023
-0.607,0.827,-1.961,0.023
-0.604,0.828,-1.964,0.023
-0.601,0.829,-1.967,0.023
-0.597,0.830,-1.969,0.023
-0.594,0.831,-1.972,0.023
-0.591,0.831,-1.975,0.023
-0.588,0.832,-1.977,0.023
-0.584,0.832,-1.980,0.023
-0.581,0.832,-1.982,0.022
-0.578,0.832,-1.984,0.022
-0.575,0.833,-1.987,0.022
-0.571,0.833,-1.989,0.022
-0.568,0.833,-1.991,0.022
-0.565,0.833,-1.993,0.022
-0.561,0.833,-1.995,0.022
-0.558,0.832,-1.997,0.022
-0.555,0.832,-1.999,0.021
-0.552,0.832,-2.001,0.021
-0.548,0.832,-2.003,0.021
-0.545,0.831,-2.005,0.021
-0.541,0.831,-2.007,0.021
-0.538,0.831,-2.009,0.021
-0.535,0.830,-2.011,0.021
-0.531,0.830,-2.013,0.020
-0.528,0.829,-2.015,0.020
-0.524,0.829,-2.016,0.020
-0.521,0.828,-2.018,0.020
-0.518,0.828,-2.020,0.020
-0.514,0.826,-2.021,0.020
-0.511,0.825,-2.022,0.019
-0.508,0.823,-2.023,0.019
-0.505,0.821,-2.023,0.019
-0.503,0.818,-2.023,0.019
-0.500,0.815,-2.023,0.018
-0.498,0.812,-2.023,0.018
-0.495,0.809,-2.022,0.018
-0.493,0.805,-2.022,0.017
-0.491,0.801,-2.021,0.017
-0.489,0.797,-2.020,0.017
-0.487,0.793,-2.019,0.016
-0.485,0.789,-2.017,0.016
-0.483,0.784,-2.016,0.015
-0.481,0.780,-2.015,0.015
-0.479,0.775,-2.013,0.014
-0.478,0.770,-2.011,0.014
-0.476,0.766,-2.010,0.014
-0.474,0.761,-2.008,0.013
-0.473,0.756,-2.006,0.013
-0.471,0.751,-2.004,0.012
-0.469,0.745,-2.002,0.012
-0.468,0.740,-2.000,0.011
-0.466,0.735,-1.998,0.011
-0.464,0.730,-1.995,0.010
-0.463,0.724,-1.993,0.010
-0.461,0.719,-1.991,0.009
-0.460,0.714,-1.989,0.009
-0.458,0.708,-1.986,0.008
-0.457,0.703,-1.984,0.008
-0.455,0.697,-1.981,0.007
-0.454,0.692,-1.979,0.007
-0.452,0.686,-1.976,0.006
-0.451,0.681,-1.974,0.006
-0.449,0.675,-1.971,0.005
-0.448,0.670,-1.968,0.005
-0.446,0.664,-1.966,0.004
-0.444,0.659,-1.964,0.004
-0.442,0.655,-1.962,0.004
-0.441,0.651,-1.960,0.003
-0.440,0.647,-1.958,0.003
-0.439,0.644,-1.957,0.003
-0.439,0.641,-1.955,0.002
-0.439,0.638,-1.953,0.002
-0.439,0.635,-1.951,0.002
-0.440,0.633,-1.949,0.002
-0.442,0.630,-1.947,0.002
