tr,cr,fr,z
-0.439,0.644,-1.957,0.003
-0.439,0.641,-1.955,0.002
-0.439,0.638,-1.953,0.002
-0.439,0.635,-1.951,0.002
-0.440,0.633,-1.949,0.002
-0.442,0.631,-1.947,0.002
-0.443,0.628,-1.945,0.001
-0.445,0.626,-1.943,0.001
-0.447,0.625,-1.941,0.001
-0.449,0.623,-1.939,0.001
-0.451,0.621,-1.937,0.001
-0.453,0.620,-1.935,0.001
-0.456,0.618,-1.933,0.001
-0.459,0.617,-1.931,0.001
-0.462,0.615,-1.929,0.001
-0.464,0.614,-1.927,0.001
-0.467,0.613,-1.925,0.000
-0.471,0.612,-1.922,0.000
-0.474,0.611,-1.920,0.000
-0.477,0.609,-1.918,0.000
-0.480,0.608,-1.916,0.000
-0.483,0.607,-1.913,0.000
-0.487,0.606,-1.911,0.000
-0.490,0.605,-1.909,0.000
-0.493,0.604,-1.906,0.000
-0.497,0.603,-1.904,0.000
-0.500,0.602,-1.902,0.000
-0.504,0.601,-1.899,0.000
-0.507,0.600,-1.897,0.000
-0.511,0.599,-1.894,0.000
-0.514,0.598,-1.892,0.000
-0.517,0.597,-1.889,0.000
-0.521,0.596,-1.887,0.000
-0.524,0.595,-1.884,0.000
-0.528,0.594,-1.881,0.000
-0.531,0.593,-1.879,0.000
-0.535,0.592,-1.876,0.000
-0.538,0.591,-1.874,0.000
-0.542,0.590,-1.871,0.000
-0.545,0.589,-1.868,0.000
-0.549,0.588,-1.866,0.000
-0.552,0.587,-1.863,0.000
-0.555,0.586,-1.860,0.000
-0.559,0.585,-1.857,0.000
-0.562,0.584,-1.854,0.000
-0.566,0.583,-1.852,0.000
-0.569,0.582,-1.849,0.000
-0.572,0.581,-1.846,0.000
-0.576,0.580,-1.843,0.000
-0.579,0.579,-1.840,0.000
-0.582,0.578,-1.837,0.000
-0.586,0.577,-1.834,0.000
-0.589,0.576,-1.832,0.000
-0.592,0.575,-1.829,0.000
-0.595,0.574,-1.826,0.000
-0.598,0.573,-1.824,0.000
-0.600,0.572,-1.821,0.000
-0.603,0.571,-1.819,0.000
-0.606,0.570,-1.816,0.000
-0.609,0.569,-1.813,0.000
-0.611,0.568,-1.811,0.000
-0.614,0.567,-1.808,0.000
-0.617,0.566,-1.805,0.000
-0.620,0.565,-1.802,0.000
-0.623,0.564,-1.799,0.000
-0.626,0.563,-1.796,0.000
-0.629,0.561,-1.793,0.000
-0.632,0.560,-1.790,0.000
-0.635,0.559,-1.787,0.000
-0.638,0.558,-1.784,0.000
-0.640,0.557,-1.781,0.000
-0.643,0.555,-1.778,0.000
-0.646,0.554,-1.775,0.000
-0.649,0.553,-1.771,0.000
-0.652,0.552,-1.768,0.000
-0.655,0.550,-1.765,0.000
-0.658,0.549,-1.762,0.000
-0.661,0.548,-1.758,0.000
-0.664,0.546,-1.755,0.000
-0.667,0.545,-1.752,0.000
-0.670,0.544,-1.748,0.000
-0.673,0.542,-1.745,0.000
-0.676,0.541,-1.741,0.000
-0.678,0.539,-1.738,0.000
-0.681,0.538,-1.734,0.000
-0.684,0.537,-1.731,0.000
-0.687,0.535,-1.727,0.000
-0.690,0.534,-1.724,0.000
-0.693,0.532,-1.720,0.000
-0.695,0.531,-1.716,0.000
-0.698,0.529,-1.713,0.000
-0.701,0.528,-1.709,0.000
-0.704,0.526,-1.705,0.000
-0.707,0.525,-1.702,0.000
-0.709,0.523,-1.698,0.000
-0.712,0.522,-1.694,0.000
-0.715,0.520,-1.690,0.000
-0.717,0.518,-1.687,0.000
-0.720,0.517,-1.683,0.000
-0.723,0.515,-1.679,0.000
-0.726,0.514,-1.675,0.000
-0.728,0.512,-1.671,0.000
-0.731,0.510,-1.667,0.000
-0.733,0.509,-1.663,0.000
-0.736,0.507,-1.659,0.000
-0.739,0.505,-1.655,0.000
-0.741,0.504,-1.651,0.000
-0.744,0.502,-1.647,0.000
-0.746,0.500,-1.643,0.000
-0.749,0.498,-1.639,0.000
-0.752,0.497,-1.635,0.000
-0.754,0.495,-1.631,0.000
-0.757,0.493,-1.627,0.000
-0.759,0.491,-1.623,0.000
-0.762,0.489,-1.619,0.000
-0.764,0.488,-1.615,0.000
-0.767,0.486,-1.610,0.000
-0.769,0.484,-1.606,0.000
-0.772,0.482,-1.602,0.000
-0.774,0.480,-1.598,0.000
-0.776,0.478,-1.593,0.000
-0.779,0.476,-1.589,0.000
-0.781,0.475,-1.585,0.000
-0.784,0.473,-1.580,0.000
-0.786,0.471,-1.576,0.000
-0.788,0.469,-1.572,0.000
-0.791,0.467,-1.567,0.000
-0.793,0.465,-1.563,0.000
-0.796,0.463,-1.558,0.000
-0.798,0.461,-1.554,0.000
-0.800,0.459,-1.549,0.000
-0.803,0.457,-1.545,0.000
-0.805,0.455,-1.540,0.000
-0.807,0.452,-1.536,0.000
-0.809,0.450,-1.531,0.000
-0.812,0.448,-1.526,0.000
-0.814,0.446,-1.522,0.000
-0.816,0.444,-1.517,0.000
-0.818,0.442,-1.512,0.000
-0.821,0.440,-1.508,0.000
-0.823,0.438,-1.503,0.000
-0.825,0.435,-1.498,0.000
-0.827,0.433,-1.493,0.000
-0.829,0.431,-1.489,0.000
-0.830,0.430,-1.486,0.000
-0.832,0.429,-1.484,0.000
-0.833,0.427,-1.481,0.000
-0.834,0.426,-1.478,0.000
-0.836,0.424,-1.474,0.000
-0.837,0.423,-1.471,0.000
-0.839,0.421,-1.467,0.000
-0.840,0.419,-1.464,0.000
-0.842,0.418,-1.460,0.000
-0.843,0.416,-1.456,0.000
-0.845,0.414,-1.452,0.000
-0.847,0.412,-1.448,0.000
-0.849,0.410,-1.443,0.000
-0.851,0.408,-1.439,0.000
-0.852,0.406,-1.434,0.000
-0.854,0.403,-1.430,0.000
-0.856,0.401,-1.425,0.000
-0.858,0.399,-1.420,0.000
-0.860,0.397,-1.416,0.000
-0.862,0.394,-1.411,0.000
-0.864,0.392,-1.406,0.000
-0.865,0.390,-1.401,0.000
-0.867,0.387,-1.396,0.000
-0.869,0.385,-1.391,0.000
-0.871,0.382,-1.386,0.000
-0.873,0.380,-1.381,0.000
-0.875,0.377,-1.375,0.000
-0.877,0.375,-1.370,0.000
-0.879,0.372,-1.365,0.000
-0.881,0.370,-1.359,0.000
-0.883,0.367,-1.354,0.000
-0.884,0.365,-1.349,0.000
-0.886,0.362,-1.344,0.000
-0.888,0.360,-1.339,0.000
-0.890,0.357,-1.333,0.000
-0.891,0.355,-1.328,0.000
-0.893,0.352,-1.323,0.000
-0.895,0.349,-1.317,0.000
-0.897,0.347,-1.312,0.000
-0.898,0.344,-1.306,0.000
-0.900,0.341,-1.301,0.000
-0.902,0.338,-1.295,0.000
-0.904,0.336,-1.289,0.000
-0.905,0.333,-1.284,0.000
-0.907,0.330,-1.278,0.000
-0.909,0.327,-1.272,0.000
-0.911,0.324,-1.266,0.000
-0.913,0.321,-1.260,0.000
-0.914,0.318,-1.254,0.000
-0.916,0.315,-1.248,0.000
-0.918,0.312,-1.242,0.000
-0.919,0.309,-1.236,0.000
-0.921,0.306,-1.230,0.000
-0.923,0.303,-1.224,0.000
-0.925,0.300,-1.217,0.000
-0.926,0.297,-1.211,0.000
-0.928,0.293,-1.205,0.000
-0.930,0.290,-1.198,0.000
-0.931,0.287,-1.192,0.000
-0.933,0.284,-1.186,0.000
-0.935,0.280,-1.179,0.000
-0.936,0.277,-1.173,0.000
-0.938,0.274,-1.166,0.000
-0.940,0.270,-1.159,0.000
-0.941,0.267,-1.153,0.000
-0.943,0.263,-1.146,0.000
-0.945,0.260,-1.139,0.000
-0.946,0.256,-1.132,0.000
-0.948,0.253,-1.125,0.000
-0.950,0.249,-1.118,0.000
-0.951,0.246,-1.112,0.000
-0.953,0.242,-1.104,0.000
-0.954,0.238,-1.097,0.000
-0.956,0.235,-1.090,0.000
-0.958,0.231,-1.083,0.000
-0.959,0.227,-1.076,0.000
-0.961,0.224,-1.069,0.000
-0.962,0.220,-1.061,0.000
-0.964,0.216,-1.054,0.000
-0.965,0.212,-1.046,0.000
-0.967,0.208,-1.039,0.000
-0.968,0.204,-1.031,0.000
-0.970,0.200,-1.024,0.000
-0.971,0.196,-1.016,0.000
-0.973,0.192,-1.008,0.000
-0.974,0.188,-1.000,0.000
-0.976,0.184,-0.992,0.000
-0.977,0.179,-0.985,0.000
-0.979,0.175,-0.976,0.000
-0.980,0.171,-0.968,0.000
-0.982,0.167,-0.960,0.000
-0.983,0.162,-0.952,0.000
-0.985,0.158,-0.944,0.000
-0.986,0.153,-0.935,0.000
-0.988,0.149,-0.927,0.000
-0.989,0.144,-0.918,0.000
-0.990,0.140,-0.909,0.000
-0.992,0.135,-0.901,0.000
-0.993,0.130,-0.892,0.000
-0.995,0.125,-0.883,0.000
-0.996,0.120,-0.874,0.000
-0.998,0.116,-0.865,0.000
-0.999,0.111,-0.856,0.000
-1.000,0.105,-0.846,0.000
-1.002,0.100,-0.837,0.000
-1.003,0.095,-0.827,0.000
-1.004,0.090,-0.818,0.000
-1.006,0.085,-0.808,0.000
-1.007,0.079,-0.798,0.000
-1.009,0.074,-0.788,0.000
-1.010,0.068,-0.778,0.000
-1.011,0.063,-0.767,0.000
-1.013,0.057,-0.757,0.000
-1.014,0.051,-0.746,0.000
-1.015,0.045,-0.736,0.000
-1.017,0.039,-0.725,0.000
-1.018,0.033,-0.714,0.000
-1.019,0.027,-0.702,0.000
-1.020,0.020,-0.691,0.000
-1.022,0.014,-0.679,0.000
-1.023,0.007,-0.668,0.000
-1.024,0.001,-0.656,0.000
-1.026,-0.006,-0.643,0.000
-1.027,-0.013,-0.631,0.000
-1.028,-0.020,-0.618,0.000
-1.029,-0.028,-0.605,0.000
-1.031,-0.035,-0.592,0.000
-1.032,-0.044,-0.576,0.000
-1.033,-0.053,-0.560,0.000
-1.034,-0.063,-0.544,0.000
-1.036,-0.072,-0.527,0.000
-1.037,-0.082,-0.510,0.000
-1.038,-0.092,-0.492,0.000
-1.039,-0.103,-0.473,0.000
-1.040,-0.114,-0.454,0.000
-1.042,-0.126,-0.434,0.000
-1.043,-0.138,-0.412,0.000
-1.044,-0.152,-0.390,0.000
-1.045,-0.162,-0.371,0.000
-1.046,-0.169,-0.358,0.000
-1.047,-0.174,-0.348,0.000
-1.048,-0.179,-0.339,0.000
-1.048,-0.182,-0.331,0.001
-1.049,-0.184,-0.325,0.001
-1.050,-0.185,-0.321,0.001
-1.050,-0.185,-0.318,0.001
-1.051,-0.185,-0.316,0.002
-1.051,-0.184,-0.315,0.002
-1.052,-0.182,-0.316,0.003
-1.052,-0.179,-0.317,0.003
-1.052,-0.176,-0.319,0.003
-1.053,-0.172,-0.322,0.004
-1.053,-0.168,-0.325,0.004
-1.053,-0.164,-0.329,0.005
-1.054,-0.159,-0.333,0.005
-1.054,-0.154,-0.338,0.006
-1.054,-0.149,-0.343,0.006
-1.054,-0.144,-0.348,0.007
-1.054,-0.138,-0.353,0.007
-1.055,-0.133,-0.359,0.007
-1.055,-0.127,-0.365,0.008
-1.055,-0.121,-0.370,0.008
-1.055,-0.115,-0.376,0.009
-1.055,-0.110,-0.382,0.009
-1.055,-0.104,-0.388,0.010
-1.055,-0.098,-0.394,0.011
-1.056,-0.092,-0.400,0.011
-1.056,-0.086,-0.406,0.012
-1.056,-0.080,-0.412,0.012
-1.056,-0.074,-0.418,0.013
-1.056,-0.068,-0.423,0.013
-1.056,-0.063,-0.429,0.014
-1.056,-0.057,-0.435,0.014
-1.056,-0.051,-0.440,0.015
-1.056,-0.045,-0.446,0.015
-1.057,-0.040,-0.451,0.016
-1.057,-0.034,-0.456,0.016
-1.057,-0.029,-0.462,0.017
-1.057,-0.023,-0.467,0.017
-1.057,-0.018,-0.472,0.018
-1.057,-0.012,-0.477,0.018
-1.057,-0.008,-0.480,0.019
-1.057,-0.005,-0.481,0.019
-1.058,-0.004,-0.480,0.020
-1.058,-0.004,-0.478,0.020
-1.059,-0.003,-0.477,0.020
-1.059,-0.001,-0.477,0.021
-1.059,0.002,-0.480,0.021
-1.059,0.006,-0.483,0.022
-1.059,0.011,-0.488,0.022
-1.059,0.016,-0.493,0.022
-1.059,0.019,-0.497,0.023
-1.059,0.022,-0.499,0.023
-1.059,0.024,-0.500,0.023
-1.059,0.026,-0.501,0.024
-1.059,0.028,-0.500,0.024
-1.060,0.029,-0.500,0.024
-1.060,0.031,-0.499,0.025
-1.060,0.032,-0.499,0.025
-1.060,0.034,-0.499,0.025
-1.061,0.036,-0.500,0.026
-1.061,0.039,-0.500,0.026
-1.061,0.041,-0.501,0.027
-1.061,0.044,-0.502,0.027
-1.062,0.047,-0.503,0.028
-1.062,0.049,-0.504,0.028
-1.062,0.052,-0.505,0.029
-1.062,0.055,-0.507,0.029
-1.063,0.058,-0.508,0.030
-1.063,0.061,-0.509,0.030
-1.063,0.065,-0.511,0.031
-1.063,0.068,-0.512,0.031
-1.063,0.071,-0.514,0.032
-1.063,0.074,-0.515,0.032
-1.064,0.078,-0.518,0.033
-1.064,0.082,-0.521,0.033
-1.064,0.087,-0.525,0.034
-1.064,0.092,-0.529,0.034
-1.064,0.097,-0.534,0.035
-1.064,0.102,-0.539,0.035
-1.063,0.108,-0.545,0.036
-1.063,0.114,-0.551,0.036
-1.063,0.120,-0.557,0.037
-1.063,0.126,-0.563,0.037
-1.063,0.132,-0.570,0.038
-1.062,0.139,-0.577,0.038
-1.062,0.145,-0.584,0.039
-1.062,0.152,-0.591,0.039
-1.062,0.158,-0.598,0.040
-1.061,0.165,-0.605,0.040
-1.061,0.171,-0.612,0.041
-1.061,0.177,-0.619,0.041
-1.061,0.183,-0.624,0.042
-1.060,0.189,-0.629,0.042
-1.060,0.194,-0.634,0.043
-1.060,0.199,-0.638,0.043
-1.060,0.204,-0.642,0.044
-1.060,0.208,-0.646,0.044
-1.060,0.213,-0.649,0.045
-1.060,0.217,-0.653,0.045
-1.060,0.221,-0.655,0.046
-1.060,0.225,-0.658,0.046
-1.060,0.229,-0.660,0.047
-1.060,0.233,-0.663,0.047
-1.060,0.237,-0.665,0.048
-1.060,0.240,-0.667,0.048
-1.060,0.244,-0.669,0.049
-1.060,0.248,-0.672,0.049
-1.060,0.253,-0.676,0.050
-1.060,0.258,-0.680,0.050
-1.059,0.263,-0.685,0.051
-1.059,0.268,-0.690,0.051
-1.059,0.274,-0.696,0.052
-1.059,0.280,-0.701,0.052
-1.058,0.286,-0.708,0.053
-1.058,0.292,-0.714,0.053
-1.057,0.298,-0.721,0.054
-1.057,0.304,-0.727,0.054
-1.056,0.311,-0.735,0.055
-1.056,0.317,-0.742,0.055
-1.055,0.324,-0.750,0.055
-1.054,0.331,-0.758,0.056
-1.054,0.337,-0.766,0.056
-1.053,0.344,-0.775,0.057
-1.052,0.351,-0.783,0.057
-1.051,0.358,-0.792,0.057
-1.051,0.365,-0.801,0.058
-1.050,0.372,-0.809,0.058
-1.049,0.379,-0.818,0.058
-1.048,0.386,-0.826,0.059
-1.047,0.393,-0.835,0.059
-1.047,0.399,-0.843,0.059
-1.046,0.406,-0.852,0.060
-1.045,0.413,-0.860,0.060
-1.044,0.419,-0.869,0.060
-1.043,0.426,-0.877,0.061
-1.042,0.432,-0.886,0.061
-1.041,0.437,-0.894,0.061
-1.040,0.443,-0.902,0.061
-1.039,0.449,-0.911,0.061
-1.038,0.454,-0.919,0.061
-1.037,0.459,-0.927,0.061
-1.036,0.464,-0.936,0.061
-1.035,0.470,-0.944,0.061
-1.034,0.474,-0.952,0.061
-1.033,0.479,-0.960,0.061
-1.032,0.484,-0.969,0.061
-1.031,0.489,-0.977,0.061
-1.029,0.493,-0.985,0.061
-1.028,0.498,-0.993,0.061
-1.027,0.502,-1.001,0.061
-1.026,0.507,-1.009,0.061
-1.025,0.511,-1.016,0.061
-1.024,0.515,-1.024,0.060
-1.022,0.519,-1.032,0.060
-1.021,0.523,-1.040,0.060
-1.020,0.527,-1.047,0.060
-1.019,0.531,-1.055,0.060
-1.018,0.535,-1.062,0.060
-1.016,0.539,-1.070,0.060
-1.015,0.543,-1.077,0.059
-1.014,0.547,-1.085,0.059
-1.013,0.551,-1.092,0.059
-1.011,0.554,-1.099,0.059
-1.010,0.558,-1.106,0.059
-1.009,0.561,-1.113,0.059
-1.008,0.564,-1.120,0.058
-1.006,0.568,-1.127,0.058
-1.005,0.571,-1.134,0.058
-1.004,0.574,-1.140,0.058
-1.003,0.577,-1.147,0.058
-1.001,0.580,-1.154,0.057
-1.000,0.583,-1.160,0.057
-0.999,0.585,-1.166,0.057
-0.998,0.588,-1.173,0.057
-0.996,0.591,-1.179,0.057
-0.995,0.593,-1.185,0.056
-0.994,0.596,-1.191,0.056
-0.993,0.599,-1.197,0.056
-0.991,0.601,-1.203,0.056
-0.990,0.603,-1.209,0.055
-0.989,0.606,-1.215,0.055
-0.987,0.608,-1.221,0.055
-0.986,0.611,-1.227,0.055
-0.985,0.613,-1.233,0.055
-0.984,0.615,-1.239,0.054
-0.982,0.618,-1.245,0.054
-0.981,0.620,-1.250,0.054
-0.980,0.622,-1.256,0.054
-0.978,0.624,-1.262,0.053
-0.977,0.627,-1.268,0.053
-0.976,0.629,-1.273,0.053
-0.974,0.631,-1.279,0.053
-0.973,0.633,-1.285,0.052
-0.972,0.635,-1.290,0.052
-0.970,0.637,-1.296,0.052
-0.969,0.640,-1.301,0.052
-0.967,0.642,-1.307,0.052
-0.966,0.644,-1.312,0.051
-0.965,0.646,-1.317,0.051
-0.963,0.648,-1.323,0.051
-0.962,0.650,-1.328,0.051
-0.960,0.652,-1.333,0.050
-0.959,0.654,-1.339,0.050
-0.958,0.656,-1.344,0.050
-0.956,0.657,-1.349,0.050
-0.955,0.659,-1.354,0.049
-0.953,0.661,-1.360,0.049
-0.952,0.663,-1.365,0.049
-0.950,0.665,-1.370,0.049
-0.949,0.667,-1.375,0.049
-0.947,0.668,-1.380,0.048
-0.946,0.670,-1.385,0.048
-0.945,0.672,-1.390,0.048
-0.943,0.674,-1.395,0.048
-0.941,0.676,-1.400,0.047
-0.940,0.678,-1.406,0.047
-0.938,0.679,-1.411,0.047
-0.937,0.681,-1.416,0.047
-0.935,0.683,-1.421,0.047
-0.934,0.685,-1.426,0.046
-0.932,0.687,-1.431,0.046
-0.931,0.688,-1.435,0.046
-0.929,0.690,-1.440,0.046
-0.928,0.692,-1.445,0.046
-0.926,0.694,-1.450,0.045
-0.924,0.695,-1.455,0.045
-0.923,0.697,-1.460,0.045
-0.921,0.699,-1.465,0.045
-0.920,0.700,-1.469,0.045
-0.918,0.702,-1.474,0.044
-0.916,0.704,-1.479,0.044
-0.915,0.705,-1.484,0.044
-0.913,0.707,-1.488,0.044
-0.911,0.708,-1.493,0.044
-0.910,0.710,-1.498,0.043
-0.908,0.711,-1.502,0.043
-0.906,0.713,-1.507,0.043
-0.905,0.714,-1.511,0.043
-0.903,0.716,-1.516,0.043
-0.901,0.718,-1.521,0.042
-0.900,0.719,-1.525,0.042
-0.898,0.721,-1.530,0.042
-0.896,0.722,-1.534,0.042
-0.894,0.724,-1.539,0.042
-0.893,0.725,-1.543,0.041
-0.891,0.727,-1.548,0.041
-0.889,0.728,-1.552,0.041
-0.887,0.730,-1.557,0.041
-0.886,0.731,-1.561,0.041
-0.884,0.733,-1.566,0.041
-0.882,0.734,-1.570,0.040
-0.880,0.736,-1.575,0.040
-0.878,0.737,-1.579,0.040
-0.876,0.739,-1.584,0.040
-0.875,0.740,-1.588,0.040
-0.873,0.742,-1.592,0.039
-0.871,0.743,-1.597,0.039
-0.869,0.745,-1.601,0.039
-0.867,0.746,-1.605,0.039
-0.865,0.747,-1.609,0.039
-0.863,0.749,-1.614,0.039
-0.861,0.750,-1.618,0.038
-0.860,0.752,-1.622,0.038
-0.858,0.753,-1.626,0.038
-0.856,0.754,-1.631,0.038
-0.854,0.756,-1.635,0.038
-0.852,0.757,-1.639,0.038
-0.850,0.758,-1.643,0.037
-0.848,0.759,-1.647,0.037
-0.846,0.761,-1.651,0.037
-0.844,0.762,-1.655,0.037
-0.842,0.763,-1.659,0.037
-0.840,0.765,-1.664,0.037
-0.838,0.766,-1.668,0.036
-0.836,0.767,-1.672,0.036
-0.834,0.768,-1.676,0.036
-0.832,0.769,-1.680,0.036
-0.830,0.771,-1.684,0.036
-0.828,0.772,-1.687,0.036
-0.825,0.773,-1.691,0.035
-0.823,0.774,-1.695,0.035
-0.821,0.775,-1.699,0.035
-0.819,0.776,-1.703,0.035
-0.817,0.777,-1.707,0.035
-0.815,0.779,-1.711,0.035
-0.813,0.780,-1.715,0.034
-0.811,0.781,-1.718,0.034
-0.808,0.782,-1.722,0.034
-0.806,0.783,-1.726,0.034
-0.804,0.784,-1.730,0.034
-0.802,0.785,-1.733,0.034
-0.800,0.786,-1.737,0.033
-0.797,0.787,-1.741,0.033
-0.795,0.788,-1.744,0.033
-0.793,0.789,-1.748,0.033
-0.791,0.790,-1.752,0.033
-0.788,0.791,-1.755,0.033
-0.786,0.792,-1.759,0.033
-0.784,0.792,-1.763,0.032
-0.782,0.793,-1.766,0.032
-0.779,0.794,-1.770,0.032
-0.777,0.795,-1.773,0.032
-0.775,0.796,-1.777,0.032
-0.772,0.797,-1.780,0.032
