12.8864, 7.19919, 48.899, 9.01502, 
9.57676, 5.27477, 32.5204, 5.91071, 
7.28353, 3.99997, 22.0278, 3.92695, 
5.70838, 3.11409, 15.2779, 2.64931, 
4.54364, 2.48683, 11.1414, 1.81921, 
3.68191, 2.03859, 8.45995, 1.2745, 
3.0407, 1.71269, 6.76584, 0.958283, 
2.55421, 1.4758, 5.59972, 0.76288, 
2.20179, 1.30149, 4.83973, 0.6283, 
1.92187, 1.18281, 4.31429, 0.527551, 
1.6846, 1.08323, 3.85534, 0.450441, 
1.48386, 1.00253, 3.48029, 0.395747, 
1.32875, 0.932449, 3.15992, 0.355385, 
1.20457, 0.872613, 2.88799, 0.325112, 
1.1024, 0.822159, 2.64638, 0.298382, 
1.01689, 0.778534, 2.43239, 0.27469, 
0.945197, 0.751729, 2.24559, 0.25459, 
0.888505, 0.729634, 2.07529, 0.237108, 
0.839025, 0.707943, 1.92288, 0.222034, 
0.795873, 0.689329, 1.78333, 0.208603, 
0.759299, 0.676783, 1.65862, 0.196374, 
0.726073, 0.664912, 1.54957, 0.185422, 
0.696092, 0.653311, 1.45018, 0.176485, 
0.66992, 0.64345, 1.35973, 0.168243, 
0.645981, 0.634218, 1.28025, 0.160578, 
0.623472, 0.625801, 1.21607, 0.153443, 
0.602536, 0.618001, 1.16135, 0.146792, 
0.583161, 0.610626, 1.11095, 0.140586, 
0.566496, 0.60409, 1.06354, 0.134787, 
0.551383, 0.598908, 1.02146, 0.129361, 
0.537271, 0.595079, 0.982108, 0.124388, 
0.52478, 0.590583, 0.950437, 0.120035, 
0.513102, 0.58643, 0.921496, 0.115925, 
0.50234, 0.58315, 0.894432, 0.112043, 
0.492283, 0.579143, 0.870263, 0.108371, 
0.48306, 0.574521, 0.847549, 0.104895, 
0.474476, 0.570831, 0.827521, 0.101632, 
0.46634, 0.56723, 0.811766, 0.0985386, 
0.458451, 0.564152, 0.798039, 0.0955993, 
0.451389, 0.560631, 0.784749, 0.0928158, 
0.444288, 0.557537, 0.772038, 0.0902062, 
0.438745, 0.553772, 0.76241, 0.0877164, 
0.433742, 0.550105, 0.75438, 0.0853384, 
0.428546, 0.547001, 0.746664, 0.0830651, 
0.423466, 0.544026, 0.739445, 0.0811987, 
0.419098, 0.539953, 0.732771, 0.0795226, 
0.415029, 0.536973, 0.726253, 0.0779111, 
0.410232, 0.533483, 0.720034, 0.0763411, 
0.406736, 0.53038, 0.713928, 0.0748116, 
0.403588, 0.527174, 0.708612, 0.0733216, 
0.399992, 0.524418, 0.7025, 0.07187, 
0.396534, 0.521603, 0.698099, 0.0704558, 
0.393539, 0.517759, 0.691663, 0.0690781, 
0.390171, 0.514907, 0.687114, 0.0677359, 
0.386988, 0.512038, 0.682647, 0.0664389, 
0.384374, 0.509159, 0.676397, 0.0651916, 
0.380969, 0.506272, 0.672934, 0.0639765, 
0.378017, 0.503379, 0.667353, 0.0628419, 
0.375545, 0.500483, 0.663674, 0.061742, 
0.373477, 0.497587, 0.659676, 0.060666, 
0.370387, 0.49469, 0.654302, 0.0596138, 
0.368344, 0.491796, 0.649764, 0.0585848, 
0.365448, 0.488905, 0.645533, 0.0575786, 
0.36332, 0.486019, 0.641254, 0.0565949, 
0.36117, 0.483284, 0.63791, 0.0556332, 
0.359594, 0.480373, 0.632137, 0.054693, 
0.357185, 0.477474, 0.629212, 0.0537739, 
0.355584, 0.474814, 0.625665, 0.0528754, 
0.353363, 0.472012, 0.621827, 0.0519971, 
0.353321, 0.469274, 0.618733, 0.051141, 
0.351949, 0.467788, 0.616006, 0.0503291, 
0.349596, 0.466331, 0.611279, 0.0495358, 
0.349189, 0.464904, 0.607479, 0.0487606, 
0.347533, 0.463505, 0.60421, 0.0480028, 
0.345648, 0.462133, 0.598919, 0.0472621, 
0.345363, 0.460281, 0.595795, 0.046538, 
0.34279, 0.458323, 0.592221, 0.04583, 
0.341247, 0.457027, 0.587295, 0.0451377, 
0.341466, 0.455012, 0.584114, 0.0444607, 
0.339167, 0.453412, 0.581424, 0.0437985, 
0.337446, 0.452068, 0.577418, 0.0431507, 
0.336056, 0.450451, 0.574347, 0.042517, 
0.336139, 0.448835, 0.570683, 0.041897, 
0.333961, 0.447226, 0.569216, 0.0412903, 
0.33225, 0.445627, 0.565937, 0.0406966, 
0.331707, 0.44404, 0.563716, 0.0401191, 
