tr,cr,fr,z
0.827,0.295,-1.367,0.000
0.825,0.297,-1.371,0.000
0.823,0.298,-1.375,0.000
0.821,0.299,-1.379,0.000
0.819,0.301,-1.384,0.000
0.817,0.302,-1.388,0.000
0.815,0.304,-1.392,0.000
0.813,0.305,-1.396,0.000
0.811,0.307,-1.400,0.000
0.810,0.308,-1.405,0.000
0.808,0.310,-1.409,0.000
0.806,0.311,-1.413,0.000
0.804,0.312,-1.417,0.000
0.801,0.314,-1.421,0.000
0.799,0.315,-1.426,0.000
0.797,0.317,-1.430,0.000
0.795,0.318,-1.434,0.000
0.793,0.320,-1.438,0.000
0.791,0.321,-1.442,0.000
0.789,0.322,-1.446,0.000
0.787,0.324,-1.450,0.000
0.785,0.325,-1.454,0.000
0.782,0.327,-1.458,0.000
0.780,0.328,-1.462,0.000
0.778,0.329,-1.466,0.000
0.776,0.331,-1.470,0.000
0.774,0.332,-1.474,0.000
0.771,0.333,-1.478,0.000
0.769,0.335,-1.482,0.000
0.767,0.336,-1.486,0.000
0.765,0.337,-1.490,0.000
0.762,0.339,-1.494,0.000
0.760,0.340,-1.498,0.000
0.758,0.341,-1.502,0.000
0.755,0.343,-1.505,0.000
0.753,0.344,-1.509,0.000
0.751,0.345,-1.513,0.000
0.749,0.346,-1.517,0.000
0.746,0.348,-1.521,0.000
0.744,0.349,-1.524,0.000
0.742,0.350,-1.528,0.000
0.739,0.351,-1.532,0.000
0.737,0.353,-1.536,0.000
0.734,0.354,-1.539,0.000
0.732,0.355,-1.543,0.000
0.730,0.356,-1.547,0.000
0.727,0.357,-1.550,0.000
0.725,0.359,-1.554,0.000
0.722,0.360,-1.558,0.000
0.720,0.361,-1.561,0.000
0.718,0.362,-1.564,0.000
0.716,0.363,-1.567,0.000
0.714,0.363,-1.569,0.000
0.712,0.364,-1.572,0.000
0.710,0.365,-1.575,0.000
0.708,0.366,-1.578,0.000
0.706,0.367,-1.581,0.000
0.704,0.368,-1.585,0.000
0.702,0.369,-1.588,0.000
0.699,0.370,-1.591,0.000
0.697,0.371,-1.594,0.000
0.695,0.372,-1.597,0.000
0.692,0.373,-1.600,0.000
0.690,0.374,-1.603,0.000
0.687,0.375,-1.607,0.000
0.685,0.376,-1.610,0.000
0.682,0.377,-1.613,0.000
0.680,0.378,-1.616,0.000
0.677,0.379,-1.619,0.000
0.675,0.380,-1.623,0.000
0.672,0.381,-1.626,0.000
0.670,0.381,-1.629,0.000
0.667,0.382,-1.632,0.000
0.664,0.383,-1.635,0.000
0.662,0.384,-1.638,0.000
0.659,0.385,-1.641,0.000
0.656,0.386,-1.644,0.000
0.654,0.387,-1.648,0.000
0.651,0.388,-1.651,0.000
0.648,0.389,-1.654,0.000
0.646,0.389,-1.657,0.000
0.643,0.390,-1.660,0.000
0.640,0.391,-1.663,0.000
0.637,0.392,-1.666,0.000
0.634,0.393,-1.669,0.000
0.632,0.394,-1.672,0.000
0.629,0.394,-1.675,0.000
0.626,0.395,-1.678,0.000
0.623,0.396,-1.681,0.000
0.620,0.397,-1.684,0.000
0.617,0.398,-1.687,0.000
0.615,0.398,-1.690,0.000
0.612,0.399,-1.692,0.000
0.609,0.400,-1.695,0.000
0.606,0.401,-1.698,0.000
0.603,0.401,-1.701,0.000
0.600,0.402,-1.704,0.000
0.597,0.403,-1.707,0.000
0.594,0.403,-1.709,0.000
0.591,0.404,-1.712,0.000
0.588,0.405,-1.715,0.000
0.585,0.406,-1.718,0.000
0.582,0.406,-1.720,0.000
0.579,0.407,-1.723,0.000
0.576,0.408,-1.726,0.000
0.573,0.408,-1.728,0.000
0.570,0.409,-1.731,0.000
0.567,0.410,-1.734,0.000
0.564,0.410,-1.736,0.000
0.561,0.411,-1.739,0.000
0.558,0.411,-1.742,0.000
