29.013, 7.3662, 59.4217, 10.1579, 
18.7553, 5.52579, 38.446, 6.40647, 
12.3336, 4.28237, 25.4329, 4.09, 
8.27685, 3.50076, 17.6578, 2.6488, 
5.79998, 3.01105, 12.9576, 1.74989, 
4.31113, 2.64996, 10.1262, 1.22509, 
3.36143, 2.36005, 8.40009, 0.892295, 
2.71804, 2.12021, 7.25035, 0.682539, 
2.36228, 1.9105, 6.44346, 0.543806, 
2.09392, 1.74916, 5.77408, 0.447745, 
1.87123, 1.61911, 5.19292, 0.385758, 
1.68049, 1.50333, 4.67909, 0.350503, 
1.51086, 1.40813, 4.22434, 0.320175, 
1.35758, 1.32504, 3.82211, 0.293764, 
1.22323, 1.25069, 3.48614, 0.271615, 
1.10195, 1.18209, 3.19551, 0.252432, 
0.993749, 1.12511, 2.93886, 0.235271, 
0.897535, 1.07333, 2.73096, 0.219795, 
0.815514, 1.0251, 2.54298, 0.207301, 
0.745269, 0.980731, 2.37295, 0.196202, 
0.685011, 0.939892, 2.21902, 0.187669, 
0.632154, 0.902598, 2.08014, 0.180298, 
0.585703, 0.869561, 1.95409, 0.173614, 
0.543607, 0.838268, 1.8385, 0.167616, 
0.508737, 0.811678, 1.73625, 0.162157, 
0.477527, 0.786434, 1.64669, 0.15714, 
0.450408, 0.762929, 1.56535, 0.152525, 
0.426399, 0.741192, 1.49241, 0.148275, 
0.406508, 0.721776, 1.42479, 0.144432, 
0.390284, 0.704503, 1.36811, 0.140927, 
0.375952, 0.688346, 1.31468, 0.137682, 
0.362842, 0.672995, 1.26733, 0.134672, 
0.352467, 0.659618, 1.2278, 0.131952, 
0.343142, 0.647976, 1.19246, 0.129462, 
0.335204, 0.63801, 1.16156, 0.127137, 
0.327274, 0.629577, 1.13493, 0.124964, 
0.320298, 0.621581, 1.11011, 0.122928, 
0.313357, 0.615159, 1.08696, 0.121018, 
0.306857, 0.608842, 1.06542, 0.119297, 
0.300931, 0.602796, 1.04567, 0.117763, 
0.296763, 0.597153, 1.02644, 0.116308, 
0.292797, 0.59336, 1.00818, 0.114925, 
0.288697, 0.588007, 0.99205, 0.11374, 
0.284556, 0.584186, 0.978208, 0.112621, 
0.281417, 0.5805, 0.964769, 0.111543, 
0.278967, 0.576056, 0.952464, 0.110503, 
0.276147, 0.572336, 0.940658, 0.109498, 
0.274008, 0.568444, 0.929492, 0.108846, 
0.27235, 0.564899, 0.919201, 0.108239, 
0.271037, 0.560498, 0.909046, 0.107644, 
0.268089, 0.556958, 0.899284, 0.107059, 
0.266948, 0.553901, 0.890163, 0.106485, 
0.266492, 0.549548, 0.881219, 0.105919, 
0.262722, 0.545936, 0.873371, 0.105362, 
0.263123, 0.542152, 0.8671, 0.104814, 
0.261018, 0.538544, 0.860877, 0.104273, 
0.258987, 0.535107, 0.854704, 0.103739, 
0.258777, 0.531298, 0.848582, 0.103213, 
0.25727, 0.527856, 0.842511, 0.102692, 
0.255992, 0.523565, 0.836494, 0.102179, 
0.253674, 0.520253, 0.83074, 0.101671, 
0.252166, 0.51607, 0.824744, 0.101169, 
0.253278, 0.512753, 0.818851, 0.100673, 
0.2507, 0.510053, 0.813045, 0.100182, 
0.25068, 0.507036, 0.807316, 0.0996964, 
0.248247, 0.503163, 0.801656, 0.0992232, 
0.247871, 0.499988, 0.796064, 0.0987571, 
0.248024, 0.496692, 0.790534, 0.0982954, 
0.246107, 0.493881, 0.785068, 0.0978382, 
0.24575, 0.491031, 0.779661, 0.0973852, 
0.243933, 0.488948, 0.774315, 0.0969365, 
0.243619, 0.486804, 0.768803, 0.0965013, 
0.242994, 0.484783, 0.763641, 0.0960713, 
0.242711, 0.482677, 0.758572, 0.0956447, 
0.241687, 0.481265, 0.753291, 0.0952216, 
0.240582, 0.479139, 0.748723, 0.0948019, 
0.239797, 0.476982, 0.744275, 0.0943855, 
0.239266, 0.475238, 0.739395, 0.0939726, 
0.239402, 0.473715, 0.735009, 0.093563, 
0.23767, 0.471218, 0.730332, 0.0931566, 
0.236778, 0.469891, 0.726114, 0.0927536, 
0.236221, 0.468582, 0.721577, 0.0923538, 
0.23488, 0.467608, 0.717504, 0.0919573, 
0.235126, 0.465557, 0.713064, 0.091564, 
0.235558, 0.464478, 0.709051, 0.0911738, 
0.233869, 0.463277, 0.704538, 0.0907869, 
0.23424, 0.461319, 0.700821, 0.090403, 
0.232734, 0.460218, 0.696648, 0.0900223, 
0.231476, 0.458768, 0.692829, 0.0896447, 
0.230601, 0.456829, 0.689217, 0.0892702, 
0.229439, 0.456055, 0.684934, 0.0888987, 
0.229648, 0.455147, 0.68121, 0.0885303, 
