tr2,cr2,fr2
-0.767,0.323,-1.261
-0.769,0.321,-1.256
-0.770,0.319,-1.252
-0.772,0.317,-1.247
-0.774,0.314,-1.243
-0.776,0.312,-1.238
-0.778,0.310,-1.233
-0.780,0.308,-1.229
-0.781,0.305,-1.224
-0.783,0.303,-1.220
-0.785,0.301,-1.215
-0.787,0.298,-1.210
-0.789,0.296,-1.205
-0.790,0.294,-1.201
-0.792,0.291,-1.196
-0.794,0.289,-1.191
-0.796,0.287,-1.186
-0.797,0.284,-1.181
-0.799,0.282,-1.176
-0.801,0.279,-1.171
-0.803,0.277,-1.167
-0.804,0.274,-1.162
-0.806,0.272,-1.157
-0.808,0.269,-1.151
-0.809,0.267,-1.146
-0.811,0.264,-1.141
-0.813,0.261,-1.136
-0.815,0.259,-1.131
-0.816,0.256,-1.126
-0.818,0.254,-1.121
-0.820,0.251,-1.115
-0.821,0.248,-1.110
-0.823,0.246,-1.105
-0.825,0.243,-1.099
-0.826,0.240,-1.094
-0.828,0.237,-1.089
-0.829,0.235,-1.083
-0.831,0.232,-1.078
-0.833,0.229,-1.072
-0.834,0.226,-1.067
-0.836,0.223,-1.061
-0.838,0.220,-1.055
-0.839,0.217,-1.050
-0.841,0.214,-1.044
-0.842,0.211,-1.038
-0.844,0.209,-1.032
-0.845,0.205,-1.027
-0.847,0.202,-1.021
-0.849,0.199,-1.015
-0.850,0.196,-1.009
-0.852,0.193,-1.003
-0.853,0.190,-0.997
-0.855,0.187,-0.991
-0.856,0.184,-0.985
-0.858,0.180,-0.978
-0.859,0.177,-0.972
-0.861,0.174,-0.966
-0.862,0.171,-0.960
-0.864,0.167,-0.953
-0.865,0.164,-0.947
-0.867,0.161,-0.940
-0.868,0.157,-0.934
-0.870,0.154,-0.927
-0.871,0.150,-0.921
-0.873,0.147,-0.914
-0.874,0.143,-0.907
-0.876,0.139,-0.900
-0.877,0.136,-0.894
-0.879,0.132,-0.887
-0.880,0.129,-0.880
-0.882,0.125,-0.873
-0.883,0.121,-0.866
-0.885,0.118,-0.860
-0.886,0.114,-0.853
-0.887,0.110,-0.845
-0.889,0.106,-0.838
-0.890,0.102,-0.831
-0.892,0.099,-0.824
-0.893,0.095,-0.816
-0.895,0.090,-0.809
-0.896,0.086,-0.801
-0.897,0.082,-0.794
-0.899,0.078,-0.786
-0.900,0.074,-0.777
-0.902,0.069,-0.769
-0.903,0.064,-0.761
-0.904,0.060,-0.752
-0.906,0.055,-0.743
-0.907,0.050,-0.735
-0.908,0.045,-0.726
-0.910,0.040,-0.717
-0.911,0.036,-0.708
-0.912,0.031,-0.699
-0.914,0.025,-0.690
-0.915,0.020,-0.681
-0.916,0.015,-0.671
-0.918,0.010,-0.662
-0.919,0.004,-0.652
-0.920,0.000,-0.644
-0.921,-0.003,-0.638
-0.922,-0.004,-0.634
-0.922,-0.005,-0.632
-0.923,-0.005,-0.631
-0.923,-0.004,-0.631
-0.923,-0.003,-0.632
-0.923,-0.001,-0.634
-0.923,0.002,-0.636
-0.923,0.005,-0.640
-0.923,0.009,-0.644
-0.923,0.012,-0.647
-0.923,0.014,-0.649
-0.923,0.015,-0.650
-0.923,0.016,-0.650
-0.924,0.016,-0.649
-0.924,0.016,-0.647
-0.925,0.015,-0.644
-0.925,0.014,-0.641
-0.926,0.012,-0.637
-0.927,0.010,-0.632
-0.928,0.008,-0.627
-0.928,0.006,-0.623
-0.929,0.005,-0.621
