TR1,CR1,FR1
0.1104,0.7287,-1.6390
0.1144,0.7287,-1.6382
0.1184,0.7287,-1.6375
0.1224,0.7287,-1.6367
0.1264,0.7287,-1.6359
0.1304,0.7287,-1.6350
0.1344,0.7288,-1.6342
0.1384,0.7289,-1.6333
0.1424,0.7290,-1.6324
0.1463,0.7290,-1.6315
0.1503,0.7291,-1.6306
0.1543,0.7292,-1.6296
0.1582,0.7292,-1.6286
0.1622,0.7290,-1.6274
0.1661,0.7286,-1.6262
0.1701,0.7282,-1.6249
0.1740,0.7276,-1.6235
0.1779,0.7269,-1.6221
0.1819,0.7262,-1.6206
0.1858,0.7254,-1.6191
0.1897,0.7245,-1.6175
0.1937,0.7235,-1.6158
0.1976,0.7224,-1.6141
0.2015,0.7213,-1.6123
0.2054,0.7201,-1.6104
0.2092,0.7187,-1.6085
0.2131,0.7171,-1.6065
0.2169,0.7154,-1.6044
0.2207,0.7135,-1.6022
0.2245,0.7116,-1.6000
0.2283,0.7095,-1.5976
0.2320,0.7073,-1.5952
0.2357,0.7050,-1.5928
0.2394,0.7026,-1.5903
0.2431,0.7002,-1.5877
0.2468,0.6977,-1.5851
0.2505,0.6951,-1.5824
0.2542,0.6924,-1.5797
0.2578,0.6897,-1.5770
0.2615,0.6870,-1.5742
0.2651,0.6844,-1.5713
0.2688,0.6818,-1.5687
0.2725,0.6792,-1.5660
0.2762,0.6767,-1.5632
0.2799,0.6741,-1.5604
0.2836,0.6716,-1.5576
0.2872,0.6690,-1.5547
0.2909,0.6665,-1.5518
0.2946,0.6639,-1.5489
0.2982,0.6614,-1.5459
0.3019,0.6588,-1.5429
0.3055,0.6562,-1.5398
0.3091,0.6535,-1.5366
0.3127,0.6507,-1.5334
0.3163,0.6479,-1.5302
0.3198,0.6448,-1.5267
0.3233,0.6417,-1.5231
0.3268,0.6386,-1.5195
0.3303,0.6354,-1.5159
0.3337,0.6321,-1.5123
0.3372,0.6288,-1.5086
0.3406,0.6255,-1.5048
0.3440,0.6221,-1.5010
0.3474,0.6187,-1.4972
0.3508,0.6153,-1.4934
0.3542,0.6117,-1.4894
0.3575,0.6082,-1.4855
0.3609,0.6045,-1.4815
0.3642,0.6008,-1.4775
0.3675,0.5971,-1.4734
0.3707,0.5933,-1.4692
0.3740,0.5894,-1.4651
0.3772,0.5855,-1.4608
0.3805,0.5816,-1.4566
0.3837,0.5776,-1.4523
0.3869,0.5737,-1.4479
0.3901,0.5696,-1.4435
0.3933,0.5656,-1.4391
0.3964,0.5615,-1.4346
0.3996,0.5573,-1.4301
0.4027,0.5532,-1.4255
0.4058,0.5490,-1.4209
0.4089,0.5447,-1.4163
0.4119,0.5403,-1.4116
0.4148,0.5357,-1.4068
0.4177,0.5311,-1.4020
0.4205,0.5264,-1.3972
0.4233,0.5215,-1.3923
0.4260,0.5166,-1.3874
0.4287,0.5116,-1.3824
0.4314,0.5066,-1.3774
0.4339,0.5014,-1.3723
0.4364,0.4962,-1.3673
0.4388,0.4908,-1.3622
0.4411,0.4854,-1.3571
0.4433,0.4798,-1.3520
0.4455,0.4742,-1.3469
0.4476,0.4686,-1.3417
0.4497,0.4629,-1.3365
0.4517,0.4571,-1.3313
0.4537,0.4513,-1.3260
0.4557,0.4455,-1.3207
0.4578,0.4396,-1.3153
0.4598,0.4338,-1.3098
0.4619,0.4280,-1.3043
0.4640,0.4221,-1.2987
0.4662,0.4163,-1.2930
0.4683,0.4104,-1.2873
0.4704,0.4045,-1.2816
0.4724,0.3986,-1.2758
0.4744,0.3926,-1.2700
0.4764,0.3865,-1.2642
0.4783,0.3804,-1.2583
0.4801,0.3742,-1.2524
0.4820,0.3680,-1.2465
0.4838,0.3618,-1.2405
0.4855,0.3555,-1.2345
0.4873,0.3492,-1.2285
0.4890,0.3429,-1.2224
0.4907,0.3365,-1.2162
0.4924,0.3301,-1.2100
0.4941,0.3237,-1.2038
0.4959,0.3173,-1.1974
0.4977,0.3109,-1.1910
0.4995,0.3045,-1.1845
0.5013,0.2981,-1.1779
0.5031,0.2916,-1.1713
0.5050,0.2852,-1.1645
0.5069,0.2787,-1.1577
0.5087,0.2722,-1.1509
0.5106,0.2657,-1.1440
0.5124,0.2591,-1.1370
0.5141,0.2525,-1.1301
0.5158,0.2458,-1.1231
0.5174,0.2391,-1.1161
0.5191,0.2324,-1.1090
0.5206,0.2256,-1.1019
0.5222,0.2187,-1.0948
0.5237,0.2119,-1.0876
0.5251,0.2049,-1.0803
0.5266,0.1980,-1.0730
0.5280,0.1910,-1.0657
0.5294,0.1840,-1.0583
0.5307,0.1769,-1.0509
0.5319,0.1699,-1.0436
0.5331,0.1630,-1.0367
0.5341,0.1560,-1.0298
0.5352,0.1491,-1.0228
0.5361,0.1421,-1.0158
0.5370,0.1349,-1.0084
0.5378,0.1278,-1.0014
0.5387,0.1207,-0.9943
0.5395,0.1135,-0.9871
0.5404,0.1063,-0.9797
0.5413,0.0991,-0.9722
0.5422,0.0917,-0.9646
0.5431,0.0843,-0.9568
0.5440,0.0769,-0.9489
0.5450,0.0694,-0.9409
0.5459,0.0618,-0.9327
0.5469,0.0542,-0.9244
0.5478,0.0463,-0.9155
0.5487,0.0384,-0.9067
0.5494,0.0307,-0.8982
0.5499,0.0231,-0.8900
0.5503,0.0157,-0.8821
0.5506,0.0083,-0.8743
0.5508,0.0010,-0.8668
0.5509,-0.0062,-0.8594
0.5509,-0.0134,-0.8521
0.5508,-0.0206,-0.8449
0.5506,-0.0277,-0.8377
0.5505,-0.0350,-0.8303
0.5504,-0.0423,-0.8228
0.5503,-0.0498,-0.8151
0.5502,-0.0573,-0.8072
0.5502,-0.0649,-0.7992
0.5502,-0.0725,-0.7911
0.5505,-0.0797,-0.7830
0.5511,-0.0866,-0.7748
0.5514,-0.0925,-0.7680
0.5515,-0.0975,-0.7626
0.5512,-0.1016,-0.7586
0.5506,-0.1049,-0.7558
0.5498,-0.1076,-0.7540
0.5488,-0.1096,-0.7531
0.5476,-0.1110,-0.7531
0.5462,-0.1119,-0.7538
0.5446,-0.1124,-0.7552
0.5429,-0.1126,-0.7571
0.5411,-0.1123,-0.7596
0.5391,-0.1118,-0.7625
0.5370,-0.1110,-0.7658
0.5348,-0.1100,-0.7694
0.5325,-0.1087,-0.7734
0.5302,-0.1073,-0.7776
0.5277,-0.1057,-0.7820
0.5252,-0.1040,-0.7866
0.5226,-0.1021,-0.7914
0.5200,-0.1002,-0.7964
0.5173,-0.0982,-0.8014
0.5146,-0.0960,-0.8066
0.5118,-0.0939,-0.8118
0.5090,-0.0916,-0.8171
0.5061,-0.0894,-0.8225
0.5032,-0.0871,-0.8279
0.5003,-0.0847,-0.8333
0.4973,-0.0824,-0.8388
0.4943,-0.0800,-0.8442
0.4913,-0.0776,-0.8497
0.4882,-0.0752,-0.8551
0.4852,-0.0729,-0.8606
0.4821,-0.0705,-0.8660
0.4789,-0.0681,-0.8714
0.4758,-0.0657,-0.8768
0.4726,-0.0634,-0.8821
0.4695,-0.0610,-0.8874
0.4663,-0.0587,-0.8927
0.4631,-0.0564,-0.8979
0.4598,-0.0541,-0.9031
0.4566,-0.0518,-0.9083
0.4533,-0.0496,-0.9134
0.4500,-0.0474,-0.9184
0.4467,-0.0451,-0.9235
0.4434,-0.0430,-0.9284
0.4401,-0.0408,-0.9333
0.4368,-0.0387,-0.9382
0.4334,-0.0366,-0.9430
0.4301,-0.0345,-0.9478
0.4267,-0.0324,-0.9525
0.4233,-0.0304,-0.9571
0.4199,-0.0284,-0.9618
0.4165,-0.0264,-0.9663
0.4131,-0.0245,-0.9708
0.4097,-0.0225,-0.9753
0.4062,-0.0206,-0.9797
0.4028,-0.0188,-0.9840
0.3993,-0.0169,-0.9883
0.3959,-0.0151,-0.9926
0.3924,-0.0133,-0.9968
0.3889,-0.0115,-1.0009
0.3854,-0.0098,-1.0050
0.3818,-0.0080,-1.0090
0.3783,-0.0063,-1.0130
0.3748,-0.0047,-1.0170
0.3712,-0.0030,-1.0209
0.3677,-0.0014,-1.0247
0.3641,0.0002,-1.0285
0.3605,0.0018,-1.0322
0.3569,0.0033,-1.0359
0.3533,0.0049,-1.0396
0.3497,0.0064,-1.0432
0.3461,0.0079,-1.0467
0.3425,0.0093,-1.0502
0.3389,0.0108,-1.0537
0.3352,0.0122,-1.0571
0.3315,0.0136,-1.0604
0.3279,0.0149,-1.0638
0.3242,0.0163,-1.0670
0.3205,0.0176,-1.0702
0.3168,0.0189,-1.0734
0.3131,0.0202,-1.0766
0.3094,0.0215,-1.0796
0.3057,0.0227,-1.0827
0.3020,0.0239,-1.0857
0.2982,0.0251,-1.0886
0.2945,0.0263,-1.0915
0.2907,0.0275,-1.0944
0.2870,0.0286,-1.0972
0.2832,0.0298,-1.1000
0.2794,0.0309,-1.1027
0.2756,0.0319,-1.1054
0.2718,0.0330,-1.1081
0.2680,0.0340,-1.1107
0.2642,0.0351,-1.1132
0.2604,0.0361,-1.1157
0.2566,0.0371,-1.1182
0.2527,0.0380,-1.1207
0.2489,0.0390,-1.1230
0.2450,0.0399,-1.1254
0.2412,0.0408,-1.1277
0.2373,0.0417,-1.1300
0.2334,0.0426,-1.1322
0.2296,0.0435,-1.1344
0.2257,0.0443,-1.1365
0.2218,0.0451,-1.1386
0.2179,0.0460,-1.1407
0.2140,0.0467,-1.1427
0.2101,0.0475,-1.1447
0.2061,0.0483,-1.1467
0.2022,0.0491,-1.1488
0.1983,0.0499,-1.1508
0.1944,0.0507,-1.1528
0.1905,0.0514,-1.1547
0.1866,0.0522,-1.1566
0.1826,0.0529,-1.1584
0.1787,0.0536,-1.1602
0.1747,0.0542,-1.1619
0.1707,0.0549,-1.1636
0.1668,0.0555,-1.1652
0.1628,0.0561,-1.1668
0.1588,0.0567,-1.1684
0.1551,0.0572,-1.1697
0.1523,0.0576,-1.1708
0.1501,0.0579,-1.1715
0.1477,0.0582,-1.1723
0.1452,0.0585,-1.1731
0.1425,0.0588,-1.1739
0.1397,0.0591,-1.1747
0.1368,0.0595,-1.1756
0.1338,0.0598,-1.1764
0.1306,0.0601,-1.1773
0.1274,0.0604,-1.1782
0.1241,0.0608,-1.1791
0.1207,0.0611,-1.1799
0.1180,0.0614,-1.1806
0.1154,0.0616,-1.1813
0.1127,0.0619,-1.1820
0.1099,0.0621,-1.1827
0.1069,0.0624,-1.1834
0.1038,0.0626,-1.1841
0.1006,0.0629,-1.1848
0.0973,0.0631,-1.1854
0.0940,0.0634,-1.1861
0.0905,0.0636,-1.1868
0.0870,0.0639,-1.1874
0.0835,0.0641,-1.1880
0.0799,0.0643,-1.1886
0.0762,0.0645,-1.1892
0.0725,0.0648,-1.1898
0.0687,0.0649,-1.1903
0.0650,0.0651,-1.1908
0.0612,0.0653,-1.1913
0.0573,0.0655,-1.1918
0.0535,0.0656,-1.1922
0.0496,0.0658,-1.1926
0.0457,0.0659,-1.1930
0.0417,0.0660,-1.1933
0.0378,0.0661,-1.1936
0.0338,0.0662,-1.1939
0.0298,0.0663,-1.1942
0.0259,0.0664,-1.1944
0.0219,0.0665,-1.1945
0.0179,0.0665,-1.1947
0.0138,0.0665,-1.1948
0.0098,0.0666,-1.1949
0.0058,0.0666,-1.1949
0.0017,0.0666,-1.1949
-0.0023,0.0666,-1.1949
-0.0064,0.0665,-1.1948
-0.0104,0.0665,-1.1947
-0.0145,0.0664,-1.1946
-0.0185,0.0663,-1.1944
-0.0226,0.0663,-1.1942
-0.0267,0.0662,-1.1940
-0.0307,0.0660,-1.1937
-0.0348,0.0659,-1.1934
-0.0389,0.0658,-1.1931
-0.0430,0.0656,-1.1927
-0.0470,0.0655,-1.1922
-0.0511,0.0653,-1.1918
-0.0552,0.0651,-1.1913
-0.0592,0.0649,-1.1908
-0.0631,0.0647,-1.1902
-0.0662,0.0645,-1.1899
-0.0685,0.0644,-1.1896
-0.0702,0.0644,-1.1894
-0.0718,0.0643,-1.1893
-0.0736,0.0642,-1.1891
-0.0756,0.0641,-1.1888
-0.0778,0.0640,-1.1885
-0.0803,0.0638,-1.1881
-0.0828,0.0636,-1.1876
-0.0856,0.0634,-1.1871
-0.0884,0.0632,-1.1866
-0.0914,0.0630,-1.1859
-0.0939,0.0628,-1.1854
-0.0961,0.0626,-1.1850
-0.0985,0.0624,-1.1845
-0.1011,0.0622,-1.1839
-0.1038,0.0619,-1.1833
-0.1067,0.0617,-1.1826
-0.1096,0.0614,-1.1818
-0.1127,0.0611,-1.1810
-0.1159,0.0607,-1.1802
-0.1191,0.0604,-1.1793
-0.1225,0.0600,-1.1783
-0.1259,0.0596,-1.1773
-0.1293,0.0592,-1.1762
-0.1328,0.0588,-1.1752
-0.1364,0.0583,-1.1740
-0.1400,0.0579,-1.1728
-0.1437,0.0574,-1.1716
-0.1473,0.0569,-1.1705
-0.1511,0.0565,-1.1693
-0.1548,0.0560,-1.1681
-0.1586,0.0555,-1.1668
-0.1624,0.0550,-1.1655
-0.1661,0.0544,-1.1639
-0.1700,0.0538,-1.1625
-0.1738,0.0532,-1.1611
-0.1776,0.0527,-1.1595
-0.1815,0.0520,-1.1580
-0.1853,0.0514,-1.1564
-0.1892,0.0508,-1.1547
-0.1931,0.0501,-1.1530
-0.1969,0.0494,-1.1513
-0.2008,0.0487,-1.1495
-0.2047,0.0480,-1.1476
-0.2086,0.0472,-1.1457
-0.2124,0.0464,-1.1436
-0.2162,0.0455,-1.1415
-0.2201,0.0446,-1.1393
-0.2239,0.0438,-1.1371
-0.2278,0.0429,-1.1348
-0.2316,0.0420,-1.1326
-0.2354,0.0410,-1.1303
-0.2393,0.0401,-1.1279
-0.2431,0.0391,-1.1256
-0.2469,0.0382,-1.1232
-0.2508,0.0372,-1.1207
-0.2546,0.0362,-1.1183
-0.2584,0.0352,-1.1157
-0.2622,0.0342,-1.1132
-0.2660,0.0331,-1.1106
-0.2698,0.0320,-1.1080
-0.2736,0.0310,-1.1053
-0.2774,0.0299,-1.1026
-0.2811,0.0287,-1.0998
-0.2849,0.0276,-1.0971
-0.2887,0.0264,-1.0942
-0.2918,0.0255,-1.0919
-0.2947,0.0246,-1.0897
-0.2977,0.0237,-1.0875
-0.3007,0.0227,-1.0851
-0.3038,0.0217,-1.0827
-0.3070,0.0206,-1.0801
-0.3102,0.0196,-1.0775
-0.3134,0.0184,-1.0747
-0.3167,0.0173,-1.0719
-0.3200,0.0161,-1.0691
-0.3234,0.0149,-1.0661
-0.3268,0.0136,-1.0631
-0.3302,0.0123,-1.0600
-0.3336,0.0110,-1.0569
-0.3370,0.0096,-1.0536
-0.3405,0.0083,-1.0503
-0.3439,0.0069,-1.0470
-0.3474,0.0054,-1.0436
-0.3509,0.0040,-1.0401
-0.3543,0.0025,-1.0366
-0.3578,0.0010,-1.0330
-0.3613,-0.0006,-1.0294
-0.3648,-0.0021,-1.0257
-0.3683,-0.0037,-1.0219
-0.3718,-0.0054,-1.0181
-0.3753,-0.0070,-1.0143
-0.3788,-0.0087,-1.0103
-0.3822,-0.0104,-1.0063
-0.3857,-0.0121,-1.0023
-0.3892,-0.0139,-0.9982
-0.3926,-0.0157,-0.9941
-0.3961,-0.0175,-0.9898
-0.3996,-0.0194,-0.9856
-0.4030,-0.0213,-0.9813
-0.4064,-0.0232,-0.9769
-0.4099,-0.0251,-0.9724
-0.4133,-0.0271,-0.9679
-0.4167,-0.0291,-0.9634
-0.4201,-0.0311,-0.9588
-0.4235,-0.0332,-0.9541
-0.4269,-0.0352,-0.9493
-0.4303,-0.0374,-0.9445
-0.4336,-0.0395,-0.9397
-0.4370,-0.0417,-0.9347
-0.4404,-0.0439,-0.9298
-0.4437,-0.0462,-0.9247
-0.4470,-0.0485,-0.9196
-0.4504,-0.0508,-0.9144
-0.4537,-0.0532,-0.9091
-0.4570,-0.0556,-0.9038
-0.4603,-0.0580,-0.8984
-0.4635,-0.0605,-0.8930
-0.4668,-0.0630,-0.8874
-0.4701,-0.0655,-0.8818
-0.4733,-0.0681,-0.8762
-0.4766,-0.0707,-0.8704
-0.4794,-0.0730,-0.8654
-0.4819,-0.0750,-0.8611
-0.4844,-0.0771,-0.8565
-0.4870,-0.0793,-0.8517
-0.4897,-0.0816,-0.8468
-0.4924,-0.0839,-0.8416
-0.4951,-0.0864,-0.8363
-0.4979,-0.0889,-0.8308
-0.5007,-0.0915,-0.8252
-0.5035,-0.0942,-0.8194
