-0.164, 0.561, -1.815, 0
-0.165068, 0.560466, -1.81447, 0
-0.166137, 0.56, -1.814, 0
-0.167205, 0.56, -1.814, 0
-0.168274, 0.559863, -1.81386, 0
-0.169342, 0.559329, -1.81333, 0
-0.170615, 0.559, -1.81279, 0
-0.172218, 0.559, -1.81226, 0
-0.173821, 0.559, -1.81173, 0
-0.175423, 0.559, -1.81119, 0
-0.177026, 0.558658, -1.811, 0
-0.178628, 0.558124, -1.811, 0
-0.180231, 0.558, -1.81059, 0
-0.181833, 0.558, -1.81006, 0
-0.183436, 0.557521, -1.80952, 0
-0.185038, 0.557, -1.80899, 0
-0.186641, 0.557, -1.80845, 0
-0.188244, 0.557, -1.80792, 0
-0.189846, 0.557, -1.80738, 0
-0.191449, 0.55685, -1.80685, 0
-0.193051, 0.556316, -1.80632, 0
-0.194654, 0.556, -1.806, 0
-0.196256, 0.556, -1.806, 0
-0.198145, 0.556, -1.80571, 0
-0.200282, 0.556, -1.80518, 0
-0.202064, 0.555645, -1.80465, 0
-0.203667, 0.555111, -1.80411, 0
-0.205269, 0.555, -1.80358, 0
-0.206872, 0.555, -1.80304, 0
-0.208966, 0.555, -1.80251, 0
-0.211077, 0.554974, -1.80197, 0
-0.212679, 0.55444, -1.80144, 0
-0.214376, 0.554, -1.80091, 0
-0.216513, 0.554, -1.80037, 0
-0.21865, 0.553838, -1.79984, 0
-0.220786, 0.553303, -1.7993, 0
-0.222692, 0.553, -1.79877, 0
-0.224295, 0.553, -1.79824, 0
-0.226197, 0.553, -1.7977, 0
-0.228333, 0.553, -1.79717, 0
-0.230103, 0.552632, -1.79663, 0
-0.231705, 0.552098, -1.7961, 0
-0.233744, 0.552, -1.79513, 0
-0.23588, 0.552, -1.79406, 0
-0.238017, 0.552, -1.7935, 0
-0.240115, 0.551962, -1.79296, 0
-0.241718, 0.551427, -1.79243, 0
-0.243427, 0.551, -1.79189, 0
-0.245564, 0.551, -1.79136, 0
-0.247526, 0.550825, -1.79082, 0
-0.249128, 0.550291, -1.79029, 0
-0.250974, 0.55, -1.78951, 0
-0.253111, 0.55, -1.78844, 0
-0.255248, 0.55, -1.78769, 0
-0.257385, 0.55, -1.78715, 0
-0.259141, 0.54962, -1.78662, 0
-0.260744, 0.549085, -1.78609, 0
-0.262795, 0.549, -1.78555, 0
-0.264932, 0.549, -1.78502, 0
-0.267068, 0.548483, -1.78397, 0
-0.269154, 0.548, -1.78295, 0
-0.270756, 0.548, -1.78241, 0
-0.272479, 0.54788, -1.78188, 0
-0.274615, 0.547346, -1.78135, 0
