9.64702, 6.66698, 69.1042, 10.0561, 
6.49705, 4.19222, 42.678, 6.00041, 
4.77016, 2.89317, 26.8644, 3.62627, 
3.92605, 2.19944, 17.3083, 2.22608, 
3.3643, 1.82734, 11.6782, 1.39316, 
2.94354, 1.6221, 8.68778, 0.913853, 
2.58428, 1.49256, 6.89653, 0.645193, 
2.27573, 1.40374, 6.0224, 0.491232, 
2.02245, 1.32293, 5.40778, 0.409576, 
1.80363, 1.25511, 4.89545, 0.364418, 
1.61463, 1.19753, 4.45939, 0.333563, 
1.45743, 1.14566, 4.07136, 0.307533, 
1.33014, 1.09638, 3.72184, 0.285303, 
1.22749, 1.05133, 3.40818, 0.264554, 
1.14639, 1.0107, 3.14051, 0.245281, 
1.07298, 0.974348, 2.89941, 0.227649, 
1.01559, 0.940691, 2.67733, 0.211671, 
0.964334, 0.90921, 2.47427, 0.197223, 
0.918742, 0.884484, 2.28865, 0.185302, 
0.877769, 0.860314, 2.119, 0.175359, 
0.840521, 0.841472, 1.966, 0.166621, 
0.806947, 0.824185, 1.83852, 0.158982, 
0.775911, 0.808727, 1.7217, 0.152587, 
0.746912, 0.792581, 1.61931, 0.146737, 
0.722444, 0.779293, 1.52818, 0.141382, 
0.700714, 0.767795, 1.44702, 0.136476, 
0.6809, 0.754908, 1.37271, 0.131983, 
0.662549, 0.744154, 1.30373, 0.12812, 
0.644788, 0.735013, 1.24193, 0.124718, 
0.630193, 0.724628, 1.1891, 0.121665, 
0.618752, 0.715813, 1.14185, 0.118986, 
0.607023, 0.707857, 1.10267, 0.116751, 
0.597336, 0.699273, 1.06789, 0.114721, 
0.587641, 0.691806, 1.0364, 0.112829, 
0.578364, 0.684727, 1.00754, 0.111063, 
0.571002, 0.678146, 0.981716, 0.109414, 
0.564012, 0.672, 0.957573, 0.107998, 
0.557066, 0.666014, 0.934596, 0.106847, 
0.550203, 0.660632, 0.914881, 0.10582, 
0.543617, 0.656081, 0.896225, 0.104854, 
0.537649, 0.652311, 0.880475, 0.103933, 
0.533334, 0.648247, 0.866345, 0.103055, 
0.527945, 0.644705, 0.854598, 0.102217, 
0.524623, 0.641091, 0.843963, 0.101416, 
0.5193, 0.63764, 0.832961, 0.100649, 
0.515378, 0.634491, 0.823047, 0.0999138, 
0.512598, 0.63254, 0.812577, 0.0992636, 
0.508963, 0.629383, 0.804103, 0.0986509, 
0.505398, 0.626144, 0.796935, 0.0980768, 
0.501392, 0.623127, 0.789605, 0.0975148, 
0.498629, 0.620926, 0.782916, 0.0969643, 
0.495257, 0.617844, 0.776294, 0.0964247, 
0.491995, 0.61444, 0.770386, 0.0958958, 
0.489139, 0.612675, 0.765674, 0.0953772, 
0.485821, 0.611158, 0.76105, 0.0948715, 
0.482586, 0.608773, 0.756514, 0.0943908, 
0.479435, 0.607622, 0.75192, 0.0939843, 
0.476655, 0.605376, 0.747102, 0.0936065, 
0.474181, 0.60377, 0.743035, 0.0932377, 
0.470476, 0.602706, 0.737838, 0.0928779, 
0.46779, 0.600096, 0.733851, 0.0925215, 
0.465108, 0.597612, 0.729891, 0.0921683, 
0.462361, 0.596492, 0.725776, 0.0918182, 
0.459149, 0.593944, 0.72156, 0.0914711, 
0.457122, 0.592061, 0.717283, 0.0911268, 
0.454043, 0.589741, 0.712973, 0.0907853, 
0.452191, 0.58842, 0.708652, 0.0904464, 
0.449817, 0.586337, 0.704333, 0.0901101, 
0.447939, 0.583963, 0.700349, 0.0897762, 
0.445688, 0.58177, 0.696532, 0.0894446, 
0.44395, 0.58048, 0.691114, 0.0891153, 
0.442083, 0.578898, 0.68851, 0.0887882, 
0.440291, 0.577471, 0.685646, 0.0884633, 
0.438487, 0.575059, 0.680921, 0.0881404, 
0.436841, 0.573863, 0.678474, 0.0878302, 
0.435045, 0.572644, 0.674893, 0.0875312, 
0.433043, 0.571014, 0.671525, 0.0872381, 
0.431888, 0.569688, 0.669445, 0.0869598, 
