tr,cr,fr,z
0.494,-0.081,-0.819,0.000
0.491,-0.079,-0.824,0.000
0.488,-0.077,-0.829,0.000
0.485,-0.074,-0.835,0.000
0.482,-0.072,-0.840,0.000
0.479,-0.070,-0.845,0.000
0.476,-0.067,-0.851,0.000
0.473,-0.065,-0.856,0.000
0.469,-0.062,-0.862,0.000
0.466,-0.060,-0.867,0.000
0.463,-0.058,-0.872,0.000
0.460,-0.055,-0.878,0.000
0.457,-0.053,-0.883,0.000
0.454,-0.051,-0.888,0.000
0.451,-0.048,-0.893,0.000
0.447,-0.046,-0.898,0.000
0.444,-0.044,-0.903,0.000
0.441,-0.042,-0.908,0.000
0.438,-0.039,-0.913,0.000
0.434,-0.037,-0.918,0.000
0.431,-0.035,-0.923,0.000
0.428,-0.033,-0.928,0.000
0.424,-0.031,-0.933,0.000
0.421,-0.029,-0.938,0.000
0.418,-0.027,-0.942,0.000
0.414,-0.024,-0.947,0.000
0.411,-0.022,-0.952,0.000
0.408,-0.020,-0.956,0.000
0.404,-0.018,-0.961,0.000
0.401,-0.017,-0.965,0.000
0.397,-0.015,-0.969,0.000
0.394,-0.013,-0.974,0.000
0.390,-0.011,-0.978,0.000
0.387,-0.009,-0.982,0.000
0.384,-0.007,-0.986,0.000
0.380,-0.005,-0.991,0.000
0.377,-0.004,-0.995,0.000
0.373,-0.002,-0.999,0.000
0.370,0.000,-1.003,0.000
0.366,0.002,-1.007,0.000
0.363,0.003,-1.010,0.000
0.359,0.005,-1.014,0.000
0.355,0.006,-1.018,0.000
0.352,0.008,-1.022,0.000
0.348,0.010,-1.025,0.000
0.345,0.011,-1.029,0.000
0.341,0.013,-1.033,0.000
0.338,0.014,-1.036,0.000
0.334,0.016,-1.040,0.000
0.330,0.017,-1.043,0.000
0.327,0.019,-1.046,0.000
0.323,0.020,-1.050,0.000
0.320,0.021,-1.053,0.000
0.316,0.023,-1.056,0.000
0.312,0.024,-1.060,0.000
0.309,0.025,-1.063,0.000
0.305,0.027,-1.066,0.000
0.301,0.028,-1.069,0.000
0.298,0.029,-1.072,0.000
0.294,0.030,-1.075,0.000
0.290,0.032,-1.078,0.000
0.286,0.033,-1.081,0.000
0.283,0.034,-1.084,0.000
0.279,0.035,-1.086,0.000
0.275,0.036,-1.089,0.000
0.272,0.037,-1.092,0.000
0.268,0.039,-1.094,0.000
0.264,0.040,-1.097,0.000
0.260,0.041,-1.100,0.000
0.257,0.042,-1.103,0.000
0.253,0.043,-1.105,0.000
0.249,0.044,-1.108,0.000
0.245,0.045,-1.110,0.000
0.241,0.046,-1.113,0.000
0.238,0.047,-1.115,0.000
0.234,0.048,-1.118,0.000
0.230,0.049,-1.120,0.000
0.226,0.050,-1.122,0.000
0.222,0.051,-1.125,0.000
0.219,0.052,-1.127,0.000
0.215,0.053,-1.129,0.000
0.211,0.053,-1.131,0.000
0.207,0.054,-1.133,0.000
0.203,0.055,-1.135,0.000
0.199,0.056,-1.136,0.000
0.195,0.056,-1.138,0.000
0.191,0.057,-1.140,0.000
0.187,0.058,-1.142,0.000
0.184,0.058,-1.143,0.000
0.180,0.059,-1.145,0.000
0.176,0.060,-1.147,0.000
0.172,0.060,-1.148,0.000
0.168,0.061,-1.150,0.000
0.164,0.061,-1.151,0.000
0.160,0.062,-1.153,0.000
