tr2,cr2,fr2
-0.8270,0.5951,-1.2746
-0.8255,0.5969,-1.2790
-0.8240,0.5987,-1.2833
-0.8225,0.6004,-1.2876
-0.8210,0.6020,-1.2918
-0.8195,0.6036,-1.2959
-0.8180,0.6051,-1.3000
-0.8165,0.6066,-1.3041
-0.8150,0.6080,-1.3081
-0.8135,0.6094,-1.3120
-0.8120,0.6107,-1.3160
-0.8105,0.6120,-1.3199
-0.8090,0.6133,-1.3237
-0.8075,0.6145,-1.3276
-0.8060,0.6157,-1.3314
-0.8044,0.6169,-1.3351
-0.8029,0.6180,-1.3389
-0.8014,0.6191,-1.3426
-0.7999,0.6202,-1.3462
-0.7983,0.6213,-1.3499
-0.7968,0.6223,-1.3535
-0.7953,0.6233,-1.3571
-0.7937,0.6242,-1.3606
-0.7922,0.6252,-1.3642
-0.7907,0.6262,-1.3678
-0.7892,0.6271,-1.3713
-0.7876,0.6279,-1.3748
-0.7861,0.6288,-1.3782
-0.7846,0.6296,-1.3816
-0.7830,0.6304,-1.3850
-0.7815,0.6311,-1.3883
-0.7799,0.6318,-1.3916
-0.7784,0.6325,-1.3949
-0.7768,0.6332,-1.3981
-0.7752,0.6338,-1.4014
-0.7737,0.6344,-1.4046
-0.7721,0.6350,-1.4077
-0.7705,0.6355,-1.4108
-0.7689,0.6360,-1.4138
-0.7673,0.6365,-1.4168
-0.7656,0.6370,-1.4199
-0.7640,0.6374,-1.4229
-0.7624,0.6379,-1.4258
-0.7608,0.6383,-1.4288
-0.7592,0.6387,-1.4318
-0.7575,0.6391,-1.4347
-0.7559,0.6395,-1.4376
-0.7543,0.6399,-1.4405
-0.7526,0.6402,-1.4434
-0.7510,0.6406,-1.4463
-0.7493,0.6409,-1.4491
-0.7477,0.6412,-1.4520
-0.7460,0.6415,-1.4548
-0.7443,0.6418,-1.4576
-0.7427,0.6421,-1.4604
-0.7410,0.6424,-1.4631
-0.7393,0.6426,-1.4659
-0.7376,0.6429,-1.4686
-0.7359,0.6431,-1.4714
-0.7342,0.6433,-1.4741
-0.7325,0.6435,-1.4767
-0.7308,0.6437,-1.4794
-0.7291,0.6439,-1.4821
-0.7274,0.6440,-1.4847
-0.7257,0.6442,-1.4873
-0.7240,0.6443,-1.4899
-0.7222,0.6444,-1.4925
-0.7205,0.6445,-1.4951
-0.7188,0.6446,-1.4976
-0.7170,0.6447,-1.5001
-0.7153,0.6447,-1.5027
-0.7135,0.6448,-1.5052
-0.7118,0.6448,-1.5076
-0.7100,0.6448,-1.5101
-0.7082,0.6448,-1.5126
-0.7064,0.6448,-1.5150
-0.7047,0.6448,-1.5174
-0.7029,0.6448,-1.5198
-0.7011,0.6448,-1.5222
-0.6993,0.6447,-1.5246
-0.6975,0.6446,-1.5269
-0.6957,0.6445,-1.5292
-0.6939,0.6444,-1.5316
-0.6920,0.6443,-1.5339
-0.6902,0.6442,-1.5361
-0.6884,0.6441,-1.5384
-0.6865,0.6439,-1.5407
-0.6847,0.6438,-1.5429
-0.6829,0.6436,-1.5451
-0.6810,0.6434,-1.5473
-0.6791,0.6432,-1.5495
-0.6773,0.6430,-1.5517
-0.6754,0.6428,-1.5538
-0.6735,0.6425,-1.5560
-0.6717,0.6423,-1.5581
-0.6698,0.6420,-1.5602
-0.6679,0.6417,-1.5623
-0.6660,0.6414,-1.5643
-0.6641,0.6411,-1.5664
-0.6622,0.6408,-1.5684
-0.6602,0.6405,-1.5704
-0.6583,0.6401,-1.5724
-0.6564,0.6398,-1.5744
-0.6545,0.6394,-1.5764
-0.6525,0.6390,-1.5783
-0.6506,0.6386,-1.5803
-0.6486,0.6382,-1.5822
-0.6467,0.6378,-1.5841
-0.6447,0.6373,-1.5860
-0.6427,0.6369,-1.5879
-0.6408,0.6365,-1.5898
-0.6388,0.6360,-1.5916
-0.6368,0.6356,-1.5935
-0.6348,0.6352,-1.5954
-0.6328,0.6348,-1.5972
-0.6307,0.6343,-1.5991
-0.6287,0.6339,-1.6009
-0.6267,0.6335,-1.6028
-0.6246,0.6331,-1.6046
-0.6225,0.6326,-1.6064
-0.6205,0.6322,-1.6082
-0.6184,0.6317,-1.6100
-0.6163,0.6313,-1.6118
-0.6142,0.6308,-1.6135
-0.6121,0.6303,-1.6153
-0.6100,0.6298,-1.6170
-0.6080,0.6294,-1.6188
-0.6059,0.6290,-1.6206
-0.6038,0.6285,-1.6224
-0.6017,0.6280,-1.6241
-0.5995,0.6275,-1.6258
-0.5974,0.6270,-1.6275
-0.5953,0.6265,-1.6292
-0.5931,0.6260,-1.6309
-0.5910,0.6254,-1.6325
-0.5888,0.6249,-1.6341
-0.5867,0.6243,-1.6358
-0.5845,0.6237,-1.6374
-0.5823,0.6231,-1.6389
-0.5801,0.6225,-1.6405
-0.5779,0.6219,-1.6420
-0.5757,0.6213,-1.6436
-0.5735,0.6206,-1.6451
-0.5713,0.6199,-1.6465
-0.5690,0.6192,-1.6479
-0.5668,0.6185,-1.6493
-0.5645,0.6177,-1.6506
-0.5622,0.6170,-1.6520
-0.5600,0.6162,-1.6534
-0.5577,0.6155,-1.6547
-0.5554,0.6147,-1.6560
-0.5531,0.6139,-1.6574
-0.5508,0.6131,-1.6587
-0.5485,0.6123,-1.6600
-0.5462,0.6115,-1.6612
-0.5439,0.6107,-1.6625
-0.5416,0.6098,-1.6637
-0.5393,0.6089,-1.6648
-0.5370,0.6080,-1.6660
-0.5347,0.6070,-1.6671
-0.5324,0.6060,-1.6683
-0.5301,0.6051,-1.6693
-0.5278,0.6041,-1.6704
-0.5255,0.6030,-1.6715
-0.5231,0.6020,-1.6725
-0.5208,0.6009,-1.6735
-0.5185,0.5999,-1.6745
-0.5161,0.5988,-1.6754
-0.5138,0.5977,-1.6764
-0.5115,0.5965,-1.6773
-0.5091,0.5954,-1.6782
-0.5067,0.5942,-1.6791
-0.5044,0.5931,-1.6800
-0.5020,0.5919,-1.6809
-0.4996,0.5907,-1.6817
-0.4972,0.5895,-1.6825
-0.4949,0.5883,-1.6833
-0.4925,0.5871,-1.6841
-0.4901,0.5858,-1.6849
-0.4877,0.5846,-1.6856
-0.4853,0.5833,-1.6863
-0.4828,0.5821,-1.6871
-0.4804,0.5808,-1.6878
-0.4780,0.5795,-1.6884
-0.4756,0.5782,-1.6891
-0.4731,0.5768,-1.6898
-0.4707,0.5755,-1.6904
-0.4682,0.5742,-1.6910
-0.4658,0.5728,-1.6916
-0.4633,0.5715,-1.6922
-0.4609,0.5701,-1.6927
-0.4584,0.5687,-1.6933
-0.4559,0.5673,-1.6938
-0.4534,0.5659,-1.6943
-0.4509,0.5645,-1.6948
-0.4484,0.5631,-1.6954
-0.4459,0.5620,-1.6960
-0.4433,0.5610,-1.6968
-0.4407,0.5601,-1.6977
-0.4380,0.5594,-1.6986
-0.4353,0.5588,-1.6997
-0.4326,0.5583,-1.7008
-0.4299,0.5579,-1.7019
-0.4272,0.5575,-1.7031
-0.4244,0.5573,-1.7044
-0.4216,0.5571,-1.7057
-0.4188,0.5570,-1.7070
-0.4159,0.5569,-1.7084
-0.4131,0.5569,-1.7098
-0.4102,0.5569,-1.7112
-0.4074,0.5570,-1.7126
-0.4045,0.5571,-1.7140
-0.4016,0.5572,-1.7155
-0.3986,0.5573,-1.7169
-0.3957,0.5575,-1.7184
-0.3928,0.5576,-1.7199
-0.3898,0.5578,-1.7213
-0.3868,0.5580,-1.7228
-0.3839,0.5583,-1.7243
-0.3809,0.5585,-1.7257
-0.3779,0.5587,-1.7272
-0.3749,0.5589,-1.7286
-0.3719,0.5592,-1.7301
-0.3689,0.5594,-1.7315
-0.3658,0.5597,-1.7329
-0.3628,0.5599,-1.7344
-0.3597,0.5601,-1.7357
-0.3567,0.5601,-1.7370
-0.3537,0.5600,-1.7381
-0.3507,0.5598,-1.7391
-0.3477,0.5594,-1.7401
-0.3447,0.5590,-1.7410
-0.3418,0.5584,-1.7418
-0.3388,0.5578,-1.7425
-0.3358,0.5571,-1.7432
-0.3329,0.5563,-1.7438
-0.3299,0.5555,-1.7443
-0.3269,0.5546,-1.7448
-0.3240,0.5537,-1.7453
-0.3210,0.5527,-1.7457
-0.3180,0.5517,-1.7461
-0.3151,0.5506,-1.7464
-0.3121,0.5495,-1.7467
-0.3092,0.5483,-1.7470
-0.3062,0.5472,-1.7472
-0.3032,0.5459,-1.7474
-0.3002,0.5447,-1.7476
-0.2973,0.5435,-1.7477
-0.2943,0.5422,-1.7478
-0.2914,0.5409,-1.7479
-0.2890,0.5397,-1.7479
-0.2873,0.5386,-1.7477
-0.2860,0.5375,-1.7474
-0.2852,0.5365,-1.7471
-0.2848,0.5356,-1.7466
-0.2848,0.5347,-1.7461
-0.2851,0.5339,-1.7455
-0.2856,0.5331,-1.7448
-0.2865,0.5323,-1.7441
-0.2876,0.5316,-1.7433
-0.2889,0.5309,-1.7424
-0.2903,0.5302,-1.7415
-0.2920,0.5296,-1.7405
-0.2938,0.5289,-1.7395
-0.2958,0.5283,-1.7385
-0.2978,0.5277,-1.7374
-0.3000,0.5271,-1.7363
-0.3023,0.5265,-1.7352
-0.3047,0.5259,-1.7340
-0.3071,0.5254,-1.7328
-0.3096,0.5248,-1.7316
-0.3122,0.5242,-1.7303
-0.3148,0.5237,-1.7291
-0.3175,0.5231,-1.7278
-0.3203,0.5226,-1.7265
-0.3231,0.5221,-1.7252
-0.3259,0.5215,-1.7238
-0.3287,0.5210,-1.7225
-0.3316,0.5204,-1.7211
-0.3345,0.5199,-1.7196
-0.3374,0.5193,-1.7182
-0.3403,0.5188,-1.7167
-0.3433,0.5182,-1.7153
-0.3462,0.5176,-1.7138
-0.3492,0.5171,-1.7122
-0.3522,0.5165,-1.7107
-0.3551,0.5159,-1.7091
-0.3580,0.5152,-1.7074
-0.3610,0.5146,-1.7057
-0.3640,0.5140,-1.7041
-0.3669,0.5134,-1.7024
-0.3699,0.5127,-1.7007
-0.3729,0.5121,-1.6990
-0.3758,0.5114,-1.6972
-0.3788,0.5108,-1.6955
-0.3818,0.5101,-1.6937
-0.3847,0.5095,-1.6920
-0.3877,0.5088,-1.6902
-0.3907,0.5081,-1.6884
-0.3936,0.5074,-1.6866
-0.3966,0.5068,-1.6848
-0.3995,0.5061,-1.6829
-0.4025,0.5054,-1.6811
-0.4054,0.5047,-1.6792
-0.4084,0.5039,-1.6773
-0.4113,0.5032,-1.6754
-0.4142,0.5025,-1.6735
-0.4171,0.5018,-1.6715
-0.4200,0.5010,-1.6696
-0.4230,0.5003,-1.6676
-0.4259,0.4995,-1.6656
-0.4288,0.4987,-1.6636
-0.4316,0.4980,-1.6616
-0.4345,0.4972,-1.6596
-0.4374,0.4964,-1.6576
-0.4403,0.4956,-1.6555
-0.4431,0.4948,-1.6534
-0.4460,0.4940,-1.6514
-0.4488,0.4932,-1.6492
-0.4517,0.4924,-1.6471
-0.4545,0.4915,-1.6450
-0.4573,0.4907,-1.6428
-0.4601,0.4898,-1.6407
-0.4629,0.4890,-1.6385
-0.4657,0.4881,-1.6363
-0.4685,0.4872,-1.6341
-0.4713,0.4864,-1.6319
-0.4741,0.4855,-1.6296
-0.4769,0.4846,-1.6274
-0.4796,0.4837,-1.6251
-0.4824,0.4828,-1.6228
-0.4851,0.4818,-1.6205
-0.4879,0.4809,-1.6182
-0.4906,0.4800,-1.6158
-0.4933,0.4790,-1.6135
-0.4961,0.4781,-1.6111
-0.4988,0.4771,-1.6087
-0.5015,0.4761,-1.6063
-0.5041,0.4752,-1.6039
-0.5068,0.4742,-1.6015
-0.5095,0.4732,-1.5990
-0.5122,0.4722,-1.5965
-0.5148,0.4712,-1.5941
-0.5175,0.4701,-1.5916
-0.5201,0.4691,-1.5890
-0.5228,0.4681,-1.5865
-0.5254,0.4670,-1.5840
-0.5280,0.4660,-1.5814
-0.5306,0.4649,-1.5788
-0.5332,0.4638,-1.5762
-0.5358,0.4627,-1.5736
-0.5384,0.4616,-1.5710
-0.5410,0.4605,-1.5684
-0.5436,0.4594,-1.5657
-0.5461,0.4583,-1.5630
-0.5487,0.4572,-1.5603
-0.5512,0.4560,-1.5576
-0.5538,0.4549,-1.5549
-0.5563,0.4537,-1.5522
-0.5588,0.4526,-1.5494
-0.5613,0.4514,-1.5467
-0.5638,0.4502,-1.5439
-0.5663,0.4490,-1.5411
-0.5688,0.4478,-1.5382
-0.5713,0.4466,-1.5354
-0.5738,0.4454,-1.5326
-0.5763,0.4442,-1.5297
-0.5787,0.4429,-1.5268
-0.5812,0.4417,-1.5239
-0.5836,0.4404,-1.5210
-0.5861,0.4392,-1.5180
-0.5885,0.4379,-1.5151
-0.5909,0.4366,-1.5121
-0.5933,0.4353,-1.5091
-0.5957,0.4340,-1.5061
-0.5982,0.4327,-1.5032
-0.6006,0.4315,-1.5002
-0.6030,0.4302,-1.4973
-0.6054,0.4289,-1.4942
-0.6077,0.4275,-1.4911
-0.6101,0.4262,-1.4881
-0.6125,0.4248,-1.4850
-0.6149,0.4235,-1.4819
-0.6172,0.4221,-1.4788
-0.6196,0.4207,-1.4757
-0.6219,0.4193,-1.4725
-0.6242,0.4179,-1.4694
-0.6265,0.4165,-1.4662
-0.6288,0.4151,-1.4629
-0.6311,0.4137,-1.4597
-0.6334,0.4122,-1.4565
-0.6357,0.4107,-1.4532
-0.6379,0.4092,-1.4498
-0.6402,0.4077,-1.4464
-0.6424,0.4061,-1.4430
-0.6446,0.4046,-1.4396
-0.6468,0.4031,-1.4362
-0.6490,0.4015,-1.4327
-0.6512,0.3999,-1.4292
-0.6534,0.3983,-1.4258
-0.6556,0.3968,-1.4223
-0.6578,0.3952,-1.4188
-0.6600,0.3936,-1.4153
-0.6622,0.3919,-1.4117
-0.6643,0.3903,-1.4082
-0.6665,0.3887,-1.4046
-0.6686,0.3870,-1.4010
-0.6708,0.3854,-1.3974
-0.6729,0.3837,-1.3938
-0.6751,0.3820,-1.3902
-0.6772,0.3804,-1.3865
-0.6793,0.3787,-1.3829
-0.6814,0.3770,-1.3792
-0.6835,0.3752,-1.3755
-0.6856,0.3735,-1.3717
-0.6877,0.3718,-1.3680
-0.6898,0.3700,-1.3642
-0.6919,0.3682,-1.3604
-0.6939,0.3665,-1.3566
-0.6960,0.3647,-1.3528
-0.6981,0.3629,-1.3490
-0.7001,0.3611,-1.3451
-0.7022,0.3592,-1.3412
-0.7042,0.3574,-1.3373
-0.7062,0.3556,-1.3334
-0.7082,0.3537,-1.3295
-0.7103,0.3518,-1.3255
-0.7123,0.3499,-1.3215
-0.7143,0.3480,-1.3175
-0.7163,0.3461,-1.3135
-0.7182,0.3442,-1.3095
-0.7202,0.3423,-1.3054
-0.7222,0.3403,-1.3013
-0.7242,0.3384,-1.2972
-0.7261,0.3364,-1.2931
-0.7281,0.3344,-1.2889
-0.7300,0.3324,-1.2847
-0.7320,0.3304,-1.2805
-0.7339,0.3283,-1.2763
-0.7358,0.3263,-1.2721
-0.7377,0.3242,-1.2678
-0.7397,0.3222,-1.2635
-0.7416,0.3201,-1.2592
-0.7435,0.3180,-1.2548
-0.7454,0.3159,-1.2505
-0.7472,0.3137,-1.2461
-0.7491,0.3116,-1.2417
-0.7510,0.3094,-1.2373
-0.7529,0.3073,-1.2328
-0.7547,0.3051,-1.2283
-0.7566,0.3029,-1.2238
-0.7584,0.3007,-1.2193
-0.7603,0.2984,-1.2147
-0.7621,0.2962,-1.2102
-0.7639,0.2939,-1.2056
-0.7657,0.2916,-1.2009
-0.7675,0.2893,-1.1963
-0.7694,0.2870,-1.1916
-0.7712,0.2847,-1.1869
-0.7730,0.2823,-1.1821
-0.7747,0.2800,-1.1774
-0.7765,0.2776,-1.1726
-0.7783,0.2752,-1.1678
-0.7801,0.2728,-1.1629
-0.7818,0.2704,-1.1580
-0.7836,0.2679,-1.1531
-0.7853,0.2654,-1.1482
-0.7871,0.2630,-1.1432
-0.7888,0.2605,-1.1382
-0.7906,0.2579,-1.1332
-0.7923,0.2554,-1.1282
-0.7940,0.2528,-1.1231
-0.7957,0.2503,-1.1180
-0.7974,0.2477,-1.1128
-0.7991,0.2451,-1.1077
-0.8008,0.2424,-1.1025
-0.8025,0.2398,-1.0972
-0.8042,0.2371,-1.0919
-0.8059,0.2344,-1.0866
-0.8076,0.2317,-1.0813
-0.8092,0.2290,-1.0759
-0.8109,0.2262,-1.0705
-0.8125,0.2234,-1.0651
-0.8142,0.2206,-1.0596
-0.8158,0.2178,-1.0541
-0.8175,0.2149,-1.0485
-0.8191,0.2121,-1.0429
-0.8207,0.2092,-1.0373
-0.8223,0.2063,-1.0316
-0.8240,0.2033,-1.0259
-0.8256,0.2004,-1.0202
-0.8272,0.1974,-1.0144
-0.8288,0.1944,-1.0086
-0.8304,0.1913,-1.0027
-0.8320,0.1883,-0.9968
-0.8335,0.1852,-0.9908
-0.8351,0.1821,-0.9849
-0.8367,0.1789,-0.9788
-0.8382,0.1757,-0.9727
-0.8398,0.1725,-0.9666
-0.8414,0.1693,-0.9604
-0.8429,0.1661,-0.9542
-0.8445,0.1628,-0.9479
-0.8460,0.1594,-0.9416
-0.8475,0.1561,-0.9352
-0.8491,0.1527,-0.9288
-0.8506,0.1493,-0.9223
-0.8521,0.1459,-0.9158
-0.8536,0.1424,-0.9092
-0.8551,0.1389,-0.9026
-0.8566,0.1353,-0.8959
-0.8581,0.1317,-0.8891
-0.8596,0.1281,-0.8823
-0.8611,0.1245,-0.8754
-0.8626,0.1208,-0.8685
-0.8640,0.1170,-0.8615
-0.8655,0.1133,-0.8544
-0.8670,0.1095,-0.8473
-0.8684,0.1056,-0.8401
-0.8699,0.1017,-0.8328
-0.8714,0.0980,-0.8258
-0.8728,0.0942,-0.8188
-0.8743,0.0904,-0.8116
-0.8757,0.0864,-0.8043
-0.8772,0.0825,-0.7969
-0.8786,0.0785,-0.7894
-0.8800,0.0744,-0.7819
-0.8815,0.0702,-0.7742
-0.8829,0.0660,-0.7664
-0.8843,0.0618,-0.7586
-0.8857,0.0574,-0.7506
-0.8871,0.0530,-0.7425
-0.8885,0.0486,-0.7343
-0.8899,0.0441,-0.7260
-0.8913,0.0391,-0.7170
-0.8926,0.0341,-0.7080
-0.8940,0.0291,-0.6988
-0.8953,0.0240,-0.6896
-0.8967,0.0188,-0.6802
-0.8980,0.0136,-0.6708
-0.8994,0.0083,-0.6612
-0.9007,0.0029,-0.6515
-0.9021,-0.0026,-0.6416
-0.9034,-0.0081,-0.6317
-0.9047,-0.0138,-0.6215
-0.9060,-0.0196,-0.6112
-0.9074,-0.0254,-0.6007
-0.9087,-0.0314,-0.5900
-0.9100,-0.0375,-0.5792
-0.9111,-0.0421,-0.5707
-0.9120,-0.0453,-0.5643
-0.9127,-0.0473,-0.5599
-0.9133,-0.0482,-0.5572
-0.9137,-0.0481,-0.5560
-0.9140,-0.0473,-0.5561
-0.9142,-0.0456,-0.5574
-0.9143,-0.0433,-0.5597
-0.9143,-0.0405,-0.5629
-0.9142,-0.0371,-0.5669
-0.9140,-0.0333,-0.5715
-0.9139,-0.0301,-0.5752
-0.9140,-0.0278,-0.5775
-0.9142,-0.0262,-0.5785
-0.9145,-0.0254,-0.5785
-0.9149,-0.0251,-0.5774
-0.9153,-0.0255,-0.5754
-0.9159,-0.0265,-0.5725
-0.9165,-0.0279,-0.5688
-0.9172,-0.0298,-0.5643
-0.9180,-0.0321,-0.5591
-0.9188,-0.0349,-0.5533
-0.9194,-0.0369,-0.5489
-0.9199,-0.0379,-0.5462
