jointMR1,jointMR2,jointMR3,force
5.991767045950408,5.797056547701673,6.675054576137093,6.143147289097219
5.659325835818702,5.480810415204776,6.29075723096664,5.801177482593707
5.344822222448434,5.181572313489671,5.961360338284754,5.477692819704217
5.047297643189619,4.898434086253977,5.675869178178733,5.17170457621947
4.765844578346237,4.630535927029645,5.40347969002508,4.882276700500419
4.499603836900069,4.3770638081957705,5.143600278140022,4.6085230119401
4.2477619864875775,4.1372470466295965,4.895665896566259,4.349604548331548
4.009548919965399,3.9103559987357754,4.67301735713562,4.104727054229597
3.784235551307004,3.6956998779796106,4.4616247143852075,3.873138602814863
3.571131633958861,3.492624688415201,4.259318756538287,3.6541273441660964
3.3695836951493163,3.3005112680452346,4.0657170465778805,3.447019373224086
3.178973079989199,3.1207639384857075,3.880453091930593,3.2511767110870093
2.99871409953042,2.9509548343787753,3.7031756825820734,3.065995393615157
2.8282522772587853,2.7902776535738427,3.5436640275633273,2.919025322324875
2.6670626887906574,2.638245361667052,3.3937084738733825,2.797082776281188
2.5146483898210663,2.4943968278253386,3.2500533769644893,2.6807072859310126
2.3705389276338615,2.358295448244807,3.1124361840208903,2.56964778802432
2.2539532430414564,2.229527842741165,2.980605228612786,2.463664483758128
2.153482301602597,2.107702620587277,2.8543192803244444,2.3625283344039083
2.057292435013929,1.992449211919176,2.7333471130003573,2.266020579500775
1.965204134575843,1.8834167612273365,2.639330652620112,2.1739322766051496
1.877045366360357,1.7802730796350412,2.566638936266426,2.086063861632733
1.7926512609533665,1.6887733042269366,2.4961074463345385,2.00222472887169
1.7118638160569208,1.62136337519941,2.431665627428595,1.9222328297872255
1.6408460092073294,1.5565951041869852,2.3698268466395667,1.8459142897770011
1.577906247920464,1.4943657424332535,2.3095618652734475,1.7731030420745082
1.5200116409374933,1.4345765251504188,2.25082752493543,1.7036404780333658
1.482468745550226,1.377132517252225,2.193581967227371,1.6373751130598486
1.4458872724691847,1.3219424650571399,2.137784590716704,1.5741622674937175
1.4102405446073267,1.268918653730794,2.0833960094466377,1.5138637617687103
1.3755026993544652,1.2179767702455864,2.0303780129292415,1.4563476252139818
1.3416486612829508,1.1690357716439865,1.9786935275652586,1.4014878178863315
1.3086541158402414,1.1220177584003044,1.9283065794367429,1.3491639648503426
