x,y
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751,261.25
751.12109375,261.3984375
750.52734375,261.67578125
750.99609375,262.2421875
750.34765625,262.6328125
750.46484375,261.69921875
750.34765625,262.08984375
750.9921875,262.1328125
750.38671875,261.84765625
750.34765625,261.9921875
750.34765625,261.6328125
750.34765625,261.7265625
750.3984375,260.9375
750.34765625,262.01171875
750.3515625,261.6328125
750.4921875,260.69140625
750.43359375,260.4453125
750.34765625,260.91796875
750.34765625,261.0859375
750.34765625,261.23828125
750.34765625,260.98046875
750.34765625,261.50390625
750.34765625,261.203125
750.34765625,261.3359375
750.34765625,261.4140625
750.71484375,261.52734375
750.34765625,261.82421875
750.78515625,261.6328125
750.6328125,260.69140625
750.59765625,263.11328125
750.63671875,262.8828125
749.84375,263.3046875
750.6015625,263.20703125
750.34375,263.125
750.63671875,262.72265625
751.38671875,262.5078125
750.63671875,262.3359375
750.43359375,262.15234375
750.453125,262.54296875
750.7578125,261.73828125
750.5234375,262.03515625
751.3515625,262.15234375
751.30859375,262.09765625
751.32421875,260.94140625
751.2734375,261.74609375
751.1953125,261.984375
750.63671875,261.6328125
751.13671875,262.09375
751.13671875,262.01171875
750.8046875,262.33984375
750.359375,262.640625
750.63671875,262.01171875
750.5,262.70703125
750.4453125,261.65625
750.04296875,262.3828125
750.546875,262.59765625
751.015625,262.65234375
750.39453125,262.50390625
750.39453125,262.50390625
751.41015625,262.60546875
750.87890625,263.1015625
749.63671875,262.59765625
749.78515625,262.37890625
750.39453125,261.5234375
749.98046875,262.3828125
750.35546875,262.1875
750.63671875,262.171875
749.90625,262.28515625
750.13671875,262.20703125
750.63671875,263.7734375
750.48828125,263.57421875
750.34375,262.68359375
750.578125,262.59765625
750.4140625,262.4296875
750.43359375,262.84375
750.5390625,262.2109375
