x,y
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721.03515625,844.203125
721.015625,844.203125
721.0546875,844.2265625
721.04296875,844.0078125
721,844
721,844
721.015625,844
721,844
721,844.0546875
721,844.015625
721,844
721,844.12109375
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844
721,844.32421875
721,844
721,844
721.015625,844
721.06640625,844.5390625
721,844
721.03125,844
721.07421875,844.06640625
721.1015625,844.12109375
721.11328125,844.1640625
721.140625,844.1640625
721.1796875,844.125
721.1484375,844.15625
721.12890625,844.171875
721.2578125,844.8046875
721.2578125,844.5
721.1875,844
721.50390625,844
721.34765625,844
721.36328125,844
721.29296875,844.5
721.21484375,844
721.265625,844.0078125
721.12890625,844.16015625
721.16796875,844.1015625
721.171875,844
721.234375,844.203125
721.26953125,844.06640625
721.26953125,844.0625
721.28125,844.01953125
721.28125,844.0390625
721.23828125,844.234375
721.21484375,844.5
721.2734375,844.08984375
721.2265625,844.5
721.31640625,844
721.296875,844.5
721.33203125,844
721.28125,844.5
721.31640625,844.0625
721.26953125,844.5
721.34375,844.15234375
721.3359375,844.5
721.4921875,844
721.51953125,844
721.3828125,844
721.27734375,844.5
721.33984375,844.5
721.35546875,844.0234375
721.3359375,844.5
721.3515625,844
721.34375,844.5
721.34375,844
721.20703125,844.59375
721.21875,844.13671875
721.171875,844.5
721.1328125,844.1328125
721.1328125,844.5
721.21875,844.0703125
721,844.47265625
721,844.5078125
721.05078125,844.12109375
721.0234375,844.47265625
721,844.53125
721,844.203125
721,844.59765625
721,844.2734375
721,844.37109375
721,844.3828125
721.01171875,844.328125
721,844.37890625
721,844.3515625
721,844.3515625
721,844.5546875
721,844.10546875
721.015625,844.75390625
721,844.484375
721,844.59765625
721,844.3125
721.00390625,844.5
721.01171875,844.08203125
721.0078125,844.5625
721.01171875,844.171875
721.1328125,844.5
721.26953125,844.1171875
721,844.1640625
721.03515625,844.33984375
721.0625,844.3671875
721.140625,844.5
721.05859375,844.0078125
721.13671875,844.125
721.0390625,844.41796875
721.0703125,844.36328125
721.0546875,844.35546875
721.078125,844.34375
721.09375,844.38671875
721.03125,844.296875
721.07421875,844.234375
721.11328125,844.16796875
721.16796875,844.5
721.171875,844.1171875
721.0703125,844.5
721.08984375,844.1484375
721.0859375,844.60546875
721.13671875,844.22265625
721.08203125,844.5390625
721.08203125,844.2421875
721.10546875,844.5
721.44921875,844.0234375
721.34765625,844.5
721.265625,844.015625
721.40234375,844.5
721.63671875,844
721.34765625,844.51171875
721.67578125,844
721.57421875,844.3984375
721.6015625,844.44140625
721.58984375,844.1171875
721.65234375,845.1875
721.625,845.046875
721.6328125,845.0625
721.70703125,845.03515625
721.921875,845
721.87109375,845
721.84375,845
721.8515625,845.02734375
721.84765625,845.01171875
721.73828125,845.20703125
721.65234375,845.2578125
721.8046875,845.19921875
721.79296875,845.265625
721.82421875,845.36328125
722.34375,845.02734375
722.29296875,845.0625
722.25390625,845.23046875
722.33984375,845.23046875
722.33984375,845.234375
722.359375,845.2265625
722.359375,845.2265625
722.453125,845.1796875
722.4375,845.203125
722.5,845.375
722.5,845.37890625
722.39453125,845.5
722.34375,845.20703125
722.30859375,845.5
722.65625,845.00390625
722.67578125,845.24609375
722.68359375,845.19921875
722.55078125,845.58984375
722.63671875,845.2578125
722.8984375,845.19921875
722.86328125,845.203125
722.84375,845.21875
722.87109375,845.19921875
723.02734375,845.19921875
723.15625,845.19921875
723.234375,845.19921875
723.23828125,845.19921875
723.421875,845.2109375
723.5546875,845.234375
723.62890625,845.19921875
723.65234375,845.19921875
723.5625,845.2578125
723.5703125,845.26953125
723.23828125,845.54296875
723.38671875,845.19921875
723.0625,845.69921875
723.1875,845.23046875
723.05078125,845.69921875
723.19140625,845.2578125
722.97265625,845.69921875
723.15625,845.19921875
722.92578125,845.69921875
722.546875,845.69921875
722.890625,845.19921875
722.76953125,845.546875
722.57421875,845.53515625
722.8046875,845.3203125
722.5859375,845.65234375
722.74609375,845.296875
722.60546875,845.6796875
723.12890625,845.19921875
723.2109375,845.28515625
722.98046875,845.47265625
722.8828125,845.69921875
723.04296875,845.265625
723.19921875,845.5078125
723.2890625,845.2421875
723.328125,845.6171875
723.5859375,845.3046875
723.546875,845.69921875
723.578125,845.44921875
723.5859375,845.69921875
723.609375,845.54296875
723.9140625,845.36328125
723.8125,845.69921875
723.85546875,845.4375
723.83203125,845.69921875
723.8984375,845.34375
724.20703125,845.43359375
723.890625,845.69921875
723.9375,845.3671875
724.18359375,845.4921875
724.18359375,845.5078125
724.08203125,845.27734375
724.18359375,845.51171875
723.9296875,845.39453125
723.50390625,845.6953125
723.3671875,845.38671875
723.13671875,845.85546875
724.0390625,845.39453125
723.796875,845.69921875
723.58203125,845.5546875
723.48046875,845.52734375
723.828125,845.3125
723.56640625,845.6640625
723.18359375,845.6484375
723.359375,845.6015625
723.546875,845.54296875
723.9296875,845.34375
723.18359375,845.9453125
723.18359375,845.4453125
723.18359375,845.875
723.19921875,845.3125
722.7890625,845.19921875
722.2578125,845.19921875
721.75,845.19921875
721.95703125,845.19921875
721.8828125,845.19921875
722.35546875,845.19921875
722.25390625,845.19921875
723.46484375,845.19921875
730.75,820.5
732.609375,819.5
736.1953125,818.5
738.25,827.25
743.6171875,825.0078125
748.8125,821.75
754.015625,818.88671875
