x,y
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
263,830
262.70703125,829.84765625
263.01171875,829.953125
262.640625,830.015625
263.140625,830.0859375
262.640625,829.8984375
263.03515625,829.921875
263.15234375,829.75390625
263.375,829.55078125
263.0546875,829.73046875
262.875,829.66796875
263.203125,829.52734375
263.57421875,829.5
263.71875,829.44921875
263.1171875,829.453125
263.03125,829.71875
262.81640625,829.41796875
263.19921875,829.4375
263.13671875,829.8671875
263.13671875,829.828125
263.77734375,829.67578125
263.90234375,829.69921875
263.875,829.7421875
263.875,829.9296875
263.875,829.953125
263.875,829.9140625
263.875,829.91015625
263.875,829.94921875
263.875,829.9453125
262.875,830.11328125
263.875,829.96875
263.875,829.94921875
262.875,830.20703125
263.875,829.78515625
263.875,829.87109375
263.00390625,829.8828125
263.875,829.62109375
263.65234375,829.63671875
263.015625,829.89453125
263.63671875,829.47265625
263.2109375,829.7734375
263.1640625,829.47265625
263.15234375,829.82421875
263.1015625,829.88671875
263.19140625,829.8046875
263.875,829.8046875
262.984375,829.91796875
263.109375,829.97265625
263.609375,829.7109375
263.28515625,829.859375
