jointFR1,jointFR2,jointFR3,force
5.388491221167892,5.388643708445656,7.970592807007173,5.149214469445497
5.097085590540725,5.097717413850701,7.524253032399954,4.907659518522903
4.821098777638915,4.8221768062292245,7.10178693628457,4.677099180584371
4.5597217007783435,4.561214590459583,6.701936924113572,4.45703863007774
4.3121876011424085,4.314065702519855,6.323511280675883,4.247005215767885
4.0777698315893405,4.080005103003385,5.96538072626892,4.04654746870442
3.8557797609263256,3.8583456858578615,5.626475152744329,3.8552341545423916
3.6455647876222796,3.6484362963323425,5.305780530035755,3.6726533682334788
3.4616157168357993,3.449659852430711,5.002335974267362,3.498411669193803
3.2971135925628374,3.2614315644676175,4.7152309690065195,3.3321332551390803
3.1401335529878915,3.0831972476051335,4.443602731664479,3.173459172858766
2.990336459543702,2.9144317225156136,4.186633717466276,3.022046564278013
2.847398381807667,2.7546372995697768,3.9435492538067836,2.8775679462301564
2.71100991693767,2.6033423421891393,3.713615298184777,2.7397105224328193
2.5808755395384404,2.460099905229585,3.4961363132623355,2.6081755262281985
2.4567129805982217,2.3244864444786653,3.32597651877364,2.4826775927123568
2.3382526341963055,2.207272456663323,3.2054285791979034,2.362944158939802
2.2252369907400715,2.1025783742895436,3.089047770968932,2.2487148909484174
2.1174200955456457,2.002673698925882,2.976691702416397,2.140983895575474
2.0145670316293294,1.9073424604436677,2.871432798307035,2.0383133089040837
1.9164534256275216,1.8163783739632915,2.773923624102014,1.9403115445964505
1.8228649758112743,1.7295844064385266,2.679668258707729,1.846770439212946
1.733597001207836,1.6467723626203543,2.58855750647038,1.7574910397196908
1.6484540108856285,1.5677624895340168,2.5131966664474543,1.6722831971769103
1.5672492925013366,1.4923830986417947,2.4598241091083217,1.5909651783308216
1.4898045192480265,1.420470204900944,2.407782017973458,1.5133632943204856
1.4335144281352659,1.3518671819615788,2.3570301938281424,1.4393115457457923
1.3838797839129835,1.2864244327830423,2.3075298961655863,1.3686512833759623
1.3359476683247262,1.2317373739462352,2.2592437823558202,1.3012308838096496
1.289660028939351,1.189057878842249,2.212135849589909,1.236905439428102
1.244960785981833,1.1478419624450715,2.1661713794658883,1.1755364620118274
1.2017957653932128,1.1080397566388331,2.12131688508944,1.1169915994189221
1.1601126341622947,1.069603087605281,2.0846368883017092,1.0905308239950604
1.119860837851902,1.0324854183047967,2.0493512031109793,1.0693244805292246
1.0963802646433691,0.9966417929113447,2.0147282571631786,1.0485408262578166
1.0752334624644622,0.9620287831348442,1.9807546781548935,1.0281705907193712
1.0545061638413555,0.9286044363667303,1.9474173906115848,1.0085076282589631
1.0341892595080113,0.8963282255866651,1.914703608367069,0.991003674903314
1.014273871476152,0.8651610009704773,1.8826008272646972,0.9739110353938134
0.9947513459126058,0.8350649431414516,1.8510968180727476,0.9572173110053241
0.975613246275749,0.8060035180090714,1.8201796196068203,0.9409105589016654
0.9568513467005735,0.7779414331412164,1.7898375320523028,0.9249792731598033
0.9384576256223722,0.750844595617667,1.7600591104802175,0.9094123666370924
0.9204242596294292,0.7246800713145423,1.7308331585500218,0.894199153642866
0.9027436175355449,0.6994160455710166,1.7021487223931593,0.8793293333774703
0.8854082546635897,0.680664134741382,1.6739950846713962,0.8647929741035687
0.8684109073316667,0.6680510153111419,1.6463617588041892,0.8505804980161823
0.8517444875338146,0.6556849044884974,1.6192384833595463,0.8366826667795024
0.8354020778075318,0.643560502916964,1.5926152166030445,0.8230905676999919
0.8193769262807196,0.6316726438344631,1.5664821311998534,0.8097956005067238
0.8036624418909557,0.6200162890451759,1.540829609064818,0.7967894647112577
0.788252189770317,0.6085865250366109,1.5156482363558132,0.784064147520631
0.7731398867892468,0.5973785592360545,1.4909287986057704,0.7716119122782965
0.7583193972532366,0.5863877164007971,1.466662275988934,0.7594252874089795
0.7437847287463624,0.5756094351367931,1.442839838717068,0.7474970558445688
0.7295300281159494,0.5650392645406279,1.4194528425614847,0.7358202449092003
0.7155495775928965,0.5546728609598731,1.396492824496916,0.7243881166427194
0.7018377910424087,0.5445059848671354,1.3739514984633903,0.7131941585426649
0.6883892103401046,0.5345344978432993,1.3518207512424048,0.7022320747058413
0.6751985018686859,0.5247543596656401,1.3300926384438339,0.6914957773514199
0.6622604531305449,0.5151616254966888,1.308759380600116,0.6809793787083535
0.6495699694718843,0.5057524431698815,1.2878133593644023,0.6706771832506712
0.6371220709141028,0.4965230505682122,1.267247113809451,0.6605836802649979
0.6249118890883807,0.4874697730922464,1.2470533368241794,0.6506935367353454
0.6129346642695648,0.4785890212140298,1.2272248716048804,0.6410015905309314
0.6011857425056117,0.46987728811354745,1.2077547082382123,0.6315028438834288
0.5896605728390025,0.4613311473945447,1.1886359803731943,0.6221924571406735
0.5783547046166951,0.4529472508766481,1.1698619619794948,0.6130657427844629
0.5672637848853113,0.4447223264608551,1.1514260641894347,0.604118159700642
0.5563835558684006,0.4366531760655754,1.1333218322211898,0.5953453076902189
0.5457098525227421,0.4287366736305378,1.115542942380765,0.5867429222107611
0.5352386001707801,0.420969763185972,1.0980831991404112,0.5783068693378368
0.5249658122063963,0.4133494569845977,1.0809365322912146,0.5700331409367054
0.5148875878713465,0.4058728336940365,1.0640969941676763,0.5619178500349415
0.5050001100997847,0.39853703664738327,1.047558756942173,0.5539572263870791
0.495299643428414,0.3913392721497484,1.0313161099872543,0.546147612222785
0.48578253196989446,0.3842768078386747,1.0153634573038097,0.5384854581704516
0.4764451974472382,0.37734697109643367,0.9996953150131962,0.5309673193484721
0.4672841372870089,0.3705471475122665,0.9843063089114766,0.5235898516168143
0.4582959227692334,0.36387477939272683,0.9691911720840001,0.5163498079818446
0.44947719723201696,0.35732736431835954,0.9543447425785843,0.5092440351476778
0.4408246743289293,0.35090245374500906,0.9397619611356489,0.502269470207627
0.4323351363373101,0.34459765164813394,0.9254378689736731,0.49542313746963335
0.42400543251571526,0.3384106132085618,0.9113676056284257,0.4887021454098171
0.4158324775087899,0.33233904353818067,0.8975464068444527,0.4821036837485708
0.4078132497979305,0.3263806964441338,0.8839696025173671,0.4756250206438611
0.3999447901961564,0.320533373230131,0.8706326146855192,0.4692634999966483
0.3922242003856732,0.3147949215335474,0.8575309555696895,0.4630165388635664
0.38464864149667355,0.30916323419704606,0.8446602256594657,0.45688162497222234
0.3772153327259738,0.3036362481734878,0.8320161118450349,0.45085631433468065
0.3699215499941407,0.29821194346296676,0.8195943855931376,0.4449382289549088
0.3627646246398147,0.29288834208083503,0.807390901165987,0.4391250546261387
0.35574194214998506,0.2876635070556398,0.7954015938819892,0.4334145388142848
0.3488509409250221,0.2825355414559306,0.7836224784171277,0.42780448862373954
0.3420891110773147,0.27750258744493317,0.7720496471459308,0.4222927688420203
0.3354539932624083,0.2725628253621414,0.7606792685209509,0.4168773000599092
0.3289431775415763,0.2677144728308902,0.7495075854897357,0.41155605686387486
0.3225543022748048,0.2629557838910379,0.7385309139482978,0.40632706609770725
0.3162850530432023,0.2582850481558929,0.7277456412301067,0.4011884051904355
0.3101331615998873,0.2537005899925774,0.7171482246296899,0.39613820054772936
0.3040964048484418,0.24920076772503297,0.706735189959907,0.391174626004109
0.2981726038480506,0.24478397285891518,0.6965031301420486,0.38629590133340824
0.2923596228444833,0.24044862932764932,0.6864487038278853,0.3815002908150466
0.28665536832610106,0.23619319275894535,0.6765686340528421,0.3767861018537781
0.2810577881041072,0.23201614976110374,0.6668597069195148,0.3721516836506872
0.27556487041628436,0.2279160172284579,0.6573187703107264,0.3675954259232971
0.2701746430534907,0.22389134166533753,0.6479427326313789,0.36311575767275556
0.2648851725082149,0.21994069852794906,0.6387285615783724,0.35871114599615067
0.25969456314451267,0.21606269158359714,0.6296732829378711,0.3543800949420915
0.2546009563886756,0.21225595228669425,0.62077397940923,0.3501211444077791
0.24960252994000276,0.20851913917102094,0.6120277894549133,0.3459328690758611
0.24469749700107152,0.20485093725772419,0.6034319061757514,0.3418138773894458
0.23988410552692307,0.20125005747856128,0.5949835762109059,0.33776281056372
0.2351606374925997,0.19771523611390307,0.5866800986619269,0.33377834163268133
0.23121932529779687,0.19424523424504803,0.578518824040313,0.3298591745295626
0.22734997740399632,0.19083883722039952,0.5704971532379801,0.3260040431995895
0.22355014225380243,0.18749485413507716,0.5626125365200965,0.3222117107437667
0.2198185282547957,0.1842121173235567,0.5548624725397233,0.3184809685924498
0.21615386865580943,0.18098948186493824,0.5472445073737335,0.31481063570751094
0.2125549210420607,0.17782582510046385,0.5397562335794879,0.31119955781195857
0.20902046684151432,0.17472004616291337,0.5323952892717791,0.3076466066459215
0.20554931084219819,0.17167106551752898,0.5251593572195481,0.3041506792479519
0.20214028072019025,0.16867782451411495,0.5180461639618872,0.3007106972606533
0.1987922265780123,0.16573928495000256,0.5110534789428915,0.2973256062596713
0.19550402049316734,0.1628544286435365,0.5041791136648965,0.293994375105139
0.19227455607657085,0.1600222570177955,0.4974209208596596,0.2907159953146957
0.1891027480406276,0.1572417906942405,0.4907767936770804,0.28748948045724665
0.18598753177671792,0.15451206909600912,0.48424466489102524,0.2843138655666543
0.18292786294186028,0.1518321500605756,0.4778225061218766,0.28118820657459986
0.17992271705432655,0.14920110946151166,0.4715083270753879,0.27811157976187384
0.1769710890979897,0.1466180408390938,0.46530017479749985,0.2750830812273928
0.17407199313519361,0.14408205503949867,0.4591961329447103,0.2721018263742682
0.17122446192793694,0.14159227986235967,0.4531943210696694,0.26916694941227914
0.16842754656717096,0.13914785971643895,0.4472928939216241,0.2662776028761309
0.16568031611001605,0.13674795528320005,0.44149004076139065,0.26343295715890414
0.1629818572247085,0.13439174318805946,0.4357839846905065,0.2606322000601281
0.1603312738430911,0.13207841567910705,0.43017298199424836,0.2578745363479314
0.15772768682046956,0.12980718031309724,0.4246553214981945,0.2551591873347481
0.15517023360266077,0.12757725964850808,0.41922932393803025,0.25248539046607954
0.15265806790006184,0.12538789094548264,0.41389334134228895,0.24985239892183045
