jointHR1,jointHR2,jointHR3,force
6.378842469662106,5.225309647878045,7.5755037831768375,6.143147288231913
6.022912221137293,4.937156294102285,7.146950028573362,5.801177471377703
5.686229264361185,4.664533212372359,6.7416618153116605,5.47769278893118
5.367764116350181,4.406610514010019,6.358393141655973,5.171704520164208
5.0665421342309145,4.162602508264705,5.995964407956332,4.882276616375624
4.781640598591975,3.9317653517249913,5.653258884574838,4.6085228994093645
4.512185951853213,3.713394822664489,5.3292193675487916,4.349604409074002
4.257351183416071,3.5068242136838825,5.02284501201538,4.1047268915518655
4.016353353795938,3.3114223363633717,4.733188333952511,3.873138421306355
3.7884512503517516,3.126591631973866,4.4593523712922885,3.654127149393909
3.5729431676205405,2.951766382611337,4.227931206578157,3.4470191714640754
3.369164805635954,2.7925084537658758,4.021893172195968,3.251176509087878
3.1764872799616453,2.6610005159445684,3.8252639630960967,3.0659951983926015
2.994315237503412,2.535487051026605,3.637623594157488,2.8909034803009854
2.822085072479338,2.415698106076028,3.4585706653125845,2.7253600869758317
2.659263237225865,2.3013758306216983,3.2877215418693706,2.5688526193577754
2.5053446428003716,2.19227393497794,3.124709570937479,2.4208960109556705
2.359851144608685,2.0881571727955652,2.9691843323689096,2.2810310733061283
2.2541396207753275,1.988800846759625,2.8263586501092077,2.148823118762322
2.158150262459599,1.8939903363986397,2.704265763106651,2.0358123100837204
2.066015776653766,1.8035206470163687,2.5871439333112516,1.9366496642496205
1.9775830985999754,1.7171959788014135,2.4975173170851925,1.8546027405851284
1.8927052249014018,1.6348293152122277,2.430435259637119,1.777759791929201
1.8112409735938981,1.5562420297754114,2.3654594532969866,1.703991019510818
1.7330547537186267,1.481263510473777,2.3025126044645163,1.6331744488084068
1.6580163440191116,1.4097308009374898,2.2415205362571546,1.5651929346639089
1.5861132340676376,1.3457950671854682,2.1868670748911114,1.4999339701260954
1.5200533815665667,1.292291337837648,2.150586134679857,1.4372895028637438
1.4586310936318914,1.240913099638568,2.1150872974965287,1.3771557588486427
1.3996999576516902,1.1915761739659032,2.080348657853983,1.319433073020288
1.3431598790862687,1.1441997129026296,2.046349067025103,1.264025726655576
1.2906617778283227,1.098706067446756,2.0130681033847537,1.2108417911777736
1.2568856483938267,1.0550206609384876,1.980486043989101,1.1597929781495933
1.2241453979830768,1.0130718674980959,1.9485838373391777,1.110794495205325
1.1924039039981529,0.9727908952759456,1.9173430772778857,1.0637649076866942
1.1616255146395797,0.9341116743240423,1.8867459779718398,1.018626005756455
1.1317759874202182,0.8969707489059928,1.8567753499315636,0.9947691412085091
1.102822430318498,0.8613071740695522,1.8274145770255705,0.9779940675884355
1.074733245456244,0.8270624163129081,1.7986475944457951,0.9615979437695529
1.0532828237834004,0.7941802581825272,1.7704588675836843,0.9455698361207899
1.0359566216139982,0.7626067066468405,1.7428333717780253,0.9298991949478845
1.0189938304734778,0.7322899050962242,1.7157565728972783,0.9145758392622065
1.0023846707361614,0.7031800488256277,1.6892144087207916,0.899589942192368
0.9861196878058507,0.6752293038619459,1.6631932710848272,0.8849320170107225
0.9701897397242547,0.6483917290036512,1.6376799887608007,0.8705929037480735
0.9545859852879193,0.6226232009454897,1.612661811034547,0.8565637563710855
0.9392998726520259,0.5978813423660754,1.588126391956783,0.8428360304980166
0.9243231284003667,0.5741254528610431,1.564061775236222,0.8294014716294561
0.9096477470616982,0.5596894554079545,1.5404563797480366,0.8162521038717807
0.8952659810535311,0.5464398238707949,1.5172989856315424,0.8033802191320105
0.8811703310352329,0.5335634468292431,1.4945787209521129,0.790778366763699
0.8673535366531027,0.5210477792474265,1.4722850489034074,0.7784393436443638
0.8538085676608242,0.508880757054685,1.4504077555270347,0.7663561846658378
0.8405286153994245,0.49705077721877444,1.4289369379277623,0.7545221536197252
0.8275070846215449,0.48554667867805135,1.4078629929633215,0.742930734460933
