jointFR1,jointFR2,jointFR3,footFRx,footFRy,footFRz,jointMR1,jointMR2,jointMR3,footMRx,footMRy,footMRz,jointHR1,jointHR2,jointHR3,footHRx,footHRy,footHRz
0.19301378726959,0.44184735417366,-1.9093525409698,0.18547548353672,-0.19892698526382,0.39463979005814,-0.66098809242249,0.19745187461376,-1.5838626623154,-0.030756955966353,-0.13833563029766,0.39410877227783,-1.1432616710663,0.27777174115181,-1.1545249223709,-0.24945478141308,-0.12944455444813,0.39408886432648
0.19291642308235,0.44183564186096,-1.9092580080032,0.18543809652328,-0.1989863961935,0.39463624358177,-0.66108900308609,0.19742032885551,-1.5839649438858,-0.0307587813586,-0.1382801681757,0.39408850669861,-1.1432354450226,0.27791786193848,-1.1547713279724,-0.2493991702795,-0.12944495677948,0.39410030841827
0.19250875711441,0.44178894162178,-1.9088659286499,0.1853503882885,-0.19909644126892,0.39464303851128,-0.66150271892548,0.19729864597321,-1.5844088792801,-0.030759742483497,-0.13812582194805,0.39405229687691,-1.1431250572205,0.27854192256927,-1.1558257341385,-0.24926391243935,-0.12942568957806,0.39413398504257
0.19177602231503,0.44170421361923,-1.9081600904465,0.18522237241268,-0.19928215444088,0.39463955163956,-0.66222196817398,0.1971008181572,-1.5852357149124,-0.03074917756021,-0.1379007846117,0.39399272203445,-1.1429220438004,0.27968975901604,-1.1577718257904,-0.24904337525368,-0.12939941883087,0.39418703317642
0.19076143205166,0.44158282876015,-1.9071743488312,0.18505112826824,-0.19953061640263,0.39463552832603,-0.66319519281387,0.19683596491814,-1.5863857269287,-0.030739553272724,-0.13762214779854,0.39391535520554,-1.1426349878311,0.28128844499588,-1.1604886054993,-0.24876300990582,-0.12937550246716,0.3942494392395
0.18952202796936,0.44143769145012,-1.9059730768204,0.18484614789486,-0.19980549812317,0.39464229345322,-0.66436064243317,0.19648520648479,-1.5877623558044,-0.030728125944734,-0.13728921115398,0.39382144808769,-1.142281293869,0.28324353694916,-1.1638163328171,-0.24843703210354,-0.12934112548828,0.39432296156883
0.18811416625977,0.44127333164215,-1.9046063423157,0.18462541699409,-0.20010843873024,0.39464589953423,-0.66561686992645,0.19593453407288,-1.5891861915588,-0.030696155503392,-0.1369266808033,0.39369305968285,-1.141877412796,0.28547781705856,-1.1676214933395,-0.24806416034698,-0.12929421663284,0.39441028237343
0.18658067286015,0.4410874247551,-1.9031010866165,0.18438804149628,-0.20045422017574,0.39463976025581,-0.66686975955963,0.19507177174091,-1.5904829502106,-0.03064863011241,-0.13656625151634,0.39352241158485,-1.1414324045181,0.28792032599449,-1.1717838048935,-0.24765977263451,-0.12925393879414,0.39450097084045
0.18495166301727,0.4408865571022,-1.901491522789,0.1841306835413,-0.20081295073032,0.39464202523232,-0.66809695959091,0.19390861690044,-1.5916138887405,-0.030597675591707,-0.13619811832905,0.39332246780396,-1.1409549713135,0.29050734639168,-1.1761962175369,-0.24724191427231,-0.12921504676342,0.39459219574928
0.18325524032116,0.44067960977554,-1.8998132944107,0.18386639654636,-0.20116871595383,0.39465090632439,-0.66930091381073,0.19249852001667,-1.5926027297974,-0.030535466969013,-0.13581176102161,0.39310184121132,-1.1404317617416,0.29314669966698,-1.1807345151901,-0.24680522084236,-0.1291806101799,0.39467543363571
0.18151345849037,0.44046121835709,-1.8980747461319,0.1836012750864,-0.20154735445976,0.3946485221386,-0.67048007249832,0.19088904559612,-1.5934711694717,-0.0304582323879,-0.13543002307415,0.39285707473755,-1.1398158073425,0.29569232463837,-1.1852245330811,-0.24634748697281,-0.1291710883379,0.39474108815193
0.17973703145981,0.4402302801609,-1.8962813615799,0.18332569301128,-0.20194359123707,0.39464530348778,-0.6716371178627,0.18911923468113,-1.5942302942276,-0.030380723997951,-0.13505631685257,0.39259523153305,-1.1391036510468,0.29810509085655,-1.18960750103,-0.24588514864445,-0.12919294834137,0.39478319883347
0.17793533205986,0.43999522924423,-1.8944561481476,0.18304236233234,-0.20232890546322,0.3946533203125,-0.67264926433563,0.18727384507656,-1.5947382450104,-0.030312817543745,-0.13476400077343,0.39235240221024,-1.138311624527,0.30039128661156,-1.1938778162003,-0.24542111158371,-0.12922754883766,0.39480996131897
0.17610417306423,0.43975433707237,-1.8926259279251,0.1827542334795,-0.20270654559135,0.39465600252151,-0.67319715023041,0.18549154698849,-1.5946196317673,-0.030247177928686,-0.13460949063301,0.39214062690735,-1.1374570131302,0.30257812142372,-1.1980603933334,-0.24494376778603,-0.12926709651947,0.39483028650284
0.17421519756317,0.43949273228645,-1.8908179998398,0.18245281279087,-0.20309637486935,0.39464485645294,-0.67319482564926,0.18381981551647,-1.5937864780426,-0.030189415439963,-0.13461174070835,0.39195507764816,-1.1365510225296,0.30468547344208,-1.2021714448929,-0.24445979297161,-0.12932755053043,0.39483848214149
0.17226658761501,0.43921548128128,-1.8890430927277,0.18213108181953,-0.20347407460213,0.39463913440704,-0.67270284891129,0.18226152658463,-1.5923237800598,-0.030148956924677,-0.1347332149744,0.3917997777462,-1.135604262352,0.30672207474709,-1.2062126398087,-0.243981808424,-0.12940029799938,0.39483538269997
0.170270845294,0.43893086910248,-1.8873096704483,0.18180146813393,-0.203827470541,0.3946385383606,-0.67181891202927,0.18080797791481,-1.5903688669205,-0.030113350600004,-0.13493421673775,0.3916722536087,-1.1346291303635,0.3087063729763,-1.2102018594742,-0.24350008368492,-0.12946704030037,0.39483177661896
