jointMR1,jointMR2,jointMR3,force
-0.3718275808735051,0.12676859727676923,-1.3143503131467933,-0.2539063924475834
-0.04284954650861904,0.02729990456930347,-0.03234317073463989,0.2321832762897692
-0.29775627206784494,0.2528766349248087,-1.1263801822897122,-0.10111876312956848
-0.25239728660541566,0.2865746742816929,-0.9745611124030892,0.040817705373669494
-0.16482463185223797,0.2939925179166933,-0.8204564502596712,-0.030335018105142317
-0.07091917923274581,-0.049833945095809344,0.026774602777172057,0.03202618918641242
-0.1310141526761538,-0.1081408282602612,-0.8128941711510799,-0.010909773308055194
-0.0675884535015911,0.31930293936894805,-0.29130400085401087,-0.009871808052888741
0.03356852062961056,0.4453940352012852,-0.019289891106005878,-0.00010909296550480079
0.040617692233015874,0.0741570072796819,-0.06703882620221885,0.005730471824254845
-0.03523192902415337,-0.3924025592494321,0.021394388727525412,0.0029233432795934245
-0.07132886654427656,0.24169500834031254,-0.5182759241173839,-0.003193617165471804
-0.0016052905665563638,0.3664981310501716,-0.305688722094349,-0.0006324074703700455
-0.022222178865684727,0.0007081325547346959,-0.21822176082571665,0.0006718119357723995
-0.013287257029986491,0.30278115667698163,-0.47792147733305823,0.0005575662441060516
0.001864641330548471,0.16036364483832563,-0.292573671607489,-0.0021960477651541957
0.06084016059498789,0.3514495187987411,-0.5349793512464492,0.006893813477100282
-0.12448962836807063,-0.40250119136608337,0.43117731139611626,-0.009235595297195693
0.10729516255457609,0.2974995392211947,-0.012723151472121571,-0.02150311717259786
0.12162594639786199,0.3946599370074335,-0.6697546512039877,0.01526102746059077
-0.02731241330751475,-0.11464242091290083,-0.0582789239968394,0.0560896318688117
0.018895551310919724,0.009951307770683133,0.0004766334433061583,-0.012193754727018481
0.11084292166011496,0.3206530616048483,-0.49121207141289497,-0.15758787346476347
0.09286084694425475,0.15824802834605067,-0.3794803980539736,0.26650764661965687
0.15178209453803126,0.3084535903277125,-0.675178035995321,-0.3045909573531914
0.1973887313042333,0.3152739844655257,-0.7691241484733645,0.4756814858535049
0.21201821932065862,0.37908736922316255,-1.0067376732558964,-1.5431850676191303
0.08540885830056437,-0.19344291049319617,0.3400728240918709,7.783745370444807
0.027055086271555073,0.7275067647062639,-1.5200644974868722,-24.007476190143198
0.019284540080823243,0.3704311880414871,-0.6831262225753093,25.782899485684357
0.3577367772532491,-1.018201251573495,1.5664463358702183,-4.290866306390247
-0.019099674266059647,0.07320669050986356,-0.5682287776432321,-6.9840898810021
-0.07582715249450597,0.666610588792817,-1.273853097340112,2.9775510753691337
0.16512176273762874,-0.30309666442290834,0.15891374352299917,1.3372075394779073
0.009237202835768565,0.18955431176017634,-0.8874971417791407,-0.5551562482609146
0.009387206763055423,0.09785880687786794,-0.8554591132258387,0.898934237102864
-0.042113595885616736,0.13703692586502939,-1.0342511287587184,0.39208845217269084
-0.21469885178452774,0.081066950591726,-0.6161656341487716,0.6935768369528608
0.7746124267782988,-0.045945350867265505,0.25541953968847253,-0.9770857566101677
-0.9932814156572878,0.19271998710518484,-1.3960311953087234,1.4883331295636206
