jointMR1,jointMR2,jointMR3,footMRx,footMRy,footMRz,force
-0.5226377248764,0.21632036566734,-1.6922832727432,-0.0057801897637546,-0.13830962777138,0.39408612251282,0.0
-0.5217402348151584,0.2910688863350823,-1.7562996149062846,-0.005407963664485877,-0.1380189852072677,0.4029028140581523,0.0
-0.5108620891204246,0.42694170658405306,-1.8538006452413924,-0.0043397069048996,-0.13958389598589538,0.4174300776078123,0.0
-0.4768475569211523,0.5387685390619138,-1.8927790935222846,-0.0024375449686955776,-0.1471612728559046,0.42970523925928306,0.0
-0.42269423374763077,0.5673959301068201,-1.8366510959772,0.00032568784305246146,-0.1607246169677154,0.4354818738423908,0.0
-0.37488576540580615,0.5949636881168084,-1.7753889744098077,0.0032437408808618697,-0.17393148518525922,0.44276869526276386,0.0
-0.33588640506450845,0.63803663620582,-1.7276319081967,0.0061976268815880226,-0.18547032658870385,0.45256611246329154,0.0
-0.3011952363527762,0.683920988669763,-1.6827538288556385,0.009533587270058186,-0.19598224415229154,0.46343291035065537,0.0
-0.2619672830288192,0.7022098302841169,-1.612962557719277,0.014222043709686077,-0.20752586309726384,0.4725831724130161,0.0
-0.2200242143410908,0.6869221421388485,-1.5140730234293,0.020013655894077456,-0.22011196040189768,0.4794294902911546,0.0
-0.1786522750671069,0.6497844732724684,-1.3952069924427846,0.02653606150012746,-0.23292788519309385,0.4851384598475231,0.0
-0.1396353680353915,0.6192113527884854,-1.2792203793158692,0.033619902168328775,-0.2445081678720623,0.4925471842288939,0.0
-0.10292675174199956,0.5813214595501285,-1.1518045021937462,0.04101167361323607,-0.2556994717854723,0.5003205996293277,0.0
-0.067630231380463,0.52540218830109,-1.0009348392487,0.048864863812924,-0.26676878333092,0.5077623128891,0.0
-0.02925540850712659,0.4727061895223785,-0.8542594634569615,0.058418715515962394,-0.2757240625528154,0.5158594938424923,0.0
0.015621409966395352,0.43026935366483615,-0.7300293445587155,0.07032006119306292,-0.2817996350618515,0.523484578499427,0.0
0.06168726315865184,0.40084586235192843,-0.6255068962390608,0.08286771350182015,-0.2854157479909754,0.5317125641382677,0.0
0.10948425989884224,0.40356311431297764,-0.5777164055750884,0.09599487884686583,-0.2853928437599731,0.5393487902788016,0.0
0.15904011634679457,0.4795535642367153,-0.6940016838220469,0.10849775717808999,-0.2785752071784054,0.5400984287262001,0.0
0.19931074289175152,0.5538599674518307,-0.8612657739565907,0.11734113441063461,-0.2691039672264669,0.5329462977556069,0.0
0.23116937967447002,0.6045936896250793,-1.013891476851254,0.12335780606819922,-0.25904349180368075,0.5228669872650715,0.0
0.262113213539127,0.644673503362217,-1.1521080824045231,0.1284860429855477,-0.24826831427904617,0.5129250150460462,0.0
0.29170669500644464,0.6714095748387862,-1.2739554001734925,0.13259096787526076,-0.2372864507711869,0.5027867418069131,0.0
0.3183231307910015,0.6761660713415878,-1.3726180149959153,0.13561688019678692,-0.22691755569897926,0.4916763099340308,0.0
0.3410267004599923,0.6559944152831992,-1.4450431420252847,0.13758735014842075,-0.21757837900748617,0.47946776564304616,0.0
0.3604781581805315,0.6137337409532977,-1.4930175634530616,0.13882224147136077,-0.2091408142676723,0.46649555747325927,0.0
0.38037645816803,0.56368398666382,-1.5322164297104,0.13972480595112,-0.20025317370892,0.45381480455399,0.0
0.4027396944852977,0.5091292858123792,-1.5662484077306615,0.14052510834657,-0.19072038164505845,0.4415822831483969,0.0
0.42556112087689923,0.4365742206573507,-1.5768723487853769,0.14129602450591,-0.18197373243478845,0.42876482239136,0.0
0.4445890004818277,0.3394272671296056,-1.550776133170454,0.14178291650918848,-0.17514918744564154,0.4148176083197954,1.0
0.44458866119384616,0.23872452859695548,-1.5155946566508232,0.13852744606824616,-0.16941134287760462,0.40140399107566466,1.0
0.3927869429955147,0.2054185500511723,-1.5472061267266,0.12660284340382,-0.16502313545116923,0.39591747063856925,1.0
0.3125053048133862,0.21247760149148462,-1.6080408096313616,0.11174037250188769,-0.16174546571878154,0.3951394718426938,1.0
0.2209100402318511,0.22027706182919843,-1.6610308335377537,0.09652949525759744,-0.15864246625166617,0.39494454860687694,1.0
0.12075646565510721,0.22466266384491462,-1.7018332114586767,0.08128336473153219,-0.15556181279512615,0.39480606638468235,1.0
0.013410792900966402,0.2263124264203623,-1.7301475726640767,0.06604419935208074,-0.1524725327124954,0.39467139427478926,1.0
-0.09925851455101811,0.22618843844303538,-1.7454719451757383,0.05077939365918787,-0.14948545510952385,0.39454168998277844,1.0
-0.21440484661322834,0.22493237027755156,-1.7465290564757152,0.03547765085330379,-0.14669999021750307,0.39441846425716387,1.0
-0.3286329805850953,0.22303313819261922,-1.737340707045323,0.0202646646648647,-0.14366093965677385,0.3943029458706223,1.0
-0.43954479694366,0.21992915868759,-1.7160048484802,0.0050731948576868,-0.14060191810131,0.39418190717697,1.0
