x_column,y_column,z_column,qx_column,qy_column,qz_column,qw_column
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,0.0,0.0,0.0,0.0,1.0
0.0,-0.0,6.884527540692057e-06,0.0,0.0,0.0,1.0
-0.006927094488912794,-0.004061183190715604,0.0006333765337436507,0.0,0.0,0.0,1.0
-0.026450057105161774,-0.06184078608080559,0.001987907327374772,0.0,0.0,0.0,1.0
-0.030768014813811168,-0.07653263189827715,0.0021115158900372015,0.0,0.0,0.0,1.0
-0.041097126220085406,-0.07895830481595349,0.0026888774042452324,0.0,0.0,0.0,1.0
-0.048333754180241544,-0.08281539605553766,0.001630694227933871,0.0,0.0,0.0,1.0
-0.05394185287146469,-0.08424619778544816,0.0025347578672547345,0.0,0.0,0.0,1.0
-0.05389908387672767,-0.07652862405029416,0.0007418078425095484,0.0,0.0,0.0,1.0
-0.05405282415647567,-0.0767823516572143,0.0018146988731123678,0.0,0.0,0.0,1.0
-0.051176694798400646,-0.07586763742910732,0.0034012695381718024,0.0,0.0,0.0,1.0
-0.04412562725007686,-0.05449625050406399,0.0022201036653381016,0.0,0.0,0.0,1.0
-0.0367823619297097,-0.05835673299963384,7.745093483278343e-05,0.0,0.0,0.0,1.0
-0.03292961683314641,-0.06546634702537522,0.0008824712574886844,0.0,0.0,0.0,1.0
-0.02825011855565341,-0.07093151019411548,0.0012875631166443884,0.0,0.0,0.0,1.0
-0.024991121156692594,-0.06837049533301516,0.00015349367085042576,0.0,0.0,0.0,1.0
