jointMR1,jointMR2,jointMR3,force
5.830647916623665,5.793591918917451,7.682633079598713,5.507481538045208
5.523763388147951,5.482780378377312,7.260248964939272,5.232109731093566
5.2464716715090685,5.188250395463021,6.860131596555345,4.970247776890525
4.982788825421842,4.90915407758281,6.4811195278486196,4.721237341031505
4.732051704489457,4.644687617377626,6.1221117269183996,4.484452076765584
4.493629383259784,4.394089001626333,5.782064436417476,4.259296072809711
4.2669215928247155,4.156635839200607,5.459988196583019,4.045202376435149
4.051357233233356,3.9316433018837524,5.1549450229639495,3.841631588176956
3.846392958043861,3.7184621721891773,4.86604573080673,3.648070524694244
3.6515118275166216,3.516476992618887,4.594759891356745,3.4640309464772057
3.4662220271211264,3.325104311091253,4.356410015262934,3.289048347257085
3.290055648190141,3.1437910175411665,4.129859194786001,3.1226808021276793
3.122567527708286,2.9720127669553102,3.9145305129713526,2.9645078715318958
2.963334144368137,2.809272484351419,3.70987512543773,2.814129558404968
2.811952568165955,2.6550989474437654,3.5153708972852824,2.671165315897097
2.668039460941381,2.5090454429583064,3.330521106124778,2.5352531032233103
2.5312301253912244,2.3706884927706793,3.1548532080219958,2.406048487307177
2.4011776002072307,2.239626646239064,2.987917663306807,2.2832237879980797
2.2775517991016003,2.115479335292427,2.829286819344305,2.1664672647494383
2.160038691592456,1.9978857890133814,2.678553847506059,2.055482342747622
2.04833952352456,1.8865040046243053,2.535331731713441,1.9499868765788113
1.9421700753987972,1.7810097719460063,2.3992523060523787,1.8497124496137147
1.8412599566772203,1.6810957485504727,2.308344343682381,1.7565517940552948
1.7453519343194355,1.5864705829736245,2.251107511090527,1.6712748333988787
1.6542012938905541,1.4968580834908518,2.198915751576376,1.5898881289843452
1.5675752316614666,1.4137571981855557,2.148176024670497,1.512218205778551
1.4852522761987093,1.3461293212589283,2.0988388234573563,1.4380992629728524
1.4070217380140468,1.281606160609958,2.050856616880103,1.3673728354808228
1.3326831859132324,1.2200475479176196,2.0041837630928625,1.2998874703505037
1.2620459487493172,1.161319604330347,1.9587764268015202,1.251918842928503
1.194928641348686,1.105294458884353,1.9145925004050688,1.2225598123405543
1.131158713437676,1.0518499795183718,1.8715915287585385,1.1941750419013282
1.0947278801595766,1.0022267024249207,1.8297346373870524,1.1667271252616376
1.0634273562542553,0.955528778602953,1.7889844639886785,1.1401802020180662
1.0388611485498422,0.9109312233561307,1.7493050930714595,1.1144998914903483
1.0149780040718779,0.8683403312975851,1.7106619935773786,1.0896532293845542
0.9917545894343669,0.8336922063321659,1.6730219593530102,1.0656086072152389
0.9691685046687561,0.8060399085125651,1.636353052333284,1.0423357143653609
0.9471982422280079,0.7794246984901385,1.6006245483111388,1.019805482668066
0.9258231478789678,0.7538045126649082,1.565806885171888,0.9979900333996051
