jointMR1,jointMR2,jointMR3,force
-0.27052694820139983,0.13618953933155536,-1.7162506113939011,-0.1418581555362046
-0.02122782239388981,-0.014714174000171939,0.5587161030940916,0.15739052787543523
-0.13617690343530373,0.23237922903883065,-1.2284092074309634,-0.07490018239752538
-0.17888956468356368,0.30271352253520817,-0.8538692587095693,0.025013740360878053
-0.15088651705969952,0.35631237082581857,-1.204207190390914,-0.009697340504797224
-0.07108923223367603,0.14948833246962584,-0.429356087913136,0.008456162763377156
-0.06895675639143568,0.0568764316181095,-0.4264877800709768,-0.009697759977523332
-0.06084416278273006,0.2128980036564019,-0.6945255416540815,0.0046669797037847925
-0.014060306648782583,0.2063298140552889,-0.20811646434728115,0.0010549261064136076
0.01881602595041222,0.0865834853212916,0.10921569945490017,-0.000831427656105259
0.017681980316214624,-0.030967618400084277,0.12661587339831543,0.00010878070201286727
-0.0019094006708897503,0.07935280462648096,-0.40378233720551576,-0.0001993578478123671
-0.010685979591080464,0.18913106313985228,-0.4934304142732931,-0.0013050938262245042
0.007258660457322812,0.13974863001638207,-0.042070546478565465,0.0024663727760353958
0.033302333061640065,0.1729030685444013,-0.40630984979611195,-0.0024603034361539828
0.050379496239860336,0.19711871529924205,-0.3086580432297438,0.0027908083754260194
0.09848194509663838,0.2368564981173485,-0.3624825956661161,-0.005784504027396445
0.009112508140859057,-0.016382120473823647,-0.06649639882888574,0.013159335596992026
0.044721068004604875,0.02545051379549766,0.30608810543800796,0.010073465074074665
0.07777550253565976,0.15004821656621647,-0.3372205724648823,-0.06574697111483849
0.03295716007554677,0.07452774739730247,-0.18947967059136,-0.034267940228129415
0.02474635651679214,0.07147063518002059,-0.16303445967698818,0.08574318266328984
0.05389769762043004,0.1016170393420038,-0.17047053184549005,0.13403718094092437
0.08541056644832959,0.11618583214994527,-0.19498406168322824,-0.08213976476875899
0.10203790367141145,0.12212456445303871,-0.29184961090282824,-0.350593646427505
0.12515632290674425,0.1396934324875495,-0.3945958245536394,0.5959861930399033
0.18952487445926458,0.1937567433792592,-0.5351776077975332,-0.5722246539123951
0.2578800493402496,0.2367431075741965,-0.7397146556958385,0.6220931766280198
0.30975108678276836,0.1892427258410662,-0.7828144306398632,-1.1899956976858905
0.0920751332057123,0.18809327988193902,-0.4835561608636667,2.3979169920143306
0.25292953528052664,-0.011941186684732161,-0.22659766603813997,-2.2960904877100137
0.1734187867572256,-0.06780654028884077,-0.21827871892926612,1.5121423008706647
-0.0015972437918096978,0.03818045740362531,-0.2089210776948933,0.4718309407301379
-0.017808752240858955,0.07522834001623006,-0.2128981804657093,-0.370929332444977
0.059342911132876326,0.060752614931815364,-0.356056742270769,0.030875422838978296
0.07987412394589578,0.04622332848552887,-0.5411759943153812,0.6331444617234245
0.01789625817688525,0.06693449267674244,-0.4838152268591401,0.12597554680860437
-0.035586811554797204,0.12759460136056358,-0.9839662476332429,0.6057907968935149
-0.03903332704583799,0.09945519748346099,-0.803123304913579,0.41499213999799484
-0.23685329056914414,0.17577099816691186,-1.3660324421189538,0.824779709339641
