jointHR1,jointHR2,jointHR3,force
-0.41913035716449365,0.4305109823907991,-1.5686312973003587,0.0014685102541520051
-0.2097930029571008,0.13361712276415283,0.7023329997289857,-0.0058756246122680465
-0.0060185962834542585,0.028650346485219816,-1.6932253642430564,0.00735181866102247
0.1957848684251703,-0.23944265158112193,0.7947200319354595,-0.00034328899016353214
-0.005643195465454423,0.07301765624315176,0.27383003429975017,-0.0035053413565763174
-0.1657376104340442,0.294215694894598,-0.6632881293302181,-0.0005738265847624166
-0.13469201900898564,0.2510019930615851,-0.686508532922518,0.0020304411977711285
-0.013555351033839824,0.07796955428272166,-0.031565985955856295,0.0002630141568836269
-0.06583575406638148,0.20741704471377703,-0.4645896055509882,-0.0010912427765902462
-0.14283350459364094,0.39791451514824555,-0.7021010519140599,0.0006155663067909169
-0.13169628276269532,0.4407238821376959,-0.7398812965975684,-0.000279694043314534
-0.15926254605727477,0.5513276444604717,-0.9415791102487334,0.0003046345111406654
-0.03101711055761144,0.1671072709212993,-0.15438619303723822,-0.0009922523419013183
-0.14403872659780734,0.3575571906869291,-0.6778288362658585,0.0019981446522418255
-0.07720972785668122,0.3192354653961781,-0.8696471502364909,0.0013869733049081097
0.06985623204580273,0.0021432088575152356,0.6559091278979322,-0.004541001587730053
0.06362680099581014,-0.10091540487566845,0.3694935875477255,-0.0011970100168480684
-0.07910584944802923,0.16917047634987645,-0.9579699182841229,0.005456128899583175
-0.03527272769758694,0.24584871389614463,-0.0861376761492445,0.00034913312528681327
0.016825027828225234,0.12983385204980027,-0.3098161359553414,-0.008199808351577721
-0.018666447711472745,0.2453590742212807,-0.5358988031219264,0.014658159995727674
0.009600087365446689,0.26313158639987905,-0.568745724010277,-0.03331853716838683
0.02216516059371862,0.19559737605339497,-0.574600880288622,0.13667547480063313
-0.01963403516744084,0.07746191264387886,0.13018576887120503,-0.5764423746256125
0.04010538420011958,0.15184048299301758,-0.8036925547885155,0.7268121323400492
0.025117860404637826,0.038228568018149285,0.011772223697764947,0.8274761396187612
0.011143595544945985,0.03527870886890159,0.02279797850699548,-1.311673246092228
0.014586709630366509,0.05284914146973166,-0.3067190373127872,-1.8832807217251817
0.036562813671403946,0.11585007590759112,-0.5390129574381551,4.883246306773882
0.06373382940547093,0.16322744954286905,-0.3623009977840836,-4.689300988210982
0.10528787264278158,0.22516321022852182,-0.8436783073989216,3.095087520259789
0.08899685153687444,0.29969256315530857,-0.9155566952326145,-0.4377499070640037
0.020495301916734737,0.3230023748829543,-1.157835636175663,1.1028859021878246
0.08317701626495566,0.012966948498968293,0.13417463148399925,-0.5752885851521949
0.048169147698346106,0.2856086995263396,-0.7954651248091847,0.878806215123106
-0.16609657890805327,0.21241425794105803,-0.9430032942959403,0.48537695730763153
-0.1123304145541394,-0.01550809149691741,-0.3306214289587059,0.03977639491758514
0.160175848641125,-0.17476678557351855,0.5741782705298225,-0.36323674499800823
0.2678393874959674,-0.09570486246929816,1.3700447757279224,-0.7255219964721566
-0.753934470596863,0.638927576338935,-2.780479245475349,1.5652935636255658
