Time (s),CPG0,CPG1,Z_POS (Meters),CL0 (Degrees),FL0 (Degrees),TL0 (Degrees)
15.98,+7.755e-01,+7.430e-01,-1.694,1.945,1.984,1.076
15.99,+8.627e-01,+6.822e-01,-1.699,1.946,1.984,1.088
16.0,+8.873e-01,+6.192e-01,-1.698,1.942,1.984,1.106
16.02,+8.908e-01,+5.570e-01,-1.688,1.933,1.984,1.141
16.03,+8.881e-01,+4.933e-01,-1.704,1.93,1.988,1.161
16.05,+8.835e-01,+4.234e-01,-1.779,1.929,1.997,1.196
16.06,+8.776e-01,+3.410e-01,-1.824,1.935,2.009,1.217
16.08,+8.703e-01,+2.370e-01,-1.927,1.949,2.041,1.255
16.1,+8.526e-01,+6.840e-02,-1.925,1.97,2.088,1.289
16.11,+8.188e-01,-1.478e-01,-1.924,1.985,2.155,1.324
16.13,+7.606e-01,-3.655e-01,-1.854,2.039,2.279,1.405
16.14,+6.511e-01,-5.227e-01,-1.771,2.132,2.258,1.484
16.16,+4.942e-01,-6.197e-01,-1.639,2.285,2.164,1.629
16.18,+2.343e-01,-6.480e-01,-1.607,2.402,2.04,1.758
16.19,-2.414e-01,-5.874e-01,-1.611,2.445,2.002,1.823
16.21,-7.712e-01,-3.828e-01,-1.615,2.51,1.986,1.928
16.23,-9.004e-01,-8.526e-02,-1.654,2.54,1.984,2.019
16.24,-8.663e-01,+1.795e-01,-1.663,2.541,1.984,2.073
16.26,-8.453e-01,+4.147e-01,-1.665,2.523,1.984,2.157
16.27,-8.029e-01,+6.424e-01,-1.698,2.488,1.984,2.186
16.29,-7.425e-01,+8.007e-01,-1.795,2.427,1.984,2.231
16.3,-6.874e-01,+8.566e-01,-1.839,2.397,1.984,2.253
16.32,-6.923e-01,+8.337e-01,-1.894,2.352,1.984,2.287
16.34,-7.560e-01,+7.622e-01,-1.912,2.314,1.984,2.311
16.35,-7.888e-01,+7.318e-01,-1.905,2.29,1.983,2.312
16.37,-7.951e-01,+7.302e-01,-1.862,2.242,1.984,2.294
16.39,-7.648e-01,+7.886e-01,-1.856,2.189,1.984,2.238
16.4,-6.965e-01,+8.603e-01,-1.872,2.156,1.984,2.168
16.42,-6.195e-01,+8.874e-01,-1.919,2.107,1.984,2.025
16.44,-5.456e-01,+8.899e-01,-1.926,2.079,1.984,1.864
16.45,-4.685e-01,+8.863e-01,-1.925,2.064,1.984,1.766
16.47,-3.812e-01,+8.805e-01,-1.917,2.034,1.983,1.578
16.49,-2.738e-01,+8.729e-01,-1.876,2.01,1.984,1.423
16.5,-1.416e-01,+8.604e-01,-1.858,1.999,1.984,1.353
16.52,+2.487e-02,+8.418e-01,-1.821,1.981,1.984,1.244
16.53,+2.471e-01,+8.194e-01,-1.807,1.973,1.984,1.2
16.55,+5.065e-01,+7.865e-01,-1.799,1.961,1.984,1.137
16.56,+7.106e-01,+7.244e-01,-1.807,1.957,1.984,1.121
16.58,+8.270e-01,+6.577e-01,-1.838,1.953,1.984,1.107
16.6,+8.703e-01,+5.828e-01,-1.859,1.95,1.984,1.117
16.61,+8.812e-01,+5.034e-01,-1.864,1.943,1.984,1.134
16.63,+8.820e-01,+4.367e-01,-1.878,1.931,1.984,1.163
16.64,+8.780e-01,+3.580e-01,-1.89,1.928,1.988,1.181
16.66,+8.715e-01,+2.593e-01,-1.927,1.931,1.999,1.213
16.68,+8.624e-01,+1.282e-01,-1.925,1.942,2.011,1.24
16.69,+8.492e-01,-5.197e-02,-1.925,1.951,2.035,1.262
16.71,+8.288e-01,-2.918e-01,-1.925,1.972,2.123,1.314
16.73,+7.964e-01,-5.584e-01,-1.863,2.013,2.262,1.389
16.74,+7.481e-01,-7.594e-01,-1.754,2.102,2.249,1.468
16.76,+6.883e-01,-8.518e-01,-1.524,2.267,2.153,1.622
16.78,+6.262e-01,-8.799e-01,-1.41,2.392,2.029,1.756
16.79,+5.652e-01,-8.848e-01,-1.386,2.437,1.998,1.821
16.8,+4.459e-01,-8.607e-01,-1.342,2.47,1.988,1.883
16.82,+3.019e-01,-8.429e-01,-1.208,2.517,1.984,1.987
16.83,+1.084e-01,-8.235e-01,-1.138,2.525,1.984,2.047
16.85,-1.591e-01,-7.963e-01,-1.048,2.518,1.984,2.143
16.87,-4.098e-01,-7.859e-01,-1.036,2.474,1.984,2.207
16.88,-6.548e-01,-7.512e-01,-1.055,2.44,1.984,2.229
16.9,-8.065e-01,-6.954e-01,-1.105,2.39,1.984,2.268
16.92,-8.672e-01,-6.195e-01,-1.15,2.352,1.983,2.299
16.93,-8.819e-01,-5.345e-01,-1.152,2.335,1.983,2.311
16.95,-8.808e-01,-4.432e-01,-1.132,2.3,1.984,2.325
16.97,-8.746e-01,-3.375e-01,-1.123,2.26,1.984,2.318
16.98,-8.645e-01,-2.111e-01,-1.141,2.228,1.984,2.287
17.0,-8.521e-01,-3.986e-02,-1.2,2.169,1.984,2.207
17.02,-8.343e-01,+1.915e-01,-1.266,2.117,1.984,2.091
17.03,-8.062e-01,+4.664e-01,-1.288,2.095,1.984,1.994
17.05,-7.625e-01,+7.030e-01,-1.29,2.062,1.984,1.811
17.06,-7.008e-01,+8.325e-01,-1.291,2.041,1.984,1.711
17.08,-6.300e-01,+8.779e-01,-1.306,2.006,1.984,1.529
17.1,-5.555e-01,+8.886e-01,-1.353,1.983,1.984,1.392
17.11,-4.770e-01,+8.874e-01,-1.388,1.976,1.984,1.332
17.13,-3.879e-01,+8.822e-01,-1.454,1.966,1.984,1.238
17.15,-2.785e-01,+8.749e-01,-1.503,1.958,1.984,1.168
17.17,-1.340e-01,+8.650e-01,-1.517,1.951,1.983,1.116
17.18,+6.473e-02,+8.507e-01,-1.519,1.947,1.984,1.097
17.2,+3.265e-01,+8.284e-01,-1.522,1.944,1.984,1.073
17.22,+6.040e-01,+7.927e-01,-1.541,1.943,1.984,1.07
17.23,+7.924e-01,+7.403e-01,-1.553,1.945,1.984,1.084
17.25,+8.685e-01,+6.776e-01,-1.581,1.943,1.984,1.113
17.27,+8.887e-01,+6.142e-01,-1.626,1.932,1.984,1.146
17.28,+8.909e-01,+5.518e-01,-1.654,1.928,1.988,1.166
17.3,+8.879e-01,+4.878e-01,-1.713,1.927,1.998,1.2
17.31,+8.831e-01,+4.171e-01,-1.739,1.932,2.01,1.22
17.33,+8.771e-01,+3.335e-01,-1.789,1.943,2.041,1.255
17.35,+8.696e-01,+2.273e-01,-1.848,1.957,2.091,1.29
17.36,+8.594e-01,+8.443e-02,-1.88,1.967,2.14,1.314
17.38,+8.445e-01,-1.120e-01,-1.929,1.99,2.237,1.358
17.4,+8.214e-01,-3.655e-01,-1.925,2.025,2.341,1.403
17.41,+7.848e-01,-6.241e-01,-1.925,2.075,2.364,1.446
17.43,+7.057e-01,-7.650e-01,-1.925,2.198,2.341,1.545
17.45,+5.654e-01,-7.891e-01,-1.925,2.338,2.246,1.663
17.46,+2.943e-01,-7.396e-01,-1.925,2.4,2.176,1.735
17.48,-2.063e-01,-6.330e-01,-1.925,2.484,2.017,1.859
17.5,-7.524e-01,-4.266e-01,-1.926,2.526,1.987,1.965
17.51,-9.014e-01,-1.261e-01,-1.925,2.533,1.986,2.019
17.53,-8.687e-01,+1.413e-01,-1.925,2.533,1.984,2.104
17.54,-8.483e-01,+3.815e-01,-1.925,2.515,1.984,2.138
17.56,-8.159e-01,+5.983e-01,-1.91,2.472,1.983,2.19
17.57,-7.867e-01,+7.283e-01,-1.876,2.447,1.983,2.209
17.59,-7.700e-01,+7.747e-01,-1.776,2.412,1.983,2.238
17.61,-7.690e-01,+7.765e-01,-1.7,2.383,1.984,2.259
17.62,-7.538e-01,+7.987e-01,-1.682,2.366,1.984,2.271
17.64,-7.108e-01,+8.432e-01,-1.665,2.338,1.984,2.292
17.65,-6.744e-01,+8.579e-01,-1.669,2.322,1.984,2.304
17.67,-6.410e-01,+8.635e-01,-1.703,2.292,1.984,2.319
17.69,-6.042e-01,+8.684e-01,-1.704,2.255,1.984,2.319
17.7,-5.631e-01,+8.713e-01,-1.693,2.227,1.984,2.295
17.72,-5.081e-01,+8.755e-01,-1.68,2.174,1.984,2.225
17.73,-4.272e-01,+8.804e-01,-1.694,2.144,1.984,2.146
17.75,-3.291e-01,+8.769e-01,-1.746,2.098,1.984,1.987
17.77,-2.023e-01,+8.692e-01,-1.801,2.066,1.984,1.813
17.78,-2.981e-02,+8.574e-01,-1.829,2.048,1.984,1.714
17.8,+1.858e-01,+8.334e-01,-1.906,2.017,1.984,1.533
17.81,+4.490e-01,+8.025e-01,-1.928,2.003,1.983,1.454
17.83,+6.885e-01,+7.571e-01,-1.873,1.983,1.984,1.329
17.85,+8.250e-01,+6.962e-01,-1.802,1.971,1.984,1.237
17.86,+8.764e-01,+6.373e-01,-1.791,1.968,1.984,1.197
17.88,+8.882e-01,+5.721e-01,-1.811,1.961,1.984,1.136
17.9,+8.851e-01,+4.653e-01,-1.886,1.954,1.984,1.094
17.91,+8.771e-01,+3.515e-01,-1.925,1.952,1.984,1.083
17.93,+8.659e-01,+2.185e-01,-1.924,1.95,1.984,1.075
17.95,+8.515e-01,+5.417e-02,-1.903,1.949,1.983,1.088
17.96,+8.381e-01,-1.519e-01,-1.894,1.949,1.983,1.107
17.98,+8.127e-01,-4.092e-01,-1.901,1.945,1.984,1.143
17.99,+7.706e-01,-6.523e-01,-1.918,1.943,1.984,1.165
18.01,+7.125e-01,-8.005e-01,-1.925,1.949,1.99,1.201
18.03,+6.481e-01,-8.602e-01,-1.925,1.957,2.013,1.238
18.05,+5.847e-01,-8.779e-01,-1.921,1.972,2.079,1.288
18.06,+5.247e-01,-8.816e-01,-1.894,1.992,2.165,1.334
18.07,+4.604e-01,-8.790e-01,-1.809,2.056,2.206,1.399
18.09,+3.873e-01,-8.740e-01,-1.585,2.191,2.217,1.527
18.1,+2.981e-01,-8.673e-01,-1.476,2.261,2.18,1.6
18.12,+1.824e-01,-8.585e-01,-1.283,2.368,2.108,1.714
18.14,+2.491e-02,-8.463e-01,-1.135,2.449,2.027,1.803
18.15,-1.897e-01,-8.280e-01,-1.08,2.485,1.997,1.849
18.17,-4.521e-01,-7.991e-01,-0.9901,2.535,1.985,1.925
18.19,-6.892e-01,-7.541e-01,-0.9644,2.545,1.984,1.993
18.2,-8.230e-01,-6.925e-01,-0.9643,2.545,1.984,2.033
18.22,-8.707e-01,-6.225e-01,-0.981,2.545,1.984,2.108
18.24,-8.825e-01,-5.423e-01,-1.028,2.532,1.984,2.181
18.26,-8.810e-01,-4.569e-01,-1.129,2.488,1.984,2.233
18.27,-8.750e-01,-3.591e-01,-1.198,2.45,1.983,2.251
18.29,-8.665e-01,-2.376e-01,-1.303,2.392,1.983,2.282
18.31,-8.537e-01,-7.980e-02,-1.377,2.35,1.983,2.307
18.32,-8.359e-01,+1.365e-01,-1.408,2.328,1.984,2.315
18.34,-8.083e-01,+4.096e-01,-1.46,2.287,1.984,2.32
18.36,-7.646e-01,+6.694e-01,-1.521,2.242,1.984,2.301
18.37,-7.029e-01,+8.214e-01,-1.576,2.208,1.984,2.259
18.39,-6.364e-01,+8.729e-01,-1.703,2.148,1.984,2.159
18.41,-5.687e-01,+8.850e-01,-1.849,2.101,1.984,2.026
18.43,-4.993e-01,+8.845e-01,-1.927,2.093,1.985,1.877
18.44,-4.235e-01,+8.800e-01,-1.926,2.074,1.984,1.778
18.46,-3.244e-01,+8.765e-01,-1.919,2.043,1.984,1.586
18.48,-1.960e-01,+8.688e-01,-1.908,2.02,1.984,1.422
18.5,-3.747e-02,+8.524e-01,-1.907,1.998,1.984,1.293
18.51,+1.776e-01,+8.330e-01,-1.911,1.987,1.984,1.241
18.53,+4.427e-01,+8.044e-01,-1.918,1.97,1.984,1.167
18.55,+6.277e-01,+7.133e-01,-1.925,1.96,1.983,1.129
18.56,+7.474e-01,+6.075e-01,-1.925,1.958,1.984,1.129
18.58,+8.121e-01,+4.966e-01,-1.923,1.954,1.984,1.14
18.59,+8.386e-01,+3.737e-01,-1.926,1.949,1.984,1.155
18.61,+8.543e-01,+2.727e-01,-1.925,1.943,1.984,1.181
18.63,+8.571e-01,+1.514e-01,-1.925,1.947,1.986,1.21
18.64,+8.490e-01,-1.794e-02,-1.925,1.955,2.006,1.232
18.66,+8.317e-01,-2.476e-01,-1.925,1.973,2.07,1.283
18.68,+8.023e-01,-5.150e-01,-1.906,1.999,2.2,1.348
18.7,+7.570e-01,-7.332e-01,-1.791,2.072,2.296,1.437
18.71,+6.986e-01,-8.422e-01,-1.685,2.165,2.257,1.517
18.73,+6.365e-01,-8.775e-01,-1.514,2.307,2.163,1.653
18.75,+5.753e-01,-8.846e-01,-1.456,2.413,2.057,1.766
18.77,+5.138e-01,-8.831e-01,-1.461,2.487,1.991,1.863
18.78,+4.480e-01,-8.788e-01,-1.45,2.514,1.986,1.913
18.79,+3.724e-01,-8.731e-01,-1.432,2.531,1.984,1.966
18.81,+2.795e-01,-8.660e-01,-1.383,2.544,1.984,2.057
18.82,+1.574e-01,-8.566e-01,-1.374,2.535,1.984,2.109
18.84,-9.327e-03,-8.436e-01,-1.388,2.498,1.985,2.185
18.86,-2.346e-01,-8.238e-01,-1.437,2.438,1.984,2.232
18.87,-4.997e-01,-7.924e-01,-1.463,2.408,1.984,2.253
18.89,-7.216e-01,-7.442e-01,-1.491,2.359,1.983,2.287
18.91,-8.362e-01,-6.805e-01,-1.481,2.319,1.983,2.31
18.93,-8.743e-01,-6.098e-01,-1.463,2.281,1.984,2.317
18.94,-8.820e-01,-5.362e-01,-1.471,2.252,1.984,2.299
18.96,-8.798e-01,-4.571e-01,-1.523,2.194,1.984,2.242
18.98,-8.746e-01,-3.607e-01,-1.586,2.138,1.984,2.143
19.0,-8.663e-01,-2.408e-01,-1.632,2.093,1.983,2.003
19.01,-8.551e-01,-7.987e-02,-1.643,2.073,1.984,1.904
19.03,-8.390e-01,+1.390e-01,-1.648,2.039,1.984,1.71
19.05,-8.114e-01,+4.114e-01,-1.647,2.005,1.984,1.537
19.07,-7.689e-01,+6.676e-01,-1.652,1.981,1.984,1.401
19.08,-7.088e-01,+8.187e-01,-1.653,1.973,1.984,1.342
19.1,-6.400e-01,+8.734e-01,-1.664,1.963,1.984,1.25
19.11,-5.797e-01,+8.819e-01,-1.674,1.96,1.984,1.209
19.13,-5.205e-01,+8.808e-01,-1.682,1.953,1.984,1.146
19.15,-4.587e-01,+8.767e-01,-1.683,1.949,1.984,1.1
19.16,-3.836e-01,+8.732e-01,-1.687,1.946,1.984,1.085
19.18,-2.754e-01,+8.716e-01,-1.682,1.942,1.984,1.069
19.2,-1.307e-01,+8.636e-01,-1.655,1.942,1.984,1.073
19.22,+6.871e-02,+8.498e-01,-1.627,1.945,1.984,1.096
19.23,+3.310e-01,+8.276e-01,-1.646,1.941,1.984,1.116
19.25,+6.075e-01,+7.916e-01,-1.732,1.931,1.984,1.152
19.27,+7.940e-01,+7.389e-01,-1.853,1.927,1.987,1.185
19.29,+8.689e-01,+6.762e-01,-1.927,1.935,1.996,1.216
19.3,+8.785e-01,+5.159e-01,-1.926,1.943,2.005,1.231
19.32,+8.705e-01,+3.400e-01,-1.925,1.962,2.076,1.285
19.34,+8.529e-01,+1.562e-01,-1.873,2.008,2.227,1.369
19.35,+8.258e-01,-4.851e-02,-1.783,2.1,2.219,1.459
19.37,+8.121e-01,-2.791e-01,-1.615,2.276,2.101,1.631
19.39,+7.890e-01,-5.428e-01,-1.556,2.4,2.0,1.776
19.4,+7.412e-01,-7.441e-01,-1.544,2.444,1.989,1.842
19.42,+6.773e-01,-8.389e-01,-1.562,2.506,1.985,1.951
19.44,+5.848e-01,-8.565e-01,-1.593,2.533,1.984,2.046
19.45,+4.310e-01,-8.327e-01,-1.6,2.527,1.984,2.098
19.47,+2.143e-01,-8.032e-01,-1.614,2.497,1.985,2.174
19.49,-1.363e-01,-7.490e-01,-1.663,2.444,1.984,2.222
19.5,-5.797e-01,-6.494e-01,-1.711,2.414,1.984,2.242
19.52,-8.122e-01,-5.398e-01,-1.83,2.365,1.984,2.277
19.54,-8.723e-01,-4.071e-01,-1.897,2.324,1.984,2.304
19.55,-8.735e-01,-2.675e-01,-1.914,2.3,1.984,2.308
19.57,-8.586e-01,-1.194e-01,-1.925,2.258,1.985,2.301
19.58,-8.412e-01,+8.312e-02,-1.925,2.23,1.984,2.269
19.6,-8.159e-01,+3.469e-01,-1.925,2.174,1.984,2.197
19.61,-7.759e-01,+6.195e-01,-1.925,2.143,1.984,2.141
19.63,-7.177e-01,+7.985e-01,-1.925,2.091,1.983,2.042
19.65,-6.476e-01,+8.690e-01,-1.925,2.049,1.982,1.947
19.66,-5.823e-01,+8.833e-01,-1.925,2.034,1.982,1.883
19.68,-5.166e-01,+8.837e-01,-1.902,2.013,1.982,1.76
19.7,-4.467e-01,+8.797e-01,-1.819,2.011,1.984,1.624
19.72,-3.667e-01,+8.739e-01,-1.757,2.013,1.984,1.485
19.73,-2.530e-01,+8.708e-01,-1.756,2.006,1.984,1.412
19.75,-9.982e-02,+8.617e-01,-1.797,1.992,1.984,1.295
19.77,+1.113e-01,+8.468e-01,-1.877,1.978,1.984,1.208
19.79,+3.826e-01,+8.225e-01,-1.926,1.964,1.984,1.143
19.8,+6.504e-01,+7.835e-01,-1.92,1.958,1.984,1.119
19.82,+8.144e-01,+7.282e-01,-1.9,1.951,1.984,1.088
19.84,+8.750e-01,+6.649e-01,-1.914,1.95,1.984,1.081
19.86,+8.899e-01,+6.018e-01,-1.926,1.954,1.983,1.094
19.87,+8.905e-01,+5.395e-01,-1.925,1.954,1.983,1.111
19.89,+8.870e-01,+4.745e-01,-1.925,1.953,1.982,1.144
19.9,+8.820e-01,+4.019e-01,-1.914,1.958,1.982,1.173
19.92,+8.758e-01,+3.147e-01,-1.86,1.971,2.027,1.235
19.94,+8.678e-01,+2.025e-01,-1.754,1.994,2.169,1.313
19.96,+8.569e-01,+5.051e-02,-1.511,2.064,2.29,1.413
19.97,+8.408e-01,-1.579e-01,-1.332,2.15,2.264,1.489
19.99,+8.154e-01,-4.190e-01,-1.034,2.284,2.207,1.615
20.01,+7.756e-01,-6.668e-01,-0.8604,2.378,2.149,1.713
20.02,+7.207e-01,-8.147e-01,-0.8163,2.421,2.096,1.763
20.04,+6.590e-01,-8.698e-01,-0.7911,2.49,2.005,1.851
20.06,+5.974e-01,-8.837e-01,-0.7731,2.536,1.986,1.929
20.08,+5.362e-01,-8.841e-01,-0.7859,2.545,1.984,1.999
20.09,+4.723e-01,-8.804e-01,-0.8059,2.546,1.984,2.042
20.11,+4.007e-01,-8.751e-01,-0.8636,2.546,1.984,2.121
20.12,+3.147e-01,-8.686e-01,-0.912,2.525,1.984,2.162
20.13,+2.045e-01,-8.602e-01,-0.9832,2.487,1.984,2.192
20.15,+5.536e-02,-8.487e-01,-1.14,2.423,1.984,2.239
20.16,-1.490e-01,-8.317e-01,-1.22,2.395,1.984,2.261
20.18,-4.065e-01,-8.050e-01,-1.387,2.351,1.984,2.295
20.19,-6.552e-01,-7.630e-01,-1.481,2.329,1.984,2.305
20.21,-8.079e-01,-7.038e-01,-1.67,2.287,1.984,2.312
20.22,-8.663e-01,-6.347e-01,-1.769,2.254,1.984,2.291
20.24,-8.816e-01,-5.578e-01,-1.935,2.216,1.982,2.233
20.25,-8.821e-01,-4.688e-01,-1.928,2.215,1.983,2.166
20.27,-8.766e-01,-3.684e-01,-1.925,2.152,1.986,2.027
20.28,-8.682e-01,-2.453e-01,-1.925,2.104,1.986,1.947
20.3,-8.560e-01,-8.590e-02,-1.925,1.986,2.021,1.817
20.31,-8.374e-01,+1.287e-01,-1.924,1.969,2.076,1.811
20.33,-8.098e-01,+4.009e-01,-1.856,2.039,2.093,1.876
20.35,-7.663e-01,+6.629e-01,-1.729,2.209,1.995,2.016
20.36,-7.139e-01,+8.106e-01,-1.7,2.255,1.988,2.068
20.38,-6.571e-01,+8.638e-01,-1.694,2.312,1.984,2.145
20.39,-6.021e-01,+8.774e-01,-1.723,2.312,1.984,2.172
20.41,-5.500e-01,+8.781e-01,-1.826,2.308,1.984,2.216
20.43,-4.776e-01,+8.824e-01,-1.934,2.318,1.976,2.235
20.44,-3.899e-01,+8.807e-01,-1.928,2.322,1.974,2.231
20.46,-2.816e-01,+8.745e-01,-1.925,2.334,1.977,2.276
20.48,-1.386e-01,+8.650e-01,-1.92,2.361,1.984,2.305
20.49,+3.206e-02,+8.438e-01,-1.908,2.373,1.984,2.303
20.51,+1.939e-01,+7.979e-01,-1.88,2.39,1.984,2.298
20.53,+3.900e-01,+7.568e-01,-1.877,2.39,1.984,2.294
20.55,+5.810e-01,+6.991e-01,-1.926,2.369,1.983,2.293
20.56,+7.400e-01,+6.409e-01,-1.925,2.355,1.982,2.297
20.58,+8.381e-01,+5.963e-01,-1.92,2.328,1.983,2.311
20.6,+8.726e-01,+5.359e-01,-1.859,2.313,1.983,2.33
20.61,+8.813e-01,+4.746e-01,-1.807,2.311,1.983,2.34
20.63,+8.802e-01,+4.035e-01,-1.704,2.31,1.984,2.355
20.65,+8.753e-01,+3.171e-01,-1.644,2.302,1.984,2.364
20.66,+8.676e-01,+2.047e-01,-1.642,2.287,1.984,2.359
20.68,+8.563e-01,+5.140e-02,-1.66,2.251,1.984,2.341
20.69,+8.397e-01,-1.570e-01,-1.673,2.22,1.984,2.31
20.71,+8.138e-01,-4.164e-01,-1.682,2.167,1.984,2.233
20.73,+7.739e-01,-6.630e-01,-1.699,2.118,1.984,2.12
20.74,+7.201e-01,-8.127e-01,-1.719,2.097,1.984,2.023
20.76,+6.588e-01,-8.691e-01,-1.773,2.065,1.984,1.841
20.78,+5.973e-01,-8.834e-01,-1.835,2.032,1.984,1.655
20.8,+5.360e-01,-8.840e-01,-1.889,2.0,1.984,1.496
20.81,+4.720e-01,-8.803e-01,-1.908,1.987,1.984,1.424
20.83,+4.002e-01,-8.750e-01,-1.926,1.972,1.983,1.313
20.85,+3.140e-01,-8.685e-01,-1.925,1.966,1.982,1.232
20.86,+2.035e-01,-8.601e-01,-1.925,1.963,1.981,1.194
20.88,+5.426e-02,-8.487e-01,-1.922,1.956,1.982,1.135
20.9,-1.502e-01,-8.317e-01,-1.885,1.949,1.984,1.095
20.91,-4.077e-01,-8.050e-01,-1.85,1.947,1.984,1.089
20.92,-6.561e-01,-7.629e-01,-1.799,1.949,1.984,1.094
20.94,-8.083e-01,-7.036e-01,-1.672,1.953,1.984,1.113
20.95,-8.664e-01,-6.345e-01,-1.604,1.949,1.984,1.131
20.97,-8.818e-01,-5.557e-01,-1.488,1.941,1.984,1.165
20.99,-8.815e-01,-4.724e-01,-1.407,1.936,1.989,1.196
21.0,-8.761e-01,-3.783e-01,-1.372,1.939,2.0,1.215
21.02,-8.681e-01,-2.627e-01,-1.311,1.948,2.028,1.25
21.03,-8.562e-01,-1.143e-01,-1.281,1.955,2.064,1.273
21.05,-8.398e-01,+8.950e-02,-1.205,1.971,2.142,1.315
21.07,-8.146e-01,+3.544e-01,-1.101,1.991,2.24,1.36
21.08,-7.744e-01,+6.257e-01,-1.02,2.01,2.305,1.391
21.1,-7.158e-01,+8.015e-01,-0.8218,2.062,2.392,1.455
21.12,-6.456e-01,+8.699e-01,-0.6007,2.146,2.408,1.529
21.13,-5.798e-01,+8.837e-01,-0.4879,2.203,2.383,1.577
21.15,-5.134e-01,+8.839e-01,-0.3077,2.291,2.338,1.658
21.16,-4.424e-01,+8.798e-01,-0.2498,2.335,2.294,1.702
21.18,-3.608e-01,+8.739e-01,-0.1876,2.41,2.198,1.778
21.19,-2.454e-01,+8.703e-01,-0.1895,2.451,2.12,1.822
21.21,-8.956e-02,+8.610e-01,-0.205,2.512,2.006,1.897
21.22,+1.251e-01,+8.456e-01,-0.1864,2.533,1.99,1.939
21.24,+3.988e-01,+8.207e-01,-0.1533,2.544,1.984,2.01
21.26,+6.630e-01,+7.808e-01,-0.1325,2.545,1.984,2.078
21.28,+8.200e-01,+7.247e-01,-0.1155,2.543,1.983,2.15
21.29,+8.766e-01,+6.612e-01,-0.1234,2.52,1.984,2.184
21.31,+8.901e-01,+5.980e-01,-0.1749,2.464,1.984,2.233
21.33,+8.903e-01,+5.356e-01,-0.2525,2.405,1.983,2.265
21.34,+8.867e-01,+4.703e-01,-0.2906,2.378,1.983,2.282
21.36,+8.816e-01,+3.971e-01,-0.3593,2.333,1.983,2.306
21.38,+8.753e-01,+3.086e-01,-0.4314,2.29,1.983,2.314
21.39,+8.673e-01,+1.945e-01,-0.4791,2.26,1.984,2.299
21.41,+8.561e-01,+3.944e-02,-0.5914,2.203,1.984,2.249
21.42,+8.395e-01,-1.727e-01,-0.6652,2.168,1.984,2.181
21.44,+8.134e-01,-4.357e-01,-0.8163,2.113,1.984,2.036
21.45,+7.726e-01,-6.792e-01,-0.8918,2.092,1.984,1.937
21.47,+7.169e-01,-8.201e-01,-1.033,2.053,1.984,1.741
21.49,+6.549e-01,-8.713e-01,-1.169,2.015,1.984,1.56
21.5,+5.932e-01,-8.838e-01,-1.234,1.999,1.984,1.479
21.52,+5.318e-01,-8.838e-01,-1.344,1.978,1.984,1.351
21.53,+4.674e-01,-8.800e-01,-1.389,1.972,1.984,1.297
21.55,+3.950e-01,-8.747e-01,-1.463,1.962,1.984,1.212
21.57,+3.075e-01,-8.680e-01,-1.523,1.955,1.984,1.149
21.58,+1.946e-01,-8.594e-01,-1.548,1.952,1.983,1.122
21.6,+4.165e-02,-8.476e-01,-1.607,1.946,1.984,1.085
21.62,-1.675e-01,-8.300e-01,-1.671,1.942,1.983,1.067
21.63,-4.277e-01,-8.023e-01,-1.7,1.943,1.983,1.073
21.65,-6.715e-01,-7.588e-01,-1.769,1.945,1.984,1.093
21.67,-8.152e-01,-6.986e-01,-1.845,1.939,1.984,1.124
21.68,-8.685e-01,-6.291e-01,-1.858,1.932,1.984,1.143
21.7,-8.820e-01,-5.512e-01,-1.84,1.924,1.988,1.178
21.71,-8.812e-01,-4.685e-01,-1.83,1.927,1.996,1.198
21.73,-8.757e-01,-3.744e-01,-1.856,1.937,2.018,1.232
21.74,-8.676e-01,-2.586e-01,-1.887,1.945,2.044,1.254
21.76,-8.557e-01,-1.086e-01,-1.925,1.965,2.086,1.291
21.78,-8.433e-01,+1.025e-01,-1.925,1.984,2.175,1.333
21.79,-8.205e-01,+3.667e-01,-1.915,2.01,2.248,1.375
21.81,-8.238e-01,+5.573e-01,-1.839,2.107,2.307,1.472
21.83,-8.188e-01,+6.478e-01,-1.74,2.247,2.241,1.599
21.84,-8.133e-01,+6.825e-01,-1.715,2.319,2.161,1.677
21.86,-8.170e-01,+6.767e-01,-1.704,2.425,2.021,1.802
21.88,-7.825e-01,+7.592e-01,-1.681,2.497,1.987,1.904
21.9,-7.513e-01,+8.068e-01,-1.618,2.538,1.984,1.99
21.91,-7.320e-01,+8.217e-01,-1.595,2.543,1.984,2.039
21.93,-7.192e-01,+8.269e-01,-1.563,2.542,1.984,2.126
21.94,-7.089e-01,+8.306e-01,-1.565,2.516,1.984,2.165
21.96,-7.064e-01,+8.276e-01,-1.589,2.459,1.984,2.222
21.97,-6.959e-01,+8.348e-01,-1.61,2.425,1.984,2.245
21.99,-6.723e-01,+8.491e-01,-1.634,2.372,1.983,2.281
22.01,-6.406e-01,+8.607e-01,-1.621,2.333,1.983,2.308
22.03,-5.905e-01,+8.743e-01,-1.597,2.299,1.984,2.322
22.04,-5.167e-01,+8.852e-01,-1.61,2.276,1.984,2.314
22.06,-4.346e-01,+8.841e-01,-1.695,2.226,1.984,2.28
22.08,-3.373e-01,+8.785e-01,-1.806,2.169,1.984,2.21
22.09,-2.130e-01,+8.703e-01,-1.858,2.139,1.984,2.135
