Time (s),CPG0,CPG1,Z_POS (Meters),CL0 (Degrees),FL0 (Degrees),TL0 (Degrees)
0.13,+5.232e-01,-2.586e-01,-1.928,1.35,3.384,1.745
0.14,+5.843e-01,-4.607e-01,-1.926,1.35,3.384,1.745
0.15,+5.719e-01,-6.463e-01,-1.925,1.349,3.384,1.744
0.17,+5.113e-01,-7.608e-01,-1.925,1.348,3.384,1.744
0.18,+4.089e-01,-8.076e-01,-1.925,1.348,3.384,1.744
0.2,+2.583e-01,-8.157e-01,-1.925,1.348,3.384,1.744
0.21,+9.555e-02,-8.209e-01,-1.925,1.348,3.384,1.744
0.23,-1.237e-01,-8.113e-01,-1.925,1.348,3.384,1.745
0.24,-4.034e-01,-7.846e-01,-1.925,1.348,3.384,1.744
0.26,-6.686e-01,-7.366e-01,-1.925,1.348,3.384,1.744
0.27,-8.206e-01,-6.659e-01,-1.925,1.348,3.384,1.744
0.28,-8.718e-01,-5.816e-01,-1.925,1.348,3.384,1.744
0.29,-8.814e-01,-4.906e-01,-1.925,1.348,3.384,1.744
0.31,-8.784e-01,-3.889e-01,-1.925,1.348,3.384,1.744
0.33,-8.708e-01,-2.665e-01,-1.925,1.348,3.385,1.744
0.34,-8.598e-01,-1.085e-01,-1.925,1.348,3.385,1.744
0.35,-8.438e-01,+1.025e-01,-1.925,1.348,3.385,1.744
0.37,-8.194e-01,+3.678e-01,-1.925,1.348,3.384,1.745
0.38,-7.816e-01,+6.293e-01,-1.925,1.348,3.384,1.745
0.4,-7.291e-01,+7.948e-01,-1.925,1.348,3.384,1.744
0.41,-6.701e-01,+8.600e-01,-1.925,1.348,3.384,1.744
0.43,-6.123e-01,+8.778e-01,-1.925,1.348,3.384,1.744
0.44,-5.574e-01,+8.798e-01,-1.925,1.348,3.384,1.744
0.46,-5.030e-01,+8.769e-01,-1.925,1.348,3.384,1.744
0.47,-4.463e-01,+8.722e-01,-1.925,1.348,3.384,1.744
0.49,-3.834e-01,+8.666e-01,-1.925,1.348,3.384,1.744
0.5,-3.088e-01,+8.601e-01,-1.925,1.348,3.384,1.744
0.52,-2.151e-01,+8.519e-01,-1.925,1.348,3.384,1.744
0.53,-9.048e-02,+8.413e-01,-1.925,1.348,3.384,1.744
0.54,+8.044e-02,+8.265e-01,-1.925,1.348,3.384,1.744
0.56,+3.065e-01,+8.040e-01,-1.925,1.348,3.384,1.744
0.57,+5.580e-01,+7.689e-01,-1.925,1.348,3.384,1.744
0.58,+7.523e-01,+7.165e-01,-1.925,1.348,3.384,1.744
0.6,+8.466e-01,+6.497e-01,-1.925,1.348,3.384,1.744
0.61,+8.777e-01,+5.768e-01,-1.925,1.348,3.384,1.744
0.63,+8.838e-01,+5.002e-01,-1.925,1.348,3.384,1.744
0.64,+8.812e-01,+4.167e-01,-1.925,1.348,3.384,1.744
0.66,+8.748e-01,+3.192e-01,-1.925,1.348,3.384,1.744
0.68,+8.658e-01,+1.973e-01,-1.925,1.348,3.384,1.744
0.69,+8.532e-01,+3.626e-02,-1.925,1.348,3.384,1.744
0.7,+8.347e-01,-1.776e-01,-1.925,1.348,3.384,1.744
0.72,+8.059e-01,-4.346e-01,-1.925,1.348,3.384,1.744
0.73,+7.616e-01,-6.680e-01,-1.925,1.348,3.384,1.744
0.75,+7.008e-01,-8.046e-01,-1.925,1.348,3.384,1.744
0.77,+6.302e-01,-8.563e-01,-1.925,1.348,3.384,1.744
0.78,+5.545e-01,-8.691e-01,-1.925,1.348,3.384,1.744
0.79,+4.714e-01,-8.680e-01,-1.925,1.348,3.384,1.744
0.81,+3.734e-01,-8.614e-01,-1.925,1.348,3.384,1.744
0.82,+2.493e-01,-8.516e-01,-1.925,1.348,3.384,1.744
0.84,+8.182e-02,-8.379e-01,-1.925,1.348,3.384,1.744
0.85,-1.485e-01,-8.174e-01,-1.925,1.348,3.384,1.744
0.87,-4.344e-01,-7.846e-01,-1.925,1.348,3.384,1.744
0.88,-6.926e-01,-7.318e-01,-1.925,1.348,3.384,1.744
0.89,-8.307e-01,-6.579e-01,-1.925,1.348,3.384,1.744
0.91,-8.744e-01,-5.727e-01,-1.925,1.348,3.384,1.744
0.93,-8.815e-01,-4.809e-01,-1.925,1.348,3.385,1.744
0.94,-8.777e-01,-3.780e-01,-1.925,1.348,3.384,1.744
0.96,-8.698e-01,-2.530e-01,-1.925,1.348,3.384,1.744
0.97,-8.586e-01,-9.039e-02,-1.925,1.348,3.384,1.744
0.99,-8.421e-01,+1.268e-01,-1.925,1.348,3.384,1.744
1.01,-8.167e-01,+3.954e-01,-1.925,1.348,3.384,1.744
1.02,-7.775e-01,+6.505e-01,-1.925,1.348,3.384,1.744
1.03,-7.241e-01,+8.044e-01,-1.925,1.348,3.384,1.744
1.05,-6.654e-01,+8.627e-01,-1.895,1.441,3.286,1.773
1.06,-6.090e-01,+8.778e-01,-1.867,1.543,3.186,1.848
1.07,-5.561e-01,+8.787e-01,-1.862,1.645,3.088,1.94
1.09,-4.984e-01,+8.778e-01,-1.891,1.84,2.888,2.086
1.1,-4.295e-01,+8.761e-01,-1.916,1.911,2.788,2.138
1.12,-3.408e-01,+8.733e-01,-1.922,2.003,2.588,2.201
1.13,-2.457e-01,+8.614e-01,-1.922,2.021,2.488,2.2
1.14,-1.453e-01,+8.430e-01,-1.926,2.028,2.388,2.171
1.16,-4.398e-02,+8.172e-01,-1.925,2.03,2.191,2.086
1.17,+6.203e-02,+7.862e-01,-1.925,2.026,2.091,2.009
1.19,+2.281e-01,+7.695e-01,-1.921,2.013,1.995,1.863
1.2,+4.282e-01,+7.385e-01,-1.914,2.013,1.987,1.767
1.22,+6.110e-01,+6.795e-01,-1.919,2.014,1.984,1.595
1.23,+7.562e-01,+6.192e-01,-1.928,2.011,1.984,1.505
1.25,+8.313e-01,+5.409e-01,-1.922,1.997,1.984,1.364
1.26,+8.624e-01,+4.621e-01,-1.906,1.987,1.984,1.301
1.27,+8.733e-01,+3.930e-01,-1.879,1.977,1.984,1.247
1.29,+8.723e-01,+3.055e-01,-1.827,1.964,1.983,1.168
1.3,+8.660e-01,+1.911e-01,-1.816,1.96,1.984,1.146
1.31,+8.554e-01,+3.502e-02,-1.818,1.96,1.984,1.138
1.33,+8.389e-01,-1.785e-01,-1.848,1.959,1.984,1.137
1.34,+8.126e-01,-4.421e-01,-1.875,1.953,1.984,1.149
1.36,+7.714e-01,-6.839e-01,-1.921,1.94,1.983,1.174
1.37,+7.155e-01,-8.222e-01,-1.916,1.937,1.983,1.191
1.38,+6.535e-01,-8.720e-01,-1.893,1.939,1.99,1.211
1.4,+5.858e-01,-8.811e-01,-1.83,1.948,2.019,1.246
1.41,+5.176e-01,-8.797e-01,-1.816,1.957,2.056,1.27
1.43,+4.148e-01,-8.647e-01,-1.826,1.974,2.136,1.314
1.45,+2.896e-01,-8.518e-01,-1.833,1.994,2.239,1.36
1.46,+1.353e-01,-8.405e-01,-1.791,2.018,2.303,1.397
1.47,-7.790e-02,-8.225e-01,-1.703,2.064,2.334,1.444
1.49,-3.180e-01,-8.075e-01,-1.449,2.169,2.343,1.537
1.5,-5.793e-01,-7.744e-01,-1.321,2.226,2.324,1.589
1.52,-7.690e-01,-7.220e-01,-1.117,2.313,2.282,1.675
1.53,-8.535e-01,-6.558e-01,-1.029,2.356,2.235,1.719
1.55,-8.784e-01,-5.843e-01,-0.8679,2.43,2.139,1.796
1.56,-8.827e-01,-4.995e-01,-0.8067,2.469,2.067,1.838
1.57,-8.786e-01,-4.061e-01,-0.7581,2.501,2.01,1.883
1.59,-8.712e-01,-2.946e-01,-0.6576,2.54,1.986,1.957
1.61,-8.610e-01,-1.509e-01,-0.6328,2.545,1.984,2.024
1.62,-8.475e-01,+4.524e-02,-0.6345,2.546,1.984,2.065
1.63,-8.268e-01,+2.992e-01,-0.6415,2.542,1.984,2.115
1.65,-7.934e-01,+5.697e-01,-0.6882,2.515,1.985,2.188
1.66,-7.451e-01,+7.630e-01,-0.7465,2.477,1.984,2.213
1.68,-6.773e-01,+8.565e-01,-0.8776,2.414,1.984,2.252
1.7,-6.034e-01,+8.850e-01,-1.018,2.367,1.984,2.284
1.71,-5.354e-01,+8.863e-01,-1.094,2.343,1.984,2.297
1.73,-4.643e-01,+8.825e-01,-1.254,2.301,1.984,2.312
1.74,-3.842e-01,+8.769e-01,-1.345,2.271,1.984,2.3
1.76,-2.868e-01,+8.697e-01,-1.542,2.212,1.984,2.257
1.77,-1.470e-01,+8.637e-01,-1.646,2.176,1.984,2.194
1.79,+4.561e-02,+8.511e-01,-1.845,2.12,1.984,2.057
1.81,+3.023e-01,+8.301e-01,-1.929,2.103,1.977,1.907
1.82,+5.820e-01,+7.959e-01,-1.925,2.078,1.983,1.809
1.83,+7.809e-01,+7.449e-01,-1.918,2.057,1.984,1.708
1.84,+8.132e-01,+4.977e-01,-1.914,2.039,1.984,1.608
1.86,+8.058e-01,+2.595e-01,-1.917,2.01,1.984,1.417
1.87,+7.718e-01,+3.677e-02,-1.925,1.995,1.984,1.345
1.89,+6.968e-01,-1.699e-01,-1.925,1.977,1.984,1.245
1.9,+6.806e-01,-3.755e-01,-1.925,1.974,1.983,1.223
1.92,+6.243e-01,-5.612e-01,-1.925,1.969,1.983,1.199
1.93,+5.018e-01,-6.701e-01,-1.925,1.963,1.983,1.201
1.95,+2.892e-01,-7.040e-01,-1.925,1.959,1.983,1.212
1.96,-8.290e-02,-6.723e-01,-1.925,1.964,1.987,1.231
1.98,-6.171e-01,-5.349e-01,-1.925,1.978,2.024,1.275
2.0,-8.828e-01,-2.716e-01,-1.925,2.0,2.152,1.334
2.01,-8.814e-01,-1.735e-03,-1.895,2.06,2.2,1.397
2.02,-8.586e-01,+2.496e-01,-1.827,2.159,2.173,1.493
2.04,-8.248e-01,+5.044e-01,-1.733,2.319,2.056,1.662
2.06,-7.708e-01,+7.267e-01,-1.692,2.423,1.991,1.802
2.07,-7.149e-01,+8.321e-01,-1.653,2.457,1.986,1.87
2.08,-7.351e-01,+8.019e-01,-1.61,2.482,1.985,1.94
2.09,-7.785e-01,+7.464e-01,-1.576,2.492,1.984,2.01
2.11,-7.993e-01,+7.188e-01,-1.542,2.485,1.984,2.117
2.13,-8.028e-01,+7.153e-01,-1.573,2.443,1.984,2.187
2.14,-7.637e-01,+7.920e-01,-1.612,2.414,1.984,2.215
2.16,-6.970e-01,+8.599e-01,-1.697,2.367,1.983,2.259
2.17,-6.201e-01,+8.872e-01,-1.723,2.348,1.983,2.28
2.19,-6.068e-01,+8.621e-01,-1.747,2.316,1.984,2.309
2.2,-6.264e-01,+8.376e-01,-1.751,2.294,1.983,2.312
2.22,-6.446e-01,+8.304e-01,-1.746,2.251,1.984,2.303
2.23,-6.582e-01,+8.293e-01,-1.748,2.218,1.984,2.267
2.25,-6.155e-01,+8.629e-01,-1.771,2.158,1.984,2.178
2.27,-5.469e-01,+8.822e-01,-1.801,2.107,1.984,2.046
2.28,-4.786e-01,+8.816e-01,-1.803,2.087,1.984,1.947
2.3,-4.023e-01,+8.771e-01,-1.788,2.05,1.984,1.755
2.31,-3.109e-01,+8.707e-01,-1.763,2.028,1.984,1.655
2.33,-1.889e-01,+8.633e-01,-1.709,1.995,1.984,1.484
2.34,-1.258e-02,+8.542e-01,-1.683,1.984,1.984,1.411
2.35,+2.276e-01,+8.365e-01,-1.663,1.978,1.984,1.347
2.37,+4.890e-01,+7.970e-01,-1.659,1.968,1.984,1.247
2.38,+7.128e-01,+7.457e-01,-1.671,1.963,1.984,1.205
2.4,+8.332e-01,+6.808e-01,-1.674,1.954,1.984,1.14
2.41,+8.756e-01,+6.097e-01,-1.669,1.95,1.984,1.116
2.43,+8.868e-01,+5.500e-01,-1.65,1.945,1.984,1.087
2.44,+8.865e-01,+4.866e-01,-1.634,1.945,1.984,1.088
2.46,+8.826e-01,+4.162e-01,-1.605,1.947,1.984,1.101
2.48,+8.764e-01,+3.280e-01,-1.598,1.944,1.984,1.127
2.49,+8.636e-01,+1.870e-01,-1.613,1.936,1.984,1.145
2.51,+8.467e-01,+1.063e-02,-1.649,1.928,1.986,1.178
2.53,+8.227e-01,-2.101e-01,-1.668,1.929,1.995,1.21
2.54,+7.882e-01,-4.582e-01,-1.666,1.935,2.011,1.231
2.56,+7.553e-01,-6.923e-01,-1.657,1.948,2.054,1.269
2.58,+7.015e-01,-8.230e-01,-1.653,1.964,2.119,1.307
2.59,+6.396e-01,-8.699e-01,-1.647,1.975,2.178,1.334
2.6,+5.765e-01,-8.811e-01,-1.627,1.993,2.248,1.366
2.62,+5.119e-01,-8.806e-01,-1.545,2.036,2.357,1.427
2.63,+4.462e-01,-8.778e-01,-1.476,2.088,2.372,1.472
2.65,+3.703e-01,-8.726e-01,-1.34,2.188,2.367,1.558
2.66,+2.767e-01,-8.656e-01,-1.28,2.238,2.346,1.606
2.68,+1.539e-01,-8.564e-01,-1.191,2.32,2.299,1.688
2.69,-1.400e-02,-8.432e-01,-1.172,2.365,2.246,1.732
2.7,-2.407e-01,-8.232e-01,-1.173,2.41,2.175,1.779
2.72,-5.059e-01,-7.915e-01,-1.223,2.483,2.042,1.859
2.73,-7.258e-01,-7.428e-01,-1.27,2.512,2.002,1.902
2.75,-8.420e-01,-6.685e-01,-1.336,2.541,1.985,1.976
2.76,-8.772e-01,-5.873e-01,-1.377,2.544,1.984,2.018
2.78,-8.833e-01,-4.946e-01,-1.464,2.545,1.984,2.095
2.79,-8.792e-01,-3.926e-01,-1.519,2.534,1.984,2.14
2.81,-8.702e-01,-2.793e-01,-1.659,2.494,1.984,2.204
2.82,-8.592e-01,-1.320e-01,-1.752,2.457,1.984,2.226
2.84,-8.425e-01,+6.564e-02,-1.914,2.396,1.984,2.262
2.85,-8.182e-01,+3.255e-01,-1.926,2.386,1.985,2.276
2.87,-7.808e-01,+5.994e-01,-1.925,2.351,1.985,2.301
2.88,-7.255e-01,+7.868e-01,-1.92,2.348,1.984,2.321
2.9,-6.584e-01,+8.638e-01,-1.905,2.355,1.984,2.351
2.92,-5.884e-01,+8.846e-01,-1.905,2.37,1.984,2.365
2.93,-5.126e-01,+8.881e-01,-1.918,2.373,1.984,2.361
2.95,-4.293e-01,+8.846e-01,-1.925,2.369,1.984,2.349
2.97,-3.452e-01,+8.741e-01,-1.925,2.35,1.983,2.346
2.98,-2.411e-01,+8.649e-01,-1.914,2.347,1.983,2.349
3.0,-1.578e-01,+8.381e-01,-1.849,2.347,1.983,2.353
3.01,-1.590e-01,+7.829e-01,-1.805,2.349,1.984,2.351
3.03,-2.323e-01,+7.336e-01,-1.718,2.347,1.984,2.346
3.05,-3.662e-01,+7.038e-01,-1.648,2.334,1.984,2.342
3.06,-4.729e-01,+7.285e-01,-1.623,2.32,1.984,2.344
3.08,-4.988e-01,+7.898e-01,-1.584,2.295,1.984,2.346
3.09,-4.604e-01,+8.408e-01,-1.574,2.274,1.984,2.34
3.11,-3.868e-01,+8.634e-01,-1.578,2.231,1.984,2.312
3.12,-3.077e-01,+8.610e-01,-1.588,2.198,1.984,2.267
3.13,-2.105e-01,+8.530e-01,-1.594,2.164,1.984,2.193
3.15,-8.073e-02,+8.423e-01,-1.588,2.11,1.984,2.044
3.17,+1.066e-01,+8.298e-01,-1.572,2.074,1.984,1.873
3.18,+3.683e-01,+8.134e-01,-1.568,2.054,1.984,1.773
3.2,+6.225e-01,+7.706e-01,-1.573,2.017,1.984,1.584
3.21,+7.851e-01,+7.014e-01,-1.58,2.001,1.984,1.498
3.23,+8.565e-01,+6.245e-01,-1.581,1.979,1.984,1.365
3.25,+8.785e-01,+5.440e-01,-1.572,1.967,1.984,1.266
3.26,+8.825e-01,+4.705e-01,-1.565,1.963,1.984,1.223
3.28,+8.800e-01,+3.945e-01,-1.549,1.957,1.984,1.156
3.29,+8.727e-01,+2.904e-01,-1.552,1.953,1.984,1.129
3.31,+8.627e-01,+1.586e-01,-1.56,1.946,1.984,1.089
3.33,+8.486e-01,-1.619e-02,-1.566,1.943,1.984,1.07
3.34,+8.285e-01,-2.447e-01,-1.568,1.943,1.984,1.075
3.36,+8.010e-01,-5.113e-01,-1.563,1.945,1.983,1.094
3.37,+7.566e-01,-7.307e-01,-1.561,1.94,1.984,1.114
3.39,+6.987e-01,-8.411e-01,-1.56,1.929,1.984,1.149
3.4,+6.321e-01,-8.745e-01,-1.563,1.926,1.989,1.169
3.42,+5.658e-01,-8.809e-01,-1.562,1.928,2.0,1.204
3.43,+4.975e-01,-8.787e-01,-1.557,1.934,2.015,1.224
3.45,+4.223e-01,-8.736e-01,-1.547,1.946,2.05,1.26
3.47,+3.424e-01,-8.696e-01,-1.536,1.959,2.105,1.296
3.48,+2.413e-01,-8.626e-01,-1.523,1.969,2.156,1.321
3.5,+1.061e-01,-8.526e-01,-1.477,1.992,2.259,1.368
3.52,-7.999e-02,-8.377e-01,-1.402,2.023,2.36,1.418
3.53,-3.243e-01,-8.146e-01,-1.342,2.065,2.388,1.457
3.55,-5.863e-01,-7.777e-01,-1.224,2.158,2.396,1.537
3.57,-7.733e-01,-7.234e-01,-1.144,2.252,2.362,1.618
3.58,-8.552e-01,-6.563e-01,-1.127,2.294,2.334,1.66
3.6,-8.789e-01,-5.846e-01,-1.151,2.367,2.268,1.733
3.62,-8.819e-01,-5.097e-01,-1.246,2.441,2.152,1.811
3.63,-8.781e-01,-4.273e-01,-1.313,2.476,2.083,1.849
3.64,-8.714e-01,-3.296e-01,-1.392,2.506,2.017,1.891
3.66,-8.623e-01,-2.045e-01,-1.531,2.541,1.987,1.961
3.68,-8.533e-01,-2.438e-02,-1.694,2.545,1.984,2.025
3.69,-8.366e-01,+2.130e-01,-1.784,2.545,1.984,2.066
3.7,-8.087e-01,+4.848e-01,-1.882,2.543,1.984,2.114
3.72,-7.670e-01,+7.086e-01,-1.929,2.545,1.982,2.137
3.73,-7.017e-01,+8.364e-01,-1.926,2.509,1.986,2.168
3.75,-6.895e-01,+8.395e-01,-1.919,2.445,1.984,2.219
3.76,-7.136e-01,+8.115e-01,-1.899,2.432,1.984,2.24
3.78,-7.316e-01,+8.004e-01,-1.866,2.415,1.984,2.266
3.8,-7.428e-01,+7.955e-01,-1.856,2.404,1.984,2.277
3.81,-7.108e-01,+8.356e-01,-1.863,2.389,1.984,2.28
3.83,-6.608e-01,+8.656e-01,-1.83,2.359,1.984,2.288
3.84,-6.135e-01,+8.739e-01,-1.802,2.342,1.984,2.298
3.85,-5.673e-01,+8.751e-01,-1.784,2.325,1.984,2.308
3.87,-5.051e-01,+8.794e-01,-1.798,2.293,1.984,2.319
3.88,-4.228e-01,+8.815e-01,-1.828,2.268,1.984,2.311
3.89,-3.232e-01,+8.769e-01,-1.867,2.236,1.984,2.287
3.9,-1.946e-01,+8.688e-01,-1.903,2.2,1.983,2.239
3.92,-6.941e-02,+8.429e-01,-1.925,2.143,1.982,2.139
3.94,+6.181e-02,+8.101e-01,-1.923,2.098,1.982,2.006
3.96,+2.321e-01,+7.811e-01,-1.882,2.063,1.983,1.862
3.97,+4.374e-01,+7.456e-01,-1.843,2.05,1.984,1.769
3.99,+6.635e-01,+7.172e-01,-1.776,2.032,1.984,1.602
4.01,+8.143e-01,+6.796e-01,-1.757,2.018,1.984,1.45
4.02,+8.718e-01,+6.251e-01,-1.769,2.01,1.984,1.376
4.04,+8.865e-01,+5.657e-01,-1.823,1.992,1.984,1.26
4.06,+8.874e-01,+5.033e-01,-1.864,1.973,1.984,1.177
4.08,+8.839e-01,+4.351e-01,-1.877,1.96,1.984,1.122
4.09,+8.785e-01,+3.555e-01,-1.885,1.957,1.984,1.108
4.11,+8.715e-01,+2.559e-01,-1.918,1.953,1.984,1.099
4.13,+8.622e-01,+1.236e-01,-1.925,1.957,1.984,1.111
4.14,+8.488e-01,-5.829e-02,-1.925,1.955,1.984,1.127
4.15,+8.281e-01,-2.998e-01,-1.925,1.953,1.984,1.147
4.17,+7.952e-01,-5.660e-01,-1.925,1.958,1.983,1.191
4.18,+7.465e-01,-7.638e-01,-1.925,1.969,2.011,1.233
4.2,+6.864e-01,-8.533e-01,-1.902,1.997,2.166,1.32
4.22,+6.245e-01,-8.803e-01,-1.723,2.086,2.272,1.435
4.23,+5.634e-01,-8.848e-01,-1.572,2.178,2.228,1.519
4.25,+5.014e-01,-8.824e-01,-1.32,2.317,2.143,1.654
4.27,+4.341e-01,-8.778e-01,-1.181,2.415,2.061,1.76
4.29,+3.557e-01,-8.718e-01,-1.11,2.484,1.996,1.846
4.3,+2.580e-01,-8.643e-01,-1.059,2.512,1.987,1.892
4.32,+1.287e-01,-8.545e-01,-0.9194,2.541,1.984,1.972
4.34,-4.881e-02,-8.404e-01,-0.7956,2.545,1.984,2.044
4.35,-3.099e-01,-8.102e-01,-0.7337,2.545,1.984,2.092
4.37,-5.891e-01,-7.671e-01,-0.6407,2.529,1.984,2.171
4.38,-7.820e-01,-7.045e-01,-0.6225,2.492,1.984,2.2
4.4,-8.605e-01,-6.271e-01,-0.5993,2.428,1.983,2.244
4.41,-8.788e-01,-5.560e-01,-0.5836,2.398,1.983,2.263
4.43,-8.800e-01,-4.796e-01,-0.5552,2.349,1.983,2.294
4.45,-8.762e-01,-3.864e-01,-0.5553,2.306,1.984,2.309
4.46,-8.688e-01,-2.727e-01,-0.5773,2.275,1.984,2.299
4.48,-8.581e-01,-1.237e-01,-0.6548,2.215,1.984,2.256
4.5,-8.440e-01,+8.080e-02,-0.7541,2.156,1.984,2.172
4.51,-8.200e-01,+3.430e-01,-0.8147,2.128,1.984,2.083
4.53,-7.824e-01,+6.116e-01,-0.9303,2.086,1.984,1.912
4.54,-7.287e-01,+7.894e-01,-0.9885,2.063,1.984,1.812
4.56,-6.605e-01,+8.649e-01,-1.101,2.024,1.984,1.617
4.58,-5.866e-01,+8.866e-01,-1.203,1.993,1.984,1.461
4.59,-5.130e-01,+8.877e-01,-1.244,1.982,1.984,1.393
4.61,-4.329e-01,+8.836e-01,-1.301,1.968,1.984,1.286
4.63,-3.388e-01,+8.773e-01,-1.344,1.961,1.984,1.206
4.64,-2.191e-01,+8.690e-01,-1.366,1.957,1.984,1.171
4.66,-5.308e-02,+8.586e-01,-1.401,1.95,1.984,1.118
4.67,+1.743e-01,+8.417e-01,-1.42,1.948,1.984,1.098
4.68,+4.539e-01,+8.142e-01,-1.439,1.946,1.984,1.087
4.7,+7.030e-01,+7.709e-01,-1.472,1.944,1.984,1.079
4.71,+8.367e-01,+7.125e-01,-1.486,1.945,1.984,1.092
4.73,+8.811e-01,+6.488e-01,-1.516,1.942,1.984,1.12
4.74,+8.907e-01,+5.860e-01,-1.536,1.934,1.983,1.14
4.76,+8.898e-01,+5.234e-01,-1.584,1.926,1.985,1.173
4.78,+8.858e-01,+4.571e-01,-1.646,1.925,1.997,1.205
4.79,+8.805e-01,+3.816e-01,-1.679,1.931,2.01,1.224
4.81,+8.740e-01,+2.892e-01,-1.754,1.943,2.042,1.258
4.82,+8.654e-01,+1.686e-01,-1.79,1.951,2.078,1.28
4.84,+8.535e-01,+3.646e-03,-1.847,1.969,2.155,1.322
4.86,+8.354e-01,-2.202e-01,-1.898,1.99,2.251,1.366
4.87,+8.068e-01,-4.870e-01,-1.912,2.012,2.313,1.398
4.89,+7.629e-01,-7.152e-01,-1.925,2.067,2.397,1.46
4.91,+7.053e-01,-8.351e-01,-1.925,2.154,2.411,1.528
4.92,+6.407e-01,-8.741e-01,-1.925,2.213,2.382,1.578
4.94,+5.692e-01,-8.791e-01,-1.925,2.312,2.319,1.662
4.95,+4.953e-01,-8.761e-01,-1.925,2.365,2.257,1.713
4.97,+4.130e-01,-8.701e-01,-1.925,2.46,2.128,1.808
4.98,+1.614e-01,-8.106e-01,-1.925,2.494,2.039,1.867
5.0,-3.235e-01,-6.933e-01,-1.925,2.534,1.989,1.965
5.02,-7.473e-01,-5.418e-01,-1.923,2.543,1.984,2.052
5.04,-8.823e-01,-3.276e-01,-1.885,2.536,1.984,2.129
5.05,-8.734e-01,-1.458e-01,-1.874,2.514,1.984,2.162
5.07,-8.529e-01,+5.900e-02,-1.889,2.465,1.984,2.208
5.09,-8.340e-01,+3.139e-01,-1.927,2.414,1.983,2.237
5.1,-8.041e-01,+5.698e-01,-1.926,2.39,1.983,2.254
5.12,-7.641e-01,+7.466e-01,-1.923,2.363,1.982,2.286
5.14,-7.059e-01,+8.414e-01,-1.907,2.359,1.984,2.314
5.15,-6.378e-01,+8.782e-01,-1.873,2.359,1.983,2.319
5.17,-5.793e-01,+8.821e-01,-1.764,2.36,1.984,2.325
5.18,-5.231e-01,+8.796e-01,-1.721,2.351,1.984,2.324
5.2,-4.653e-01,+8.752e-01,-1.679,2.332,1.984,2.327
5.21,-3.880e-01,+8.743e-01,-1.675,2.319,1.984,2.332
5.23,-2.805e-01,+8.723e-01,-1.685,2.294,1.984,2.341
5.25,-1.374e-01,+8.643e-01,-1.663,2.264,1.983,2.34
5.26,+5.985e-02,+8.507e-01,-1.624,2.242,1.983,2.324
5.28,+3.205e-01,+8.289e-01,-1.56,2.198,1.984,2.279
5.29,+5.986e-01,+7.935e-01,-1.547,2.166,1.984,2.217
5.31,+7.896e-01,+7.413e-01,-1.533,2.114,1.984,2.086
5.32,+8.675e-01,+6.788e-01,-1.519,2.094,1.984,1.988
5.34,+8.885e-01,+6.152e-01,-1.495,2.067,1.984,1.803
5.35,+8.909e-01,+5.528e-01,-1.497,2.05,1.984,1.703
5.37,+8.879e-01,+4.887e-01,-1.533,2.022,1.984,1.52
5.38,+8.832e-01,+4.183e-01,-1.563,2.009,1.984,1.44
5.4,+8.749e-01,+3.137e-01,-1.594,1.986,1.983,1.314
5.42,+8.625e-01,+1.732e-01,-1.567,1.972,1.984,1.222
5.43,+8.441e-01,-9.222e-03,-1.552,1.967,1.984,1.184
5.44,+8.166e-01,-2.337e-01,-1.549,1.962,1.984,1.151
5.46,+7.833e-01,-4.826e-01,-1.535,1.953,1.984,1.105
5.48,+7.220e-01,-6.774e-01,-1.504,1.946,1.984,1.08
5.49,+6.482e-01,-7.894e-01,-1.477,1.947,1.984,1.083
5.51,+5.626e-01,-8.347e-01,-1.424,1.948,1.984,1.101
5.53,+4.649e-01,-8.472e-01,-1.397,1.942,1.984,1.13
5.54,+4.000e-01,-8.633e-01,-1.393,1.935,1.984,1.149
5.56,+3.171e-01,-8.645e-01,-1.395,1.927,1.989,1.182
5.58,+2.088e-01,-8.589e-01,-1.39,1.928,2.001,1.213
5.6,+6.186e-02,-8.486e-01,-1.379,1.936,2.022,1.243
5.61,-1.400e-01,-8.323e-01,-1.371,1.943,2.047,1.262
5.63,-3.961e-01,-8.061e-01,-1.359,1.959,2.105,1.298
5.64,-6.471e-01,-7.648e-01,-1.344,1.97,2.161,1.324
5.66,-8.041e-01,-7.062e-01,-1.295,1.992,2.266,1.371
5.68,-8.665e-01,-6.316e-01,-1.21,2.026,2.367,1.423
5.69,-8.823e-01,-5.481e-01,-1.138,2.068,2.391,1.462
5.7,-8.816e-01,-4.595e-01,-1.053,2.132,2.378,1.514
5.72,-8.758e-01,-3.584e-01,-0.9227,2.237,2.349,1.603
5.74,-8.677e-01,-2.296e-01,-0.8787,2.318,2.307,1.681
5.75,-8.551e-01,-6.293e-02,-0.8936,2.361,2.257,1.724
5.77,-8.372e-01,+1.614e-01,-0.9654,2.434,2.153,1.801
5.79,-8.093e-01,+4.354e-01,-1.078,2.496,2.031,1.874
5.8,-7.620e-01,+6.891e-01,-1.137,2.522,1.998,1.915
5.82,-6.982e-01,+8.301e-01,-1.241,2.543,1.985,1.988
5.84,-6.260e-01,+8.782e-01,-1.376,2.545,1.984,2.054
5.85,-5.608e-01,+8.847e-01,-1.456,2.546,1.984,2.099
5.87,-4.946e-01,+8.826e-01,-1.639,2.532,1.984,2.175
