Time (s),CPG0,CPG1,Z_POS (Meters),CL0 (Degrees),FL0 (Degrees),TL0 (Degrees)
52.719999,-0.8024,0.5954,-1.919,2.45,1.984,2.267
52.729999,-0.7843,0.7228,-1.903,2.444,1.984,2.276
52.749999,-0.7607,0.786,-1.872,2.435,1.984,2.284
52.769999,-0.7576,0.7905,-1.85,2.427,1.984,2.285
52.779999,-0.7383,0.8146,-1.853,2.412,1.984,2.285
52.799999,-0.7167,0.8316,-1.895,2.378,1.984,2.287
52.809999,-0.7049,0.8339,-1.925,2.358,1.985,2.294
52.829999,-0.6829,0.846,-1.925,2.335,1.986,2.306
52.839999,-0.6408,0.8654,-1.925,2.33,1.985,2.317
52.859999,-0.5902,0.8757,-1.921,2.331,1.984,2.342
52.869999,-0.5314,0.8798,-1.905,2.344,1.983,2.351
52.889999,-0.4569,0.8818,-1.856,2.361,1.983,2.356
52.899999,-0.3687,0.8782,-1.825,2.359,1.984,2.35
52.919999,-0.2586,0.8712,-1.739,2.348,1.984,2.341
52.939999,-0.1121,0.8611,-1.69,2.329,1.984,2.339
52.949999,0.07366,0.8418,-1.691,2.314,1.984,2.342
52.969999,0.3204,0.8184,-1.714,2.287,1.984,2.344
52.979999,0.5858,0.7819,-1.735,2.266,1.984,2.336
52.999999,0.7759,0.7283,-1.745,2.223,1.984,2.306
53.019999,0.8375,0.5885,-1.742,2.173,1.984,2.244
53.029999,0.8449,0.384,-1.74,2.144,1.984,2.17
53.049999,0.8274,0.1641,-1.747,2.098,1.984,2.017
53.059999,0.7885,-0.0553,-1.758,2.08,1.984,1.917
53.079999,0.7601,-0.2697,-1.819,2.044,1.984,1.721
53.089999,0.7442,-0.5086,-1.849,2.021,1.983,1.622
53.099999,0.7112,-0.7124,-1.851,2.002,1.983,1.529
53.109999,0.6513,-0.8181,-1.831,1.99,1.984,1.446
53.119999,0.5693,-0.8506,-1.806,1.982,1.984,1.373
53.129999,0.4754,-0.8561,-1.8,1.976,1.984,1.309
53.139999,0.3772,-0.8561,-1.81,1.97,1.984,1.254
53.149999,0.2732,-0.8553,-1.829,1.964,1.984,1.208
53.169999,0.1517,-0.8521,-1.892,1.954,1.984,1.144
53.179999,-0.01647,-0.8412,-1.896,1.95,1.983,1.129
53.189999,-0.2438,-0.822,-1.872,1.949,1.983,1.127
53.199999,-0.5091,-0.7904,-1.837,1.948,1.984,1.137
53.209999,-0.7278,-0.7415,-1.807,1.942,1.984,1.151
53.229999,-0.8387,-0.6774,-1.768,1.933,1.984,1.179
53.239999,-0.8763,-0.5989,-1.731,1.931,1.988,1.197
53.259999,-0.8828,-0.5166,-1.605,1.937,2.003,1.23
53.269999,-0.8796,-0.427,-1.559,1.945,2.026,1.249
53.279999,-0.8728,-0.3215,-1.522,1.954,2.066,1.273
53.299999,-0.8622,-0.1932,-1.46,1.974,2.153,1.32
53.309999,-0.8501,-0.01507,-1.424,1.99,2.225,1.354
53.319999,-0.8309,0.2234,-1.374,2.023,2.29,1.395
53.329999,-0.8,0.5009,-1.315,2.083,2.311,1.45
53.349999,-0.753,0.7277,-1.243,2.193,2.316,1.548
53.359999,-0.686,0.8454,-1.237,2.246,2.302,1.6
53.369999,-0.6203,0.8784,-1.255,2.295,2.272,1.651
53.389999,-0.5665,0.8797,-1.349,2.378,2.2,1.738
53.399999,-0.5149,0.8765,-1.403,2.42,2.129,1.786
53.409999,-0.4622,0.8719,-1.444,2.461,2.044,1.837
53.419999,-0.3908,0.8712,-1.485,2.493,2.003,1.889
53.439999,-0.285,0.8715,-1.535,2.536,1.986,1.976
53.449999,-0.144,0.8642,-1.567,2.542,1.984,2.026
53.459999,0.05035,0.8512,-1.585,2.538,1.983,2.081
53.469999,0.2924,0.8245,-1.592,2.516,1.984,2.13
53.479999,0.4715,0.7394,-1.614,2.482,1.984,2.164
53.489999,0.584,0.616,-1.651,2.446,1.984,2.194
53.499999,0.6691,0.4995,-1.691,2.416,1.984,2.223
53.519999,0.7308,0.3834,-1.769,2.369,1.983,2.269
53.529999,0.7949,0.2963,-1.794,2.349,1.984,2.287
53.549999,0.8263,0.1811,-1.824,2.311,1.984,2.309
53.559999,0.8315,0.02061,-1.842,2.282,1.984,2.302
53.579999,0.8199,-0.1928,-1.896,2.227,1.984,2.272
53.589999,0.7897,-0.4411,-1.926,2.196,1.984,2.221
53.609999,0.7508,-0.6708,-1.925,2.141,1.983,2.11
53.619999,0.6926,-0.8052,-1.922,2.113,1.984,2.027
53.629999,0.5851,-0.8326,-1.914,2.083,1.984,1.936
53.649999,0.3761,-0.7937,-1.89,2.036,1.984,1.777
53.659999,0.008975,-0.7233,-1.869,2.021,1.984,1.683
53.669999,-0.5053,-0.6087,-1.84,2.016,1.984,1.586
53.679999,-0.8241,-0.4382,-1.812,2.009,1.984,1.493
53.689999,-0.8735,-0.2715,-1.789,1.999,1.984,1.409
53.709999,-0.8654,-0.09334,-1.755,1.982,1.984,1.281
53.719999,-0.8507,0.1323,-1.742,1.974,1.983,1.23
53.729999,-0.8219,0.4014,-1.729,1.966,1.984,1.19
53.749999,-0.7828,0.6509,-1.715,1.956,1.984,1.137
53.759999,-0.7324,0.7997,-1.705,1.954,1.984,1.129
53.769999,-0.6675,0.8649,-1.69,1.953,1.984,1.134
53.789999,-0.6108,0.8785,-1.661,1.946,1.984,1.15
53.799999,-0.5578,0.879,-1.652,1.938,1.984,1.164
53.809999,-0.506,0.8758,-1.64,1.933,1.989,1.181
53.819999,-0.4416,0.8749,-1.621,1.934,1.997,1.2
53.839999,-0.3481,0.8761,-1.574,1.939,2.017,1.234
53.849999,-0.228,0.8702,-1.54,1.946,2.041,1.254
53.859999,-0.06546,0.8597,-1.495,1.955,2.08,1.278
53.879999,0.1378,0.8373,-1.382,1.973,2.163,1.322
53.889999,0.3936,0.8088,-1.302,1.985,2.228,1.352
53.899999,0.6453,0.7666,-1.191,2.01,2.294,1.388
53.909999,0.8047,0.7082,-1.039,2.052,2.334,1.432
53.919999,0.8704,0.6504,-0.8636,2.117,2.334,1.487
53.939999,0.8876,0.5894,-0.5679,2.226,2.322,1.584
53.949999,0.8891,0.5274,-0.4686,2.274,2.302,1.632
53.959999,0.8859,0.4616,-0.4188,2.324,2.261,1.683
53.969999,0.8808,0.3869,-0.4165,2.375,2.194,1.737
53.989999,0.8744,0.2959,-0.4445,2.456,2.057,1.831
53.999999,0.866,0.1774,-0.4554,2.489,2.006,1.882
54.009999,0.8544,0.01588,-0.4278,2.513,1.991,1.935
54.029999,0.8368,-0.2041,-0.3398,2.542,1.984,2.025
54.039999,0.8091,-0.47,-0.3108,2.543,1.984,2.08
54.049999,0.7662,-0.7037,-0.3063,2.521,1.984,2.129
54.069999,0.7093,-0.8305,-0.3455,2.468,1.984,2.198
54.079999,0.6473,-0.8744,-0.3809,2.434,1.984,2.224
54.099999,0.5816,-0.8824,-0.4455,2.381,1.983,2.267
54.109999,0.5155,-0.8808,-0.4731,2.359,1.983,2.285
54.119999,0.4442,-0.8761,-0.5021,2.336,1.983,2.298
54.139999,0.3615,-0.8698,-0.5581,2.292,1.983,2.309
54.149999,0.2659,-0.864,-0.5993,2.259,1.984,2.292
54.159999,0.1394,-0.8549,-0.6556,2.221,1.984,2.249
54.169999,-0.03421,-0.8414,-0.7232,2.182,1.984,2.175
54.179999,-0.2669,-0.8205,-0.7956,2.149,1.984,2.077
54.199999,-0.5323,-0.7872,-0.9342,2.098,1.984,1.891
54.209999,-0.7423,-0.7366,-1.004,2.07,1.984,1.791
54.229999,-0.8442,-0.6714,-1.137,2.025,1.984,1.595
54.249999,-0.8771,-0.5959,-1.244,1.992,1.984,1.44
54.259999,-0.8832,-0.5093,-1.283,1.983,1.984,1.373
54.279999,-0.8797,-0.4142,-1.357,1.97,1.984,1.27
54.299999,-0.8732,-0.2949,-1.421,1.962,1.984,1.193
54.309999,-0.8625,-0.1464,-1.449,1.958,1.984,1.16
54.329999,-0.8463,0.04906,-1.496,1.951,1.984,1.109
54.339999,-0.8254,0.3039,-1.513,1.948,1.984,1.092
54.349999,-0.7891,0.5782,-1.529,1.946,1.984,1.085
54.369999,-0.7369,0.7725,-1.565,1.946,1.984,1.084
54.379999,-0.6744,0.856,-1.581,1.946,1.984,1.099
54.389999,-0.61,0.8803,-1.603,1.939,1.984,1.119
54.399999,-0.554,0.8806,-1.631,1.932,1.984,1.14
54.419999,-0.4408,0.8724,-1.692,1.93,1.992,1.182
54.439999,-0.3589,0.8719,-1.739,1.937,2.017,1.223
54.449999,-0.2433,0.8695,-1.761,1.945,2.044,1.247
54.469999,-0.08706,0.8605,-1.816,1.96,2.107,1.29
54.479999,0.1284,0.8452,-1.843,1.972,2.162,1.318
54.499999,0.4023,0.8202,-1.882,1.995,2.27,1.37
54.509999,0.6656,0.7801,-1.872,2.017,2.329,1.405
54.529999,0.7422,0.5787,-1.799,2.084,2.397,1.475
54.549999,0.7282,0.2988,-1.719,2.178,2.394,1.554
54.559999,0.6605,0.06341,-1.694,2.231,2.37,1.601
54.579999,0.4837,-0.124,-1.667,2.312,2.321,1.681
54.599999,0.3058,-0.2454,-1.647,2.381,2.252,1.751
54.609999,-0.1256,-0.2821,-1.644,2.421,2.188,1.791
54.629999,-0.7783,-0.1197,-1.652,2.485,2.069,1.859
54.639999,-0.9203,0.1721,-1.675,2.515,2.011,1.898
54.659999,-0.8377,0.3488,-1.732,2.542,1.986,1.966
54.679999,-0.8504,0.4906,-1.816,2.545,1.984,2.027
54.689999,-0.8131,0.6532,-1.868,2.546,1.984,2.067
54.709999,-0.7612,0.7866,-1.929,2.553,1.975,2.14
54.719999,-0.7281,0.8276,-1.926,2.546,1.976,2.175
54.739999,-0.6916,0.851,-1.925,2.499,1.984,2.222
54.749999,-0.704,0.8245,-1.918,2.485,1.984,2.234
54.769999,-0.7286,0.801,-1.913,2.466,1.984,2.252
54.789999,-0.7354,0.8026,-1.925,2.454,1.984,2.263
54.799999,-0.7414,0.8001,-1.925,2.437,1.984,2.267
54.819999,-0.7201,0.8268,-1.924,2.397,1.984,2.275
54.839999,-0.7026,0.8368,-1.912,2.356,1.984,2.288
54.849999,-0.7169,0.8153,-1.903,2.338,1.984,2.299
54.869999,-0.7234,0.8121,-1.892,2.304,1.984,2.316
54.889999,-0.7065,0.8317,-1.906,2.268,1.984,2.318
54.899999,-0.6714,0.855,-1.912,2.238,1.984,2.296
54.919999,-0.6478,0.8571,-1.914,2.182,1.984,2.234
54.929999,-0.6683,0.8305,-1.911,2.149,1.984,2.158
54.939999,-0.7022,0.8076,-1.9,2.122,1.984,2.06
54.959999,-0.7324,0.7917,-1.844,2.079,1.984,1.873
54.979999,-0.7405,0.7968,-1.775,2.042,1.984,1.682
54.989999,-0.7183,0.8273,-1.753,2.022,1.984,1.585
55.009999,-0.6845,0.8509,-1.741,1.992,1.984,1.432
55.019999,-0.6434,0.8658,-1.743,1.982,1.984,1.367
55.039999,-0.5781,0.8826,-1.713,1.967,1.984,1.264
55.049999,-0.5107,0.8839,-1.684,1.962,1.984,1.221
55.069999,-0.4378,0.8802,-1.636,1.957,1.984,1.154
55.089999,-0.3529,0.8744,-1.647,1.952,1.984,1.106
55.099999,-0.2348,0.8699,-1.673,1.949,1.984,1.09
55.119999,-0.07513,0.8601,-1.693,1.944,1.984,1.073
55.139999,0.1444,0.844,-1.661,1.943,1.983,1.078
55.149999,0.4206,0.8181,-1.631,1.943,1.984,1.095
55.169999,0.6793,0.7769,-1.582,1.94,1.984,1.128
55.179999,0.827,0.7199,-1.576,1.934,1.984,1.149
55.189999,0.8771,0.6486,-1.587,1.933,1.989,1.17
55.199999,0.8887,0.5783,-1.605,1.936,1.999,1.193
55.209999,0.8882,0.5074,-1.617,1.942,2.019,1.219
55.219999,0.8837,0.4313,-1.619,1.95,2.054,1.247
55.239999,0.8782,0.351,-1.604,1.966,2.132,1.297
55.249999,0.8711,0.25,-1.574,1.979,2.199,1.33
55.259999,0.8616,0.1157,-1.521,2.0,2.271,1.368
55.269999,0.8479,-0.06916,-1.444,2.042,2.32,1.413
55.289999,0.8267,-0.3133,-1.278,2.135,2.358,1.502
55.299999,0.7931,-0.5785,-1.2,2.195,2.343,1.556
55.309999,0.7435,-0.7706,-1.139,2.247,2.321,1.608
55.329999,0.6832,-0.8557,-1.078,2.333,2.267,1.696
55.339999,0.6183,-0.8793,-1.081,2.379,2.208,1.744
55.359999,0.5541,-0.8826,-1.123,2.455,2.091,1.826
55.369999,0.4876,-0.8796,-1.165,2.489,2.021,1.87
55.379999,0.4139,-0.8743,-1.197,2.517,1.995,1.916
55.399999,0.3314,-0.8692,-1.256,2.543,1.985,1.993
55.409999,0.2265,-0.8616,-1.307,2.545,1.984,2.038
55.429999,0.08572,-0.851,-1.437,2.546,1.984,2.121
55.449999,-0.1078,-0.8353,-1.605,2.524,1.984,2.194
55.459999,-0.3581,-0.8108,-1.72,2.486,1.984,2.218
55.469999,-0.6158,-0.7719,-1.846,2.448,1.984,2.241
55.489999,-0.7888,-0.7155,-1.931,2.461,1.98,2.272
55.499999,-0.8603,-0.6475,-1.927,2.435,1.98,2.284
55.519999,-0.88,-0.5757,-1.922,2.396,1.984,2.317
55.539999,-0.8816,-0.5004,-1.91,2.404,1.984,2.344
55.549999,-0.8774,-0.4167,-1.906,2.408,1.984,2.34
55.569999,-0.8705,-0.3165,-1.927,2.411,1.984,2.33
55.589999,-0.8622,-0.1812,-1.925,2.408,1.984,2.317
55.599999,-0.8492,0.001532,-1.925,2.393,1.985,2.313
55.619999,-0.829,0.2448,-1.925,2.373,1.985,2.311
55.639999,-0.797,0.5223,-1.925,2.37,1.984,2.313
55.649999,-0.744,0.7463,-1.925,2.374,1.984,2.311
55.669999,-0.6765,0.8519,-1.925,2.377,1.983,2.306
55.679999,-0.6122,0.8793,-1.925,2.372,1.984,2.302
55.699999,-0.5565,0.8804,-1.924,2.359,1.984,2.299
55.709999,-0.5023,0.8769,-1.921,2.354,1.983,2.301
55.719999,-0.4457,0.8721,-1.909,2.346,1.983,2.305
55.739999,-0.3659,0.8718,-1.841,2.335,1.983,2.313
55.759999,-0.2526,0.87,-1.756,2.326,1.984,2.321
55.769999,-0.09974,0.8614,-1.733,2.316,1.984,2.327
55.789999,0.111,0.8465,-1.739,2.295,1.984,2.336
55.809999,0.3819,0.8223,-1.795,2.268,1.984,2.336
55.819999,0.6498,0.7835,-1.826,2.244,1.984,2.321
55.839999,0.8141,0.7282,-1.86,2.196,1.984,2.275
55.859999,0.8749,0.6649,-1.888,2.146,1.984,2.193
55.879999,0.8898,0.6018,-1.929,2.101,1.984,2.07
55.889999,0.8905,0.5394,-1.926,2.087,1.983,1.973
55.909999,0.887,0.4745,-1.925,2.062,1.984,1.786
55.929999,0.882,0.4018,-1.925,2.039,1.984,1.601
55.939999,0.8758,0.3145,-1.925,2.027,1.984,1.505
55.959999,0.8678,0.2022,-1.92,2.004,1.984,1.351
55.969999,0.8569,0.05008,-1.921,1.992,1.984,1.288
55.989999,0.8407,-0.1585,-1.925,1.975,1.984,1.198
55.999999,0.8153,-0.4196,-1.925,1.971,1.984,1.174
56.019999,0.7754,-0.6672,-1.925,1.971,1.984,1.15
56.039999,0.7205,-0.8148,-1.925,1.972,1.984,1.152
56.049999,0.6587,-0.8698,-1.925,1.971,1.984,1.165
56.069999,0.597,-0.8836,-1.916,1.973,1.983,1.199
56.079999,0.5361,-0.8842,-1.894,1.978,2.021,1.236
56.099999,0.4725,-0.8806,-1.813,1.993,2.152,1.309
56.109999,0.4014,-0.8753,-1.709,2.029,2.226,1.365
56.129999,0.316,-0.8688,-1.372,2.133,2.286,1.474
56.139999,0.2062,-0.8604,-1.171,2.203,2.263,1.54
56.149999,0.05785,-0.849,-0.9894,2.263,2.239,1.601
56.169999,-0.1458,-0.832,-0.7155,2.357,2.186,1.7
56.179999,-0.403,-0.8054,-0.6282,2.404,2.132,1.751
56.189999,-0.6526,-0.7636,-0.5741,2.447,2.059,1.803
56.209999,-0.8067,-0.7045,-0.4891,2.511,1.991,1.893
56.219999,-0.8659,-0.6354,-0.4299,2.533,1.986,1.94
56.229999,-0.881,-0.5629,-0.3792,2.542,1.985,1.99
56.239999,-0.8812,-0.4863,-0.3399,2.544,1.984,2.047
56.259999,-0.8764,-0.4003,-0.3002,2.531,1.984,2.14
56.269999,-0.869,-0.2958,-0.317,2.496,1.984,2.175
56.279999,-0.859,-0.1594,-0.3543,2.458,1.984,2.204
56.299999,-0.8447,0.02738,-0.4301,2.399,1.983,2.25
56.309999,-0.8236,0.2772,-0.4557,2.374,1.983,2.271
56.329999,-0.7899,0.5543,-0.4973,2.332,1.983,2.301
56.339999,-0.7387,0.761,-0.5207,2.307,1.983,2.305
56.359999,-0.6749,0.8538,-0.5734,2.258,1.984,2.295
56.379999,-0.6044,0.8828,-0.65,2.202,1.984,2.248
56.389999,-0.5355,0.8862,-0.707,2.168,1.984,2.183
56.409999,-0.4629,0.883,-0.8289,2.114,1.983,2.043
56.429999,-0.3805,0.8775,-0.9473,2.075,1.983,1.874
56.449999,-0.2795,0.8703,-1.06,2.043,1.984,1.694
56.459999,-0.1367,0.8634,-1.123,2.022,1.984,1.598
56.479999,0.06034,0.8503,-1.228,1.991,1.984,1.445
56.489999,0.321,0.8286,-1.272,1.982,1.984,1.379
56.509999,0.5989,0.7933,-1.344,1.969,1.984,1.275
56.519999,0.7897,0.7411,-1.376,1.964,1.984,1.231
56.539999,0.8676,0.6787,-1.431,1.957,1.984,1.161
56.559999,0.8885,0.6152,-1.48,1.951,1.984,1.111
56.569999,0.8909,0.553,-1.501,1.948,1.984,1.093
56.589999,0.8879,0.4892,-1.54,1.944,1.983,1.072
56.609999,0.8832,0.4188,-1.576,1.943,1.983,1.072
56.619999,0.8773,0.3356,-1.591,1.945,1.983,1.087
56.639999,0.8698,0.23,-1.627,1.941,1.984,1.119
56.649999,0.8597,0.08821,-1.653,1.934,1.984,1.139
56.669999,0.8449,-0.1068,-1.717,1.925,1.988,1.174
56.679999,0.822,-0.3593,-1.749,1.928,1.997,1.194
56.699999,0.7857,-0.6189,-1.822,1.936,2.017,1.23
56.709999,0.7337,-0.7919,-1.861,1.943,2.041,1.251
56.719999,0.6726,-0.8628,-1.898,1.953,2.08,1.275
56.739999,0.6107,-0.8823,-1.925,1.973,2.155,1.32
56.749999,0.5497,-0.8846,-1.925,1.988,2.22,1.35
56.759999,0.487,-0.8815,-1.918,2.012,2.288,1.387
56.769999,0.4178,-0.8765,-1.889,2.065,2.32,1.437
56.789999,0.3361,-0.8703,-1.84,2.177,2.326,1.536
56.799999,0.2235,-0.8598,-1.827,2.238,2.294,1.596
56.819999,0.05861,-0.8435,-1.85,2.339,2.224,1.696
56.829999,-0.1682,-0.822,-1.874,2.386,2.163,1.747
56.849999,-0.5554,-0.7329,-1.854,2.459,2.049,1.832
56.859999,-0.8029,-0.6216,-1.833,2.494,2.004,1.877
56.869999,-0.8754,-0.4889,-1.819,2.521,1.99,1.922
56.889999,-0.8821,-0.3377,-1.839,2.544,1.985,1.998
56.899999,-0.8683,-0.2007,-1.877,2.545,1.984,2.044
56.919999,-0.8566,-0.01231,-1.928,2.549,1.982,2.105
56.929999,-0.8412,0.2298,-1.926,2.536,1.981,2.139
56.949999,-0.8152,0.4935,-1.925,2.494,1.984,2.192
56.969999,-0.7722,0.7108,-1.921,2.461,1.984,2.228
56.979999,-0.7121,0.8312,-1.91,2.454,1.984,2.238
56.999999,-0.6449,0.8752,-1.887,2.444,1.983,2.254
57.009999,-0.5895,0.8802,-1.855,2.431,1.984,2.26
57.029999,-0.5949,0.8513,-1.782,2.4,1.984,2.27
57.039999,-0.6453,0.8156,-1.768,2.378,1.984,2.278
57.059999,-0.6757,0.8128,-1.77,2.342,1.984,2.295
57.079999,-0.6869,0.8208,-1.797,2.313,1.984,2.314
57.089999,-0.6527,0.8542,-1.804,2.293,1.984,2.319
57.109999,-0.5815,0.8828,-1.792,2.256,1.984,2.316
57.129999,-0.5057,0.8872,-1.783,2.211,1.984,2.284
57.139999,-0.4264,0.8825,-1.791,2.179,1.984,2.229
57.159999,-0.3327,0.876,-1.798,2.121,1.984,2.109
57.179999,-0.2134,0.8675,-1.741,2.082,1.984,1.957
57.189999,-0.05226,0.8559,-1.704,2.067,1.984,1.859
57.209999,0.1598,0.8362,-1.627,2.036,1.984,1.668
57.229999,0.4233,0.8078,-1.532,2.007,1.984,1.503
57.249999,0.6715,0.7645,-1.48,1.985,1.984,1.374
57.259999,0.8185,0.7052,-1.455,1.977,1.984,1.318
57.279999,0.8748,0.6458,-1.417,1.967,1.984,1.229
57.289999,0.8866,0.5633,-1.41,1.963,1.984,1.191
57.309999,0.884,0.4585,-1.429,1.957,1.984,1.131
57.329999,0.8745,0.3269,-1.491,1.951,1.984,1.091
57.339999,0.8588,0.1647,-1.538,1.949,1.984,1.08
57.359999,0.8366,-0.02888,-1.657,1.947,1.984,1.074
57.369999,0.8048,-0.254,-1.702,1.948,1.984,1.086
57.389999,0.7616,-0.4875,-1.688,1.944,1.984,1.115
57.399999,0.7046,-0.6785,-1.674,1.937,1.984,1.135
57.419999,0.6443,-0.7969,-1.647,1.928,1.985,1.171
57.429999,0.5883,-0.8536,-1.632,1.929,1.992,1.19
57.449999,0.5298,-0.8726,-1.593,1.936,2.012,1.225
57.469999,0.4642,-0.8751,-1.585,1.946,2.043,1.258
57.479999,0.3884,-0.8716,-1.583,1.955,2.078,1.28
57.499999,0.2957,-0.8652,-1.554,1.971,2.155,1.321
57.519999,0.1798,-0.8576,-1.498,1.991,2.251,1.365
57.529999,0.02155,-0.8457,-1.45,2.013,2.313,1.398
57.549999,-0.1942,-0.8274,-1.328,2.07,2.394,1.462
57.559999,-0.4571,-0.7983,-1.251,2.13,2.385,1.51
57.579999,-0.693,-0.7528,-1.116,2.23,2.357,1.597
57.599999,-0.8246,-0.6909,-1.023,2.311,2.317,1.673
57.609999,-0.8712,-0.6208,-0.998,2.351,2.274,1.715
57.629999,-0.8824,-0.5416,-0.9905,2.422,2.181,1.788
57.649999,-0.8814,-0.4511,-1.032,2.485,2.068,1.856
57.669999,-0.8761,-0.3398,-1.095,2.532,1.994,1.92
57.679999,-0.8671,-0.2016,-1.124,2.541,1.987,1.958
57.699999,-0.854,-0.0209,-1.205,2.545,1.984,2.023
57.719999,-0.8348,0.2172,-1.302,2.545,1.984,2.087
57.729999,-0.8029,0.4949,-1.363,2.543,1.984,2.134
57.749999,-0.7558,0.7235,-1.506,2.515,1.985,2.203
57.769999,-0.693,0.8405,-1.696,2.459,1.984,2.248
57.779999,-0.6257,0.878,-1.804,2.426,1.984,2.266
57.789999,-0.5679,0.8815,-1.914,2.397,1.984,2.284
57.809999,-0.5121,0.8786,-1.927,2.381,1.982,2.299
57.829999,-0.602,0.8042,-1.911,2.368,1.984,2.329
57.839999,-0.7173,0.7445,-1.885,2.385,1.984,2.333
57.859999,-0.767,0.741,-1.862,2.405,1.984,2.328
57.869999,-0.7824,0.745,-1.873,2.408,1.984,2.321
57.889999,-0.7331,0.8259,-1.89,2.395,1.984,2.31
57.899999,-0.6554,0.8792,-1.884,2.374,1.984,2.308
57.919999,-0.5993,0.8814,-1.875,2.342,1.984,2.31
57.939999,-0.5649,0.8712,-1.9,2.316,1.984,2.321
57.949999,-0.553,0.8575,-1.927,2.303,1.984,2.325
57.969999,-0.5623,0.8435,-1.925,2.274,1.984,2.322
57.979999,-0.5479,0.8514,-1.925,2.26,1.984,2.317
57.999999,-0.5143,0.861,-1.917,2.246,1.984,2.322
58.019999,-0.4576,0.8694,-1.86,2.259,1.983,2.342
58.029999,-0.369,0.8753,-1.808,2.282,1.983,2.358
58.049999,-0.2557,0.8713,-1.716,2.313,1.984,2.377
58.059999,-0.1039,0.862,-1.702,2.31,1.984,2.378
58.079999,0.08386,0.8411,-1.721,2.295,1.984,2.375
58.089999,0.3274,0.8152,-1.752,2.276,1.984,2.365
58.109999,0.5878,0.7771,-1.798,2.238,1.984,2.336
58.129999,0.7746,0.7224,-1.816,2.192,1.984,2.285
58.139999,0.8609,0.6665,-1.831,2.162,1.984,2.221
58.159999,0.8857,0.6056,-1.881,2.111,1.984,2.087
58.169999,0.8895,0.544,-1.903,2.091,1.984,1.989
58.179999,0.887,0.4797,-1.924,2.07,1.984,1.889
58.199999,0.8823,0.4079,-1.925,2.037,1.984,1.693
58.209999,0.8763,0.322,-1.925,2.02,1.984,1.594
58.229999,0.8685,0.2121,-1.923,1.994,1.984,1.431
58.239999,0.8579,0.06365,-1.912,1.984,1.984,1.358
58.259999,0.8422,-0.1402,-1.863,1.97,1.984,1.246
58.279999,0.8177,-0.3987,-1.831,1.96,1.984,1.167
58.289999,0.7792,-0.6511,-1.838,1.957,1.984,1.142
58.309999,0.7252,-0.8074,-1.892,1.952,1.984,1.114
58.319999,0.6635,-0.8676,-1.92,1.953,1.984,1.118
58.339999,0.6017,-0.8832,-1.926,1.954,1.984,1.133
58.349999,0.5406,-0.8842,-1.925,1.95,1.984,1.149
58.369999,0.4771,-0.8808,-1.925,1.948,1.984,1.18
58.389999,0.4065,-0.8756,-1.925,1.954,1.99,1.217
58.399999,0.322,-0.8692,-1.925,1.964,2.025,1.251
58.419999,0.2141,-0.8609,-1.915,1.993,2.154,1.323
58.439999,0.06841,-0.8497,-1.762,2.051,2.283,1.413
58.459999,-0.1315,-0.8332,-1.456,2.166,2.298,1.52
58.469999,-0.3864,-0.8074,-1.284,2.235,2.26,1.584
58.489999,-0.6393,-0.7666,-1.009,2.341,2.195,1.687
58.509999,-0.8004,-0.7086,-0.8275,2.42,2.121,1.771
58.519999,-0.864,-0.6398,-0.7698,2.459,2.056,1.816
58.529999,-0.8807,-0.5675,-0.72,2.492,2.006,1.864
58.539999,-0.8814,-0.4914,-0.6547,2.519,1.991,1.912
58.559999,-0.8767,-0.4062,-0.5481,2.544,1.984,1.995
58.569999,-0.8695,-0.3034,-0.5168,2.545,1.984,2.043
58.589999,-0.8597,-0.1696,-0.4927,2.54,1.984,2.129
58.609999,-0.8458,0.01321,-0.505,2.511,1.984,2.195
58.619999,-0.8253,0.2591,-0.5406,2.475,1.984,2.217
58.639999,-0.7918,0.5382,-0.6188,2.415,1.984,2.252
58.659999,-0.7406,0.7532,-0.6934,2.37,1.984,2.282
58.669999,-0.6756,0.8524,-0.7262,2.348,1.984,2.296
58.689999,-0.6091,0.8805,-0.797,2.31,1.984,2.314
58.709999,-0.5431,0.8847,-0.8921,2.269,1.984,2.312
58.719999,-0.4751,0.8818,-0.9577,2.236,1.984,2.286
58.739999,-0.3997,0.8765,-1.098,2.177,1.984,2.214
58.759999,-0.295,0.8739,-1.243,2.122,1.984,2.103
58.769999,-0.1567,0.8659,-1.314,2.1,1.984,2.006
58.789999,0.03327,0.8528,-1.446,2.065,1.984,1.824
58.809999,0.2874,0.8321,-1.574,2.032,1.984,1.639
58.819999,0.5686,0.7986,-1.64,2.013,1.984,1.548
58.839999,0.7738,0.7482,-1.756,1.985,1.984,1.404
58.849999,0.8625,0.6864,-1.807,1.978,1.984,1.343
58.869999,0.8874,0.6228,-1.897,1.967,1.984,1.248
58.889999,0.891,0.5605,-1.926,1.965,1.985,1.178
58.899999,0.8863,0.466,-1.925,1.966,1.985,1.147
58.919999,0.8785,0.3617,-1.925,1.962,1.985,1.1
58.939999,0.8683,0.2377,-1.925,1.957,1.985,1.073
58.959999,0.8547,0.08087,-1.925,1.955,1.984,1.065
58.969999,0.8415,-0.1164,-1.925,1.958,1.983,1.077
58.989999,0.8177,-0.3685,-1.925,1.967,1.982,1.105
59.009999,0.7798,-0.6221,-1.925,1.972,1.984,1.153
59.019999,0.7253,-0.7886,-1.925,1.965,2.005,1.199
59.039999,0.6641,-0.8593,-1.925,2.002,2.129,1.309
