Time (s),sf1 (User unit),sf2 (User unit),sf3 (User unit),sf4 (User unit),sf5 (User unit),sf6 (User unit)
32.569999,+9.428e-02,+1.189e-01,+1.496e-01,+1.093e-01,+1.099e-01,+1.527e-01
32.579999,+9.990e-02,+1.222e-01,+1.500e-01,+1.096e-01,+1.133e-01,+1.529e-01
32.589999,Null,Null,Null,Null,Null,Null
32.599999,+1.032e-01,+1.179e-01,+1.503e-01,+1.098e-01,+1.154e-01,+1.530e-01
32.609999,+1.052e-01,+1.153e-01,+1.505e-01,+1.100e-01,+1.166e-01,+1.531e-01
32.619999,Null,Null,Null,Null,Null,Null
32.629999,+1.064e-01,+1.201e-01,+1.443e-01,+1.103e-01,+1.174e-01,+1.532e-01
32.639999,Null,Null,Null,Null,Null,Null
32.649999,+1.072e-01,+1.229e-01,+1.406e-01,+1.105e-01,+1.180e-01,+1.533e-01
32.659999,+1.077e-01,+1.246e-01,+1.384e-01,+1.107e-01,+1.183e-01,+1.535e-01
32.669999,+1.081e-01,+1.256e-01,+1.370e-01,+1.109e-01,+1.186e-01,+1.536e-01
32.679999,Null,Null,Null,Null,Null,Null
32.689999,+1.084e-01,+1.263e-01,+1.361e-01,+1.047e-01,+1.125e-01,+1.537e-01
32.699999,+1.087e-01,+1.267e-01,+1.355e-01,+1.011e-01,+1.153e-01,+1.538e-01
32.709999,Null,Null,Null,Null,Null,Null
32.719999,+1.089e-01,+1.271e-01,+1.350e-01,+1.053e-01,+1.170e-01,+1.540e-01
32.729999,+1.092e-01,+1.273e-01,+1.346e-01,+1.079e-01,+1.180e-01,+1.541e-01
32.739999,Null,Null,Null,Null,Null,Null
32.749999,+1.030e-01,+1.276e-01,+1.343e-01,+1.094e-01,+1.187e-01,+1.542e-01
32.759999,+1.058e-01,+1.278e-01,+1.340e-01,+1.103e-01,+1.192e-01,+1.543e-01
32.769999,+1.075e-01,+1.215e-01,+1.337e-01,+1.110e-01,+1.195e-01,+1.544e-01
32.779999,+1.085e-01,+1.179e-01,+1.398e-01,+1.050e-01,+1.198e-01,+1.545e-01
32.789999,Null,Null,Null,Null,Null,Null
32.799999,+1.092e-01,+1.157e-01,+1.434e-01,+1.015e-01,+1.200e-01,+1.547e-01
32.809999,+1.033e-01,+1.144e-01,+1.455e-01,+1.059e-01,+1.203e-01,+1.484e-01
32.819999,Null,Null,Null,Null,Null,Null
32.829999,+9.982e-02,+1.135e-01,+1.403e-01,+1.084e-01,+1.205e-01,+1.511e-01
32.839999,Null,Null,Null,Null,Null,Null
32.849999,+9.777e-02,+1.130e-01,+1.372e-01,+1.100e-01,+1.143e-01,+1.527e-01
32.859999,+9.652e-02,+1.125e-01,+1.354e-01,+1.110e-01,+1.106e-01,+1.536e-01
32.869999,+9.572e-02,+1.122e-01,+1.342e-01,+1.052e-01,+1.085e-01,+1.542e-01
32.879999,Null,Null,Null,Null,Null,Null
32.889999,+1.016e-01,+1.119e-01,+1.334e-01,+1.018e-01,+1.071e-01,+1.546e-01
32.899999,+1.050e-01,+1.116e-01,+1.393e-01,+9.982e-02,+1.063e-01,+1.549e-01
32.909999,Null,Null,Null,Null,Null,Null
32.919999,+1.071e-01,+1.114e-01,+1.427e-01,+9.860e-02,+1.121e-01,+1.551e-01
32.929999,+1.083e-01,+1.112e-01,+1.446e-01,+9.781e-02,+1.155e-01,+1.553e-01
32.939999,Null,Null,Null,Null,Null,Null
32.949999,+1.091e-01,+1.173e-01,+1.458e-01,+9.728e-02,+1.176e-01,+1.554e-01
32.959999,Null,Null,Null,Null,Null,Null
32.969999,+1.101e-01,+1.230e-01,+1.368e-01,+9.660e-02,+1.196e-01,+1.493e-01
32.979999,Null,Null,Null,Null,Null,Null
32.989999,+1.104e-01,+1.243e-01,+1.348e-01,+9.634e-02,+1.201e-01,+1.520e-01
32.999999,+1.107e-01,+1.251e-01,+1.335e-01,+9.612e-02,+1.205e-01,+1.536e-01
33.009999,+1.109e-01,+1.257e-01,+1.327e-01,+9.590e-02,+1.208e-01,+1.545e-01
33.019999,+1.111e-01,+1.261e-01,+1.385e-01,+9.570e-02,+1.210e-01,+1.551e-01
33.029999,Null,Null,Null,Null,Null,Null
33.039999,+1.114e-01,+1.264e-01,+1.419e-01,+9.550e-02,+1.148e-01,+1.555e-01
33.049999,+1.116e-01,+1.266e-01,+1.375e-01,+9.531e-02,+1.112e-01,+1.558e-01
33.059999,+1.118e-01,+1.268e-01,+1.348e-01,+9.511e-02,+1.091e-01,+1.560e-01
33.069999,Null,Null,Null,Null,Null,Null
33.079999,+1.120e-01,+1.270e-01,+1.332e-01,+9.492e-02,+1.078e-01,+1.561e-01
33.089999,+1.122e-01,+1.272e-01,+1.322e-01,+9.473e-02,+1.069e-01,+1.563e-01
33.099999,+1.060e-01,+1.274e-01,+1.315e-01,+9.454e-02,+1.127e-01,+1.564e-01
33.109999,+1.024e-01,+1.275e-01,+1.310e-01,+9.435e-02,+1.162e-01,+1.565e-01
33.119999,Null,Null,Null,Null,Null,Null
33.129999,+1.002e-01,+1.277e-01,+1.370e-01,+9.416e-02,+1.182e-01,+1.567e-01
33.139999,+9.892e-02,+1.215e-01,+1.404e-01,+9.398e-02,+1.194e-01,+1.568e-01
33.149999,Null,Null,Null,Null,Null,Null
33.159999,+9.810e-02,+1.178e-01,+1.425e-01,+9.379e-02,+1.202e-01,+1.569e-01
33.169999,+1.039e-01,+1.221e-01,+1.437e-01,+9.360e-02,+1.207e-01,+1.570e-01
33.179999,Null,Null,Null,Null,Null,Null
33.189999,+1.074e-01,+1.246e-01,+1.445e-01,+9.341e-02,+1.211e-01,+1.571e-01
33.199999,Null,Null,Null,Null,Null,Null
33.209999,+1.106e-01,+1.270e-01,+1.453e-01,+9.304e-02,+1.114e-01,+1.574e-01
33.219999,Null,Null,Null,Null,Null,Null
33.229999,+1.114e-01,+1.212e-01,+1.455e-01,+9.285e-02,+1.093e-01,+1.575e-01
33.239999,Null,Null,Null,Null,Null,Null
33.249999,+1.120e-01,+1.178e-01,+1.457e-01,+9.907e-02,+1.080e-01,+1.576e-01
33.259999,+1.060e-01,+1.157e-01,+1.459e-01,+9.630e-02,+1.071e-01,+1.577e-01
33.269999,+1.025e-01,+1.145e-01,+1.461e-01,+9.465e-02,+1.066e-01,+1.578e-01
33.279999,+1.004e-01,+1.137e-01,+1.462e-01,+1.000e-01,+1.062e-01,+1.579e-01
33.289999,+9.912e-02,+1.131e-01,+1.464e-01,+1.032e-01,+1.058e-01,+1.580e-01
33.299999,Null,Null,Null,Null,Null,Null
33.309999,+9.831e-02,+1.127e-01,+1.465e-01,+1.051e-01,+1.056e-01,+1.581e-01
33.319999,+9.777e-02,+1.123e-01,+1.466e-01,+9.984e-02,+1.053e-01,+1.583e-01
33.329999,+1.038e-01,+1.121e-01,+1.468e-01,+1.032e-01,+1.051e-01,+1.584e-01
33.339999,Null,Null,Null,Null,Null,Null
33.349999,+1.073e-01,+1.118e-01,+1.469e-01,+1.052e-01,+1.113e-01,+1.585e-01
33.359999,Null,Null,Null,Null,Null,Null
33.369999,+1.094e-01,+1.116e-01,+1.471e-01,+1.064e-01,+1.149e-01,+1.586e-01
33.379999,+1.107e-01,+1.113e-01,+1.472e-01,+1.072e-01,+1.170e-01,+1.587e-01
33.389999,+1.051e-01,+1.111e-01,+1.473e-01,+1.077e-01,+1.183e-01,+1.588e-01
33.399999,Null,Null,Null,Null,Null,Null
33.409999,+1.018e-01,+1.109e-01,+1.475e-01,+1.081e-01,+1.191e-01,+1.589e-01
33.419999,+9.986e-02,+1.106e-01,+1.476e-01,+1.021e-01,+1.197e-01,+1.590e-01
33.429999,Null,Null,Null,Null,Null,Null
33.439999,+9.867e-02,+1.104e-01,+1.477e-01,+9.850e-02,+1.201e-01,+1.591e-01
33.449999,+9.790e-02,+1.102e-01,+1.479e-01,+9.640e-02,+1.140e-01,+1.593e-01
33.459999,Null,Null,Null,Null,Null,Null
33.469999,+9.738e-02,+1.100e-01,+1.480e-01,+9.512e-02,+1.104e-01,+1.594e-01
33.479999,+9.701e-02,+1.098e-01,+1.481e-01,+9.431e-02,+1.083e-01,+1.595e-01
33.489999,+9.671e-02,+1.095e-01,+1.482e-01,+9.377e-02,+1.070e-01,+1.596e-01
33.499999,Null,Null,Null,Null,Null,Null
33.509999,+9.645e-02,+1.093e-01,+1.484e-01,+9.338e-02,+1.061e-01,+1.597e-01
33.519999,Null,Null,Null,Null,Null,Null
33.529999,+9.602e-02,+1.089e-01,+1.486e-01,+9.283e-02,+1.052e-01,+1.599e-01
33.539999,Null,Null,Null,Null,Null,Null
33.549999,+9.581e-02,+1.087e-01,+1.488e-01,+9.261e-02,+1.048e-01,+1.600e-01
33.559999,+9.561e-02,+1.148e-01,+1.489e-01,+9.240e-02,+1.046e-01,+1.601e-01
33.569999,+9.542e-02,+1.120e-01,+1.490e-01,+9.220e-02,+1.043e-01,+1.602e-01
33.579999,Null,Null,Null,Null,Null,Null
33.589999,+9.523e-02,+1.104e-01,+1.492e-01,+9.201e-02,+1.041e-01,+1.603e-01
33.599999,Null,Null,Null,Null,Null,Null
33.609999,+9.503e-02,+1.093e-01,+1.493e-01,+9.182e-02,+1.039e-01,+1.604e-01
33.619999,+9.484e-02,+1.086e-01,+1.494e-01,+9.164e-02,+1.037e-01,+1.606e-01
33.629999,+9.465e-02,+1.081e-01,+1.495e-01,+9.145e-02,+1.034e-01,+1.607e-01
33.639999,Null,Null,Null,Null,Null,Null
33.649999,+9.446e-02,+1.077e-01,+1.497e-01,+9.127e-02,+1.032e-01,+1.608e-01
33.659999,+9.428e-02,+1.138e-01,+1.498e-01,+9.109e-02,+1.030e-01,+1.609e-01
33.669999,Null,Null,Null,Null,Null,Null
33.679999,+9.409e-02,+1.174e-01,+1.499e-01,+9.090e-02,+1.028e-01,+1.610e-01
33.689999,+9.390e-02,+1.195e-01,+1.501e-01,+9.072e-02,+1.026e-01,+1.611e-01
33.699999,+9.371e-02,+1.208e-01,+1.502e-01,+9.054e-02,+1.024e-01,+1.612e-01
33.709999,Null,Null,Null,Null,Null,Null
33.719999,+9.352e-02,+1.216e-01,+1.503e-01,+9.036e-02,+1.022e-01,+1.613e-01
33.729999,+9.334e-02,+1.221e-01,+1.504e-01,+9.658e-02,+1.020e-01,+1.614e-01
33.739999,Null,Null,Null,Null,Null,Null
33.749999,+9.955e-02,+1.161e-01,+1.506e-01,+1.002e-01,+1.018e-01,+1.615e-01
33.759999,Null,Null,Null,Null,Null,Null
33.769999,+1.032e-01,+1.126e-01,+1.507e-01,+1.024e-01,+1.016e-01,+1.616e-01
33.779999,+1.053e-01,+1.169e-01,+1.508e-01,+1.037e-01,+1.078e-01,+1.553e-01
33.789999,+1.067e-01,+1.194e-01,+1.510e-01,+1.046e-01,+1.114e-01,+1.580e-01
33.799999,Null,Null,Null,Null,Null,Null
33.809999,+1.011e-01,+1.209e-01,+1.511e-01,+1.051e-01,+1.135e-01,+1.596e-01
33.819999,+9.787e-02,+1.219e-01,+1.512e-01,+1.056e-01,+1.149e-01,+1.605e-01
33.829999,+1.023e-01,+1.225e-01,+1.513e-01,+1.059e-01,+1.157e-01,+1.611e-01
33.839999,Null,Null,Null,Null,Null,Null
33.849999,+1.050e-01,+1.165e-01,+1.515e-01,+1.062e-01,+1.098e-01,+1.551e-01
33.859999,+1.066e-01,+1.130e-01,+1.516e-01,+1.064e-01,+1.064e-01,+1.515e-01
33.869999,+1.076e-01,+1.110e-01,+1.517e-01,+1.067e-01,+1.044e-01,+1.494e-01
33.879999,Null,Null,Null,Null,Null,Null
33.889999,+1.087e-01,+1.152e-01,+1.417e-01,+1.071e-01,+1.126e-01,+1.573e-01
33.899999,Null,Null,Null,Null,Null,Null
33.909999,+1.090e-01,+1.185e-01,+1.395e-01,+1.009e-01,+1.080e-01,+1.590e-01
33.919999,+1.093e-01,+1.204e-01,+1.381e-01,+9.733e-02,+1.053e-01,+1.601e-01
33.929999,+1.096e-01,+1.216e-01,+1.372e-01,+1.016e-01,+1.036e-01,+1.607e-01
33.939999,Null,Null,Null,Null,Null,Null
33.949999,+1.098e-01,+1.224e-01,+1.366e-01,+1.041e-01,+1.090e-01,+1.611e-01
33.959999,+1.101e-01,+1.229e-01,+1.361e-01,+1.057e-01,+1.122e-01,+1.614e-01
33.969999,+1.103e-01,+1.232e-01,+1.357e-01,+1.066e-01,+1.140e-01,+1.616e-01
33.979999,+1.041e-01,+1.235e-01,+1.354e-01,+1.073e-01,+1.152e-01,+1.617e-01
33.989999,Null,Null,Null,Null,Null,Null
33.999999,+1.005e-01,+1.238e-01,+1.351e-01,+1.077e-01,+1.159e-01,+1.619e-01
34.009999,+1.047e-01,+1.240e-01,+1.412e-01,+1.081e-01,+1.164e-01,+1.556e-01
34.019999,Null,Null,Null,Null,Null,Null
34.029999,+1.073e-01,+1.242e-01,+1.447e-01,+1.084e-01,+1.104e-01,+1.519e-01
34.039999,Null,Null,Null,Null,Null,Null
34.049999,+1.097e-01,+1.246e-01,+1.480e-01,+1.088e-01,+1.048e-01,+1.546e-01
34.059999,Null,Null,Null,Null,Null,Null
34.069999,+1.040e-01,+1.247e-01,+1.424e-01,+1.091e-01,+1.035e-01,+1.575e-01
34.079999,Null,Null,Null,Null,Null,Null
34.089999,+1.006e-01,+1.249e-01,+1.455e-01,+1.029e-01,+1.027e-01,+1.592e-01
34.099999,+9.860e-02,+1.251e-01,+1.473e-01,+9.929e-02,+1.085e-01,+1.602e-01
34.109999,Null,Null,Null,Null,Null,Null
34.119999,+9.737e-02,+1.253e-01,+1.483e-01,+9.715e-02,+1.056e-01,+1.609e-01
34.129999,+1.030e-01,+1.255e-01,+1.490e-01,+9.585e-02,+1.038e-01,+1.613e-01
34.139999,+1.063e-01,+1.256e-01,+1.495e-01,+1.014e-01,+1.091e-01,+1.615e-01
34.149999,Null,Null,Null,Null,Null,Null
34.159999,+1.082e-01,+1.258e-01,+1.434e-01,+9.830e-02,+1.058e-01,+1.617e-01
34.169999,+1.095e-01,+1.260e-01,+1.398e-01,+9.643e-02,+1.038e-01,+1.619e-01
34.179999,Null,Null,Null,Null,Null,Null
34.189999,+1.038e-01,+1.262e-01,+1.376e-01,+9.529e-02,+1.090e-01,+1.620e-01
34.199999,Null,Null,Null,Null,Null,Null
34.209999,+1.069e-01,+1.263e-01,+1.363e-01,+9.456e-02,+1.120e-01,+1.621e-01
34.219999,+1.088e-01,+1.201e-01,+1.354e-01,+9.406e-02,+1.139e-01,+1.623e-01
34.229999,Null,Null,Null,Null,Null,Null
34.239999,+1.100e-01,+1.165e-01,+1.348e-01,+9.370e-02,+1.150e-01,+1.624e-01
34.249999,+1.107e-01,+1.207e-01,+1.407e-01,+9.341e-02,+1.157e-01,+1.625e-01
34.259999,+1.112e-01,+1.168e-01,+1.441e-01,+9.316e-02,+1.098e-01,+1.626e-01
34.269999,Null,Null,Null,Null,Null,Null
34.279999,+1.116e-01,+1.209e-01,+1.397e-01,+9.295e-02,+1.063e-01,+1.627e-01
34.289999,+1.119e-01,+1.232e-01,+1.371e-01,+9.274e-02,+1.043e-01,+1.628e-01
34.299999,Null,Null,Null,Null,Null,Null
34.309999,+1.122e-01,+1.247e-01,+1.355e-01,+9.254e-02,+1.030e-01,+1.629e-01
34.319999,+1.124e-01,+1.256e-01,+1.345e-01,+9.235e-02,+1.022e-01,+1.630e-01
34.329999,+1.126e-01,+1.262e-01,+1.338e-01,+9.217e-02,+1.017e-01,+1.631e-01
34.339999,Null,Null,Null,Null,Null,Null
34.349999,+1.064e-01,+1.266e-01,+1.333e-01,+9.198e-02,+1.077e-01,+1.632e-01
34.359999,Null,Null,Null,Null,Null,Null
34.369999,+1.028e-01,+1.269e-01,+1.393e-01,+9.179e-02,+1.112e-01,+1.633e-01
34.379999,+1.007e-01,+1.271e-01,+1.427e-01,+9.161e-02,+1.133e-01,+1.634e-01
34.389999,Null,Null,Null,Null,Null,Null
34.399999,+9.937e-02,+1.210e-01,+1.448e-01,+9.143e-02,+1.145e-01,+1.635e-01
34.409999,+9.854e-02,+1.173e-01,+1.460e-01,+9.124e-02,+1.153e-01,+1.636e-01
34.419999,+9.799e-02,+1.216e-01,+1.467e-01,+9.106e-02,+1.159e-01,+1.637e-01
34.429999,Null,Null,Null,Null,Null,Null
34.439999,+1.040e-01,+1.241e-01,+1.472e-01,+9.088e-02,+1.163e-01,+1.638e-01
34.449999,+1.075e-01,+1.256e-01,+1.476e-01,+9.070e-02,+1.166e-01,+1.639e-01
34.459999,Null,Null,Null,Null,Null,Null
34.469999,+1.096e-01,+1.265e-01,+1.478e-01,+9.052e-02,+1.104e-01,+1.640e-01
34.479999,Null,Null,Null,Null,Null,Null
34.489999,+1.109e-01,+1.271e-01,+1.480e-01,+9.033e-02,+1.069e-01,+1.641e-01
34.499999,+1.117e-01,+1.211e-01,+1.482e-01,+9.015e-02,+1.047e-01,+1.642e-01
34.509999,+1.058e-01,+1.176e-01,+1.483e-01,+8.997e-02,+1.034e-01,+1.643e-01
34.519999,Null,Null,Null,Null,Null,Null
34.529999,+1.024e-01,+1.155e-01,+1.485e-01,+8.979e-02,+1.026e-01,+1.644e-01
34.539999,+1.004e-01,+1.142e-01,+1.486e-01,+8.961e-02,+1.020e-01,+1.645e-01
34.549999,Null,Null,Null,Null,Null,Null
34.559999,+9.913e-02,+1.134e-01,+1.487e-01,+9.583e-02,+1.016e-01,+1.646e-01
34.569999,+9.834e-02,+1.128e-01,+1.489e-01,+9.307e-02,+1.013e-01,+1.647e-01
34.579999,+9.781e-02,+1.124e-01,+1.490e-01,+9.142e-02,+1.074e-01,+1.648e-01
34.589999,Null,Null,Null,Null,Null,Null
34.599999,+9.742e-02,+1.120e-01,+1.491e-01,+9.041e-02,+1.046e-01,+1.649e-01
34.609999,+9.711e-02,+1.118e-01,+1.493e-01,+8.975e-02,+1.029e-01,+1.650e-01
34.619999,Null,Null,Null,Null,Null,Null
34.629999,+9.686e-02,+1.115e-01,+1.494e-01,+9.570e-02,+1.083e-01,+1.651e-01
34.639999,Null,Null,Null,Null,Null,Null
34.649999,+9.663e-02,+1.113e-01,+1.495e-01,+9.919e-02,+1.114e-01,+1.652e-01
34.659999,+9.641e-02,+1.110e-01,+1.497e-01,+1.013e-01,+1.133e-01,+1.653e-01
34.669999,Null,Null,Null,Null,Null,Null
34.679999,+9.621e-02,+1.108e-01,+1.498e-01,+1.025e-01,+1.144e-01,+1.654e-01
34.689999,+9.601e-02,+1.106e-01,+1.499e-01,+1.034e-01,+1.152e-01,+1.655e-01
34.699999,+9.581e-02,+1.103e-01,+1.500e-01,+9.754e-02,+1.157e-01,+1.656e-01
34.709999,Null,Null,Null,Null,Null,Null
34.719999,+9.562e-02,+1.101e-01,+1.502e-01,+9.413e-02,+1.160e-01,+1.657e-01
34.729999,+9.543e-02,+1.099e-01,+1.503e-01,+9.852e-02,+1.163e-01,+1.658e-01
34.739999,Null,Null,Null,Null,Null,Null
34.749999,+9.524e-02,+1.097e-01,+1.504e-01,+1.011e-01,+1.166e-01,+1.659e-01
34.759999,Null,Null,Null,Null,Null,Null
34.769999,+9.504e-02,+1.095e-01,+1.506e-01,+1.027e-01,+1.168e-01,+1.660e-01
34.779999,+9.485e-02,+1.092e-01,+1.507e-01,+1.037e-01,+1.170e-01,+1.661e-01
34.789999,Null,Null,Null,Null,Null,Null
34.799999,+9.466e-02,+1.090e-01,+1.508e-01,+9.793e-02,+1.172e-01,+1.662e-01
34.809999,+9.447e-02,+1.088e-01,+1.509e-01,+9.458e-02,+1.174e-01,+1.663e-01
34.819999,+9.429e-02,+1.086e-01,+1.511e-01,+9.259e-02,+1.112e-01,+1.663e-01
34.829999,Null,Null,Null,Null,Null,Null
34.839999,+9.410e-02,+1.084e-01,+1.512e-01,+9.138e-02,+1.076e-01,+1.664e-01
34.849999,+9.391e-02,+1.146e-01,+1.513e-01,+9.061e-02,+1.055e-01,+1.665e-01
34.859999,Null,Null,Null,Null,Null,Null
34.869999,+9.372e-02,+1.182e-01,+1.514e-01,+9.010e-02,+1.041e-01,+1.666e-01
34.879999,+9.353e-02,+1.203e-01,+1.516e-01,+8.973e-02,+1.033e-01,+1.667e-01
34.889999,+9.335e-02,+1.216e-01,+1.517e-01,+8.944e-02,+1.027e-01,+1.668e-01
34.899999,Null,Null,Null,Null,Null,Null
34.909999,+9.316e-02,+1.224e-01,+1.518e-01,+8.920e-02,+1.023e-01,+1.669e-01
34.919999,Null,Null,Null,Null,Null,Null
34.929999,+9.297e-02,+1.229e-01,+1.519e-01,+8.899e-02,+1.020e-01,+1.670e-01
34.939999,+9.279e-02,+1.233e-01,+1.521e-01,+8.879e-02,+1.017e-01,+1.671e-01
34.949999,Null,Null,Null,Null,Null,Null
34.959999,+9.260e-02,+1.236e-01,+1.522e-01,+8.860e-02,+1.015e-01,+1.672e-01
34.969999,+9.242e-02,+1.239e-01,+1.523e-01,+8.842e-02,+1.013e-01,+1.673e-01
34.979999,+9.223e-02,+1.241e-01,+1.524e-01,+8.824e-02,+1.011e-01,+1.674e-01
34.989999,Null,Null,Null,Null,Null,Null
34.999999,+9.826e-02,+1.245e-01,+1.527e-01,+8.788e-02,+1.006e-01,+1.676e-01
35.009999,+9.550e-02,+1.247e-01,+1.528e-01,+8.770e-02,+1.004e-01,+1.677e-01
35.019999,+9.384e-02,+1.248e-01,+1.529e-01,+8.753e-02,+1.002e-01,+1.678e-01
35.029999,Null,Null,Null,Null,Null,Null
35.039999,+9.282e-02,+1.186e-01,+1.530e-01,+8.735e-02,+1.000e-01,+1.678e-01
35.049999,+9.216e-02,+1.150e-01,+1.532e-01,+8.718e-02,+9.983e-02,+1.679e-01
35.059999,+9.171e-02,+1.128e-01,+1.533e-01,+8.700e-02,+9.963e-02,+1.680e-01
35.069999,Null,Null,Null,Null,Null,Null
35.079999,+9.137e-02,+1.115e-01,+1.534e-01,+8.683e-02,+9.943e-02,+1.681e-01
35.089999,+9.750e-02,+1.106e-01,+1.535e-01,+8.666e-02,+9.923e-02,+1.682e-01
35.099999,Null,Null,Null,Null,Null,Null
35.109999,+1.011e-01,+1.101e-01,+1.536e-01,+8.648e-02,+9.903e-02,+1.683e-01
35.119999,+1.032e-01,+1.096e-01,+1.538e-01,+8.631e-02,+9.883e-02,+1.684e-01
35.129999,+1.045e-01,+1.093e-01,+1.539e-01,+8.614e-02,+9.864e-02,+1.685e-01
35.139999,Null,Null,Null,Null,Null,Null
35.149999,+1.054e-01,+1.090e-01,+1.540e-01,+8.597e-02,+9.844e-02,+1.686e-01
35.159999,Null,Null,Null,Null,Null,Null
35.169999,+1.059e-01,+1.088e-01,+1.541e-01,+8.579e-02,+9.824e-02,+1.687e-01
35.179999,+1.064e-01,+1.085e-01,+1.543e-01,+8.562e-02,+9.805e-02,+1.688e-01
35.189999,Null,Null,Null,Null,Null,Null
35.199999,+1.067e-01,+1.083e-01,+1.544e-01,+8.545e-02,+1.042e-01,+1.689e-01
35.209999,+1.006e-01,+1.081e-01,+1.545e-01,+8.528e-02,+1.079e-01,+1.689e-01
35.219999,Null,Null,Null,Null,Null,Null
35.229999,+9.700e-02,+1.078e-01,+1.546e-01,+8.511e-02,+1.036e-01,+1.690e-01
35.239999,+9.489e-02,+1.076e-01,+1.547e-01,+8.494e-02,+1.011e-01,+1.691e-01
35.249999,+9.361e-02,+1.074e-01,+1.548e-01,+8.477e-02,+9.961e-02,+1.692e-01
35.259999,Null,Null,Null,Null,Null,Null
35.269999,+9.280e-02,+1.072e-01,+1.550e-01,+8.460e-02,+9.866e-02,+1.693e-01
35.279999,Null,Null,Null,Null,Null,Null
35.289999,+9.226e-02,+1.070e-01,+1.551e-01,+8.443e-02,+1.044e-01,+1.694e-01
35.299999,+9.187e-02,+1.068e-01,+1.552e-01,+8.426e-02,+1.078e-01,+1.695e-01
35.309999,Null,Null,Null,Null,Null,Null
35.319999,+9.157e-02,+1.065e-01,+1.553e-01,+8.409e-02,+1.098e-01,+1.696e-01
35.329999,+9.132e-02,+1.063e-01,+1.554e-01,+8.392e-02,+1.111e-01,+1.697e-01
35.339999,+9.110e-02,+1.061e-01,+1.556e-01,+8.376e-02,+1.119e-01,+1.697e-01
35.349999,Null,Null,Null,Null,Null,Null
35.359999,+9.090e-02,+1.059e-01,+1.557e-01,+8.999e-02,+1.124e-01,+1.698e-01
35.369999,+9.070e-02,+1.057e-01,+1.558e-01,+9.364e-02,+1.128e-01,+1.699e-01
35.379999,+9.051e-02,+1.055e-01,+1.559e-01,+9.582e-02,+1.131e-01,+1.700e-01
35.389999,Null,Null,Null,Null,Null,Null
35.399999,+9.033e-02,+1.053e-01,+1.560e-01,+9.716e-02,+1.134e-01,+1.701e-01
35.409999,+9.655e-02,+1.051e-01,+1.561e-01,+9.803e-02,+1.136e-01,+1.702e-01
35.419999,Null,Null,Null,Null,Null,Null
35.429999,+1.002e-01,+1.049e-01,+1.562e-01,+9.862e-02,+1.138e-01,+1.703e-01
35.439999,Null,Null,Null,Null,Null,Null
35.449999,+1.024e-01,+1.046e-01,+1.564e-01,+9.906e-02,+1.140e-01,+1.704e-01
35.459999,+1.037e-01,+1.108e-01,+1.565e-01,+9.940e-02,+1.142e-01,+1.704e-01
35.469999,+1.045e-01,+1.144e-01,+1.502e-01,+9.970e-02,+1.144e-01,+1.641e-01
35.479999,Null,Null,Null,Null,Null,Null
35.489999,+1.051e-01,+1.102e-01,+1.529e-01,+9.996e-02,+1.146e-01,+1.604e-01
35.499999,+1.055e-01,+1.077e-01,+1.545e-01,+9.381e-02,+1.148e-01,+1.581e-01
35.509999,Null,Null,Null,Null,Null,Null
35.519999,+1.059e-01,+1.061e-01,+1.554e-01,+9.023e-02,+1.150e-01,+1.567e-01
35.529999,+1.061e-01,+1.116e-01,+1.560e-01,+9.452e-02,+1.152e-01,+1.558e-01
35.539999,Null,Null,Null,Null,Null,Null
35.549999,+1.064e-01,+1.148e-01,+1.500e-01,+9.706e-02,+1.154e-01,+1.551e-01
35.559999,Null,Null,Null,Null,Null,Null
35.569999,+1.066e-01,+1.167e-01,+1.465e-01,+9.221e-02,+1.092e-01,+1.546e-01
35.579999,+1.069e-01,+1.178e-01,+1.443e-01,+8.937e-02,+1.120e-01,+1.542e-01
35.589999,+1.071e-01,+1.186e-01,+1.430e-01,+9.407e-02,+1.137e-01,+1.538e-01
35.599999,Null,Null,Null,Null,Null,Null
35.609999,+1.073e-01,+1.127e-01,+1.421e-01,+9.686e-02,+1.147e-01,+1.534e-01
35.619999,+1.075e-01,+1.156e-01,+1.415e-01,+9.854e-02,+1.154e-01,+1.595e-01
35.629999,Null,Null,Null,Null,Null,Null
35.639999,+1.077e-01,+1.174e-01,+1.410e-01,+9.959e-02,+1.159e-01,+1.630e-01
35.649999,+1.079e-01,+1.185e-01,+1.406e-01,+1.003e-01,+1.162e-01,+1.651e-01
35.659999,+1.082e-01,+1.128e-01,+1.466e-01,+1.008e-01,+1.101e-01,+1.663e-01
35.669999,Null,Null,Null,Null,Null,Null
35.679999,+1.084e-01,+1.094e-01,+1.501e-01,+1.012e-01,+1.129e-01,+1.670e-01
35.689999,+1.086e-01,+1.074e-01,+1.522e-01,+1.015e-01,+1.146e-01,+1.610e-01
35.699999,Null,Null,Null,Null,Null,Null
35.709999,+1.088e-01,+1.126e-01,+1.534e-01,+9.536e-02,+1.157e-01,+1.575e-01
35.719999,Null,Null,Null,Null,Null,Null
35.729999,+1.026e-01,+1.156e-01,+1.541e-01,+9.179e-02,+1.163e-01,+1.554e-01
35.739999,+9.899e-02,+1.175e-01,+1.546e-01,+9.608e-02,+1.168e-01,+1.540e-01
35.749999,Null,Null,Null,Null,Null,Null
35.759999,+9.686e-02,+1.186e-01,+1.549e-01,+9.862e-02,+1.172e-01,+1.531e-01
