Time (s),sf1 (User unit),sf2 (User unit),sf3 (User unit),sf4 (User unit),sf5 (User unit),sf6 (User unit)
12.230,Null,Null,Null,Null,Null,Null
12.240,+6.896e-02,+8.377e-02,+1.218e-01,+6.371e-02,+8.252e-02,+1.144e-01
12.250,Null,Null,Null,Null,Null,Null
12.260,+7.114e-02,+8.597e-02,+1.220e-01,+6.402e-02,+8.326e-02,+1.136e-01
12.270,Null,Null,Null,Null,Null,Null
12.280,+7.250e-02,+8.733e-02,+1.222e-01,+6.432e-02,+7.739e-02,+1.130e-01
12.290,+6.700e-02,+8.822e-02,+1.223e-01,+6.462e-02,+8.038e-02,+1.125e-01
12.300,Null,Null,Null,Null,Null,Null
12.310,+6.381e-02,+8.883e-02,+1.225e-01,+6.492e-02,+8.220e-02,+1.122e-01
12.320,Null,Null,Null,Null,Null,Null
12.330,+6.834e-02,+8.928e-02,+1.227e-01,+6.522e-02,+8.335e-02,+1.119e-01
12.340,+7.105e-02,+8.965e-02,+1.229e-01,+5.912e-02,+8.412e-02,+1.117e-01
12.350,Null,Null,Null,Null,Null,Null
12.360,+7.271e-02,+8.996e-02,+1.231e-01,+6.200e-02,+8.466e-02,+1.114e-01
12.370,+7.377e-02,+9.025e-02,+1.233e-01,+6.376e-02,+8.509e-02,+1.112e-01
12.380,Null,Null,Null,Null,Null,Null
12.390,+6.810e-02,+9.052e-02,+1.234e-01,+6.490e-02,+8.544e-02,+1.109e-01
12.400,+6.481e-02,+9.078e-02,+1.236e-01,+5.927e-02,+8.575e-02,+1.107e-01
12.410,+6.929e-02,+9.103e-02,+1.238e-01,+5.602e-02,+8.603e-02,+1.105e-01
12.420,Null,Null,Null,Null,Null,Null
12.430,+7.196e-02,+9.128e-02,+1.240e-01,+5.412e-02,+8.631e-02,+1.103e-01
12.440,Null,Null,Null,Null,Null,Null
12.450,+7.360e-02,+8.513e-02,+1.242e-01,+5.940e-02,+8.657e-02,+1.100e-01
12.460,+7.466e-02,+8.155e-02,+1.243e-01,+6.253e-02,+8.683e-02,+1.098e-01
12.470,Null,Null,Null,Null,Null,Null
12.480,+7.537e-02,+7.945e-02,+1.245e-01,+6.444e-02,+8.709e-02,+1.096e-01
12.490,Null,Null,Null,Null,Null,Null
12.500,+7.590e-02,+7.819e-02,+1.247e-01,+6.566e-02,+8.735e-02,+1.094e-01
12.510,+6.992e-02,+7.740e-02,+1.249e-01,+6.648e-02,+8.760e-02,+1.092e-01
12.520,Null,Null,Null,Null,Null,Null
12.530,+6.646e-02,+7.689e-02,+1.251e-01,+6.707e-02,+8.785e-02,+1.090e-01
12.540,Null,Null,Null,Null,Null,Null
12.550,+6.443e-02,+8.293e-02,+1.252e-01,+6.753e-02,+8.811e-02,+1.087e-01
12.560,+6.323e-02,+8.648e-02,+1.254e-01,+6.152e-02,+8.836e-02,+1.085e-01
12.570,Null,Null,Null,Null,Null,Null
12.580,+6.248e-02,+8.861e-02,+1.256e-01,+5.805e-02,+8.861e-02,+1.083e-01
12.590,Null,Null,Null,Null,Null,Null
12.600,+6.201e-02,+8.993e-02,+1.258e-01,+5.603e-02,+8.886e-02,+1.081e-01
12.610,+6.168e-02,+9.078e-02,+1.195e-01,+6.123e-02,+8.911e-02,+1.079e-01
12.620,Null,Null,Null,Null,Null,Null
12.630,+6.145e-02,+9.138e-02,+1.223e-01,+6.432e-02,+8.936e-02,+1.076e-01
12.640,+6.126e-02,+9.182e-02,+1.239e-01,+6.620e-02,+8.961e-02,+1.074e-01
12.650,+6.110e-02,+9.218e-02,+1.250e-01,+6.740e-02,+8.986e-02,+1.072e-01
12.660,Null,Null,Null,Null,Null,Null
12.670,+6.096e-02,+9.248e-02,+1.256e-01,+6.821e-02,+9.011e-02,+1.134e-01
12.680,Null,Null,Null,Null,Null,Null
12.690,+6.082e-02,+8.636e-02,+1.261e-01,+6.880e-02,+9.035e-02,+1.170e-01
12.700,+6.069e-02,+8.921e-02,+1.264e-01,+6.925e-02,+9.060e-02,+1.191e-01
12.710,Null,Null,Null,Null,Null,Null
12.720,+6.057e-02,+9.093e-02,+1.267e-01,+6.964e-02,+9.085e-02,+1.140e-01
12.730,+6.044e-02,+9.202e-02,+1.269e-01,+6.998e-02,+9.109e-02,+1.110e-01
12.740,Null,Null,Null,Null,Null,Null
12.750,+6.032e-02,+9.274e-02,+1.271e-01,+6.390e-02,+9.134e-02,+1.092e-01
12.760,Null,Null,Null,Null,Null,Null
12.770,+6.020e-02,+9.326e-02,+1.273e-01,+6.039e-02,+9.158e-02,+1.081e-01
12.780,+6.008e-02,+9.366e-02,+1.275e-01,+5.834e-02,+9.183e-02,+1.138e-01
12.790,Null,Null,Null,Null,Null,Null
12.800,+5.996e-02,+9.398e-02,+1.276e-01,+6.352e-02,+8.567e-02,+1.171e-01
12.810,+5.984e-02,+9.428e-02,+1.278e-01,+6.660e-02,+8.210e-02,+1.191e-01
12.820,Null,Null,Null,Null,Null,Null
12.830,+5.972e-02,+9.454e-02,+1.280e-01,+6.847e-02,+7.999e-02,+1.203e-01
12.840,+5.960e-02,+8.840e-02,+1.282e-01,+6.967e-02,+8.513e-02,+1.210e-01
12.850,+5.948e-02,+8.483e-02,+1.283e-01,+7.047e-02,+8.816e-02,+1.215e-01
12.860,+5.936e-02,+8.272e-02,+1.285e-01,+7.105e-02,+8.359e-02,+1.219e-01
12.870,Null,Null,Null,Null,Null,Null
12.880,+5.924e-02,+8.145e-02,+1.287e-01,+7.150e-02,+8.092e-02,+1.222e-01
12.890,+5.913e-02,+8.066e-02,+1.288e-01,+7.188e-02,+7.933e-02,+1.225e-01
12.900,Null,Null,Null,Null,Null,Null
12.910,+6.541e-02,+8.014e-02,+1.290e-01,+6.582e-02,+7.836e-02,+1.227e-01
12.920,Null,Null,Null,Null,Null,Null
12.930,+6.911e-02,+7.978e-02,+1.292e-01,+6.232e-02,+7.774e-02,+1.229e-01
12.940,+7.134e-02,+7.950e-02,+1.293e-01,+6.027e-02,+7.732e-02,+1.231e-01
12.950,Null,Null,Null,Null,Null,Null
12.960,+7.273e-02,+8.568e-02,+1.295e-01,+5.905e-02,+7.702e-02,+1.233e-01
12.970,+7.364e-02,+8.930e-02,+1.297e-01,+5.831e-02,+7.678e-02,+1.234e-01
12.980,Null,Null,Null,Null,Null,Null
12.990,+7.428e-02,+9.147e-02,+1.299e-01,+5.784e-02,+7.657e-02,+1.236e-01
13.000,Null,Null,Null,Null,Null,Null
13.010,+6.837e-02,+9.281e-02,+1.300e-01,+5.752e-02,+7.639e-02,+1.238e-01
13.020,+6.494e-02,+9.367e-02,+1.302e-01,+5.729e-02,+7.622e-02,+1.240e-01
13.030,Null,Null,Null,Null,Null,Null
13.040,+6.934e-02,+9.427e-02,+1.304e-01,+5.711e-02,+7.606e-02,+1.242e-01
13.050,+7.196e-02,+9.471e-02,+1.305e-01,+5.696e-02,+7.591e-02,+1.243e-01
13.060,Null,Null,Null,Null,Null,Null
13.070,+7.358e-02,+9.506e-02,+1.307e-01,+5.682e-02,+7.575e-02,+1.245e-01
13.080,Null,Null,Null,Null,Null,Null
13.090,+7.462e-02,+9.537e-02,+1.309e-01,+5.670e-02,+7.560e-02,+1.247e-01
13.100,+6.893e-02,+9.564e-02,+1.310e-01,+5.658e-02,+7.545e-02,+1.249e-01
13.110,Null,Null,Null,Null,Null,Null
13.120,+6.564e-02,+9.590e-02,+1.312e-01,+5.646e-02,+7.529e-02,+1.251e-01
13.130,+6.370e-02,+9.615e-02,+1.314e-01,+5.634e-02,+7.514e-02,+1.252e-01
13.140,Null,Null,Null,Null,Null,Null
13.150,+6.255e-02,+9.639e-02,+1.315e-01,+5.623e-02,+7.499e-02,+1.254e-01
13.160,+6.184e-02,+9.023e-02,+1.317e-01,+5.612e-02,+7.484e-02,+1.256e-01
13.170,+6.138e-02,+8.665e-02,+1.319e-01,+5.600e-02,+7.469e-02,+1.258e-01
13.180,Null,Null,Null,Null,Null,Null
13.190,+6.107e-02,+8.454e-02,+1.320e-01,+5.589e-02,+7.454e-02,+1.259e-01
13.200,Null,Null,Null,Null,Null,Null
13.210,+6.084e-02,+8.326e-02,+1.322e-01,+5.578e-02,+7.439e-02,+1.261e-01
13.220,+6.066e-02,+8.246e-02,+1.323e-01,+5.567e-02,+8.065e-02,+1.263e-01
13.230,Null,Null,Null,Null,Null,Null
13.240,+6.690e-02,+8.834e-02,+1.325e-01,+5.556e-02,+8.432e-02,+1.265e-01
13.250,+7.058e-02,+9.179e-02,+1.327e-01,+5.544e-02,+8.652e-02,+1.266e-01
13.260,Null,Null,Null,Null,Null,Null
13.270,+7.279e-02,+9.386e-02,+1.328e-01,+6.173e-02,+8.788e-02,+1.268e-01
13.280,Null,Null,Null,Null,Null,Null
13.290,+7.418e-02,+9.514e-02,+1.266e-01,+6.544e-02,+8.876e-02,+1.270e-01
13.300,Null,Null,Null,Null,Null,Null
13.310,+6.868e-02,+9.597e-02,+1.229e-01,+6.768e-02,+8.937e-02,+1.272e-01
13.320,+6.550e-02,+9.654e-02,+1.208e-01,+6.908e-02,+8.982e-02,+1.209e-01
13.330,+6.363e-02,+9.697e-02,+1.194e-01,+7.000e-02,+9.019e-02,+1.173e-01
13.340,+6.251e-02,+9.091e-02,+1.249e-01,+7.065e-02,+9.050e-02,+1.151e-01
13.350,Null,Null,Null,Null,Null,Null
13.360,+6.182e-02,+9.379e-02,+1.282e-01,+7.114e-02,+9.079e-02,+1.138e-01
13.370,Null,Null,Null,Null,Null,Null
13.380,+6.138e-02,+9.553e-02,+1.237e-01,+7.154e-02,+9.105e-02,+1.129e-01
13.390,+6.107e-02,+9.662e-02,+1.210e-01,+7.189e-02,+9.131e-02,+1.123e-01
13.400,Null,Null,Null,Null,Null,Null
13.410,+6.085e-02,+9.734e-02,+1.194e-01,+7.221e-02,+9.156e-02,+1.119e-01
13.420,+6.067e-02,+9.785e-02,+1.248e-01,+7.252e-02,+8.541e-02,+1.116e-01
13.430,Null,Null,Null,Null,Null,Null
13.440,+6.691e-02,+9.184e-02,+1.279e-01,+7.281e-02,+8.184e-02,+1.177e-01
13.450,+7.059e-02,+8.835e-02,+1.298e-01,+7.310e-02,+7.974e-02,+1.212e-01
13.460,+7.280e-02,+8.628e-02,+1.309e-01,+7.339e-02,+7.847e-02,+1.233e-01
13.470,Null,Null,Null,Null,Null,Null
13.480,+7.419e-02,+9.143e-02,+1.252e-01,+7.367e-02,+7.769e-02,+1.246e-01
13.490,+7.509e-02,+9.447e-02,+1.283e-01,+7.395e-02,+7.717e-02,+1.190e-01
13.500,Null,Null,Null,Null,Null,Null
13.510,+7.573e-02,+9.630e-02,+1.301e-01,+7.423e-02,+7.681e-02,+1.221e-01
13.520,Null,Null,Null,Null,Null,Null
13.530,+7.621e-02,+9.744e-02,+1.312e-01,+7.451e-02,+7.654e-02,+1.240e-01
13.540,+7.660e-02,+9.819e-02,+1.255e-01,+7.479e-02,+8.272e-02,+1.251e-01
13.550,Null,Null,Null,Null,Null,Null
13.560,+7.694e-02,+9.872e-02,+1.221e-01,+7.507e-02,+8.635e-02,+1.258e-01
13.570,+7.725e-02,+9.911e-02,+1.201e-01,+7.535e-02,+8.853e-02,+1.199e-01
13.580,Null,Null,Null,Null,Null,Null
13.590,+7.755e-02,+9.944e-02,+1.189e-01,+6.923e-02,+8.987e-02,+1.165e-01
13.600,+7.143e-02,+9.972e-02,+1.180e-01,+6.568e-02,+9.074e-02,+1.144e-01
13.610,Null,Null,Null,Null,Null,Null
13.620,+6.789e-02,+9.998e-02,+1.175e-01,+6.361e-02,+9.134e-02,+1.131e-01
13.630,Null,Null,Null,Null,Null,Null
13.640,+6.582e-02,+1.002e-01,+1.171e-01,+6.238e-02,+9.179e-02,+1.123e-01
13.650,+6.458e-02,+1.005e-01,+1.167e-01,+6.162e-02,+9.215e-02,+1.117e-01
13.660,Null,Null,Null,Null,Null,Null
13.670,+6.383e-02,+1.007e-01,+1.164e-01,+6.754e-02,+9.246e-02,+1.113e-01
13.680,+6.334e-02,+1.009e-01,+1.226e-01,+7.103e-02,+9.274e-02,+1.110e-01
13.690,Null,Null,Null,Null,Null,Null
13.700,+6.301e-02,+1.012e-01,+1.261e-01,+7.314e-02,+9.301e-02,+1.107e-01
13.710,+6.917e-02,+1.014e-01,+1.282e-01,+7.446e-02,+8.686e-02,+1.104e-01
13.720,Null,Null,Null,Null,Null,Null
13.730,+7.279e-02,+1.016e-01,+1.295e-01,+7.534e-02,+8.969e-02,+1.102e-01
13.740,Null,Null,Null,Null,Null,Null
13.750,+7.498e-02,+9.543e-02,+1.303e-01,+7.595e-02,+9.140e-02,+1.099e-01
13.760,+7.634e-02,+9.184e-02,+1.308e-01,+7.642e-02,+9.249e-02,+1.161e-01
13.770,Null,Null,Null,Null,Null,Null
13.780,+7.083e-02,+8.971e-02,+1.312e-01,+7.680e-02,+9.321e-02,+1.197e-01
13.790,Null,Null,Null,Null,Null,Null
13.800,+6.764e-02,+8.843e-02,+1.315e-01,+7.714e-02,+9.372e-02,+1.218e-01
13.810,+6.577e-02,+8.762e-02,+1.317e-01,+7.745e-02,+9.411e-02,+1.231e-01
13.820,Null,Null,Null,Null,Null,Null
13.830,+6.464e-02,+8.709e-02,+1.319e-01,+7.774e-02,+9.444e-02,+1.239e-01
13.840,Null,Null,Null,Null,Null,Null
13.850,+6.395e-02,+8.671e-02,+1.321e-01,+7.803e-02,+9.473e-02,+1.245e-01
13.860,+6.350e-02,+8.642e-02,+1.323e-01,+7.831e-02,+9.500e-02,+1.249e-01
13.870,Null,Null,Null,Null,Null,Null
13.880,+6.959e-02,+8.618e-02,+1.324e-01,+7.858e-02,+9.525e-02,+1.188e-01
13.890,+7.318e-02,+8.597e-02,+1.326e-01,+7.885e-02,+8.910e-02,+1.152e-01
13.900,Null,Null,Null,Null,Null,Null
13.910,+7.534e-02,+8.578e-02,+1.328e-01,+7.913e-02,+8.552e-02,+1.130e-01
13.920,Null,Null,Null,Null,Null,Null
13.930,+7.029e-02,+8.559e-02,+1.329e-01,+7.300e-02,+8.341e-02,+1.181e-01
13.940,+6.735e-02,+8.541e-02,+1.331e-01,+6.945e-02,+8.214e-02,+1.211e-01
13.950,+6.563e-02,+8.524e-02,+1.333e-01,+6.737e-02,+8.135e-02,+1.229e-01
13.960,Null,Null,Null,Null,Null,Null
13.970,+6.459e-02,+8.507e-02,+1.334e-01,+6.613e-02,+8.083e-02,+1.240e-01
13.980,+6.394e-02,+8.489e-02,+1.336e-01,+6.536e-02,+8.046e-02,+1.247e-01
13.990,Null,Null,Null,Null,Null,Null
14.000,+6.352e-02,+8.472e-02,+1.337e-01,+6.487e-02,+8.018e-02,+1.251e-01
14.010,+6.322e-02,+8.455e-02,+1.339e-01,+6.454e-02,+7.996e-02,+1.255e-01
14.020,Null,Null,Null,Null,Null,Null
14.030,+6.300e-02,+8.438e-02,+1.341e-01,+6.429e-02,+7.976e-02,+1.258e-01
14.040,Null,Null,Null,Null,Null,Null
14.050,+6.282e-02,+8.422e-02,+1.342e-01,+6.410e-02,+7.958e-02,+1.260e-01
14.060,+6.266e-02,+8.405e-02,+1.344e-01,+6.393e-02,+7.941e-02,+1.262e-01
14.070,Null,Null,Null,Null,Null,Null
14.080,+6.252e-02,+8.388e-02,+1.345e-01,+7.018e-02,+7.924e-02,+1.264e-01
14.090,+6.239e-02,+8.371e-02,+1.347e-01,+7.386e-02,+7.908e-02,+1.266e-01
14.100,Null,Null,Null,Null,Null,Null
14.110,+6.226e-02,+8.354e-02,+1.349e-01,+7.608e-02,+7.892e-02,+1.268e-01
14.120,+6.853e-02,+8.338e-02,+1.350e-01,+7.745e-02,+7.876e-02,+1.269e-01
14.130,+6.582e-02,+8.321e-02,+1.352e-01,+7.835e-02,+7.860e-02,+1.271e-01
14.140,Null,Null,Null,Null,Null,Null
14.150,+7.062e-02,+8.304e-02,+1.353e-01,+7.898e-02,+7.844e-02,+1.273e-01
14.160,Null,Null,Null,Null,Null,Null
14.170,+7.348e-02,+8.288e-02,+1.355e-01,+7.946e-02,+7.829e-02,+1.275e-01
14.180,+7.523e-02,+8.271e-02,+1.356e-01,+7.984e-02,+7.813e-02,+1.276e-01
14.190,Null,Null,Null,Null,Null,Null
14.200,+6.994e-02,+8.255e-02,+1.358e-01,+8.018e-02,+7.797e-02,+1.278e-01
14.210,+6.687e-02,+8.878e-02,+1.360e-01,+8.048e-02,+7.782e-02,+1.280e-01
14.220,+6.507e-02,+9.244e-02,+1.361e-01,+8.077e-02,+7.766e-02,+1.282e-01
14.230,Null,Null,Null,Null,Null,Null
14.240,+6.399e-02,+9.462e-02,+1.363e-01,+8.105e-02,+7.751e-02,+1.283e-01
14.250,+6.332e-02,+8.956e-02,+1.364e-01,+8.132e-02,+7.735e-02,+1.285e-01
14.260,Null,Null,Null,Null,Null,Null
14.270,+6.288e-02,+8.661e-02,+1.366e-01,+8.159e-02,+7.720e-02,+1.287e-01
14.280,Null,Null,Null,Null,Null,Null
14.290,+6.258e-02,+8.486e-02,+1.367e-01,+8.186e-02,+7.704e-02,+1.288e-01
14.300,+6.875e-02,+9.019e-02,+1.369e-01,+8.212e-02,+7.689e-02,+1.290e-01
14.310,Null,Null,Null,Null,Null,Null
14.320,+7.239e-02,+9.332e-02,+1.370e-01,+8.239e-02,+8.313e-02,+1.292e-01
14.330,+7.458e-02,+9.521e-02,+1.372e-01,+8.265e-02,+8.680e-02,+1.293e-01
14.340,Null,Null,Null,Null,Null,Null
14.350,+7.595e-02,+9.639e-02,+1.374e-01,+7.652e-02,+8.260e-02,+1.295e-01
14.360,Null,Null,Null,Null,Null,Null
14.370,+7.684e-02,+9.716e-02,+1.311e-01,+7.296e-02,+8.013e-02,+1.297e-01
14.380,+7.747e-02,+9.770e-02,+1.274e-01,+7.727e-02,+7.866e-02,+1.235e-01
14.390,Null,Null,Null,Null,Null,Null
14.400,+7.154e-02,+9.810e-02,+1.316e-01,+7.984e-02,+7.776e-02,+1.198e-01
14.410,+6.811e-02,+9.204e-02,+1.341e-01,+8.142e-02,+8.358e-02,+1.240e-01
14.420,Null,Null,Null,Null,Null,Null
14.430,+6.610e-02,+8.850e-02,+1.356e-01,+8.243e-02,+8.700e-02,+1.265e-01
14.440,Null,Null,Null,Null,Null,Null
14.450,+6.490e-02,+8.642e-02,+1.365e-01,+8.312e-02,+8.905e-02,+1.280e-01
14.460,+6.416e-02,+8.516e-02,+1.371e-01,+8.363e-02,+9.033e-02,+1.289e-01
14.470,+6.368e-02,+8.437e-02,+1.375e-01,+7.763e-02,+9.116e-02,+1.295e-01
14.480,Null,Null,Null,Null,Null,Null
14.490,+6.336e-02,+8.385e-02,+1.378e-01,+7.414e-02,+9.174e-02,+1.299e-01
14.500,+6.952e-02,+8.988e-02,+1.380e-01,+7.210e-02,+9.218e-02,+1.302e-01
14.510,Null,Null,Null,Null,Null,Null
14.520,+7.315e-02,+9.341e-02,+1.382e-01,+7.088e-02,+9.253e-02,+1.305e-01
14.530,+7.533e-02,+9.553e-02,+1.320e-01,+7.012e-02,+9.284e-02,+1.307e-01
14.540,Null,Null,Null,Null,Null,Null
14.550,+7.670e-02,+9.684e-02,+1.283e-01,+6.963e-02,+8.671e-02,+1.309e-01
14.560,Null,Null,Null,Null,Null,Null
14.570,+7.119e-02,+9.768e-02,+1.261e-01,+6.929e-02,+8.316e-02,+1.310e-01
14.580,+6.800e-02,+9.826e-02,+1.248e-01,+7.544e-02,+8.106e-02,+1.312e-01
14.590,Null,Null,Null,Null,Null,Null
14.600,+6.612e-02,+9.869e-02,+1.239e-01,+7.905e-02,+7.980e-02,+1.314e-01
14.610,+7.140e-02,+9.903e-02,+1.233e-01,+8.122e-02,+7.901e-02,+1.316e-01
14.620,Null,Null,Null,Null,Null,Null
14.630,+7.452e-02,+9.933e-02,+1.228e-01,+8.258e-02,+8.490e-02,+1.317e-01
14.640,Null,Null,Null,Null,Null,Null
14.650,+7.642e-02,+9.959e-02,+1.225e-01,+8.346e-02,+8.836e-02,+1.319e-01
14.660,+7.122e-02,+9.984e-02,+1.222e-01,+7.767e-02,+9.043e-02,+1.321e-01
14.670,Null,Null,Null,Null,Null,Null
14.680,+6.819e-02,+1.001e-01,+1.219e-01,+7.431e-02,+9.172e-02,+1.322e-01
14.690,+6.642e-02,+1.003e-01,+1.216e-01,+7.234e-02,+9.255e-02,+1.260e-01
14.700,+6.535e-02,+9.415e-02,+1.214e-01,+7.115e-02,+9.314e-02,+1.223e-01
14.710,Null,Null,Null,Null,Null,Null
14.720,+7.109e-02,+9.056e-02,+1.211e-01,+7.682e-02,+8.717e-02,+1.201e-01
14.730,+7.447e-02,+8.844e-02,+1.209e-01,+7.376e-02,+9.010e-02,+1.188e-01
14.740,+7.652e-02,+9.355e-02,+1.270e-01,+7.195e-02,+9.188e-02,+1.179e-01
14.750,Null,Null,Null,Null,Null,Null
14.760,+7.780e-02,+9.657e-02,+1.306e-01,+7.086e-02,+9.299e-02,+1.173e-01
14.770,+7.865e-02,+9.198e-02,+1.327e-01,+7.018e-02,+9.373e-02,+1.169e-01
14.780,Null,Null,Null,Null,Null,Null
14.790,+7.284e-02,+8.930e-02,+1.340e-01,+6.974e-02,+9.425e-02,+1.165e-01
14.800,Null,Null,Null,Null,Null,Null
14.810,+6.948e-02,+8.769e-02,+1.348e-01,+7.582e-02,+9.465e-02,+1.162e-01
14.820,+7.391e-02,+8.670e-02,+1.353e-01,+7.940e-02,+9.498e-02,+1.224e-01
14.830,+7.655e-02,+8.607e-02,+1.356e-01,+8.156e-02,+9.527e-02,+1.259e-01
14.840,Null,Null,Null,Null,Null,Null
14.850,+7.817e-02,+8.563e-02,+1.359e-01,+7.649e-02,+9.554e-02,+1.280e-01
14.860,+7.920e-02,+8.531e-02,+1.361e-01,+7.355e-02,+9.579e-02,+1.293e-01
14.870,Null,Null,Null,Null,Null,Null
14.880,+7.991e-02,+8.505e-02,+1.363e-01,+7.181e-02,+9.604e-02,+1.237e-01
14.890,+8.043e-02,+8.483e-02,+1.365e-01,+7.716e-02,+9.628e-02,+1.204e-01
14.900,Null,Null,Null,Null,Null,Null
14.910,+8.084e-02,+8.464e-02,+1.303e-01,+8.032e-02,+9.652e-02,+1.184e-01
14.920,Null,Null,Null,Null,Null,Null
14.930,+7.478e-02,+8.445e-02,+1.266e-01,+8.223e-02,+9.676e-02,+1.172e-01
14.940,+7.128e-02,+8.427e-02,+1.244e-01,+8.343e-02,+9.059e-02,+1.164e-01
14.950,Null,Null,Null,Null,Null,Null
14.960,+6.922e-02,+8.410e-02,+1.231e-01,+7.783e-02,+8.701e-02,+1.159e-01
14.970,+7.439e-02,+8.393e-02,+1.222e-01,+7.458e-02,+8.489e-02,+1.154e-01
14.980,+7.745e-02,+9.016e-02,+1.280e-01,+7.906e-02,+8.362e-02,+1.151e-01
14.990,Null,Null,Null,Null,Null,Null
15.000,+7.931e-02,+9.381e-02,+1.314e-01,+8.173e-02,+8.282e-02,+1.148e-01
15.010,+8.048e-02,+9.599e-02,+1.333e-01,+8.336e-02,+8.229e-02,+1.146e-01
15.020,Null,Null,Null,Null,Null,Null
15.030,+7.487e-02,+9.733e-02,+1.345e-01,+8.440e-02,+8.192e-02,+1.143e-01
15.040,Null,Null,Null,Null,Null,Null
15.050,+7.161e-02,+9.819e-02,+1.353e-01,+8.510e-02,+8.164e-02,+1.141e-01
15.060,+6.969e-02,+9.879e-02,+1.358e-01,+8.561e-02,+8.781e-02,+1.138e-01
15.070,Null,Null,Null,Null,Null,Null
15.080,+6.854e-02,+9.922e-02,+1.361e-01,+8.601e-02,+9.143e-02,+1.136e-01
15.090,+6.783e-02,+9.317e-02,+1.364e-01,+7.995e-02,+9.360e-02,+1.198e-01
15.100,+6.736e-02,+8.964e-02,+1.366e-01,+7.643e-02,+9.493e-02,+1.234e-01
15.110,Null,Null,Null,Null,Null,Null
15.120,+6.704e-02,+8.756e-02,+1.368e-01,+7.437e-02,+9.579e-02,+1.255e-01
15.130,+6.680e-02,+8.630e-02,+1.370e-01,+7.313e-02,+9.638e-02,+1.204e-01
15.140,Null,Null,Null,Null,Null,Null
15.150,+6.661e-02,+8.551e-02,+1.372e-01,+7.236e-02,+9.682e-02,+1.174e-01
15.160,+6.644e-02,+8.499e-02,+1.373e-01,+7.186e-02,+9.717e-02,+1.155e-01
15.170,Null,Null,Null,Null,Null,Null
15.180,+6.628e-02,+8.462e-02,+1.375e-01,+7.151e-02,+9.747e-02,+1.144e-01
15.190,+6.614e-02,+8.433e-02,+1.376e-01,+7.126e-02,+9.134e-02,+1.137e-01
15.200,Null,Null,Null,Null,Null,Null
15.210,+6.600e-02,+9.050e-02,+1.378e-01,+7.105e-02,+8.778e-02,+1.195e-01
15.220,+6.587e-02,+9.411e-02,+1.379e-01,+7.087e-02,+8.567e-02,+1.230e-01
15.230,Null,Null,Null,Null,Null,Null
15.240,+6.573e-02,+9.627e-02,+1.381e-01,+7.071e-02,+8.440e-02,+1.186e-01
15.250,+6.560e-02,+9.760e-02,+1.382e-01,+7.055e-02,+8.361e-02,+1.224e-01
15.260,Null,Null,Null,Null,Null,Null
15.270,+6.547e-02,+9.846e-02,+1.384e-01,+7.040e-02,+8.948e-02,+1.247e-01
15.280,+6.534e-02,+9.904e-02,+1.385e-01,+7.026e-02,+9.293e-02,+1.260e-01
15.290,Null,Null,Null,Null,Null,Null
15.300,+6.521e-02,+9.948e-02,+1.387e-01,+7.012e-02,+9.500e-02,+1.269e-01
15.310,Null,Null,Null,Null,Null,Null
15.320,+6.508e-02,+9.982e-02,+1.388e-01,+6.997e-02,+8.988e-02,+1.274e-01
15.330,+6.495e-02,+1.001e-01,+1.390e-01,+6.983e-02,+8.688e-02,+1.278e-01
15.340,Null,Null,Null,Null,Null,Null
15.350,+6.482e-02,+1.004e-01,+1.391e-01,+6.969e-02,+9.151e-02,+1.281e-01
15.360,Null,Null,Null,Null,Null,Null
15.370,+6.469e-02,+1.006e-01,+1.393e-01,+6.955e-02,+9.424e-02,+1.283e-01
15.380,+6.456e-02,+1.009e-01,+1.394e-01,+6.941e-02,+9.590e-02,+1.285e-01
15.390,+6.443e-02,+1.011e-01,+1.396e-01,+6.928e-02,+9.695e-02,+1.287e-01
15.400,Null,Null,Null,Null,Null,Null
15.410,+6.430e-02,+9.493e-02,+1.397e-01,+6.914e-02,+9.764e-02,+1.289e-01
15.420,+6.417e-02,+9.134e-02,+1.399e-01,+6.900e-02,+9.814e-02,+1.291e-01
15.430,Null,Null,Null,Null,Null,Null
15.440,+6.404e-02,+8.922e-02,+1.400e-01,+6.886e-02,+9.852e-02,+1.229e-01
15.450,+6.391e-02,+8.793e-02,+1.402e-01,+6.872e-02,+9.884e-02,+1.192e-01
15.460,+7.019e-02,+8.713e-02,+1.403e-01,+7.499e-02,+9.912e-02,+1.171e-01
15.470,+6.748e-02,+8.659e-02,+1.405e-01,+7.867e-02,+9.937e-02,+1.157e-01
15.480,Null,Null,Null,Null,Null,Null
15.490,+6.588e-02,+8.622e-02,+1.406e-01,+8.088e-02,+9.962e-02,+1.149e-01
15.500,+6.491e-02,+9.233e-02,+1.408e-01,+7.585e-02,+9.986e-02,+1.207e-01
15.510,+6.431e-02,+9.591e-02,+1.409e-01,+7.293e-02,+1.001e-01,+1.241e-01
15.520,+6.391e-02,+9.805e-02,+1.411e-01,+7.120e-02,+1.003e-01,+1.261e-01
15.530,Null,Null,Null,Null,Null,Null
15.540,+6.362e-02,+9.936e-02,+1.412e-01,+7.016e-02,+1.005e-01,+1.273e-01
15.550,+6.341e-02,+1.002e-01,+1.350e-01,+6.950e-02,+1.008e-01,+1.280e-01
15.560,Null,Null,Null,Null,Null,Null
15.570,+6.963e-02,+1.008e-01,+1.313e-01,+6.907e-02,+1.010e-01,+1.221e-01
