Time (s),sf1,sf2,sf3,sf4,sf5,sf6
6.82,+5.098e-02,+4.405e-02,+5.180e-02,+3.900e-02,+4.106e-02,+7.233e-02
6.83,+5.193e-02,+4.364e-02,+5.789e-02,+3.942e-02,+4.014e-02,+6.879e-02
6.85,+5.262e-02,+4.337e-02,+6.149e-02,+3.981e-02,+4.599e-02,+6.671e-02
6.86,+5.314e-02,+4.318e-02,+6.367e-02,+4.018e-02,+4.945e-02,+6.547e-02
6.88,+5.358e-02,+4.304e-02,+6.503e-02,+4.054e-02,+5.157e-02,+6.471e-02
6.89,+5.397e-02,+4.292e-02,+5.954e-02,+4.089e-02,+5.291e-02,+6.422e-02
6.9,+5.433e-02,+4.281e-02,+5.636e-02,+4.124e-02,+4.741e-02,+6.388e-02
6.92,+5.467e-02,+4.271e-02,+5.451e-02,+4.159e-02,+4.425e-02,+6.364e-02
6.93,+5.500e-02,+4.262e-02,+5.341e-02,+4.194e-02,+4.241e-02,+6.345e-02
6.95,+5.532e-02,+4.253e-02,+5.273e-02,+4.228e-02,+4.132e-02,+6.968e-02
6.97,+5.564e-02,+4.245e-02,+5.871e-02,+3.622e-02,+4.067e-02,+7.335e-02
6.98,+5.596e-02,+4.236e-02,+6.224e-02,+3.275e-02,+4.666e-02,+7.556e-02
6.99,+5.628e-02,+4.228e-02,+6.438e-02,+3.074e-02,+5.022e-02,+7.694e-02
7.01,+5.660e-02,+4.219e-02,+6.572e-02,+2.958e-02,+5.238e-02,+7.784e-02
7.03,+5.691e-02,+4.851e-02,+6.661e-02,+3.529e-02,+5.375e-02,+7.207e-02
7.04,+5.723e-02,+4.584e-02,+6.725e-02,+3.869e-02,+5.467e-02,+7.512e-02
7.06,+5.754e-02,+4.428e-02,+6.774e-02,+4.077e-02,+5.532e-02,+7.698e-02
7.08,+5.785e-02,+4.336e-02,+6.174e-02,+4.211e-02,+5.584e-02,+7.815e-02
7.09,+5.817e-02,+4.280e-02,+6.467e-02,+3.662e-02,+5.626e-02,+7.894e-02
7.11,+5.848e-02,+4.244e-02,+6.647e-02,+3.346e-02,+5.664e-02,+7.310e-02
7.13,+5.879e-02,+4.860e-02,+6.762e-02,+3.804e-02,+5.699e-02,+6.972e-02
7.14,+5.910e-02,+5.225e-02,+6.840e-02,+4.079e-02,+5.733e-02,+6.773e-02
7.16,+5.941e-02,+5.446e-02,+6.257e-02,+4.251e-02,+5.125e-02,+6.655e-02
7.17,+5.972e-02,+5.586e-02,+5.920e-02,+4.363e-02,+5.415e-02,+6.581e-02
7.19,+6.003e-02,+5.679e-02,+5.723e-02,+3.802e-02,+5.594e-02,+6.534e-02
7.21,+6.033e-02,+5.745e-02,+6.246e-02,+3.479e-02,+5.709e-02,+6.501e-02
7.23,+5.424e-02,+5.797e-02,+6.557e-02,+3.292e-02,+5.788e-02,+7.117e-02
7.24,+5.073e-02,+5.839e-02,+6.746e-02,+3.183e-02,+5.846e-02,+7.480e-02
7.25,+4.869e-02,+5.877e-02,+6.867e-02,+3.119e-02,+5.893e-02,+7.058e-02
7.27,+5.388e-02,+5.912e-02,+6.948e-02,+3.079e-02,+5.933e-02,+6.812e-02
7.29,+5.698e-02,+5.945e-02,+6.366e-02,+3.054e-02,+5.969e-02,+6.666e-02
7.3,+5.887e-02,+5.977e-02,+6.670e-02,+3.677e-02,+6.003e-02,+6.578e-02
7.32,+6.008e-02,+6.008e-02,+6.855e-02,+4.047e-02,+6.035e-02,+6.522e-02
7.33,+5.450e-02,+5.399e-02,+6.973e-02,+4.272e-02,+6.067e-02,+6.484e-02
7.35,+5.128e-02,+5.048e-02,+7.053e-02,+4.415e-02,+6.098e-02,+6.457e-02
7.37,+4.941e-02,+4.844e-02,+7.110e-02,+4.511e-02,+6.129e-02,+7.076e-02
7.38,+5.470e-02,+4.724e-02,+7.155e-02,+3.940e-02,+6.159e-02,+7.441e-02
7.4,+5.784e-02,+4.652e-02,+7.193e-02,+3.612e-02,+5.550e-02,+7.660e-02
7.42,+5.337e-02,+4.607e-02,+7.227e-02,+3.422e-02,+5.199e-02,+7.797e-02
7.43,+5.078e-02,+4.577e-02,+7.258e-02,+3.311e-02,+4.994e-02,+7.886e-02
7.45,+4.926e-02,+4.556e-02,+7.288e-02,+3.245e-02,+4.874e-02,+7.949e-02
7.46,+4.835e-02,+4.540e-02,+7.318e-02,+3.205e-02,+4.801e-02,+7.996e-02
7.48,+4.780e-02,+4.527e-02,+7.346e-02,+3.179e-02,+4.755e-02,+8.034e-02
7.49,+4.744e-02,+4.516e-02,+7.375e-02,+3.802e-02,+4.725e-02,+8.067e-02
7.51,+4.719e-02,+4.506e-02,+7.403e-02,+4.171e-02,+4.704e-02,+8.098e-02
7.52,+4.701e-02,+4.496e-02,+7.431e-02,+4.396e-02,+4.688e-02,+8.127e-02
7.54,+4.687e-02,+4.487e-02,+7.459e-02,+4.539e-02,+4.675e-02,+8.154e-02
7.56,+4.675e-02,+4.478e-02,+7.487e-02,+4.634e-02,+4.663e-02,+8.182e-02
7.57,+4.664e-02,+4.469e-02,+7.515e-02,+4.703e-02,+4.653e-02,+8.208e-02
7.59,+4.654e-02,+4.460e-02,+7.543e-02,+4.756e-02,+4.643e-02,+8.235e-02
7.6,+4.644e-02,+4.451e-02,+7.570e-02,+4.801e-02,+4.633e-02,+8.261e-02
7.62,+5.274e-02,+4.442e-02,+7.598e-02,+4.841e-02,+4.624e-02,+8.288e-02
7.63,+4.491e-02,+6.136e-02,+8.139e-02,+3.473e-02,+6.088e-02,+8.802e-02
7.64,+4.473e-02,+5.558e-02,+8.192e-02,+3.459e-02,+6.168e-02,+8.853e-02
7.65,+4.464e-02,+5.207e-02,+8.219e-02,+3.452e-02,+6.202e-02,+8.878e-02
7.66,+5.095e-02,+5.002e-02,+8.245e-02,+4.085e-02,+6.235e-02,+8.903e-02
7.68,+5.468e-02,+4.882e-02,+8.271e-02,+4.461e-02,+6.266e-02,+8.928e-02
7.69,+5.694e-02,+5.449e-02,+8.298e-02,+4.688e-02,+6.297e-02,+8.953e-02
7.71,+5.836e-02,+5.785e-02,+7.684e-02,+4.832e-02,+6.328e-02,+8.978e-02
7.73,+5.930e-02,+5.990e-02,+7.328e-02,+4.289e-02,+6.358e-02,+9.002e-02
7.74,+5.357e-02,+6.120e-02,+7.759e-02,+3.976e-02,+6.388e-02,+9.027e-02
7.76,+5.026e-02,+6.207e-02,+8.017e-02,+3.794e-02,+6.418e-02,+9.052e-02
7.77,+4.834e-02,+6.269e-02,+8.174e-02,+3.688e-02,+6.448e-02,+9.077e-02
7.79,+4.720e-02,+5.678e-02,+8.275e-02,+3.624e-02,+5.838e-02,+9.101e-02
7.8,+4.651e-02,+5.337e-02,+8.344e-02,+3.584e-02,+5.486e-02,+9.126e-02
7.82,+4.608e-02,+5.138e-02,+8.395e-02,+3.559e-02,+5.281e-02,+9.150e-02
7.83,+4.580e-02,+5.020e-02,+8.434e-02,+3.541e-02,+5.160e-02,+9.175e-02
7.85,+4.560e-02,+5.589e-02,+8.468e-02,+4.168e-02,+5.087e-02,+9.199e-02
7.87,+4.544e-02,+5.926e-02,+8.499e-02,+4.540e-02,+5.041e-02,+9.224e-02
7.88,+4.532e-02,+6.132e-02,+8.527e-02,+4.766e-02,+5.010e-02,+9.248e-02
7.89,+4.521e-02,+5.621e-02,+8.554e-02,+4.908e-02,+4.988e-02,+9.272e-02
7.91,+4.510e-02,+5.326e-02,+8.581e-02,+4.364e-02,+4.972e-02,+9.297e-02
7.93,+4.501e-02,+5.154e-02,+8.607e-02,+4.690e-02,+4.958e-02,+9.321e-02
7.94,+4.491e-02,+5.051e-02,+8.633e-02,+4.250e-02,+4.946e-02,+9.345e-02
7.95,+5.122e-02,+4.989e-02,+8.658e-02,+3.996e-02,+4.935e-02,+9.369e-02
7.97,+4.855e-02,+4.949e-02,+8.684e-02,+3.848e-02,+4.924e-02,+9.393e-02
7.99,+5.339e-02,+4.922e-02,+8.709e-02,+4.401e-02,+4.914e-02,+9.417e-02
8.0,+5.628e-02,+4.902e-02,+8.735e-02,+4.730e-02,+4.904e-02,+9.441e-02
8.01,+5.806e-02,+4.887e-02,+8.760e-02,+4.931e-02,+4.894e-02,+9.465e-02
8.03,+5.920e-02,+4.874e-02,+8.785e-02,+5.060e-02,+4.884e-02,+9.489e-02
8.05,+5.359e-02,+4.862e-02,+8.810e-02,+4.507e-02,+4.874e-02,+9.513e-02
8.06,+5.675e-02,+4.852e-02,+8.836e-02,+4.189e-02,+4.864e-02,+9.536e-02
8.08,+5.868e-02,+4.841e-02,+8.861e-02,+4.004e-02,+4.855e-02,+9.560e-02
8.1,+5.992e-02,+4.831e-02,+8.886e-02,+3.896e-02,+4.845e-02,+9.584e-02
8.11,+6.075e-02,+4.821e-02,+8.911e-02,+3.831e-02,+4.835e-02,+9.607e-02
8.13,+5.496e-02,+4.812e-02,+8.936e-02,+3.791e-02,+4.826e-02,+9.631e-02
8.14,+5.161e-02,+5.442e-02,+8.961e-02,+4.404e-02,+4.816e-02,+9.654e-02
8.16,+4.967e-02,+5.814e-02,+8.986e-02,+4.768e-02,+4.806e-02,+9.678e-02
8.17,+4.852e-02,+6.039e-02,+9.010e-02,+4.989e-02,+4.797e-02,+9.701e-02
8.19,+5.422e-02,+6.181e-02,+9.035e-02,+5.129e-02,+4.787e-02,+9.085e-02
8.2,+5.760e-02,+6.274e-02,+9.060e-02,+5.223e-02,+4.778e-02,+8.726e-02
8.22,+5.966e-02,+6.340e-02,+9.085e-02,+4.650e-02,+4.768e-02,+8.515e-02
8.23,+6.097e-02,+6.391e-02,+9.109e-02,+4.320e-02,+4.758e-02,+8.387e-02
8.25,+6.184e-02,+6.433e-02,+8.494e-02,+4.129e-02,+4.749e-02,+8.307e-02
8.26,+6.247e-02,+6.469e-02,+8.136e-02,+4.657e-02,+4.739e-02,+8.255e-02
8.27,+5.655e-02,+6.503e-02,+7.926e-02,+4.971e-02,+4.730e-02,+8.218e-02
8.29,+5.314e-02,+6.535e-02,+8.440e-02,+5.164e-02,+4.721e-02,+8.190e-02
8.3,+5.115e-02,+6.566e-02,+8.743e-02,+5.288e-02,+5.351e-02,+8.167e-02
8.32,+4.998e-02,+6.596e-02,+8.926e-02,+5.372e-02,+5.724e-02,+8.146e-02
8.33,+4.927e-02,+5.986e-02,+9.041e-02,+5.434e-02,+5.949e-02,+8.768e-02
8.35,+5.522e-02,+5.634e-02,+9.117e-02,+5.483e-02,+6.090e-02,+9.132e-02
8.37,+5.875e-02,+5.429e-02,+9.171e-02,+5.524e-02,+5.544e-02,+9.350e-02
8.38,+6.088e-02,+5.307e-02,+9.212e-02,+5.561e-02,+5.229e-02,+9.485e-02
8.4,+6.223e-02,+5.234e-02,+9.246e-02,+5.596e-02,+5.685e-02,+9.571e-02
8.42,+6.313e-02,+5.827e-02,+9.276e-02,+5.630e-02,+5.957e-02,+9.631e-02
8.43,+5.737e-02,+6.179e-02,+9.303e-02,+5.662e-02,+6.126e-02,+9.675e-02
8.45,+5.404e-02,+6.391e-02,+9.329e-02,+5.054e-02,+6.235e-02,+9.710e-02
8.47,+5.210e-02,+6.525e-02,+9.354e-02,+4.704e-02,+6.310e-02,+9.740e-02
8.48,+5.736e-02,+6.614e-02,+8.739e-02,+4.501e-02,+6.366e-02,+9.127e-02
8.49,+6.048e-02,+6.678e-02,+8.382e-02,+4.381e-02,+6.410e-02,+8.770e-02
8.5,+6.239e-02,+6.726e-02,+8.811e-02,+4.310e-02,+6.449e-02,+8.560e-02
8.51,+5.720e-02,+6.767e-02,+9.066e-02,+4.265e-02,+6.483e-02,+8.433e-02
8.53,+5.420e-02,+6.802e-02,+9.222e-02,+4.236e-02,+6.516e-02,+8.353e-02
8.54,+5.245e-02,+6.835e-02,+9.321e-02,+4.216e-02,+6.547e-02,+8.301e-02
8.55,+5.141e-02,+6.226e-02,+9.387e-02,+4.201e-02,+6.578e-02,+8.264e-02
8.57,+5.077e-02,+5.874e-02,+9.436e-02,+4.189e-02,+6.608e-02,+8.236e-02
8.58,+5.037e-02,+5.669e-02,+9.474e-02,+4.178e-02,+6.637e-02,+8.213e-02
8.6,+5.009e-02,+5.548e-02,+9.505e-02,+4.168e-02,+6.667e-02,+8.833e-02
8.61,+4.989e-02,+5.474e-02,+9.534e-02,+4.159e-02,+6.697e-02,+9.196e-02
8.63,+4.974e-02,+5.427e-02,+9.560e-02,+4.151e-02,+6.726e-02,+9.413e-02
8.64,+4.961e-02,+5.396e-02,+9.585e-02,+4.142e-02,+6.756e-02,+8.907e-02
8.66,+4.949e-02,+5.373e-02,+9.609e-02,+4.134e-02,+6.785e-02,+8.612e-02
8.67,+4.938e-02,+5.356e-02,+9.633e-02,+4.125e-02,+6.814e-02,+8.436e-02
8.69,+4.927e-02,+5.341e-02,+9.657e-02,+4.117e-02,+6.843e-02,+8.329e-02
8.71,+4.917e-02,+5.969e-02,+9.681e-02,+4.109e-02,+6.872e-02,+8.261e-02
8.72,+4.907e-02,+6.339e-02,+9.704e-02,+4.101e-02,+6.901e-02,+8.215e-02
8.74,+4.897e-02,+6.562e-02,+9.728e-02,+4.092e-02,+6.930e-02,+8.182e-02
8.76,+5.527e-02,+6.702e-02,+9.751e-02,+4.084e-02,+6.959e-02,+8.796e-02
8.77,+5.260e-02,+6.794e-02,+9.775e-02,+4.076e-02,+6.348e-02,+9.156e-02
8.78,+5.103e-02,+6.859e-02,+9.798e-02,+4.068e-02,+5.995e-02,+9.371e-02
8.79,+5.009e-02,+6.269e-02,+9.821e-02,+4.060e-02,+5.789e-02,+9.504e-02
8.81,+4.951e-02,+5.927e-02,+9.844e-02,+4.052e-02,+5.667e-02,+9.590e-02
8.82,+4.914e-02,+5.728e-02,+9.867e-02,+4.044e-02,+5.593e-02,+9.649e-02
8.84,+5.529e-02,+5.610e-02,+9.890e-02,+4.035e-02,+5.545e-02,+9.693e-02
8.85,+5.892e-02,+5.538e-02,+9.913e-02,+4.027e-02,+5.514e-02,+9.728e-02
8.87,+6.112e-02,+5.492e-02,+9.936e-02,+4.019e-02,+5.491e-02,+9.758e-02
8.89,+6.251e-02,+5.461e-02,+9.959e-02,+4.011e-02,+5.473e-02,+9.785e-02
8.9,+5.702e-02,+5.439e-02,+9.982e-02,+4.003e-02,+5.459e-02,+9.810e-02
8.92,+5.386e-02,+6.062e-02,+1.000e-01,+3.995e-02,+5.446e-02,+9.834e-02
8.94,+5.841e-02,+6.429e-02,+1.003e-01,+3.987e-02,+5.434e-02,+9.858e-02
8.95,+6.113e-02,+6.651e-02,+1.005e-01,+4.619e-02,+5.422e-02,+9.882e-02
8.97,+6.281e-02,+6.790e-02,+1.007e-01,+4.353e-02,+5.411e-02,+9.905e-02
8.99,+6.390e-02,+6.881e-02,+1.010e-01,+4.198e-02,+5.400e-02,+9.928e-02
9.0,+5.824e-02,+6.946e-02,+1.012e-01,+4.746e-02,+5.389e-02,+9.951e-02
9.02,+5.498e-02,+6.995e-02,+1.014e-01,+5.073e-02,+5.378e-02,+9.974e-02
9.04,+5.307e-02,+7.035e-02,+1.016e-01,+5.272e-02,+5.367e-02,+9.997e-02
9.05,+5.194e-02,+7.071e-02,+1.019e-01,+4.759e-02,+5.356e-02,+1.002e-01
9.06,+5.126e-02,+7.103e-02,+1.021e-01,+5.104e-02,+5.346e-02,+1.004e-01
9.08,+5.082e-02,+7.134e-02,+1.023e-01,+5.314e-02,+5.335e-02,+1.007e-01
9.1,+5.053e-02,+7.164e-02,+1.025e-01,+5.447e-02,+5.324e-02,+1.009e-01
9.11,+5.032e-02,+7.193e-02,+1.028e-01,+5.536e-02,+5.314e-02,+1.011e-01
9.13,+5.016e-02,+6.582e-02,+1.030e-01,+4.961e-02,+5.303e-02,+1.013e-01
9.15,+5.002e-02,+6.228e-02,+1.032e-01,+5.269e-02,+5.292e-02,+1.016e-01
9.16,+4.990e-02,+6.022e-02,+1.034e-01,+5.459e-02,+5.282e-02,+1.018e-01
9.18,+4.979e-02,+5.899e-02,+1.036e-01,+5.580e-02,+5.271e-02,+1.020e-01
9.2,+4.969e-02,+5.824e-02,+1.039e-01,+5.663e-02,+5.261e-02,+1.022e-01
9.21,+4.958e-02,+5.777e-02,+1.041e-01,+5.083e-02,+5.250e-02,+1.025e-01
9.23,+4.948e-02,+6.385e-02,+1.043e-01,+4.749e-02,+5.240e-02,+1.027e-01
9.25,+4.938e-02,+6.744e-02,+1.045e-01,+5.195e-02,+5.229e-02,+1.029e-01
9.26,+4.928e-02,+6.960e-02,+1.047e-01,+5.463e-02,+5.219e-02,+1.031e-01
9.28,+4.918e-02,+7.096e-02,+9.856e-02,+5.629e-02,+5.208e-02,+1.033e-01
9.29,+4.908e-02,+7.186e-02,+9.496e-02,+5.737e-02,+5.838e-02,+9.716e-02
9.31,+4.899e-02,+7.249e-02,+9.283e-02,+5.811e-02,+6.209e-02,+9.996e-02
9.32,+4.889e-02,+7.297e-02,+9.153e-02,+5.867e-02,+6.434e-02,+1.017e-01
9.34,+4.879e-02,+7.336e-02,+9.072e-02,+5.913e-02,+6.574e-02,+1.027e-01
9.35,+4.869e-02,+7.371e-02,+9.018e-02,+5.952e-02,+6.667e-02,+1.034e-01
9.37,+4.850e-02,+7.433e-02,+8.950e-02,+6.021e-02,+6.782e-02,+1.043e-01
9.39,+4.840e-02,+7.462e-02,+8.925e-02,+5.413e-02,+6.823e-02,+1.046e-01
9.4,+4.830e-02,+7.490e-02,+8.904e-02,+5.062e-02,+6.219e-02,+1.049e-01
9.41,+4.821e-02,+7.518e-02,+8.884e-02,+4.859e-02,+6.510e-02,+1.051e-01
9.43,+4.811e-02,+7.546e-02,+8.865e-02,+4.739e-02,+6.688e-02,+1.053e-01
9.45,+5.442e-02,+7.574e-02,+8.846e-02,+4.666e-02,+6.802e-02,+1.056e-01
9.46,+5.174e-02,+7.602e-02,+8.828e-02,+4.621e-02,+6.880e-02,+1.058e-01
9.48,+5.017e-02,+7.630e-02,+8.810e-02,+4.592e-02,+6.296e-02,+1.060e-01
9.49,+4.924e-02,+7.657e-02,+9.432e-02,+4.571e-02,+5.959e-02,+1.062e-01
9.51,+4.866e-02,+7.685e-02,+9.797e-02,+4.555e-02,+5.762e-02,+1.064e-01
9.53,+4.829e-02,+7.712e-02,+1.001e-01,+4.542e-02,+5.645e-02,+1.067e-01
9.54,+4.804e-02,+7.739e-02,+1.015e-01,+4.531e-02,+6.213e-02,+1.069e-01
9.56,+4.786e-02,+7.767e-02,+1.023e-01,+4.521e-02,+6.550e-02,+1.071e-01
9.57,+4.771e-02,+7.794e-02,+1.029e-01,+4.511e-02,+6.754e-02,+1.073e-01
9.59,+4.759e-02,+7.821e-02,+9.694e-02,+4.501e-02,+6.883e-02,+1.075e-01
9.61,+4.748e-02,+7.848e-02,+9.346e-02,+4.492e-02,+6.969e-02,+1.077e-01
9.62,+5.377e-02,+7.875e-02,+9.139e-02,+4.483e-02,+7.030e-02,+1.079e-01
9.64,+5.749e-02,+7.902e-02,+9.014e-02,+4.474e-02,+7.077e-02,+1.081e-01
9.65,+5.974e-02,+7.929e-02,+8.935e-02,+4.465e-02,+6.476e-02,+1.084e-01
9.67,+6.116e-02,+7.956e-02,+8.883e-02,+4.456e-02,+6.129e-02,+1.086e-01
9.69,+5.569e-02,+7.983e-02,+8.845e-02,+4.447e-02,+5.926e-02,+1.088e-01
9.7,+5.253e-02,+8.010e-02,+8.816e-02,+4.438e-02,+5.805e-02,+1.090e-01
9.72,+5.069e-02,+8.037e-02,+8.792e-02,+4.429e-02,+5.732e-02,+1.092e-01
9.73,+4.960e-02,+8.064e-02,+9.411e-02,+4.420e-02,+5.685e-02,+1.094e-01
9.75,+4.894e-02,+8.090e-02,+9.773e-02,+4.412e-02,+5.653e-02,+1.096e-01
9.77,+4.852e-02,+8.117e-02,+9.989e-02,+4.403e-02,+5.631e-02,+1.098e-01
9.78,+4.824e-02,+8.143e-02,+1.012e-01,+4.394e-02,+5.613e-02,+1.100e-01
9.8,+4.804e-02,+8.170e-02,+1.021e-01,+5.025e-02,+5.598e-02,+1.102e-01
9.81,+4.788e-02,+8.196e-02,+1.027e-01,+4.758e-02,+5.585e-02,+1.105e-01
9.82,+4.775e-02,+8.223e-02,+1.031e-01,+4.602e-02,+5.572e-02,+1.107e-01
9.83,+4.764e-02,+8.249e-02,+1.034e-01,+4.510e-02,+5.560e-02,+1.109e-01
9.85,+4.753e-02,+8.275e-02,+1.037e-01,+4.453e-02,+5.549e-02,+1.111e-01
9.86,+4.743e-02,+8.302e-02,+9.756e-02,+4.417e-02,+5.538e-02,+1.113e-01
9.88,+4.733e-02,+8.328e-02,+1.004e-01,+5.033e-02,+6.166e-02,+1.115e-01
9.89,+4.724e-02,+8.354e-02,+1.021e-01,+5.397e-02,+5.897e-02,+1.117e-01
9.9,+4.714e-02,+7.740e-02,+1.032e-01,+5.618e-02,+5.739e-02,+1.119e-01
9.92,+4.704e-02,+7.384e-02,+1.039e-01,+5.758e-02,+6.284e-02,+1.121e-01
9.93,+4.695e-02,+7.175e-02,+1.043e-01,+5.210e-02,+6.607e-02,+1.123e-01
9.95,+4.686e-02,+7.050e-02,+1.047e-01,+4.894e-02,+6.804e-02,+1.125e-01
9.97,+4.676e-02,+6.973e-02,+1.050e-01,+5.351e-02,+6.928e-02,+1.127e-01
9.98,+4.667e-02,+6.923e-02,+1.053e-01,+5.624e-02,+7.011e-02,+1.129e-01
10.0,+4.658e-02,+6.889e-02,+1.055e-01,+5.793e-02,+7.071e-02,+1.131e-01
10.02,+4.648e-02,+6.864e-02,+1.058e-01,+5.902e-02,+7.117e-02,+1.133e-01
10.04,+4.639e-02,+6.843e-02,+1.060e-01,+5.338e-02,+7.156e-02,+1.135e-01
10.05,+4.630e-02,+6.826e-02,+1.062e-01,+5.012e-02,+7.190e-02,+1.137e-01
10.07,+4.620e-02,+6.810e-02,+1.064e-01,+4.823e-02,+7.221e-02,+1.139e-01
10.08,+4.611e-02,+6.795e-02,+1.067e-01,+4.711e-02,+6.612e-02,+1.141e-01
10.09,+4.602e-02,+6.781e-02,+1.069e-01,+4.643e-02,+6.899e-02,+1.143e-01
10.11,+4.593e-02,+6.767e-02,+1.071e-01,+4.601e-02,+7.075e-02,+1.145e-01
10.13,+4.584e-02,+6.753e-02,+1.073e-01,+4.572e-02,+7.187e-02,+1.147e-01
10.14,+5.214e-02,+6.739e-02,+1.075e-01,+4.553e-02,+7.264e-02,+1.149e-01
10.16,+4.947e-02,+6.726e-02,+1.077e-01,+4.537e-02,+6.679e-02,+1.151e-01
10.18,+5.431e-02,+6.712e-02,+1.079e-01,+4.525e-02,+6.341e-02,+1.153e-01
10.19,+5.720e-02,+6.699e-02,+1.082e-01,+4.514e-02,+6.143e-02,+1.155e-01
10.21,+5.898e-02,+6.685e-02,+1.084e-01,+4.503e-02,+6.025e-02,+1.157e-01
10.23,+6.012e-02,+6.672e-02,+1.086e-01,+4.494e-02,+6.593e-02,+1.159e-01
10.25,+5.450e-02,+6.659e-02,+1.088e-01,+4.484e-02,+6.929e-02,+1.161e-01
10.26,+5.126e-02,+6.645e-02,+1.090e-01,+4.475e-02,+7.132e-02,+1.163e-01
10.28,+4.937e-02,+6.632e-02,+1.092e-01,+4.466e-02,+7.260e-02,+1.165e-01
10.29,+4.826e-02,+6.619e-02,+1.094e-01,+4.457e-02,+7.345e-02,+1.103e-01
10.31,+5.398e-02,+6.606e-02,+1.096e-01,+4.448e-02,+7.405e-02,+1.067e-01
10.33,+5.097e-02,+6.592e-02,+1.098e-01,+4.439e-02,+7.452e-02,+1.045e-01
10.34,+4.922e-02,+6.579e-02,+1.100e-01,+4.430e-02,+7.490e-02,+1.032e-01
10.36,+4.818e-02,+6.566e-02,+1.103e-01,+4.422e-02,+7.524e-02,+1.023e-01
10.37,+4.755e-02,+7.193e-02,+1.105e-01,+4.413e-02,+7.555e-02,+1.018e-01
10.39,+5.355e-02,+7.562e-02,+1.107e-01,+4.404e-02,+7.585e-02,+1.014e-01
10.41,+5.710e-02,+7.783e-02,+1.109e-01,+4.395e-02,+7.614e-02,+1.011e-01
10.42,+5.925e-02,+7.281e-02,+1.111e-01,+4.386e-02,+7.642e-02,+1.008e-01
10.44,+6.061e-02,+6.989e-02,+1.049e-01,+4.378e-02,+7.670e-02,+1.069e-01
10.45,+6.151e-02,+6.817e-02,+1.013e-01,+4.369e-02,+7.697e-02,+1.105e-01
10.46,+6.216e-02,+7.354e-02,+9.913e-02,+4.360e-02,+7.725e-02,+1.127e-01
10.47,+6.266e-02,+7.671e-02,+9.783e-02,+4.351e-02,+7.112e-02,+1.140e-01
10.49,+6.307e-02,+7.863e-02,+9.700e-02,+4.343e-02,+7.398e-02,+1.084e-01
10.5,+6.344e-02,+7.984e-02,+9.645e-02,+4.334e-02,+7.572e-02,+1.051e-01
10.52,+6.377e-02,+8.064e-02,+9.605e-02,+4.325e-02,+7.683e-02,+1.032e-01
10.53,+6.409e-02,+7.481e-02,+1.021e-01,+4.317e-02,+7.758e-02,+1.020e-01
10.55,+6.441e-02,+7.143e-02,+1.057e-01,+4.308e-02,+7.172e-02,+1.012e-01
10.57,+6.471e-02,+7.585e-02,+1.078e-01,+4.299e-02,+6.833e-02,+1.007e-01
10.58,+6.501e-02,+7.848e-02,+1.091e-01,+4.291e-02,+6.634e-02,+1.003e-01
10.59,+6.531e-02,+7.369e-02,+1.035e-01,+4.282e-02,+7.155e-02,+1.000e-01
10.61,+6.561e-02,+7.091e-02,+1.067e-01,+4.274e-02,+7.464e-02,+9.976e-02
10.62,+6.591e-02,+7.566e-02,+1.086e-01,+4.265e-02,+7.652e-02,+9.953e-02
10.64,+6.621e-02,+7.848e-02,+1.097e-01,+4.257e-02,+7.770e-02,+9.931e-02
10.65,+6.650e-02,+8.021e-02,+1.105e-01,+4.248e-02,+7.849e-02,+9.910e-02
10.67,+6.040e-02,+8.130e-02,+1.110e-01,+4.880e-02,+7.906e-02,+9.889e-02
10.69,+5.687e-02,+8.204e-02,+1.114e-01,+5.253e-02,+7.950e-02,+9.869e-02
10.7,+5.482e-02,+8.257e-02,+1.117e-01,+5.479e-02,+7.986e-02,+9.849e-02
10.72,+6.000e-02,+8.299e-02,+1.119e-01,+5.622e-02,+7.379e-02,+1.047e-01
10.73,+6.308e-02,+8.334e-02,+1.122e-01,+5.076e-02,+7.027e-02,+1.019e-01
10.75,+6.497e-02,+8.365e-02,+1.060e-01,+4.762e-02,+7.460e-02,+1.002e-01
10.77,+6.617e-02,+8.394e-02,+1.024e-01,+4.579e-02,+7.719e-02,+9.921e-02
10.78,+6.697e-02,+8.421e-02,+1.003e-01,+4.471e-02,+7.878e-02,+9.854e-02
10.8,+6.756e-02,+8.448e-02,+9.895e-02,+5.045e-02,+7.980e-02,+1.045e-01
10.82,+6.802e-02,+8.475e-02,+9.812e-02,+5.386e-02,+8.050e-02,+1.079e-01
10.84,+6.841e-02,+8.501e-02,+9.757e-02,+5.594e-02,+7.461e-02,+1.100e-01
10.85,+6.875e-02,+7.887e-02,+1.036e-01,+5.726e-02,+7.119e-02,+1.113e-01
10.86,+6.267e-02,+8.171e-02,+1.007e-01,+5.174e-02,+7.559e-02,+1.057e-01
10.88,+5.916e-02,+8.343e-02,+9.895e-02,+4.856e-02,+7.821e-02,+1.024e-01
10.89,+5.711e-02,+8.453e-02,+1.043e-01,+4.671e-02,+7.982e-02,+1.069e-01
10.91,+5.590e-02,+8.526e-02,+1.074e-01,+4.561e-02,+8.084e-02,+1.095e-01
10.93,+5.516e-02,+8.579e-02,+1.093e-01,+4.495e-02,+8.155e-02,+1.111e-01
10.94,+5.469e-02,+8.620e-02,+1.104e-01,+4.454e-02,+8.206e-02,+1.120e-01
