__time,/sim_ros_interface/topic/forwardModel/data[0],/sim_ros_interface/topic/forwardModel/data[10],/sim_ros_interface/topic/forwardModel/data[11],/sim_ros_interface/topic/forwardModel/data[12],/sim_ros_interface/topic/forwardModel/data[13],/sim_ros_interface/topic/forwardModel/data[14],/sim_ros_interface/topic/forwardModel/data[15],/sim_ros_interface/topic/forwardModel/data[16],/sim_ros_interface/topic/forwardModel/data[17],/sim_ros_interface/topic/forwardModel/data[18],/sim_ros_interface/topic/forwardModel/data[19],/sim_ros_interface/topic/forwardModel/data[1],/sim_ros_interface/topic/forwardModel/data[20],/sim_ros_interface/topic/forwardModel/data[21],/sim_ros_interface/topic/forwardModel/data[22],/sim_ros_interface/topic/forwardModel/data[23],/sim_ros_interface/topic/forwardModel/data[24],/sim_ros_interface/topic/forwardModel/data[25],/sim_ros_interface/topic/forwardModel/data[26],/sim_ros_interface/topic/forwardModel/data[27],/sim_ros_interface/topic/forwardModel/data[28],/sim_ros_interface/topic/forwardModel/data[29],/sim_ros_interface/topic/forwardModel/data[2],/sim_ros_interface/topic/forwardModel/data[30],/sim_ros_interface/topic/forwardModel/data[31],/sim_ros_interface/topic/forwardModel/data[32],/sim_ros_interface/topic/forwardModel/data[33],/sim_ros_interface/topic/forwardModel/data[34],/sim_ros_interface/topic/forwardModel/data[35],/sim_ros_interface/topic/forwardModel/data[36],/sim_ros_interface/topic/forwardModel/data[37],/sim_ros_interface/topic/forwardModel/data[38],/sim_ros_interface/topic/forwardModel/data[39],/sim_ros_interface/topic/forwardModel/data[3],/sim_ros_interface/topic/forwardModel/data[40],/sim_ros_interface/topic/forwardModel/data[41],/sim_ros_interface/topic/forwardModel/data[42],/sim_ros_interface/topic/forwardModel/data[43],/sim_ros_interface/topic/forwardModel/data[44],/sim_ros_interface/topic/forwardModel/data[45],/sim_ros_interface/topic/forwardModel/data[46],/sim_ros_interface/topic/forwardModel/data[47],/sim_ros_interface/topic/forwardModel/data[48],/sim_ros_interface/topic/forwardModel/data[4],/sim_ros_interface/topic/forwardModel/data[5],/sim_ros_interface/topic/forwardModel/data[6],/sim_ros_interface/topic/forwardModel/data[7],/sim_ros_interface/topic/forwardModel/data[8],/sim_ros_interface/topic/forwardModel/data[9],/sim_ros_interface/topic/forwardModel/layout/data_offset,/sim_ros_interface/topic/sfweights/data[0],/sim_ros_interface/topic/sfweights/data[1],/sim_ros_interface/topic/sfweights/data[2],/sim_ros_interface/topic/sfweights/data[3],/sim_ros_interface/topic/sfweights/data[4],/sim_ros_interface/topic/sfweights/data[5],/sim_ros_interface/topic/sfweights/layout/data_offset
1716562127.774987,0.000000000,1.000000000,0.065902196,0.000000000,150.904708862,1.287746310,0.858661413,0.000000000,1.000000000,1.000000000,0.081942163,0.000000000,0.000000000,-0.127965823,1.059161782,0.682153225,0.000000000,0.000000000,0.000000000,0.142566353,0.000000000,-0.035741020,0.000000000,1.653063059,1.579990864,0.000000000,1.000000000,1.000000000,0.065960996,0.000000000,152.335601807,1.287746310,0.858661413,0.140464738,0.000000000,0.000000000,0.000000000,0.076289080,0.000000000,-0.009672993,1.059161782,0.682153225,0.170000000,0.000000000,-0.294342071,1.653063059,1.579990864,0.000000000,1.000000000,0.000000000,,,,,,,
1716562127.775029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.140464738,0.065902196,0.081942163,0.142566353,0.065960996,0.076289080,0.000000000
1716562127.807980,0.000000000,1.000000000,0.066269919,0.000000000,-0.137505934,1.438358665,1.032570601,0.000000000,0.000000000,0.000000000,0.082321174,0.000000000,0.000000000,0.055488732,1.261520982,0.855963528,0.000000000,0.000000000,0.000000000,0.142280534,0.000000000,9.170165062,0.000000000,1.648684740,1.600599051,0.000000000,1.000000000,1.000000000,0.066323332,0.000000000,-0.010632616,1.438358665,1.032570601,0.140183136,0.000000000,0.000000000,0.000000000,0.072847396,0.000000000,0.235849261,1.261520982,0.855963528,0.170000000,0.000000000,9.355764389,1.648684740,1.600599051,0.000000000,1.000000000,0.000000000,,,,,,,
1716562127.808020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.140183136,0.066269919,0.082321174,0.142280534,0.066323332,0.072847396,0.000000000
1716562127.841225,0.000000000,1.000000000,0.066606119,0.000000000,-0.001362355,1.538427830,1.184327722,0.000000000,0.000000000,0.000000000,0.076249987,1.000000000,0.000000000,0.160843462,1.433818579,1.029320002,0.000000000,1.000000000,1.000000000,0.141995594,0.000000000,16.151142120,1.000000000,1.629777431,1.609352589,0.000000000,1.000000000,1.000000000,0.066656411,0.000000000,0.058052380,1.538427830,1.184327722,0.139902383,0.000000000,0.000000000,0.000000000,0.070826918,0.000000000,0.000093949,1.433818579,1.029320002,0.170000000,0.000000000,15.799122810,1.629777431,1.609352589,0.000000000,1.000000000,0.000000000,,,,,,,
1716562127.841264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139902383,0.066606119,0.076249987,0.141995594,0.066656411,0.070826918,0.000000000
1716562127.874437,0.000000000,1.000000000,0.066924080,0.000000000,0.012252014,1.578648925,1.302624106,0.000000000,0.000000000,0.000000000,0.072730750,1.000000000,0.000000000,-0.055443805,1.542654276,1.183320284,0.000000000,1.000000000,1.000000000,0.148111388,0.000000000,16.195365906,1.000000000,1.604684591,1.607952237,0.000000000,1.000000000,1.000000000,0.066972561,0.000000000,0.004407723,1.578648925,1.302624106,0.146022350,0.000000000,0.000000000,0.000000000,0.069616631,0.000000000,0.121518955,1.542654276,1.183320284,0.170000000,0.000000000,15.957088470,1.604684591,1.607952237,0.000000000,1.000000000,0.000000000,,,,,,,
1716562127.874477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146022350,0.066924080,0.072730750,0.148111388,0.066972561,0.069616631,0.000000000
1716562127.907964,0.000000000,0.000000000,0.067231409,0.000000000,-0.070777021,1.585874081,1.387599111,0.000000000,0.000000000,0.000000000,0.070666254,1.000000000,0.000000000,-0.042049222,1.583664179,1.303423524,0.000000000,1.000000000,1.000000000,0.151647031,0.000000000,54.186725616,1.000000000,1.588787198,1.602202654,0.000000000,0.000000000,0.000000000,0.067278810,0.000000000,-0.027190628,1.585874081,1.387599111,0.149562180,0.000000000,0.000000000,0.000000000,0.068868279,0.000000000,0.015787562,1.583664179,1.303423524,0.170000000,0.000000000,54.930240631,1.588787198,1.602202654,0.000000000,0.000000000,0.000000000,,,,,,,
1716562127.907993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.149562180,0.067231409,0.070666254,0.151647031,0.067278810,0.068868279,0.000000000
1716562127.941140,0.000000000,0.000000000,0.061132412,0.000000000,0.030389352,1.592724085,1.449136615,0.000000000,0.000000000,0.000000000,0.069431067,1.000000000,0.000000000,0.081518136,1.591585755,1.389872193,0.000000000,1.000000000,1.000000000,0.153711900,0.000000000,45.176063538,1.000000000,1.584533930,1.596902013,0.000000000,0.000000000,0.000000000,0.061179165,0.000000000,0.098986916,1.592724085,1.449136615,0.151631221,0.000000000,0.000000000,0.000000000,0.068383344,0.000000000,0.052399285,1.591585755,1.389872193,0.170000000,0.000000000,44.984592438,1.584533930,1.596902013,0.000000000,0.000000000,0.000000000,,,,,,,
1716562127.941172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151631221,0.061132412,0.069431067,0.153711900,0.061179165,0.068383344,0.000000000
1716562127.974659,0.000000000,0.000000000,0.057610363,0.000000000,-0.037400059,1.524556279,1.471762538,0.000000000,0.000000000,0.000000000,0.068668716,1.000000000,0.000000000,0.031626694,1.523213387,1.429874539,0.000000000,1.000000000,1.000000000,0.154938340,0.000000000,50.332046509,1.000000000,1.522322655,1.574528217,0.000000000,0.000000000,0.000000000,0.057656705,0.000000000,-0.083614826,1.524556279,1.471762538,0.152861819,0.000000000,0.000000000,0.000000000,0.068048678,0.000000000,-0.063463837,1.523213387,1.429874539,0.170000000,0.000000000,50.528785706,1.522322655,1.574528217,0.000000000,0.000000000,0.000000000,,,,,,,
1716562127.974694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152861819,0.057610363,0.068668716,0.154938340,0.057656705,0.068048678,0.000000000
1716562128.007817,0.000000000,0.000000000,0.055557266,0.000000000,0.131194577,1.379122615,1.443970561,0.000000000,0.000000000,0.000000000,0.068175986,1.000000000,0.000000000,0.026928008,1.378733873,1.414532304,0.000000000,1.000000000,1.000000000,0.155686766,0.000000000,50.474605560,1.000000000,1.381158233,1.516517282,0.000000000,0.000000000,0.000000000,0.055603337,0.000000000,-0.078996308,1.379122615,1.443970561,0.153614402,0.000000000,0.000000000,0.000000000,0.067799777,0.000000000,-0.126386687,1.378733873,1.414532304,0.170000000,0.000000000,50.590957642,1.381158233,1.516517282,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.007849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153614402,0.055557266,0.068175986,0.155686766,0.055603337,0.067799777,0.000000000
1716562128.041194,0.000000000,0.000000000,0.054341562,0.000000000,-0.104915313,1.284586191,1.396155238,0.000000000,0.000000000,0.000000000,0.067837059,1.000000000,0.000000000,-0.011937698,1.284050465,1.375387788,0.000000000,1.000000000,1.000000000,0.156162620,0.000000000,-0.186053708,1.000000000,1.287302017,1.447752714,0.000000000,0.000000000,0.000000000,0.054387435,0.000000000,-0.060492221,1.284586191,1.396155238,0.154094398,0.000000000,0.000000000,0.000000000,0.067599878,0.000000000,0.162576184,1.284050465,1.375387788,0.170000000,0.000000000,0.063610986,1.287302017,1.447752714,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.041237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154094398,0.054341562,0.067837059,0.156162620,0.054387435,0.067599878,0.000000000
1716562128.074585,0.000000000,0.000000000,0.053603262,0.000000000,-0.050255645,1.227102876,1.345439553,0.000000000,0.000000000,0.000000000,0.067585915,1.000000000,0.000000000,0.074995376,1.226096153,1.330600262,0.000000000,1.000000000,1.000000000,0.156483009,0.000000000,175.466247559,1.000000000,1.229629874,1.382315874,0.000000000,0.000000000,0.000000000,0.053648986,0.000000000,-0.019022992,1.227102876,1.345439553,0.154418930,0.000000000,0.000000000,0.000000000,0.067428023,0.000000000,-0.156217888,1.226096153,1.330600262,0.170000000,0.000000000,223.853408813,1.229629874,1.382315874,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.074631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154418930,0.053603262,0.067585915,0.156483009,0.053648986,0.067428023,0.000000000
1716562128.107866,0.000000000,0.000000000,0.053137176,0.000000000,0.035635103,1.166287780,1.291694045,0.000000000,0.000000000,0.000000000,0.067384928,1.000000000,0.000000000,13.691318512,1.164812803,1.280864000,0.000000000,1.000000000,1.000000000,0.156714693,0.000000000,29.931032181,1.000000000,1.168407679,1.318143368,0.000000000,0.000000000,0.000000000,0.053182773,0.000000000,0.116614699,1.166287780,1.291694045,0.154654741,0.000000000,0.000000000,0.000000000,0.067272276,0.000000000,12.505311012,1.164812803,1.280864000,0.170000000,0.000000000,13.036199570,1.168407679,1.318143368,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.107900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154654741,0.053137176,0.067384928,0.156714693,0.053182773,0.067272276,0.000000000
1716562128.141185,0.000000000,0.000000000,0.052826338,0.000000000,2.713620663,1.087779045,1.230519533,0.000000000,1.000000000,1.000000000,0.067212641,1.000000000,0.000000000,7.377819061,1.085917354,1.222380042,0.000000000,1.000000000,1.000000000,0.156895727,0.000000000,15.597732544,1.000000000,1.089431763,1.249529839,0.000000000,0.000000000,0.000000000,0.052871827,0.000000000,-0.180703282,1.087779045,1.230519533,0.154839888,0.000000000,0.000000000,0.000000000,0.067125827,0.000000000,-0.162791952,1.085917354,1.222380042,0.170000000,0.000000000,-0.038285229,1.089431763,1.249529839,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.141220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154839888,0.052826338,0.067212641,0.156895727,0.052871827,0.067125827,0.000000000
1716562128.174579,0.000000000,0.000000000,0.052604087,0.000000000,2.787638903,0.986252785,1.157239556,0.000000000,1.000000000,1.000000000,0.073456831,1.000000000,0.000000000,7.200515270,0.984109581,1.150898933,0.000000000,1.000000000,1.000000000,0.157047763,0.000000000,15.401066780,1.000000000,0.987421215,1.170897245,0.000000000,0.000000000,0.000000000,0.052649472,0.000000000,0.027801597,0.986252785,1.157239556,0.154996037,0.000000000,0.000000000,0.000000000,0.066984788,0.000000000,-0.129850030,0.984109581,1.150898933,0.170000000,0.000000000,-0.036771480,0.987421215,1.170897245,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.174632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154996037,0.052604087,0.073456831,0.157047763,0.052649472,0.066984788,0.000000000
1716562128.207834,0.000000000,0.000000000,0.052432414,0.000000000,-0.052067377,0.856976509,1.067160606,0.000000000,1.000000000,1.000000000,0.077129729,0.000000000,0.000000000,0.082842477,0.854685068,1.062034726,0.000000000,1.000000000,1.000000000,0.157183200,0.000000000,0.058110017,0.000000000,0.857663929,1.076927304,0.000000000,0.000000000,0.000000000,0.052477706,0.000000000,0.082943536,0.856976509,1.067160606,0.155135572,0.000000000,0.000000000,0.000000000,0.066846952,0.000000000,0.157432899,0.854685068,1.062034726,0.170000000,0.000000000,0.042795371,0.857663929,1.076927304,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.207953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155135572,0.052432414,0.077129729,0.157183200,0.052477706,0.066846952,0.000000000
1716562128.241132,0.000000000,0.000000000,0.052289665,0.000000000,-0.021042945,0.695066690,0.955532432,0.000000000,0.000000000,0.000000000,0.079336762,1.000000000,0.000000000,0.015521814,0.692811430,0.951267779,0.000000000,1.000000000,1.000000000,0.157309055,0.000000000,26.633127213,1.000000000,0.695306838,0.962441146,0.000000000,0.000000000,0.000000000,0.052334864,0.000000000,-0.068412878,0.695066690,0.955532432,0.148865536,0.000000000,0.000000000,0.000000000,0.066711053,0.000000000,-0.075692467,0.692811430,0.951267779,0.170000000,0.000000000,32.755649567,0.695306838,0.962441146,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.241165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148865536,0.052289665,0.079336762,0.157309055,0.052334864,0.066711053,0.000000000
1716562128.274540,0.000000000,0.000000000,0.052163493,0.000000000,0.072388537,0.499941528,0.818855166,0.000000000,0.000000000,0.000000000,0.074308030,1.000000000,0.000000000,-0.034529537,0.497980416,0.815281570,0.000000000,1.000000000,1.000000000,0.157429367,0.000000000,46.764350891,1.000000000,0.499830306,0.823657870,0.000000000,0.000000000,0.000000000,0.052208599,0.000000000,0.050982133,0.499941528,0.818855166,0.151570737,0.000000000,0.000000000,0.000000000,0.066576369,0.000000000,-0.131123066,0.497980416,0.815281570,0.170000000,0.000000000,46.059703827,0.499830306,0.823657870,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.274594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151570737,0.052163493,0.074308030,0.157429367,0.052208599,0.066576369,0.000000000
1716562128.307925,0.000000000,0.000000000,0.052046858,0.000000000,-0.034839783,0.287666440,0.659498513,0.000000000,0.000000000,0.000000000,0.071383476,1.000000000,0.000000000,-0.117586493,0.286301345,0.656587481,0.000000000,1.000000000,1.000000000,0.157546431,0.000000000,46.760917664,1.000000000,0.287394553,0.662778914,0.000000000,0.000000000,0.000000000,0.052091870,0.000000000,-0.006496719,0.287666440,0.659498513,0.153163269,0.000000000,0.000000000,0.000000000,0.066442505,0.000000000,0.058859095,0.286301345,0.656587481,0.170000000,0.000000000,46.059280396,0.287394553,0.662778914,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.307971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153163269,0.052046858,0.071383476,0.157546431,0.052091870,0.066442505,0.000000000
1716562128.341277,0.000000000,0.000000000,0.051935747,0.000000000,0.116451837,0.107303992,0.493840188,0.000000000,0.000000000,0.000000000,0.069658428,1.000000000,0.000000000,-0.115980715,0.106691092,0.491618574,0.000000000,1.000000000,1.000000000,0.157661527,0.000000000,79.768112183,1.000000000,0.107108295,0.496077716,0.000000000,0.000000000,0.000000000,0.051980671,0.000000000,-0.057213489,0.107303992,0.493840188,0.154121473,0.000000000,0.000000000,0.000000000,0.066309206,0.000000000,0.090507284,0.106691092,0.491618574,0.170000000,0.000000000,79.174850464,0.107108295,0.496077716,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.341321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154121473,0.051935747,0.069658428,0.157661527,0.051980671,0.066309206,0.000000000
1716562128.374684,0.000000000,0.000000000,0.051827878,0.000000000,-0.195382312,0.016867183,0.350748271,0.000000000,0.000000000,0.000000000,0.068617210,1.000000000,0.000000000,0.058876269,0.016758300,0.349160492,0.000000000,1.000000000,1.000000000,0.157775402,0.000000000,86.727836609,1.000000000,0.016831668,0.352303892,0.000000000,0.000000000,0.000000000,0.051872708,0.000000000,0.015379738,0.016867183,0.350748271,0.154718012,0.000000000,0.000000000,0.000000000,0.066176355,0.000000000,0.054622021,0.016758300,0.349160492,0.170000000,0.000000000,83.193099976,0.016831668,0.352303892,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.374717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154718012,0.051827878,0.068617210,0.157775402,0.051872708,0.066176355,0.000000000
1716562128.407988,0.000000000,0.000000000,0.051721942,0.000000000,0.240985870,0.000012920,0.245527670,0.000000000,0.000000000,0.000000000,0.067965887,1.000000000,0.000000000,-0.017902022,0.000016102,0.244417176,0.000000000,1.000000000,1.000000000,0.157888502,0.000000000,86.871040344,1.000000000,0.000034579,0.246623099,0.000000000,0.000000000,0.000000000,0.051766686,0.000000000,-0.104644932,0.000012920,0.245527670,0.155108303,0.000000000,0.000000000,0.000000000,0.066043869,0.000000000,-0.144032747,0.000016102,0.244417176,0.170000000,0.000000000,74.201332092,0.000034579,0.246623099,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.408043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155108303,0.051721942,0.067965887,0.157888502,0.051766686,0.066043869,0.000000000
1716562128.441164,0.000000000,0.000000000,0.051617201,0.000000000,0.005579538,0.000499438,0.172019199,0.000000000,0.000000000,0.000000000,0.067536928,1.000000000,0.000000000,0.013532020,0.000491889,0.171239585,0.000000000,1.000000000,1.000000000,0.158001065,0.000000000,87.138023376,1.000000000,0.000424552,0.172763541,0.000000000,0.000000000,0.000000000,0.051661853,0.000000000,0.009306706,0.000499438,0.172019199,0.155380934,0.000000000,0.000000000,0.000000000,0.065911710,0.000000000,-0.034861524,0.000491889,0.171239585,0.170000000,0.000000000,74.125427246,0.000424552,0.172763541,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.441198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155380934,0.051617201,0.067536928,0.158001065,0.051661853,0.065911710,0.000000000
1716562128.474674,0.000000000,0.000000000,0.051513225,0.000000000,-0.032370225,0.000753111,0.120639376,0.000000000,0.000000000,0.000000000,0.067234829,1.000000000,0.000000000,-0.043220922,0.000741266,0.120090090,0.000000000,1.000000000,1.000000000,0.158113196,0.000000000,170.104415894,1.000000000,0.000567658,0.121104777,0.000000000,0.000000000,0.000000000,0.051557787,0.000000000,0.049549773,0.000753111,0.120639376,0.155586392,0.000000000,0.000000000,0.000000000,0.065779842,0.000000000,0.012426676,0.000741266,0.120090090,0.170000000,0.000000000,179.206283569,0.000567658,0.121104777,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.474724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155586392,0.051513225,0.067234829,0.158113196,0.051557787,0.065779842,0.000000000
1716562128.507835,0.000000000,0.000000000,0.051409777,0.000000000,-0.001448079,0.000660100,0.084645592,0.000000000,0.000000000,0.000000000,0.067005157,1.000000000,0.000000000,-0.060798973,0.000648912,0.084257737,0.000000000,1.000000000,1.000000000,0.158225015,0.000000000,167.410095215,1.000000000,0.000456302,0.084910229,0.000000000,0.000000000,0.000000000,0.051454250,0.000000000,-0.066351183,0.000660100,0.084645592,0.155753464,0.000000000,0.000000000,0.000000000,0.065648258,0.000000000,-0.188143969,0.000648912,0.084257737,0.170000000,0.000000000,194.669799805,0.000456302,0.084910229,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.507880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155753464,0.051409777,0.067005157,0.158225015,0.051454250,0.065648258,0.000000000
1716562128.541176,0.000000000,0.000000000,0.051306717,0.000000000,-0.051754996,0.000528879,0.059410580,0.000000000,0.000000000,0.000000000,0.066816881,1.000000000,0.000000000,0.073812671,0.000519281,0.059136201,0.000000000,1.000000000,1.000000000,0.158336550,0.000000000,94.452079773,1.000000000,0.000348332,0.059541661,0.000000000,0.000000000,0.000000000,0.051351100,0.000000000,0.069639780,0.000528879,0.059410580,0.155898556,0.000000000,0.000000000,0.000000000,0.065516949,0.000000000,0.117538162,0.000519281,0.059136201,0.170000000,0.000000000,101.308242798,0.000348332,0.059541661,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.541219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155898556,0.051306717,0.066816881,0.158336550,0.051351100,0.065516949,0.000000000
1716562128.574596,0.000000000,0.000000000,0.051203966,0.000000000,-0.002097173,0.000405885,0.041709170,0.000000000,0.000000000,0.000000000,0.066652313,1.000000000,0.000000000,0.073353015,0.000397969,0.041514732,0.000000000,1.000000000,1.000000000,0.158447832,0.000000000,129.505691528,1.000000000,0.000258102,0.041756593,0.000000000,0.000000000,0.000000000,0.051248260,0.000000000,0.034827877,0.000405885,0.041709170,0.156031027,0.000000000,0.000000000,0.000000000,0.065385908,0.000000000,-0.079212755,0.000397969,0.041514732,0.170000000,0.000000000,119.119491577,0.000258102,0.041756593,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.574666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156031027,0.051203966,0.066652313,0.158447832,0.051248260,0.065385908,0.000000000
1716562128.607892,0.000000000,0.000000000,0.051101480,0.000000000,0.047607075,0.000295584,0.029285094,0.000000000,0.000000000,0.000000000,0.066501379,1.000000000,0.000000000,-0.239973813,0.000289271,0.029147094,0.000000000,1.000000000,1.000000000,0.158558875,0.000000000,117.039909363,1.000000000,0.000180345,0.029283719,0.000000000,0.000000000,0.000000000,0.051145688,0.000000000,-0.149963334,0.000295584,0.029285094,0.156156182,0.000000000,0.000000000,0.000000000,0.065255128,0.000000000,-0.096334763,0.000289271,0.029147094,0.170000000,0.000000000,107.053833008,0.000180345,0.029283719,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.607925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156156182,0.051101480,0.066501379,0.158558875,0.051145688,0.065255128,0.000000000
1716562128.641119,0.000000000,0.000000000,0.050999232,0.000000000,5.181838512,0.000197269,0.020558747,0.000000000,0.000000000,0.000000000,0.066358320,1.000000000,0.000000000,0.029336317,0.000192453,0.020460701,0.000000000,1.000000000,1.000000000,0.158669680,0.000000000,38.146743774,1.000000000,0.000112474,0.020532345,0.000000000,0.000000000,0.000000000,0.051043350,0.000000000,-0.012911419,0.000197269,0.020558747,0.156277090,0.000000000,0.000000000,0.000000000,0.065124616,0.000000000,-0.061272398,0.000192453,0.020460701,0.170000000,0.000000000,34.812358856,0.000112474,0.020532345,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.641163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156277090,0.050999232,0.066358320,0.158669680,0.051043350,0.065124616,0.000000000
1716562128.674562,0.000000000,0.000000000,0.050897207,0.000000000,6.077305794,0.000111401,0.014424543,0.000000000,0.000000000,0.000000000,0.066219881,1.000000000,0.000000000,-0.303191930,0.000107992,0.014354888,0.000000000,1.000000000,1.000000000,0.158780247,0.000000000,23.337371826,1.000000000,0.000057340,0.014389844,0.000000000,0.000000000,0.000000000,0.050941240,0.000000000,6.419670582,0.000111401,0.014424543,0.156395480,0.000000000,0.000000000,0.000000000,0.064994365,0.000000000,-0.157394156,0.000107992,0.014354888,0.170000000,0.000000000,22.525388718,0.000057340,0.014389844,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.674618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156395480,0.050897207,0.066219881,0.158780247,0.050941240,0.064994365,0.000000000
1716562128.708045,0.000000000,0.000000000,0.050795399,0.000000000,-0.018315760,0.000041269,0.010109561,0.000000000,0.000000000,0.000000000,0.066084176,1.000000000,0.000000000,10.616485596,0.000039290,0.010060209,0.000000000,1.000000000,1.000000000,0.158890605,0.000000000,35.696315765,1.000000000,0.000031002,0.010082191,0.000000000,0.000000000,0.000000000,0.050839342,0.000000000,0.103486523,0.000041269,0.010109561,0.156512320,0.000000000,0.000000000,0.000000000,0.064864375,0.000000000,10.901014328,0.000039290,0.010060209,0.170000000,0.000000000,37.423477173,0.000031002,0.010082191,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.708107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156512320,0.050795399,0.066084176,0.158890605,0.050839342,0.064864375,0.000000000
1716562128.741158,0.000000000,0.000000000,0.050693799,0.000000000,0.081964880,-0.000007165,0.007074543,0.000000000,1.000000000,1.000000000,0.065950140,1.000000000,0.000000000,10.567778587,-0.000007098,0.007040017,0.000000000,1.000000000,1.000000000,0.159000725,0.000000000,35.863826752,1.000000000,0.000093972,0.007085725,0.000000000,0.000000000,0.000000000,0.050737653,0.000000000,-0.034930695,-0.000007165,0.007074543,0.156628191,0.000000000,1.000000000,1.000000000,0.064734645,0.000000000,10.779603004,-0.000007098,0.007040017,0.170000000,0.000000000,37.389667511,0.000093972,0.007085725,0.000000000,0.000000000,0.000000000,,,,,,,
1716562128.741190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156628191,0.050693799,0.065950140,0.159000725,0.050737653,0.064734645,0.000000000
