Time (s),CPG0 (User unit),CPG1 (User unit),Z_POS (Meters),CL0 (Degrees),FL0 (Degrees),TL0 (Degrees),ACT0 (User unit),ACT1 (User unit)
49.149999,Null,Null,-1.925e+00,+2.458e+00,+1.983e+00,+1.905e+00,Null,Null
49.159999,+5.462e-01,-6.184e-01,-1.925e+00,+2.475e+00,+1.985e+00,+1.972e+00,Null,Null
49.169999,+2.535e-01,-6.243e-01,-1.925e+00,+2.478e+00,+1.985e+00,+2.032e+00,Null,Null
49.179999,Null,Null,-1.925e+00,+2.478e+00,+1.984e+00,+2.083e+00,Null,Null
49.189999,-2.258e-01,-5.681e-01,-1.922e+00,+2.469e+00,+1.984e+00,+2.123e+00,Null,Null
49.199999,-7.530e-01,-3.838e-01,-1.925e+00,+2.459e+00,+1.984e+00,+2.153e+00,Null,Null
49.209999,Null,Null,-1.926e+00,+2.453e+00,+1.984e+00,+2.177e+00,Null,Null
49.219999,-8.948e-01,-1.084e-01,-1.921e+00,+2.435e+00,+1.983e+00,+2.198e+00,Null,Null
49.229999,-8.677e-01,+1.517e-01,-1.900e+00,+2.411e+00,+1.983e+00,+2.215e+00,Null,Null
49.239999,Null,Null,-1.866e+00,+2.392e+00,+1.983e+00,+2.229e+00,Null,Null
49.249999,-8.462e-01,+3.930e-01,-1.832e+00,+2.371e+00,+1.984e+00,+2.244e+00,Null,Null
49.259999,-8.060e-01,+6.252e-01,-1.813e+00,+2.353e+00,+1.984e+00,+2.262e+00,Null,Null
49.269999,-7.449e-01,+7.945e-01,-1.809e+00,+2.335e+00,+1.984e+00,+2.279e+00,Null,Null
49.279999,Null,Null,-1.812e+00,+2.320e+00,+1.984e+00,+2.294e+00,Null,Null
49.289999,-6.880e-01,+8.562e-01,-1.823e+00,+2.302e+00,+1.984e+00,+2.303e+00,Null,Null
49.299999,Null,Null,-1.828e+00,+2.287e+00,+1.984e+00,+2.311e+00,Null,Null
49.309999,-6.279e-01,+8.778e-01,-1.838e+00,+2.267e+00,+1.984e+00,+2.309e+00,Null,Null
49.319999,-6.394e-01,+8.448e-01,-1.863e+00,+2.240e+00,+1.984e+00,+2.290e+00,Null,Null
49.329999,Null,Null,-1.882e+00,+2.215e+00,+1.983e+00,+2.276e+00,Null,Null
49.339999,-6.528e-01,+8.338e-01,-1.886e+00,+2.184e+00,+1.984e+00,+2.238e+00,Null,Null
49.349999,Null,Null,-1.875e+00,+2.160e+00,+1.983e+00,+2.207e+00,Null,Null
49.359999,-6.589e-01,+8.370e-01,-1.862e+00,+2.133e+00,+1.985e+00,+2.120e+00,Null,Null
49.369999,Null,Null,-1.861e+00,+2.110e+00,+1.984e+00,+2.030e+00,Null,Null
49.379999,-5.903e-01,+8.778e-01,-1.868e+00,+2.091e+00,+1.984e+00,+1.931e+00,Null,Null
49.389999,Null,Null,-1.879e+00,+2.075e+00,+1.984e+00,+1.836e+00,Null,Null
49.399999,-5.246e-01,+8.830e-01,-1.890e+00,+2.053e+00,+1.984e+00,+1.736e+00,Null,Null
49.409999,Null,Null,-1.900e+00,+2.036e+00,+1.984e+00,+1.646e+00,Null,Null
49.419999,-4.540e-01,+8.806e-01,-1.915e+00,+2.017e+00,+1.984e+00,+1.558e+00,Null,Null
49.429999,Null,Null,-1.927e+00,+2.002e+00,+1.983e+00,+1.485e+00,Null,Null
49.439999,-3.770e-01,+8.742e-01,-1.926e+00,+1.991e+00,+1.983e+00,+1.418e+00,Null,Null
49.449999,-2.842e-01,+8.665e-01,-1.925e+00,+1.982e+00,+1.983e+00,+1.357e+00,Null,Null
49.459999,Null,Null,-1.925e+00,+1.975e+00,+1.984e+00,+1.306e+00,Null,Null
49.469999,-1.879e-01,+8.503e-01,-1.914e+00,+1.968e+00,+1.984e+00,+1.257e+00,Null,Null
49.479999,-1.830e-01,+7.963e-01,-1.885e+00,+1.962e+00,+1.983e+00,+1.212e+00,Null,Null
49.489999,Null,Null,-1.845e+00,+1.957e+00,+1.983e+00,+1.175e+00,Null,Null
49.499999,-2.159e-01,+7.613e-01,-1.806e+00,+1.954e+00,+1.984e+00,+1.145e+00,Null,Null
49.509999,Null,Null,-1.780e+00,+1.951e+00,+1.984e+00,+1.120e+00,Null,Null
49.519999,-2.684e-01,+7.475e-01,-1.769e+00,+1.950e+00,+1.984e+00,+1.106e+00,Null,Null
49.529999,-2.999e-01,+7.619e-01,-1.776e+00,+1.950e+00,+1.984e+00,+1.103e+00,Null,Null
49.539999,-3.059e-01,+7.838e-01,-1.799e+00,+1.953e+00,+1.984e+00,+1.112e+00,Null,Null
49.549999,Null,Null,-1.833e+00,+1.954e+00,+1.984e+00,+1.119e+00,Null,Null
49.559999,-3.222e-01,+7.891e-01,-1.875e+00,+1.951e+00,+1.984e+00,+1.134e+00,Null,Null
49.569999,-3.409e-01,+7.931e-01,-1.907e+00,+1.945e+00,+1.984e+00,+1.153e+00,Null,Null
49.579999,Null,Null,-1.917e+00,+1.941e+00,+1.983e+00,+1.168e+00,Null,Null
49.589999,-3.624e-01,+7.966e-01,-1.911e+00,+1.940e+00,+1.983e+00,+1.186e+00,Null,Null
49.599999,Null,Null,-1.902e+00,+1.939e+00,+1.983e+00,+1.201e+00,Null,Null
49.609999,-3.086e-01,+8.287e-01,-1.897e+00,+1.943e+00,+1.989e+00,+1.219e+00,Null,Null
49.619999,-1.939e-01,+8.484e-01,-1.906e+00,+1.948e+00,+2.009e+00,+1.239e+00,Null,Null
49.629999,Null,Null,-1.922e+00,+1.953e+00,+2.026e+00,+1.256e+00,Null,Null
49.639999,-4.394e-02,+8.433e-01,-1.925e+00,+1.963e+00,+2.050e+00,+1.276e+00,Null,Null
49.649999,+1.377e-01,+8.209e-01,-1.925e+00,+1.972e+00,+2.097e+00,+1.301e+00,Null,Null
49.659999,Null,Null,-1.925e+00,+1.981e+00,+2.141e+00,+1.322e+00,Null,Null
49.669999,+3.680e-01,+7.923e-01,-1.922e+00,+1.997e+00,+2.210e+00,+1.356e+00,Null,Null
49.679999,+6.100e-01,+7.531e-01,-1.875e+00,+2.042e+00,+2.260e+00,+1.408e+00,Null,Null
49.689999,Null,Null,-1.785e+00,+2.085e+00,+2.300e+00,+1.454e+00,Null,Null
49.699999,+7.837e-01,+7.022e-01,-1.655e+00,+2.169e+00,+2.268e+00,+1.526e+00,Null,Null
49.709999,+8.627e-01,+6.490e-01,-1.519e+00,+2.250e+00,+2.202e+00,+1.605e+00,Null,Null
49.719999,+8.853e-01,+5.897e-01,-1.411e+00,+2.323e+00,+2.122e+00,+1.683e+00,Null,Null
49.729999,Null,Null,-1.335e+00,+2.381e+00,+2.056e+00,+1.746e+00,Null,Null
49.739999,+8.876e-01,+5.183e-01,-1.281e+00,+2.430e+00,+2.007e+00,+1.807e+00,Null,Null
49.749999,+8.836e-01,+4.356e-01,-1.233e+00,+2.469e+00,+1.991e+00,+1.865e+00,Null,Null
49.759999,+8.769e-01,+3.410e-01,-1.191e+00,+2.498e+00,+1.986e+00,+1.923e+00,Null,Null
49.769999,Null,Null,-1.148e+00,+2.520e+00,+1.984e+00,+1.971e+00,Null,Null
49.779999,+8.681e-01,+2.245e-01,-1.107e+00,+2.533e+00,+1.984e+00,+2.022e+00,Null,Null
49.789999,+8.568e-01,+7.454e-02,-1.073e+00,+2.532e+00,+1.984e+00,+2.077e+00,Null,Null
49.799999,+8.404e-01,-1.269e-01,-1.063e+00,+2.510e+00,+1.984e+00,+2.124e+00,Null,Null
49.809999,Null,Null,-1.077e+00,+2.490e+00,+1.984e+00,+2.162e+00,Null,Null
49.819999,+8.136e-01,-3.781e-01,-1.120e+00,+2.459e+00,+1.984e+00,+2.190e+00,Null,Null
49.829999,+7.725e-01,-6.241e-01,-1.176e+00,+2.427e+00,+1.984e+00,+2.216e+00,Null,Null
49.839999,Null,Null,-1.234e+00,+2.400e+00,+1.984e+00,+2.238e+00,Null,Null
49.849999,+7.180e-01,-7.868e-01,-1.280e+00,+2.377e+00,+1.983e+00,+2.259e+00,Null,Null
49.859999,Null,Null,-1.309e+00,+2.358e+00,+1.983e+00,+2.276e+00,Null,Null
49.869999,+6.567e-01,-8.569e-01,-1.332e+00,+2.342e+00,+1.983e+00,+2.293e+00,Null,Null
49.879999,Null,Null,-1.353e+00,+2.330e+00,+1.983e+00,+2.306e+00,Null,Null
49.889999,+5.976e-01,-8.795e-01,-1.376e+00,+2.316e+00,+1.983e+00,+2.317e+00,Null,Null
49.899999,+5.374e-01,-8.829e-01,-1.403e+00,+2.296e+00,+1.984e+00,+2.321e+00,Null,Null
49.909999,Null,Null,-1.429e+00,+2.280e+00,+1.984e+00,+2.323e+00,Null,Null
49.919999,+4.740e-01,-8.802e-01,-1.461e+00,+2.255e+00,+1.984e+00,+2.313e+00,Null,Null
49.929999,Null,Null,-1.498e+00,+2.234e+00,+1.984e+00,+2.303e+00,Null,Null
49.939999,+4.030e-01,-8.753e-01,-1.546e+00,+2.207e+00,+1.984e+00,+2.272e+00,Null,Null
49.949999,Null,Null,-1.608e+00,+2.182e+00,+1.984e+00,+2.245e+00,Null,Null
49.959999,+3.180e-01,-8.689e-01,-1.675e+00,+2.154e+00,+1.984e+00,+2.191e+00,Null,Null
49.969999,+2.089e-01,-8.606e-01,-1.745e+00,+2.126e+00,+1.984e+00,+2.114e+00,Null,Null
49.979999,Null,Null,-1.820e+00,+2.104e+00,+1.984e+00,+2.050e+00,Null,Null
49.989999,+6.152e-02,-8.492e-01,-1.889e+00,+2.085e+00,+1.984e+00,+1.966e+00,Null,Null
49.999999,Null,Null,-1.932e+00,+2.073e+00,+1.984e+00,+1.896e+00,Null,Null
50.009999,-1.408e-01,-8.325e-01,-1.927e+00,+2.065e+00,+1.983e+00,+1.810e+00,Null,Null
50.019999,Null,Null,-1.926e+00,+2.059e+00,+1.984e+00,+1.735e+00,Null,Null
50.029999,-3.971e-01,-8.062e-01,-1.925e+00,+2.051e+00,+1.984e+00,+1.644e+00,Null,Null
50.039999,-6.479e-01,-7.647e-01,-1.925e+00,+2.040e+00,+1.984e+00,+1.547e+00,Null,Null
50.049999,Null,Null,-1.925e+00,+2.029e+00,+1.984e+00,+1.465e+00,Null,Null
50.059999,-8.045e-01,-7.060e-01,-1.925e+00,+2.015e+00,+1.984e+00,+1.386e+00,Null,Null
50.069999,-8.653e-01,-6.371e-01,-1.925e+00,+2.001e+00,+1.984e+00,+1.318e+00,Null,Null
50.079999,Null,Null,-1.925e+00,+1.990e+00,+1.984e+00,+1.263e+00,Null,Null
50.089999,-8.809e-01,-5.646e-01,-1.925e+00,+1.981e+00,+1.984e+00,+1.220e+00,Null,Null
50.099999,Null,Null,-1.925e+00,+1.973e+00,+1.984e+00,+1.185e+00,Null,Null
50.109999,-8.818e-01,-4.828e-01,-1.925e+00,+1.969e+00,+1.984e+00,+1.163e+00,Null,Null
50.119999,Null,Null,-1.925e+00,+1.965e+00,+1.984e+00,+1.146e+00,Null,Null
50.129999,-8.774e-01,-3.855e-01,-1.925e+00,+1.965e+00,+1.984e+00,+1.143e+00,Null,Null
50.139999,-8.697e-01,-2.670e-01,-1.925e+00,+1.966e+00,+1.984e+00,+1.150e+00,Null,Null
50.149999,Null,Null,-1.925e+00,+1.966e+00,+1.984e+00,+1.156e+00,Null,Null
50.159999,-8.588e-01,-1.125e-01,-1.925e+00,+1.966e+00,+1.984e+00,+1.168e+00,Null,Null
50.169999,Null,Null,-1.925e+00,+1.965e+00,+1.984e+00,+1.179e+00,Null,Null
50.179999,-8.435e-01,+9.653e-02,-1.925e+00,+1.967e+00,+1.984e+00,+1.193e+00,Null,Null
50.189999,Null,Null,-1.925e+00,+1.967e+00,+1.984e+00,+1.207e+00,Null,Null
50.199999,-8.179e-01,+3.622e-01,-1.925e+00,+1.971e+00,+1.991e+00,+1.227e+00,Null,Null
50.209999,Null,Null,-1.925e+00,+1.975e+00,+1.996e+00,+1.245e+00,Null,Null
50.219999,-7.786e-01,+6.284e-01,-1.925e+00,+1.982e+00,+2.035e+00,+1.272e+00,Null,Null
50.229999,-7.231e-01,+7.984e-01,-1.924e+00,+1.994e+00,+2.119e+00,+1.312e+00,Null,Null
50.239999,-7.176e-01,+8.177e-01,-1.897e+00,+2.040e+00,+2.188e+00,+1.373e+00,Null,Null
50.249999,Null,Null,-1.852e+00,+2.081e+00,+2.246e+00,+1.425e+00,Null,Null
50.259999,-7.680e-01,+7.564e-01,-1.786e+00,+2.168e+00,+2.228e+00,+1.504e+00,Null,Null
50.269999,Null,Null,-1.722e+00,+2.240e+00,+2.196e+00,+1.571e+00,Null,Null
50.279999,-7.959e-01,+7.229e-01,-1.665e+00,+2.309e+00,+2.145e+00,+1.641e+00,Null,Null
50.289999,-8.036e-01,+7.128e-01,-1.628e+00,+2.369e+00,+2.080e+00,+1.711e+00,Null,Null
50.299999,-7.710e-01,+7.799e-01,-1.611e+00,+2.420e+00,+2.016e+00,+1.776e+00,Null,Null
50.309999,Null,Null,-1.597e+00,+2.460e+00,+1.994e+00,+1.830e+00,Null,Null
50.319999,-7.024e-01,+8.573e-01,-1.578e+00,+2.494e+00,+1.987e+00,+1.882e+00,Null,Null
50.329999,-6.275e-01,+8.856e-01,-1.553e+00,+2.519e+00,+1.985e+00,+1.935e+00,Null,Null
50.339999,Null,Null,-1.524e+00,+2.537e+00,+1.984e+00,+1.978e+00,Null,Null
50.349999,-5.905e-01,+8.737e-01,-1.504e+00,+2.543e+00,+1.984e+00,+2.026e+00,Null,Null
50.359999,Null,Null,-1.490e+00,+2.545e+00,+1.984e+00,+2.065e+00,Null,Null
50.369999,-5.926e-01,+8.514e-01,-1.474e+00,+2.544e+00,+1.984e+00,+2.111e+00,Null,Null
50.379999,-5.994e-01,+8.431e-01,-1.467e+00,+2.522e+00,+1.984e+00,+2.153e+00,Null,Null
50.389999,Null,Null,-1.464e+00,+2.504e+00,+1.984e+00,+2.188e+00,Null,Null
50.399999,-6.042e-01,+8.419e-01,-1.467e+00,+2.470e+00,+1.984e+00,+2.213e+00,Null,Null
50.409999,-5.704e-01,+8.614e-01,-1.481e+00,+2.435e+00,+1.984e+00,+2.236e+00,Null,Null
50.419999,Null,Null,-1.496e+00,+2.407e+00,+1.984e+00,+2.255e+00,Null,Null
50.429999,-5.026e-01,+8.785e-01,-1.508e+00,+2.383e+00,+1.983e+00,+2.274e+00,Null,Null
50.439999,-4.341e-01,+8.766e-01,-1.514e+00,+2.359e+00,+1.983e+00,+2.291e+00,Null,Null
50.449999,Null,Null,-1.512e+00,+2.340e+00,+1.983e+00,+2.304e+00,Null,Null
50.459999,-3.547e-01,+8.713e-01,-1.503e+00,+2.320e+00,+1.983e+00,+2.313e+00,Null,Null
50.469999,Null,Null,-1.488e+00,+2.303e+00,+1.983e+00,+2.321e+00,Null,Null
50.479999,-2.562e-01,+8.640e-01,-1.475e+00,+2.281e+00,+1.984e+00,+2.319e+00,Null,Null
50.489999,-1.200e-01,+8.558e-01,-1.472e+00,+2.251e+00,+1.984e+00,+2.301e+00,Null,Null
50.499999,Null,Null,-1.475e+00,+2.225e+00,+1.984e+00,+2.284e+00,Null,Null
50.509999,+8.162e-02,+8.460e-01,-1.488e+00,+2.193e+00,+1.984e+00,+2.242e+00,Null,Null
50.519999,+3.240e-01,+8.170e-01,-1.519e+00,+2.160e+00,+1.984e+00,+2.173e+00,Null,Null
50.529999,Null,Null,-1.556e+00,+2.132e+00,+1.984e+00,+2.114e+00,Null,Null
50.539999,+5.834e-01,+7.775e-01,-1.593e+00,+2.108e+00,+1.984e+00,+2.031e+00,Null,Null
50.549999,+7.712e-01,+7.220e-01,-1.630e+00,+2.091e+00,+1.984e+00,+1.933e+00,Null,Null
50.559999,Null,Null,-1.664e+00,+2.077e+00,+1.984e+00,+1.844e+00,Null,Null
50.569999,+8.558e-01,+6.546e-01,-1.699e+00,+2.063e+00,+1.984e+00,+1.746e+00,Null,Null
50.579999,+8.835e-01,+5.959e-01,-1.741e+00,+2.045e+00,+1.984e+00,+1.646e+00,Null,Null
50.589999,Null,Null,-1.779e+00,+2.029e+00,+1.984e+00,+1.558e+00,Null,Null
50.599999,+8.883e-01,+5.348e-01,-1.802e+00,+2.013e+00,+1.984e+00,+1.476e+00,Null,Null
50.609999,Null,Null,-1.814e+00,+1.999e+00,+1.984e+00,+1.410e+00,Null,Null
50.619999,+8.861e-01,+4.699e-01,-1.817e+00,+1.989e+00,+1.983e+00,+1.349e+00,Null,Null
50.629999,+8.814e-01,+3.966e-01,-1.808e+00,+1.980e+00,+1.983e+00,+1.295e+00,Null,Null
50.639999,Null,Null,-1.792e+00,+1.973e+00,+1.984e+00,+1.250e+00,Null,Null
50.649999,+8.752e-01,+3.081e-01,-1.770e+00,+1.968e+00,+1.984e+00,+1.209e+00,Null,Null
50.659999,Null,Null,-1.743e+00,+1.964e+00,+1.984e+00,+1.176e+00,Null,Null
50.669999,+8.672e-01,+1.937e-01,-1.713e+00,+1.959e+00,+1.984e+00,+1.146e+00,Null,Null
50.679999,+8.560e-01,+3.833e-02,-1.682e+00,+1.955e+00,+1.984e+00,+1.120e+00,Null,Null
50.689999,Null,Null,-1.649e+00,+1.952e+00,+1.984e+00,+1.099e+00,Null,Null
50.699999,+8.394e-01,-1.742e-01,-1.620e+00,+1.949e+00,+1.984e+00,+1.083e+00,Null,Null
50.709999,+8.132e-01,-4.374e-01,-1.591e+00,+1.948e+00,+1.984e+00,+1.078e+00,Null,Null
50.719999,Null,Null,-1.567e+00,+1.947e+00,+1.984e+00,+1.074e+00,Null,Null
50.729999,+7.723e-01,-6.805e-01,-1.548e+00,+1.948e+00,+1.984e+00,+1.080e+00,Null,Null
50.739999,+7.167e-01,-8.207e-01,-1.531e+00,+1.948e+00,+1.984e+00,+1.096e+00,Null,Null
50.749999,Null,Null,-1.518e+00,+1.947e+00,+1.984e+00,+1.110e+00,Null,Null
50.759999,+6.547e-01,-8.716e-01,-1.511e+00,+1.941e+00,+1.984e+00,+1.128e+00,Null,Null
50.769999,+5.931e-01,-8.839e-01,-1.509e+00,+1.934e+00,+1.984e+00,+1.148e+00,Null,Null
50.779999,+5.319e-01,-8.839e-01,-1.506e+00,+1.933e+00,+1.988e+00,+1.169e+00,Null,Null
50.789999,Null,Null,-1.502e+00,+1.932e+00,+1.992e+00,+1.187e+00,Null,Null
50.799999,+4.676e-01,-8.801e-01,-1.496e+00,+1.935e+00,+2.001e+00,+1.207e+00,Null,Null
50.809999,+3.955e-01,-8.748e-01,-1.486e+00,+1.942e+00,+2.020e+00,+1.229e+00,Null,Null
50.819999,+3.083e-01,-8.681e-01,-1.473e+00,+1.950e+00,+2.053e+00,+1.254e+00,Null,Null
50.829999,+1.961e-01,-8.596e-01,-1.454e+00,+1.960e+00,+2.105e+00,+1.283e+00,Null,Null
50.839999,Null,Null,-1.432e+00,+1.970e+00,+2.148e+00,+1.307e+00,Null,Null
50.849999,+4.372e-02,-8.478e-01,-1.406e+00,+1.981e+00,+2.206e+00,+1.335e+00,Null,Null
50.859999,-1.646e-01,-8.303e-01,-1.362e+00,+2.000e+00,+2.273e+00,+1.369e+00,Null,Null
50.869999,Null,Null,-1.308e+00,+2.017e+00,+2.330e+00,+1.397e+00,Null,Null
50.879999,-4.243e-01,-8.028e-01,-1.245e+00,+2.048e+00,+2.374e+00,+1.433e+00,Null,Null
50.889999,-6.690e-01,-7.595e-01,-1.163e+00,+2.103e+00,+2.380e+00,+1.480e+00,Null,Null
50.899999,Null,Null,-1.083e+00,+2.149e+00,+2.384e+00,+1.521e+00,Null,Null
50.909999,-8.141e-01,-6.994e-01,-1.011e+00,+2.205e+00,+2.365e+00,+1.569e+00,Null,Null
50.919999,-8.681e-01,-6.300e-01,-9.545e-01,+2.253e+00,+2.344e+00,+1.616e+00,Null,Null
50.929999,Null,Null,-9.136e-01,+2.293e+00,+2.325e+00,+1.656e+00,Null,Null
50.939999,-8.813e-01,-5.575e-01,-8.930e-01,+2.333e+00,+2.292e+00,+1.696e+00,Null,Null
50.949999,Null,Null,-8.899e-01,+2.365e+00,+2.263e+00,+1.731e+00,Null,Null
50.959999,-8.816e-01,-4.737e-01,-9.033e-01,+2.403e+00,+2.213e+00,+1.769e+00,Null,Null
50.969999,-8.763e-01,-3.790e-01,-9.369e-01,+2.442e+00,+2.143e+00,+1.811e+00,Null,Null
50.979999,Null,Null,-9.781e-01,+2.473e+00,+2.084e+00,+1.847e+00,Null,Null
50.989999,-8.683e-01,-2.630e-01,-1.029e+00,+2.505e+00,+2.019e+00,+1.885e+00,Null,Null
50.999999,Null,Null,-1.074e+00,+2.528e+00,+1.995e+00,+1.916e+00,Null,Null
51.009999,-8.599e-01,-9.983e-02,-1.113e+00,+2.540e+00,+1.987e+00,+1.950e+00,Null,Null
51.019999,-8.435e-01,+1.147e-01,-1.160e+00,+2.544e+00,+1.985e+00,+1.988e+00,Null,Null
51.029999,Null,Null,-1.211e+00,+2.545e+00,+1.984e+00,+2.019e+00,Null,Null
51.039999,-8.187e-01,+3.815e-01,-1.264e+00,+2.545e+00,+1.984e+00,+2.056e+00,Null,Null
51.049999,Null,Null,-1.320e+00,+2.546e+00,+1.984e+00,+2.087e+00,Null,Null
51.059999,-7.804e-01,+6.392e-01,-1.382e+00,+2.546e+00,+1.984e+00,+2.128e+00,Null,Null
51.069999,-7.180e-01,+8.088e-01,-1.458e+00,+2.529e+00,+1.984e+00,+2.168e+00,Null,Null
51.079999,Null,Null,-1.544e+00,+2.515e+00,+1.984e+00,+2.202e+00,Null,Null
51.089999,-6.501e-01,+8.701e-01,-1.646e+00,+2.482e+00,+1.984e+00,+2.225e+00,Null,Null
51.099999,-5.912e-01,+8.807e-01,-1.762e+00,+2.446e+00,+1.984e+00,+2.245e+00,Null,Null
51.109999,Null,Null,-1.883e+00,+2.416e+00,+1.984e+00,+2.261e+00,Null,Null
51.119999,-5.352e-01,+8.799e-01,-1.927e+00,+2.408e+00,+1.983e+00,+2.277e+00,Null,Null
51.129999,-4.790e-01,+8.758e-01,-1.926e+00,+2.385e+00,+1.984e+00,+2.288e+00,Null,Null
51.139999,Null,Null,-1.925e+00,+2.363e+00,+1.984e+00,+2.301e+00,Null,Null
51.149999,-6.090e-01,+7.784e-01,-1.918e+00,+2.365e+00,+1.984e+00,+2.321e+00,Null,Null
51.159999,Null,Null,-1.913e+00,+2.368e+00,+1.984e+00,+2.338e+00,Null,Null
51.169999,-7.208e-01,+7.385e-01,-1.914e+00,+2.376e+00,+1.984e+00,+2.347e+00,Null,Null
51.179999,Null,Null,-1.918e+00,+2.382e+00,+1.984e+00,+2.353e+00,Null,Null
51.189999,-7.736e-01,+7.318e-01,-1.927e+00,+2.385e+00,+1.983e+00,+2.352e+00,Null,Null
51.199999,Null,Null,-1.926e+00,+2.386e+00,+1.983e+00,+2.349e+00,Null,Null
51.209999,-7.886e-01,+7.353e-01,-1.925e+00,+2.384e+00,+1.983e+00,+2.342e+00,Null,Null
51.219999,-7.263e-01,+8.353e-01,-1.925e+00,+2.371e+00,+1.984e+00,+2.335e+00,Null,Null
51.229999,Null,Null,-1.924e+00,+2.359e+00,+1.984e+00,+2.330e+00,Null,Null
51.239999,-6.518e-01,+8.797e-01,-1.921e+00,+2.349e+00,+1.984e+00,+2.330e+00,Null,Null
51.249999,Null,Null,-1.922e+00,+2.340e+00,+1.984e+00,+2.331e+00,Null,Null
51.259999,-5.757e-01,+8.905e-01,-1.925e+00,+2.334e+00,+1.984e+00,+2.334e+00,Null,Null
51.269999,Null,Null,-1.925e+00,+2.329e+00,+1.984e+00,+2.336e+00,Null,Null
51.279999,-5.012e-01,+8.881e-01,-1.925e+00,+2.325e+00,+1.984e+00,+2.341e+00,Null,Null
51.289999,Null,Null,-1.925e+00,+2.322e+00,+1.983e+00,+2.344e+00,Null,Null
51.299999,-4.262e-01,+8.808e-01,-1.925e+00,+2.317e+00,+1.982e+00,+2.348e+00,Null,Null
51.309999,-3.388e-01,+8.737e-01,-1.925e+00,+2.310e+00,+1.982e+00,+2.353e+00,Null,Null
51.319999,Null,Null,-1.918e+00,+2.303e+00,+1.982e+00,+2.357e+00,Null,Null
51.329999,-2.288e-01,+8.654e-01,-1.896e+00,+2.303e+00,+1.982e+00,+2.365e+00,Null,Null
51.339999,Null,Null,-1.866e+00,+2.305e+00,+1.984e+00,+2.371e+00,Null,Null
51.349999,-1.599e-01,+8.315e-01,-1.834e+00,+2.310e+00,+1.984e+00,+2.376e+00,Null,Null
51.359999,-1.316e-01,+7.918e-01,-1.802e+00,+2.314e+00,+1.984e+00,+2.380e+00,Null,Null
51.369999,Null,Null,-1.775e+00,+2.318e+00,+1.984e+00,+2.384e+00,Null,Null
51.379999,-1.095e-01,+7.681e-01,-1.754e+00,+2.317e+00,+1.984e+00,+2.385e+00,Null,Null
51.389999,Null,Null,-1.735e+00,+2.315e+00,+1.984e+00,+2.385e+00,Null,Null
51.399999,-8.888e-02,+7.524e-01,-1.722e+00,+2.303e+00,+1.984e+00,+2.382e+00,Null,Null
51.409999,-2.375e-03,+7.641e-01,-1.713e+00,+2.283e+00,+1.984e+00,+2.371e+00,Null,Null
51.419999,Null,Null,-1.703e+00,+2.266e+00,+1.984e+00,+2.362e+00,Null,Null
51.429999,+1.166e-01,+7.587e-01,-1.689e+00,+2.239e+00,+1.984e+00,+2.339e+00,Null,Null
51.439999,+2.036e-01,+7.105e-01,-1.668e+00,+2.206e+00,+1.984e+00,+2.294e+00,Null,Null
51.449999,Null,Null,-1.641e+00,+2.179e+00,+1.983e+00,+2.256e+00,Null,Null
51.459999,+2.501e-01,+6.403e-01,-1.610e+00,+2.148e+00,+1.984e+00,+2.189e+00,Null,Null
51.469999,+2.753e-01,+5.742e-01,-1.581e+00,+2.122e+00,+1.984e+00,+2.092e+00,Null,Null
51.479999,Null,Null,-1.559e+00,+2.100e+00,+1.984e+00,+2.011e+00,Null,Null
51.489999,+3.226e-01,+5.345e-01,-1.546e+00,+2.082e+00,+1.984e+00,+1.911e+00,Null,Null
51.499999,+4.349e-01,+5.238e-01,-1.541e+00,+2.059e+00,+1.984e+00,+1.811e+00,Null,Null
51.509999,Null,Null,-1.544e+00,+2.041e+00,+1.984e+00,+1.712e+00,Null,Null
51.519999,+5.941e-01,+5.164e-01,-1.554e+00,+2.020e+00,+1.984e+00,+1.615e+00,Null,Null
51.529999,+7.439e-01,+4.987e-01,-1.565e+00,+2.004e+00,+1.984e+00,+1.522e+00,Null,Null
51.539999,Null,Null,-1.575e+00,+1.992e+00,+1.984e+00,+1.447e+00,Null,Null
51.549999,+8.309e-01,+4.620e-01,-1.586e+00,+1.983e+00,+1.984e+00,+1.380e+00,Null,Null
51.559999,Null,Null,-1.599e+00,+1.975e+00,+1.984e+00,+1.324e+00,Null,Null
51.569999,+8.624e-01,+4.003e-01,-1.617e+00,+1.970e+00,+1.984e+00,+1.274e+00,Null,Null
51.579999,+8.691e-01,+3.177e-01,-1.636e+00,+1.965e+00,+1.984e+00,+1.229e+00,Null,Null
51.589999,+8.652e-01,+2.058e-01,-1.652e+00,+1.960e+00,+1.984e+00,+1.188e+00,Null,Null
51.599999,Null,Null,-1.667e+00,+1.956e+00,+1.984e+00,+1.156e+00,Null,Null
51.609999,+8.554e-01,+5.351e-02,-1.681e+00,+1.952e+00,+1.984e+00,+1.128e+00,Null,Null
51.619999,Null,Null,-1.695e+00,+1.949e+00,+1.984e+00,+1.106e+00,Null,Null
51.629999,+8.395e-01,-1.540e-01,-1.703e+00,+1.946e+00,+1.984e+00,+1.090e+00,Null,Null
51.639999,+8.138e-01,-4.127e-01,-1.698e+00,+1.944e+00,+1.984e+00,+1.083e+00,Null,Null
51.649999,Null,Null,-1.679e+00,+1.942e+00,+1.984e+00,+1.079e+00,Null,Null
