jointHR1,jointHR2,jointHR3,force
6.458002259758794,5.292967464924717,7.778264377515098,6.143147654372321
6.096669889168982,5.002555570859951,7.336150533376014,5.801177789260735
5.7548915723540475,4.727763523915473,6.918068169099059,5.4776927261047375
5.431621160198485,4.467757571846179,6.52272965832839,5.171703820921487
5.1258682336169565,4.221748337959216,6.148916005258028,4.88227509273579
4.836695139716046,3.9889884619763354,5.795473194005371,4.6085204228694
4.563214185470259,3.768770366255418,5.461308732012627,4.349600903076353
4.304584980543634,3.56042414071121,5.145388377167368,4.104722324616148
4.060011921332833,3.363315540129155,4.846733038880878,3.873132800776711
3.828741808728618,3.1768440879012614,4.56441584388163,3.654120515756771
3.610061592491081,3.00044128053001,4.297559357972169,3.447011593194066
3.403296235511579,2.83356888754675,4.045332955462584,3.2511680779823604
3.207806691591483,2.67571734177539,3.806950328434049,3.0659860253579843
3.022987990706439,2.5264042151414814,3.5816671284026897,2.890893691556383
2.848267426045117,2.401629720999905,3.40965931229628,2.767776507247131
2.6831028374148223,2.2893596759955983,3.2475533690808853,2.658426103426363
2.526980985893717,2.182200853244496,3.092767589243243,2.5539246829783324
2.3794160148812535,2.079923173757113,2.944977311995361,2.454058313309148
2.2399479929561688,1.9823068714443786,2.8500413823459523,2.3586224832270144
2.108141534195073,1.889142031577869,2.770444201055499,2.2674216882465323
1.9835844918357903,1.8002281498947033,2.692982445223289,2.180269034144253
1.8658867213881158,1.7153737114238081,2.6175990718541606,2.096985857962261
1.7754338592354728,1.6343957881515017,2.5442385636795373,2.0174013656918692
1.7255348542935869,1.5571196546838755,2.4728468881862815,1.941352285903326
1.6769932507765617,1.483378421101041,2.4033714577542007,1.8686825386197403
1.6326817981562551,1.4130126822343825,2.3357736951471497,1.7992429187643086
1.595082117183075,1.3458701826323087,2.28058849743045,1.7328907935394753
1.5583272778613786,1.2818054965128518,2.226647084048231,1.6694898131248586
1.522397995569167,1.220679722032852,2.1739211396269313,1.6089096341077849
1.4872754458665909,1.162360189233425,2.122383017655627,1.5510256550860522
1.4529412524836238,1.106720181050065,2.0720057234051446,1.495718763907229
1.419377475671271,1.0536386668030806,2.023773450136022,1.442875096032337
1.386566600903091,1.003000047610195,1.9831599661054935,1.3923858035343557
1.3544915279143686,0.9546939131881051,1.94347921108466,1.3441468342634684
1.323135560066828,0.9142727685252945,1.9047060507389084,1.2980587207316434
1.2924823940272807,0.8901500031951224,1.8668161420692693,1.2540263782887708
1.2625161097490976,0.8666699087652183,1.8297859051845893,1.2119589121814385
1.2332211607458567,0.8438153331022051,1.7935924961702683,1.17176943310342
1.2045823646469689,0.8215695827023426,1.758213781008661,1.1333748808641464
1.1765848940254953,0.799916410376742,1.7236283105081447,1.0966958558178892
1.1492142674887873,0.7788400032699216,1.6898152961996664,1.0616564577120988
1.1224563410229598,0.758324971202551,1.6567545871613203,1.0281841316283824
1.0962972995825637,0.7383563353294893,1.6244266477331681,0.9962095207039695
1.070723648917202,0.7189195171044827,1.5928125360861012,0.9656663253352518
1.0457222076271298,0.7000003275431077,1.5618938836100726,0.9364911685781241
1.0212800994402316,0.6815849567758079,1.5316528750884757,0.9086234674723979
0.9973847457030496,0.6636599638830771,1.5020722296268487,0.8820053100295703
0.9740238580788381,0.6462122670050767,1.4731351823054106,0.8565813376347022
0.9511854314458936,0.6313123387781011,1.4448254665262197,0.8322986326241285
0.9288577369896704,0.6177110782418779,1.4171272970269626,0.8091066108112106
0.9070293154824496,0.6044121620825399,1.3900253535345557,0.786956918742368
0.8856889707445657,0.5914087724473983,1.3635047650328598,0.7658033354752074
0.8648257632814296,0.5786942500204838,1.337551094619882,0.74560167867973
0.8444290040907988,0.5662620900916037,1.3121503249308686,0.72630971487236
0.8244882486349691,0.5541059387348993,1.2872888441046668,0.707887073600906
0.8052447985995019,0.5422195890932994,1.262953432271689,0.6902951654065735
0.7885370203559936,0.5305969777653935,1.2391312485427002,0.673497103396803
0.7722021054971708,0.5192321812914041,1.2158098184785169,0.6574576282700182
0.7562315982413188,0.5081194127350431,1.1929770220215399,0.6421430366403642
0.7406172369347205,0.4972530183581786,1.1706210818708194,0.6275211125172061
