0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.0,0.9302525534961987,0.7935089247998637,0.6204861181023447,0.4303188916678094,0.24725591360248927,0.10258153727090762,0.0232426169083117,0.0016538808882154159,1.5002367330676337e-05,1.108755707825123e-08,6.444445455589566e-12,7.69828865524251e-14,1.3400846885657788e-14,6.839394580430844e-15,4.5918655303002036e-15,3.033287999081887e-15,1.7059399401842247e-15,6.972377775902906e-16,1.5696905958179455e-16,1.1527703623272055e-17,1.2250854719313815e-19,1.4445303298602553e-22,2.3887581837812144e-25,1.8139462276535045e-26,3.571836906920343e-26,2.622500964344707e-25,3.0768115492593536e-24,5.012538901617102e-23,1.2624223599836817e-21,5.722518875969764e-20,4.4888594364231526e-18,3.1418518601841244e-16,6.866378656225871e-15,6.839379636919676e-14,8.026781942232157e-13,1.0815138303750656e-11,1.5335546482844203e-10,2.5459482037734066e-09,5.979510558866505e-08
0.9302525534961987,1.0,0.9511432541091376,0.8209625509384146,0.63053266145282,0.40682233666586765,0.19458539706751246,0.05312006275288113,0.00487641766199643,6.231788157979181e-05,6.843769222197592e-08,5.423783873685244e-11,7.323337933538595e-13,1.2698209290053645e-13,6.160564338062514e-14,3.872866362746622e-14,2.3742797184631796e-14,1.2245144430419567e-14,4.499540323773939e-15,8.815071714611318e-16,5.351269075444472e-17,4.379552937645738e-19,3.7380496755390823e-22,4.532611038490025e-25,2.7491474635576174e-26,4.6386718944419324e-26,3.003214686279219e-25,3.11435221737569e-24,4.4178717655909045e-23,9.376505621141738e-22,3.3859476453566875e-20,1.9451857972779862e-18,9.139686064904559e-17,1.3556612162961357e-15,1.0919523396947272e-14,1.2413672937332154e-13,1.7589065643805839e-12,2.7001544973788595e-11,4.93846491181492e-10,1.3070947279945454e-08
0.7935089247998637,0.9511432541091376,1.0,0.9520472029074932,0.8110462340824787,0.588999447534346,0.3257579893278334,0.10756009159252222,0.012809099334116269,0.00023272033385554044,3.8624374440404284e-07,4.3041653747516807e-10,6.868606749050017e-12,1.2471366204718497e-12,6.046884853970723e-13,3.7439022383480166e-13,2.2480941347355378e-13,1.1308730772446445e-13,4.0295876560920557e-14,7.583728217132022e-15,4.355908173474643e-16,3.2970566489038283e-18,2.5335511290889055e-21,2.7164462804663977e-24,1.454274950498365e-25,2.177884881178929e-25,1.2545059803546107e-24,1.1504563876540754e-23,1.4178128906622397e-22,2.5266770650161476e-21,7.231422444199122e-20,3.0188097370226414e-18,9.39146242209211e-17,9.208915293815845e-16,5.7401817693254535e-15,5.976589465517934e-14,8.38539438575726e-13,1.3078522431481665e-11,2.4542226290311465e-10,6.715781484209461e-09
0.6204861181023447,0.8209625509384146,0.9520472029074932,1.0,0.9457988958551732,0.7740761752960115,0.49580814877216334,0.19840684148350002,0.03073864836630991,0.0007974131647924134,2.0140277108499887e-06,3.1898735110496397e-09,6.101387831180848e-11,1.1777241376724411e-11,5.7926087056204785e-12,3.585496691221097e-12,2.1426920156271482e-12,1.0706588090762838e-12,3.783210510798018e-13,7.042888710306279e-14,3.9835119841013134e-15,2.943801047973327e-17,2.17216802002128e-20,2.1761780976677948e-23,1.0587820731539334e-24,1.4213259215943592e-24,7.299564405220771e-24,5.917388858943644e-23,6.327142587577825e-22,9.449787181977653e-21,2.1379836213237234e-19,6.460951502063667e-18,1.3228554110862256e-16,8.492090556070611e-16,4.038291520623991e-15,3.78559522868039e-14,5.165763179619298e-13,8.032983911057218e-12,1.5143825669178205e-10,4.176459558277921e-09
0.4303188916678094,0.63053266145282,0.8110462340824787,0.9457988958551732,1.0,0.9296978545880007,0.6963851898925738,0.3420699598116094,0.07015993334707595,0.0026613366917055017,1.052557643664655e-05,2.4302375400495152e-08,5.658942592300556e-10,1.1708840435788819e-10,5.872726565506085e-11,3.6499551624201705e-11,2.180266711090987e-11,1.0874822221692784e-11,3.833552883991075e-12,7.114900120437855e-13,4.0054061201197685e-14,2.931505874845928e-16,2.1111273972706282e-19,1.99974988098011e-22,8.863941616604643e-24,1.062346031923747e-23,4.832282303757645e-23,3.435434481979282e-22,3.1573352632904936e-21,3.90596841400287e-20,6.877574859270274e-19,1.4724925476017667e-17,1.929026053355011e-16,7.870465048667432e-16,2.7951700698422507e-15,2.3318692426686824e-14,3.0732340038198017e-13,4.737783844060598e-12,8.920592913027031e-11,2.4622801545644942e-09
0.24725591360248927,0.40682233666586765,0.588999447534346,0.7740761752960115,0.9296978545880007,1.0,0.8959011045086771,0.5563501844013257,0.15728631446357674,0.009214224499072946,6.087712579708378e-05,2.1642863333693513e-07,6.316936597530239e-09,1.4166090157185701e-09,7.273883975999902e-10,4.5469723432949523e-10,2.7179588721895744e-10,1.354729872352273e-10,4.770623314175254e-11,8.842438467109445e-12,4.966007078731354e-13,3.609080195992662e-15,2.539939669402528e-18,2.2658925876561274e-21,9.048587596137232e-23,9.533359047634565e-23,3.7752181699430574e-22,2.3099339244086465e-21,1.7854728465417345e-20,1.7807022247773641e-19,2.3537664440020722e-18,3.397603337014219e-17,2.6704868976405965e-16,6.485452745979223e-16,1.6480769627346367e-15,1.201816646789292e-14,1.5201319918520943e-13,2.3171451753545334e-12,4.349867068782727e-11,1.1995618464423906e-09
0.10258153727090762,0.19458539706751246,0.3257579893278334,0.49580814877216334,0.6963851898925738,0.8959011045086771,1.0,0.8281831534399163,0.3472271319008897,0.03468781740290913,0.00043036704783524864,2.599680225010567e-06,1.0014370106393422e-07,2.479420148219895e-08,1.3104712839800923e-08,8.25109015715352e-09,4.936845636387795e-09,2.4589298682086754e-09,8.64926659368029e-10,1.6009195401981658e-10,8.967116070187323e-12,6.463447193462586e-14,4.424072506342358e-17,3.6680312105177135e-20,1.2889337532191962e-21,1.1592981349672232e-21,3.8724728321807205e-21,1.9706873135564394e-20,1.23152846417903e-19,9.427110472497779e-19,8.762378666839104e-18,7.794463683423107e-17,3.271494637581346e-16,4.201416843059084e-16,7.077526091227828e-16,4.374543658384969e-15,5.26019297100669e-14,7.906548537525106e-13,1.478601307440374e-11,4.0721934415089537e-10
0.0232426169083117,0.05312006275288113,0.10756009159252222,0.19840684148350002,0.3420699598116094,0.5563501844013257,0.8281831534399163,1.0,0.7024479156125032,0.1411660723369781,0.003997374728799348,4.834289286145452e-05,2.678125943159129e-06,7.547746361056785e-07,4.1429904394666077e-07,2.633074445292653e-07,1.5773038007452037e-07,7.848091193487418e-08,2.7561965692565962e-08,5.0914965127877004e-09,2.8414336678681736e-10,2.0255901022498983e-12,1.3365061947787298e-15,1.0065038906600602e-18,2.990968785310679e-20,2.1866782428538186e-20,5.845070740965596e-20,2.336760681148916e-19,1.105430216026168e-18,5.983977957115913e-18,3.507210058800939e-17,1.6549872107431073e-16,3.0545931961089304e-16,1.7031519643805382e-16,1.674694763092968e-16,8.336424440018557e-16,9.382276498533112e-15,1.384717644309589e-13,2.5768952614120585e-12,7.08567367676061e-11
0.0016538808882154159,0.00487641766199643,0.012809099334116269,0.03073864836630991,0.07015993334707595,0.15728631446357674,0.3472271319008897,0.7024479156125032,1.0,0.523128164712399,0.04583721457545617,0.0014338849443783757,0.00013066448905320468,4.398917326426349e-05,2.5440004916391994e-05,1.6384565881548286e-05,9.835781379473325e-06,4.8898347784824385e-06,1.7147716837483995e-06,3.1620711873233174e-07,1.758055830278043e-08,1.236579438827951e-10,7.775173753716681e-14,5.14220412288553e-17,1.2159382842668482e-18,6.696696865389611e-19,1.3195719881195592e-18,3.791571829566978e-18,1.2253079154290971e-17,4.128023577446021e-17,1.2870433354366062e-16,2.5501421245455496e-16,1.5287421699691028e-16,2.720201948968773e-17,1.2797121137950604e-17,4.734428036764973e-17,4.864262286209e-16,6.9977176415216425e-15,1.292678883208366e-13,3.5438700394064905e-12
1.5002367330676337e-05,6.231788157979181e-05,0.00023272033385554044,0.0007974131647924134,0.0026613366917055017,0.009214224499072946,0.03468781740290913,0.1411660723369781,0.523128164712399,1.0,0.4047996581235923,0.04593574958780507,0.008233617459842964,0.003536670781544577,0.002201695539753403,0.0014480640934444516,0.0008745805025980109,0.0004358964252929163,0.00015324543149906533,2.8356960790639703e-05,1.5812299339878607e-06,1.104127814629152e-08,6.588579833258236e-12,3.695635039564867e-15,6.451652951573278e-17,2.426385688903151e-17,3.165609717990466e-17,5.816348273189574e-17,1.1218982150940055e-16,1.988372345328089e-16,2.6367855296647405e-16,1.6128633581678165e-16,2.1074843879274352e-17,7.975465904914215e-19,1.3792472762429263e-19,3.4028670885611145e-19,3.0793295028781387e-18,4.262953786431455e-17,7.763829421678443e-16,2.109038524341097e-14
